country,t,onset2COWCS,decade,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,1,2,6,10,19
ECU,1999,0.0,7.0,0.0095,0.03637586,0.00655,0.001417,0.001308,0.0,0.0,0.000178464,0.000178467,0.002353162,-0.10668967,0.006594106,0.003257078,0.003560266,0.000553808,0.004364875
ECU,2000,0.0,8.0,0.008,0.03637586,0.00655,0.001417,0.001308,0.0,0.0,0.00014405,0.00014405,-0.01221785,-0.17675994,0.003687,0.002502795,0.006729024,0.002603427,0.00557053
ECU,2001,0.0,8.0,0.008,0.03637586,0.00655,0.001417,0.001308,0.0,0.0,0.000145964,0.000145964,-0.001362011,0.018635036,-0.006399195,-0.0035435,-0.006837197,-0.001966586,-0.005910439
ECU,2002,0.0,8.0,0.008,0.03637586,0.00655,0.001417,0.001308,0.0,0.0,0.000155568,0.000155564,0.006218895,-0.022477768,-0.001442919,-0.000726242,-0.001195722,-0.000263303,-0.001282465
ECU,2003,0.0,8.0,0.008,0.03637586,0.00655,0.001417,0.001308,0.0,0.0,0.000190794,0.000190798,0.00173071,-0.000853883,0.002406131,0.000853605,-0.00064579,-0.000488275,0.000798499
ECU,2004,0.0,8.0,0.008,0.03637586,0.00655,0.001417,0.001308,0.0,0.0,0.000222318,0.000222318,0.005054817,0.038966186,0.003831338,0.000404437,0.001040347,7.1048e-05,0.002202031
ECU,2005,0.0,8.0,0.008,0.03637586,0.00655,0.001417,0.001308,0.0,0.0,0.000217542,0.000217546,0.00948821,0.019901508,0.001821641,0.000778937,0.00063535,0.000110677,0.000895437
ECU,2006,,8.0,0.0085,0.03637586,0.00655,0.001417,0.001308,0.0,0.0,0.000184931,0.000184927,-0.020339489,0.002680795,0.004468324,0.000525478,-0.000535492,0.000286285,0.00123215
ECU,2007,,8.0,0.0075,0.03637586,0.00655,0.001417,0.001308,0.0,0.0,0.000155427,0.00015543,0.00497058,-0.008085498,0.002813201,6.274e-06,-0.000432204,-8.658e-05,0.000867765
ECU,2008,,8.0,0.0075,0.03637586,0.00655,0.001417,0.001308,0.0,0.0,0.00015375,0.000153746,0.012528509,0.031449407,0.002015768,-0.000162327,-0.000901749,-0.000237881,0.003018545
EGY,1991,0.0,7.0,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000251882,0.000251878,-0.00549379,-0.08111934,-0.000155223,0.000234428,0.000650012,5.6918e-05,0.00069588
EGY,1992,0.0,7.0,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000215292,0.000215299,0.008670673,-0.014044478,0.00120479,0.00059937,0.000686416,6.0775e-05,0.001288313
EGY,1993,0.0,7.0,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000212781,0.000212781,-0.000660881,-0.030431975,-0.00141627,-0.000961567,-0.000543017,-5.08e-05,-0.001098595
EGY,1994,0.0,7.0,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000213325,0.000213321,0.002074868,-0.007252384,0.00064941,0.000254254,0.000293333,5.7652e-05,0.000920099
EGY,1995,0.0,7.0,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000214174,0.000214178,-0.005631894,-0.000792054,0.000677133,0.000748763,0.000488734,9.0023e-05,0.001297481
EGY,1996,0.0,7.0,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000216529,0.000216521,0.000689119,0.002356129,0.001027068,0.001283827,0.00061426,4.2454e-05,0.001011325
EGY,1997,0.0,7.0,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000218846,0.000218853,-0.003868058,0.007095249,-0.001909384,-0.000560247,-0.000331474,-4.0181e-05,-0.000838439
EGY,1998,0.0,7.0,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000220045,0.000220045,0.008109883,0.00930169,-0.001551646,-0.001048534,-0.000487583,-0.000106176,-0.002120299
EGY,1999,0.0,7.0,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000214994,0.000214994,0.002867341,0.013392838,0.001615377,0.000324603,0.0002628,3.2611e-05,-0.000216879
EGY,2000,0.0,8.0,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000205219,0.000205219,-0.012854397,0.007548818,0.007390852,0.0021217,0.001251122,0.000148124,-0.000308573
EGY,2001,0.0,8.0,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000198908,0.000198904,-0.000834256,-0.010427537,-0.001797539,-0.001205975,-6.7756e-05,3.7181e-05,0.001747039
EGY,2002,0.0,8.0,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000195257,0.000195261,0.005836621,-0.012993676,0.000867452,0.000505153,0.000660016,6.1767e-05,0.001230141
EGY,2003,0.0,8.0,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000190869,0.000190869,0.000478581,-0.012555714,0.008779168,0.002898575,0.002422931,0.000295106,0.004763798
EGY,2004,0.0,8.0,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000186294,0.000186291,0.006021097,-0.003254501,0.004559422,0.001035466,0.001314808,0.000107881,0.002289259
EGY,2005,0.0,8.0,0.0035,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000181563,0.000181563,0.009851068,0.001157984,0.000306788,-0.000796864,-0.000296792,8.594e-06,-0.001070911
EGY,2006,,8.0,0.0035,0.0,0.001836,0.001979,0.000237,0.0,,0.000177428,0.000177424,-0.02067849,0.024175948,0.007203044,0.001248921,0.001142053,5.0687e-05,0.001989373
EGY,2007,,8.0,0.0035,0.0,0.001836,0.001979,0.000237,0.0,,0.000173867,0.00017387,0.005931601,0.027496656,0.003207736,0.000284111,0.000741085,6.8293e-05,0.000328876
EGY,2008,,8.0,0.0035,0.0,0.001836,0.001979,0.000237,0.0,,0.000170134,0.000170138,0.011607692,0.028875304,0.002617304,-7.7852e-05,-8.7202e-05,2.1225e-05,-0.000283562
ERI,1991,0.0,7.0,,,0.006524,0.004253,0.00653,,0.0,,,-0.00549379,,-0.002408015,-0.006214867,-0.000184564,-0.00046354,-0.002490205
ERI,1992,0.0,7.0,,,0.006524,0.004253,0.00653,,0.0,,,0.008670673,,-0.001407732,-0.005125377,-0.000656121,-0.000763283,-0.001296262
ERI,1993,0.0,7.0,0.002,,0.006524,0.004253,0.00653,,0.0,,,-0.000660881,,0.010153253,-0.007955563,0.000220366,-0.000610364,0.006194394
ERI,1994,0.0,7.0,0.002,,0.006524,0.004253,0.00653,,0.0,,,0.002074868,,-0.001607133,-0.005357829,-0.000642671,-0.000341459,-0.002253913
ERI,1995,0.0,7.0,0.002,,0.006524,0.004253,0.00653,,0.0,,,-0.005631894,,0.001255918,-0.001840104,0.000803045,0.000213249,0.000157892
ERI,1996,0.0,7.0,0.002,,0.006524,0.004253,0.00653,,0.0,,,0.000689119,,0.004859191,-0.003911823,0.001728789,-0.000271371,0.003200994
ERI,1997,0.0,7.0,0.002,,0.006524,0.004253,0.00653,,0.0,,,-0.003868058,,0.012947001,0.008533,0.001991019,0.000409213,0.002035019
ERI,1998,0.0,7.0,0.002,,0.006524,0.004253,0.00653,,0.0,,,0.008109883,,0.005147388,0.039525303,-0.000105223,0.001137288,-0.005905923
ERI,1999,0.0,7.0,0.002,,0.006524,0.004253,0.00653,,0.0,,,0.002867341,,-0.006984928,-0.015871722,-0.001643335,-0.00088055,-0.00284967
ERI,2000,0.0,8.0,0.002,,0.006524,0.004253,0.00653,,0.0,,,-0.012854397,,0.030898725,0.022272367,0.008060582,0.001934894,0.007388328
ERI,2001,0.0,8.0,0.0015,,0.006524,0.004253,0.00653,,0.0,,,-0.000834256,,-0.021263247,-0.02066685,-0.006358504,-0.001213829,-0.003125782
ERI,2002,0.0,8.0,0.0015,,0.006524,0.004253,0.00653,,0.0,,,0.005836621,,0.001316068,-0.000495424,0.000981372,0.000307647,0.000778935
ERI,2003,0.0,8.0,0.0015,,0.006524,0.004253,0.00653,,0.0,,,0.000478581,,-0.033718944,-0.025095421,-0.004917965,-0.001104083,-0.006956475
ERI,2004,0.0,8.0,0.0015,,0.006524,0.004253,0.00653,,0.0,,,0.006021097,,-0.002348834,-0.007616015,-0.001042081,-0.000222117,-0.000132091
ERI,2005,0.0,8.0,0.0015,,0.006524,0.004253,0.00653,,0.0,,,0.009851068,,0.002369078,0.000142508,0.000500931,0.000218302,0.00190994
ERI,2006,,8.0,0.0015,,0.006524,0.004253,0.00653,,,,,-0.02067849,,0.000128004,-0.003552141,-0.000140346,0.000273693,0.00404029
ERI,2007,,8.0,0.0015,,0.006524,0.004253,0.00653,,,,,0.005931601,,0.001087,0.002128957,-0.000279774,-0.000197781,0.001426094
ERI,2008,,8.0,0.0015,,0.006524,0.004253,0.00653,,,,,0.011607692,,-1.2948e-05,-0.004378755,-0.000571297,-4.1029e-05,0.000395557
ESP,1991,0.0,7.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,2.81e-05,2.81e-05,-0.002113208,-0.004291508,0.000751586,0.000216621,-0.000921579,-0.000381985,-0.000477527
ESP,1992,0.0,7.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,2.23e-05,2.23e-05,0.011710435,-0.019830102,0.003051185,0.001103479,-0.000737194,0.001037854,0.001414815
ESP,1993,0.0,7.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,1.97e-05,1.97e-05,-0.001443625,-0.03914284,0.004696194,0.003226028,-0.00111902,-0.002492022,0.003875993
ESP,1994,0.0,7.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,1.6e-05,1.6e-05,0.000550196,-0.00467908,0.003127174,0.002986527,-0.001812039,0.002783465,0.003528814
ESP,1995,0.0,7.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,1.48e-05,1.48e-05,-0.004463524,-0.000819625,-0.004060702,-0.002783084,0.00294461,0.000358934,-0.003567019
ESP,1996,0.0,7.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,1.36e-05,1.36e-05,0.001653731,-0.004163144,-0.000594665,7.4171e-05,-0.000990858,-0.001922248,-0.000661446
ESP,1997,0.0,7.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,1.3e-05,1.3e-05,-0.006395802,0.010436505,0.002750608,0.001370859,0.001252797,0.001346107,0.001586206
ESP,1998,0.0,7.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,1.27e-05,1.27e-05,0.010252938,0.016588405,-0.002054137,-0.000870708,-0.001795619,-5.6383e-05,-0.002420232
ESP,1999,0.0,7.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,1.18e-05,1.18e-05,0.000647575,0.017767318,-0.000767053,-0.000297226,-0.001245562,-0.003329927,-0.000773909
ESP,2000,0.0,8.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,1.57e-05,1.57e-05,-0.024538428,0.023549397,0.002657286,0.001142838,0.001550016,0.0035214,0.00044198
ESP,2001,0.0,8.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,1.77e-05,1.77e-05,0.01318574,0.007794052,-0.001389552,-0.000358809,-0.001098701,0.0025867,-0.00034603
ESP,2002,0.0,8.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,1.63e-05,1.63e-05,-0.002671287,-0.001540547,-0.001400283,-0.000636987,-0.000727614,-0.001928787,-0.000679988
ESP,2003,0.0,8.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,1.62e-05,1.61e-05,0.009959966,0.002469743,0.001282801,-2.9994e-05,-0.000108556,0.001387675,0.000874739
ESP,2004,0.0,8.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,1.57e-05,1.57e-05,0.005462259,0.004134288,0.002163846,0.001055382,0.000939972,-0.002375652,0.001094225
ESP,2005,0.0,8.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,1.51e-05,1.51e-05,0.009652138,0.007565845,0.000567482,0.000224898,0.000401187,-0.0005233,0.000418588
ESP,2006,,8.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,,1.4e-05,1.4e-05,-0.020523101,0.011672597,0.00356622,0.004285022,0.000835667,-0.001063562,0.002553559
ESP,2007,,8.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,,1.25e-05,1.25e-05,0.001730263,0.007833231,0.002055371,-0.000510338,9.2606e-05,-0.002138504,-0.000452633
ESP,2008,,8.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,,1.06e-05,1.06e-05,0.015621766,-0.018943187,0.00296679,1.3688e-05,0.000947583,-7.0817e-05,0.00078079
EST,1991,0.0,7.0,0.008,,0.005062,0.004985,0.004944,0.0,0.0,-6.25e-05,-6.25e-05,-0.002113208,-0.13138756,0.000924782,0.006211595,0.001404821,0.016065538,0.006792225
EST,1992,0.0,7.0,0.008,,0.005062,0.004985,0.004944,0.0,0.0,-0.000199683,-0.000199679,0.011710435,-0.16070375,0.020185583,0.01583187,0.011570876,0.02165738,0.01903841
EST,1993,0.0,7.0,0.008,,0.005062,0.004985,0.004944,0.0,0.0,-0.00024695,-0.00024695,-0.001443625,-0.09915158,0.004611927,0.008767682,0.013378652,-0.004796855,-0.003376243
EST,1994,0.0,7.0,0.008,,0.005062,0.004985,0.004944,0.0,0.0,-0.000161484,-0.000161484,0.000550196,-0.03700939,0.00466545,0.002983023,0.015825141,0.024447769,-0.000992168
EST,1995,0.0,7.0,0.008,,0.005062,0.004985,0.004944,0.0,0.0,-0.00014431,-0.00014431,-0.004463524,0.023161065,0.004447463,0.003198959,0.005511065,0.001117141,0.000318171
EST,1996,0.0,7.0,0.008,,0.005062,0.004985,0.004944,0.0,0.0,-0.00012999,-0.000129994,0.001653731,0.021644447,-0.003523053,-6.6386e-05,-0.001670252,0.012088151,-0.001755918
EST,1997,0.0,7.0,0.008,,0.005062,0.004985,0.004944,0.0,0.0,-0.000101909,-0.000101905,-0.006395802,0.07928932,0.002979609,0.00831664,0.004578049,0.021875207,-0.000825166
EST,1998,0.0,7.0,0.008,,0.005062,0.004985,0.004944,0.0,0.0,-8.8e-05,-8.8e-05,0.010252938,0.024266798,-0.003446524,-0.026202482,-0.013332133,-0.006513022,-0.000941631
EST,1999,0.0,7.0,0.0085,,0.005062,0.004985,0.004944,0.0,0.0,-8.04e-05,-8.04e-05,0.000647575,-0.029966231,0.00057141,0.000639875,-1.8312e-05,0.003469956,0.001994896
EST,2000,0.0,8.0,0.0095,,0.005062,0.004985,0.004944,0.0,0.0,-7.16e-05,-7.16e-05,-0.024538428,0.04872227,0.006216052,0.006791422,0.01042353,0.024414139,0.000695376
EST,2001,0.0,8.0,0.0095,,0.005062,0.004985,0.004944,0.0,0.0,-7.17e-05,-7.17e-05,0.01318574,0.03462292,-0.001862675,0.001299249,-0.004897707,-0.012649523,0.002040553
EST,2002,0.0,8.0,0.0095,,0.005062,0.004985,0.004944,0.0,0.0,-7.22e-05,-7.22e-05,-0.002671287,0.04274353,-0.005225589,-0.004751263,-0.010998806,-0.01248876,-0.001170908
EST,2003,0.0,8.0,0.0095,,0.005062,0.004985,0.004944,0.0,0.0,-6.94e-05,-6.94e-05,0.009959966,0.021285523,-0.00140552,0.000111169,0.00474332,0.001552935,-0.000998985
EST,2004,0.0,8.0,0.0095,,0.005062,0.004985,0.004944,0.0,0.0,-6.73e-05,-6.73e-05,0.005462259,0.053313527,0.003647164,0.000214058,0.004204734,0.001536156,0.000545669
EST,2005,0.0,8.0,0.0095,,0.005062,0.004985,0.004944,0.0,0.0,-6.56e-05,-6.56e-05,0.009652138,0.06417364,0.002376324,0.002776262,0.004459652,0.004087136,0.000615819
EST,2006,,8.0,0.0095,,0.005062,0.004985,0.004944,0.0,,-6.44e-05,-6.44e-05,-0.020523101,0.07008129,0.002304255,-0.006462155,0.001866661,-0.00045775,0.001976936
EST,2007,,8.0,0.0095,,0.005062,0.004985,0.004944,0.0,,-6.38e-05,-6.38e-05,0.001730263,0.041845884,-0.001487895,-0.008277579,-0.002509366,-0.002217681,0.000807752
EST,2008,,8.0,0.0095,,0.005062,0.004985,0.004944,0.0,,-6.33e-05,-6.33e-05,0.015621766,-0.06693172,0.004818439,0.001063687,0.006340726,0.005353438,0.002536647
ETH,1991,,7.0,0.005,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,-0.00549379,,-0.004632058,-0.001914654,-0.000274506,-9.371e-05,-0.000939817
ETH,1992,0.0,7.0,0.005,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,0.008670673,,0.002049927,0.003288616,0.000328023,0.000212223,0.000537349
ETH,1993,0.0,7.0,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,-0.000660881,,0.00865581,0.003029159,0.000740799,0.000282733,0.002021838
ETH,1994,0.0,7.0,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,0.002074868,,0.090039659,-0.110404438,-0.550617576,-0.617178932,0.149141842
ETH,1995,0.0,7.0,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,-0.005631894,,0.00443846,-0.010019563,-0.078348016,0.029938539,-0.00265054
ETH,1996,0.0,7.0,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,0.000689119,,0.004281262,-0.021168998,-0.039373194,-0.039506137,-0.015453771
ETH,1997,0.0,7.0,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,-0.003868058,,-0.000990658,0.056129609,0.237893684,0.290175037,0.009482966
ETH,1998,0.0,7.0,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,0.008109883,,0.008923277,0.072004608,0.134588798,0.130351274,-0.010828936
ETH,1999,0.0,7.0,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,0.002867341,,0.002267725,-0.039735604,-0.086466408,-0.080322608,-0.02105104
ETH,2000,0.0,8.0,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,-0.012854397,,0.011228604,0.160275299,0.220230016,0.253193868,0.028483794
ETH,2001,0.0,8.0,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,-0.000834256,,-0.003496784,-0.175356553,-0.148506033,-0.183156697,-0.019670227
ETH,2002,0.0,8.0,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,0.005836621,,0.000700112,-0.007554555,-0.034677839,-0.059096398,-0.006843996
ETH,2003,0.0,8.0,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,0.000478581,,0.00251537,-0.067801681,-0.13827431,-0.297011633,0.029996514
ETH,2004,0.0,8.0,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,0.006021097,,0.010687339,-0.086125082,-0.074686299,-0.046519502,0.021471265
ETH,2005,0.0,8.0,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,0.009851068,,0.003881494,-0.056861529,-0.075322715,-0.075662911,-0.000935533
ETH,2006,,8.0,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,,,,-0.02067849,,0.01422002,-0.219400643,-0.218052725,-0.242342951,0.014829522
ETH,2007,,8.0,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,,,,0.005931601,,0.006871633,-0.027750512,-0.148731618,0.000333392,0.018079444
ETH,2008,,8.0,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,,,,0.011607692,,-0.003680702,-0.179496455,-0.140957999,-0.008783915,0.009931836
FIN,1991,0.0,7.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,5.47e-05,5.47e-05,-0.002113208,-0.09743617,0.002954282,-0.00041484,0.000189014,0.007548866,3.8694e-05
FIN,1992,0.0,7.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,5.42e-05,5.42e-05,0.011710435,-0.07175967,0.009806866,0.002104249,0.009276835,0.008765057,0.009819747
FIN,1993,0.0,7.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,4.71e-05,4.71e-05,-0.001443625,-0.045520775,0.004239298,0.001610746,0.005158245,0.008883864,0.008167455
FIN,1994,0.0,7.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,4.18e-05,4.18e-05,0.000550196,0.006565297,0.001330605,0.001828204,0.002010837,0.002583368,0.002907416
FIN,1995,0.0,7.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,3.65e-05,3.65e-05,-0.004463524,0.002231954,0.001063025,0.003413992,0.002034817,0.002685556,0.002443417
FIN,1996,0.0,7.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,3.06e-05,3.06e-05,0.001653731,0.006295184,0.003751092,0.001489331,0.000748078,0.00038846,0.001958619
FIN,1997,0.0,7.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,2.75e-05,2.75e-05,-0.006395802,0.030531691,0.001294024,0.002840653,0.002022251,-0.00019392,0.002842392
FIN,1998,0.0,7.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,2.45e-05,2.45e-05,0.010252938,0.025514303,-0.002022686,0.000623319,-0.002338541,-0.004139609,-0.000937753
FIN,1999,0.0,7.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,2.16e-05,2.16e-05,0.000647575,0.00797615,0.000999049,0.00148948,0.001853542,0.002949619,0.000970754
FIN,2000,0.0,8.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,2.03e-05,2.03e-05,-0.024538428,0.020037433,0.005385485,0.002862936,0.006908822,0.007447704,0.005175947
FIN,2001,0.0,8.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,2.26e-05,2.26e-05,0.01318574,-0.0044023,0.001798762,-0.000380674,0.000482353,-0.002998245,0.001500443
FIN,2002,0.0,8.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,2.45e-05,2.45e-05,-0.002671287,-0.014832488,-0.001447023,-0.00097855,-0.002960234,-0.003663495,-0.001616912
FIN,2003,0.0,8.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,2.19e-05,2.19e-05,0.009959966,-0.01266212,0.001522888,0.002965253,0.002053356,0.003798674,0.001142764
FIN,2004,0.0,8.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,1.94e-05,1.94e-05,0.005462259,0.006496815,0.005960125,0.002851767,0.006596366,0.007631757,0.006259322
FIN,2005,0.0,8.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,1.71e-05,1.71e-05,0.009652138,-0.002212657,0.003387207,0.001418774,0.005264367,0.003379792,0.002922441
FIN,2006,,8.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,,1.52e-05,1.52e-05,-0.020523101,0.018955866,0.012198851,0.000682308,0.010697383,0.006938943,0.010863081
FIN,2007,,8.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,,1.35e-05,1.35e-05,0.001730263,0.012132296,0.002870394,-0.00029297,0.002872629,-0.002165925,0.004914098
FIN,2008,,8.0,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,,1.2e-05,1.2e-05,0.015621766,-0.01966729,0.006158242,-0.000430651,0.004787829,-0.002108024,0.003839872
FJI,1991,0.0,7.0,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,-0.00530684,,-0.001043156,-0.001783821,-0.000920559,6.2153e-05,-0.000483226
FJI,1992,0.0,7.0,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,0.008852497,,0.001840589,-0.001470538,0.001833274,0.000107535,0.000840439
FJI,1993,0.0,7.0,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,-0.000844955,,-0.002558877,-0.005098494,-0.000334971,3.977e-05,-0.00099466
FJI,1994,0.0,7.0,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,0.002081454,,0.00372287,0.000728492,0.000524121,0.00017541,0.00142617
FJI,1995,0.0,7.0,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,-0.005694792,,0.001462517,-0.001155814,0.001770808,0.000151121,0.0015305
FJI,1996,0.0,7.0,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,0.000472501,,0.001602913,-0.005458326,0.00140695,0.000712691,0.001775534
FJI,1997,0.0,7.0,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,-0.00359118,,-0.000236965,-0.006335322,0.003242982,0.000347581,0.000318025
FJI,1998,0.0,7.0,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,0.008045211,,-0.000371679,-0.007805373,0.002760485,0.000511489,0.001431452
FJI,1999,0.0,7.0,0.008,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,0.002628505,,-0.000956324,0.000142155,-0.001559073,-0.000166692,-0.001274685
FJI,2000,0.0,8.0,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,-0.012746543,,0.003497953,-0.003177972,0.007048001,0.000843845,0.001915302
FJI,2001,0.0,8.0,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,-0.000601217,,0.000841197,0.002240269,-0.002304763,-0.000430741,0.000454303
FJI,2002,0.0,8.0,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,0.005798817,,-0.002766757,-0.000933035,-0.000720736,-5.692e-06,-0.000456106
FJI,2003,0.0,8.0,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,0.001720801,,-0.000533176,0.006910306,0.001562726,-0.000395933,0.000955315
FJI,2004,0.0,8.0,0.008,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,0.00476262,,0.001142449,0.010163319,-0.002371245,-0.000480092,0.000345799
FJI,2005,0.0,8.0,0.008,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,0.009862199,,0.000583173,0.000271565,0.000773571,-9.44e-06,0.000943461
FJI,2006,,8.0,0.0035,-0.009162908,0.005479,0.005682,0.005479,0.01,,,,-0.02114378,,0.00542789,0.007622427,0.002795853,-8.2384e-05,0.001577858
FJI,2007,,8.0,0.003,-0.009162908,0.005479,0.005682,0.005479,0.01,,,,0.006178603,,0.002901844,0.006562951,0.001078889,6.1519e-05,0.001210933
FJI,2008,,8.0,0.003,-0.009162908,0.005479,0.005682,0.005479,0.01,,,,0.011691093,,0.011421404,0.004645452,0.002737932,0.000238931,0.00596045
GAB,1991,0.0,7.0,0.003,-0.026592601,0.00769,0.006674,0.007821,0.0,1.0,0.000235364,0.000235364,-0.00549379,0.02871061,0.001032328,0.000744801,0.002917024,0.000117004,0.002332574
GAB,1992,0.0,7.0,0.003,-0.026592601,0.00769,0.006674,0.007821,0.0,1.0,0.000266522,0.000266526,0.008670673,-0.06604162,0.00293245,0.000580797,0.00525753,0.000135702,0.002383001
GAB,1993,0.0,7.0,0.003,-0.026592601,0.00769,0.006674,0.007821,0.0,1.0,0.000268005,0.000268,-0.000660881,-0.010687493,0.003242832,0.000565534,0.002283422,0.000149967,0.002060737
GAB,1994,0.0,7.0,0.003,-0.026592601,0.00769,0.006674,0.007821,0.0,1.0,0.000269271,0.000269271,0.002074868,0.001907283,0.019063368,0.007987212,0.013635199,0.001149226,0.015387053
GAB,1995,0.0,7.0,0.003,-0.026592601,0.00769,0.006674,0.007821,0.0,0.0,0.000267841,0.000267842,-0.005631894,0.014611207,0.000565929,-0.001432824,0.004394144,0.000163976,0.002813889
