,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,avgs1,avgs2,avgs6,avgs10,avgs19,trans_outp_p,trans_diff,country
25,1991,0.0001381432307308,-5.364338955258282e-06,0.0006899140323204,0.0011177344914896,0.0008938160231122,0.0,7.0,0.029320166,0.08814551,0.01825778,0.1669678,0.0095,0.035807375,0.007396,0.002085,0.00224,0.0,0.0,0.000236884,0.000236884,-0.005542085,0.019794732,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0951013839818547,8.349625768060143e-05,16
26,1991,0.0003078977727537,0.0057942996948321,0.0007793862574533,0.0105134963082738,0.0011814638050507,0.0,7.0,-0.005874591,0.11942003,0.028993111,0.1669678,0.009,0.011314021,0.005408,0.006054001,0.000468,0.0,0.0,0.000158429,0.000158425,-0.005542085,-0.028208852,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0382688139688419,0.0010682979209956,17
30,1991,0.0007843672582794,-0.0046717668490824,-0.000519749259674,0.0027537689223431,-0.0009778088748116,0.0,7.0,0.017045386,0.07172504,0.008002603,0.16698153,0.0085,-0.095670156,0.004102,0.005986,0.00411,0.01,0.0,0.000299834,0.000299837,-0.00549379,-0.030490797,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0312710346297418,0.0005363364763581,18
31,1991,0.0001689919288678,0.0009801092435424,0.0001539771594819,0.0010331491955143,0.0001921253144018,0.0,7.0,-0.034093164,0.08063049,0.01628528,0.16698153,0.002,0.014816046,0.008295001,0.007916,0.008334,0.0,0.0,0.000286698,0.0002867,-0.00549379,-0.028466556,0.0005,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0485484027575842,0.0001102585259293,19
32,1991,0.0002032092261514,0.0001644876609745,7.760699823640589e-05,0.0071658569613959,-8.221733341624328e-05,0.0,7.0,-0.032704234,0.10244151,0.011288351,0.16458338,0.01,0.027343675,0.007124,0.006958,0.005772,0.01,0.0,0.000116982,0.00011698,-0.007742658,-0.05371903,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0485593423745308,-0.0005510657855574,20
33,1991,0.0001905437198584,0.0001905867693086,-9.513162863739044e-06,0.0011795167393105,8.004722940532782e-07,0.0,7.0,-0.020320049,0.08842252,0.051591393,0.16392769,0.01,0.04203199,0.005314,0.006083,0.005441,0.0,0.0,0.000122026,0.000122026,-0.002113208,-0.038744472,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0350967894212423,0.0002464261004823,21
34,1991,-0.0005995775552463,-0.0007080100474531,0.0007237447307328,0.0246018128684916,-0.0010429892878569,0.0,7.0,0.06149323,0.094995715,0.028810993,0.1669678,0.009,0.040535226,0.001861,0.003841,0.001871,0.0,0.0,0.000169925,0.000169924,-0.005542085,0.041572288,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0773728339147395,-7.751415160020536e-05,22
35,1991,0.0003333029689978,0.0005913194003229,-0.0004733534138999,0.000318853267228,9.22744536972957e-05,0.0,7.0,0.051446036,0.1395595,0.048153453,0.15959682,0.0015,0.036216706,0.001538,0.006643,0.001327,0.0,0.0,0.00013645,0.000136446,-0.006785229,0.00876322,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0298476389654082,-0.0004980817900374,23
36,1991,-0.0008962544901448,-0.0002353677043611,-0.000500853252339,-0.0017467014510102,-0.0013248204970101,0.0,7.0,-0.04207568,0.0947574,0.03713689,0.16698153,0.0015,-0.009162908,0.008204,0.007551,0.007842001,0.0,0.0,0.000429861,0.000429865,-0.00549379,-0.043945737,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0382265688013929,-0.0001066400402804,24
37,1991,0.0003581294633694,-0.0001193138736208,0.0001581344403128,0.0003067289798594,4.9892149467272925e-05,0.0,7.0,-0.06519993,0.09411672,0.03260131,0.16698153,0.001,0.028735647,0.008635,0.007338,0.008898,0.0,0.0,0.000286818,0.000286818,-0.00549379,-0.07618286,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0465485096575382,0.0005063735602749,25
