country,t,s1,s2,s6,s10,s19,coup,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,avgs1,avgs2,avgs6,avgs10,avgs19,trans_outp_p,trans_diff
BDI,1991,0.0001484336379217,0.0009597633650793,8.632340488024925e-05,0.0006503503109977,-5.81123412190512e-05,0.0,1.0,7.0,0.025492407,0.0863705,0.053925063,0.16698153,0.0015,0.04310799,0.002951,0.005158,0.002977,0.0,0.0,0.000236176,0.000236172,-0.00549379,0.018985786,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0565834578617173,0.0020059041448204
BEL,1991,-0.0004568054556587,-0.0014936697055477,0.0008622554940051,0.0072867397156016,0.0006323118084521,0.0,0.0,7.0,0.014750048,0.09210789,0.058003675,0.16392769,0.01,-0.095670156,0.005554,0.002127,0.005409,0.0,0.0,3.52e-05,3.52e-05,-0.002113208,-0.005028772,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0526665796416028,-0.0003161461818878
BEN,1991,0.000755905073383,0.0010191284379512,0.0002855688811983,0.0030933265502223,0.0006755784182256,0.0,0.0,7.0,0.014734026,0.084877774,0.037816763,0.16698153,0.008,-0.095670156,0.007871999,0.005544,0.007905,0.0,0.0,0.000313021,0.000313021,-0.00549379,0.009892043,0.003,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0488217432191173,0.0001413742163949
BFA,1991,-0.0001255730745331,-0.0011950394896454,-0.0003188137139404,-0.0028408174905389,-0.0015728549593322,0.0,0.0,7.0,0.06420757,0.09064417,0.034520198,0.16698153,0.0025,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,0.000330791,0.000330798,-0.00549379,0.049520146,0.001,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0294450045714764,-7.281762778569775e-05
BGD,1991,-0.0002184991434557,-0.0007500389070507,-0.0004488640751748,-0.0032140308694401,-0.0014229993434008,0.0,0.0,7.0,0.010073495,0.11644036,0.06746869,0.15959682,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0.0,0.000228249,0.000228249,-0.006785229,-0.003773195,0.0055,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0360878133988081,-5.445128869970006e-05
BGR,1991,0.0016494413228443,0.0018722385808891,0.0027965172096951,0.0170279911557834,0.0043123374029318,0.0,0.0,7.0,-0.07129642,0.09079362,0.043738943,0.16392769,0.009,0.03010621,0.004021,0.005965,0.003031,0.0,0.0,-0.000137739,-0.000137731,-0.002113208,-0.09436564,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0418160640926878,0.0006279895294548
BHR,1991,-0.0004148304918481,-0.0090184504467659,0.0002822382642899,0.0031152605113049,-0.0012774278570037,0.0,0.0,7.0,0.016039034,0.06244621,0.06652589,0.15959682,0.0,-0.095670156,0.005021,0.005528,0.004344,0.01,0.0,0.000290614,0.00029061,-0.006785229,-0.006351847,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0412522375983483,-0.0001488202050467
BHS,1991,0.0031425140205774,0.0025508775524595,-0.0002118093453736,0.0003677034456261,-0.0010653163878049,0.0,0.0,7.0,,,,0.1669678,,-0.095670156,0.004228,0.006815,0.001855,0.01,0.0,,,-0.005542085,,,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0414430788843763,-0.0008324596104565
BIH,1991,0.0006092011647184,0.0005117956948302,0.0012852853184944,0.0121699613503475,0.0009339844891554,0.0,1.0,7.0,,0.08400526,0.044661738,0.16392769,,0.041026432,0.0063,0.006851,0.006751,,0.0,,,-0.002113208,,,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0505009545949527,0.0003868426814907
BLR,1991,0.0034398553857034,0.0078280525356705,0.0028199657582632,0.0051417635991528,0.001962340893747,0.0,0.0,7.0,-0.014386468,0.09230633,0.038950197,0.16392769,0.0085,,0.003222,0.006116,0.004666,0.0,0.0,3.92e-06,3.92e-06,-0.002113208,-0.049160637,,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0442190965521093,0.0021899070880833
BLZ,1991,0.0003720495031021,0.0024096491292737,-0.0016221649818329,-0.0015687041683083,-0.0008864475529412,0.0,0.0,7.0,,,,0.1669678,,0.013083329,0.007015,0.005813,0.006303,0.01,0.0,,,-0.005542085,,,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0608072373995448,-0.0020766190881729
BMU,1991,-0.0031420576735357,-0.0069939100950238,-0.0021642605217731,-0.0173473123689537,-0.0016108100092743,0.0,0.0,7.0,,,,0.16458338,,,,0.007112,,0.01,0.0,,,-0.007742658,,,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0404768038362044,5.2666212851402994e-05
BOL,1991,0.0001381432307308,-5.364338955258282e-06,0.0006899140323204,0.0011177344914896,0.0008938160231122,0.0,0.0,7.0,0.029320166,0.08814551,0.01825778,0.1669678,0.0095,0.035807375,0.007396,0.002085,0.00224,0.0,0.0,0.000236884,0.000236884,-0.005542085,0.019794732,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0951013839818547,8.349625768060143e-05
BRA,1991,0.0003078977727537,0.0057942996948321,0.0007793862574533,0.0105134963082738,0.0011814638050507,0.0,0.0,7.0,-0.005874591,0.11942003,0.028993111,0.1669678,0.009,0.011314021,0.005408,0.006054001,0.000468,0.0,0.0,0.000158429,0.000158425,-0.005542085,-0.028208852,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0382688139688419,0.0010682979209956
BRB,1991,0.0001125725050216,-0.0005291226914892,0.0009592256641845,0.0018077874186724,-0.0006198267513945,0.0,0.0,7.0,,,,0.1669678,,-0.095670156,0.001423,0.006934,0.000926,0.01,0.0,,,-0.005542085,,,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0534773427208956,-0.0003724156000374
BRN,1991,-0.0010833865530789,-0.0025064533528342,-0.0004704150670306,-0.0026793568559026,-0.0028890127792593,0.0,0.0,7.0,,,,0.15959682,,,0.005416,0.004404,0.003438,0.01,0.0,,,-0.006785229,,,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0416199652878021,5.919021778680311e-05
BTN,1991,0.0001098790237782,0.0030063067764175,0.0011222623750547,0.007021215794416,0.0031691331065566,0.0,0.0,7.0,,,,0.15959682,0.0,0.045464814,0.00605,0.003787,0.006056,0.01,0.0,,,-0.006785229,,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0473747452630812,0.001136290962535
BWA,1991,0.0007843672582794,-0.0046717668490824,-0.000519749259674,0.0027537689223431,-0.0009778088748116,0.0,0.0,7.0,0.017045386,0.07172504,0.008002603,0.16698153,0.0085,-0.095670156,0.004102,0.005986,0.00411,0.01,0.0,0.000299834,0.000299837,-0.00549379,-0.030490797,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0312710346297418,0.0005363364763581
CAF,1991,0.0001689919288678,0.0009801092435424,0.0001539771594819,0.0010331491955143,0.0001921253144018,0.0,0.0,7.0,-0.034093164,0.08063049,0.01628528,0.16698153,0.002,0.014816046,0.008295001,0.007916,0.008334,0.0,0.0,0.000286698,0.0002867,-0.00549379,-0.028466556,0.0005,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0485484027575842,0.0001102585259293
CAN,1991,0.0002032092261514,0.0001644876609745,7.760699823640589e-05,0.0071658569613959,-8.221733341624328e-05,0.0,0.0,7.0,-0.032704234,0.10244151,0.011288351,0.16458338,0.01,0.027343675,0.007124,0.006958,0.005772,0.01,0.0,0.000116982,0.00011698,-0.007742658,-0.05371903,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0485593423745308,-0.0005510657855574
CHE,1991,0.0001905437198584,0.0001905867693086,-9.513162863739044e-06,0.0011795167393105,8.004722940532782e-07,0.0,0.0,7.0,-0.020320049,0.08842252,0.051591393,0.16392769,0.01,0.04203199,0.005314,0.006083,0.005441,0.0,0.0,0.000122026,0.000122026,-0.002113208,-0.038744472,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0350967894212423,0.0002464261004823
CHL,1991,-0.0005995775552463,-0.0007080100474531,0.0007237447307328,0.0246018128684916,-0.0010429892878569,0.0,0.0,7.0,0.06149323,0.094995715,0.028810993,0.1669678,0.009,0.040535226,0.001861,0.003841,0.001871,0.0,0.0,0.000169925,0.000169924,-0.005542085,0.041572288,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0773728339147395,-7.751415160020536e-05
CHN,1991,0.0003333029689978,0.0005913194003229,-0.0004733534138999,0.000318853267228,9.22744536972957e-05,0.0,0.0,7.0,0.051446036,0.1395595,0.048153453,0.15959682,0.0015,0.036216706,0.001538,0.006643,0.001327,0.0,0.0,0.00013645,0.000136446,-0.006785229,0.00876322,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0298476389654082,-0.0004980817900374
CIV,1991,-0.0008962544901448,-0.0002353677043611,-0.000500853252339,-0.0017467014510102,-0.0013248204970101,2.0,0.0,7.0,-0.04207568,0.0947574,0.03713689,0.16698153,0.0015,-0.009162908,0.008204,0.007551,0.007842001,0.0,0.0,0.000429861,0.000429865,-0.00549379,-0.043945737,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0382265688013929,-0.0001066400402804
CMR,1991,0.0003581294633694,-0.0001193138736208,0.0001581344403128,0.0003067289798594,4.9892149467272925e-05,0.0,0.0,7.0,-0.06519993,0.09411672,0.03260131,0.16698153,0.001,0.028735647,0.008635,0.007338,0.008898,0.0,0.0,0.000286818,0.000286818,-0.00549379,-0.07618286,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0465485096575382,0.0005063735602749
COD,1991,-8.808999172008752e-05,-0.0002303823984913,-2.959835500861456e-05,0.0002701399890034,-3.814867100849616e-05,0.0,0.0,7.0,-0.11392622,0.106057495,0.028792718,0.16698153,0.001,0.014350845,0.008747,0.007021,0.008705,0.0,0.0,0.000332162,0.000332162,-0.00549379,-0.10152069,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0389204769881387,-0.0008583046352072
COG,1991,9.207674170903096e-05,5.298716568764329e-06,-3.6556405322381216e-05,0.0017384106197592,0.0003530872417575,0.0,0.0,7.0,-0.007279794,0.07756795,0.019234471,0.16698153,0.0045,-0.095670156,0.008747,0.006642,0.006871,0.0,0.0,0.000310235,0.000310229,-0.00549379,-0.018608028,0.0034999999999999996,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0446814366510456,-0.0007779408760442
COL,1991,7.559882408739258e-05,0.0001023050157904,0.0004834706251669,0.0025759098731511,0.0002225821323328,0.0,,7.0,-0.004122787,0.10422966,0.034772404,0.1669678,0.0095,0.03613617,0.006014,0.001478,0.000193,0.0,0.0,0.00020007,0.000200067,-0.005542085,-0.022663604,0.0005000000000000004,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0584087410873662,-0.000227196986322
CPV,1991,-1.0339204592477344e-05,0.0100551288904808,-5.705346425379388e-05,0.0001805083732237,-0.0002791075971209,0.0,0.0,7.0,-0.038374435,0.058719516,0.04477441,0.16698153,,0.028154088,0.004174,0.000766,,0.0,0.0,0.000179775,0.000179775,-0.00549379,-0.071420506,,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.052638827230811,-0.0001074805252365
CRI,1991,0.0011063939579256,0.0033718301328478,0.000271667617264,0.0011238492239639,0.0008499082114758,0.0,0.0,7.0,-0.002349448,0.080394894,0.041143525,0.1669678,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0,0.000241041,0.000241041,-0.005542085,-0.023667842,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0397578657621865,-2.230487337650383e-05
CUB,1991,-0.0003989708130109,-0.0009828967155337,-0.0009401012305893,-0.0113484063204665,-0.0023554640098382,0.0,0.0,7.0,-0.124161415,0.092696466,0.045613784,0.1669678,0.0015,,0.005908,0.005059,,0.0,0.0,9.28e-05,9.28e-05,-0.005542085,-0.13902733,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0340472757348838,-0.0004253074730965
CYM,1991,-0.0012323332014566,0.0002140321421998,-0.0006314006707534,0.0148600358134916,-3.6589650244002805e-05,0.0,0.0,7.0,,,,0.1669678,,,,,,,0.0,,,-0.005542085,,,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0470881656923605,-0.0017014734164352
CYP,1991,-0.0002506349119162,-0.0015612983978448,0.0003391419958644,0.0042378670033515,-0.002906121200286,0.0,0.0,7.0,,,,0.15959682,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0,,,-0.006785229,,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0369538317904461,-0.0002708092347383
CZE,1991,0.0055029868814233,0.009950605279688,0.0035262947331191,0.0183964072468967,0.0041710573128175,,,7.0,-0.11577595,0.092404,0.048930164,0.16392769,,,0.003222,0.006591,0.003233,,,-4.22e-06,-4.22e-06,-0.002113208,-0.13737428,,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0573660969020042,-0.0007900669991416
DEU,1991,0.0004849807439207,0.0001756084155185,0.0003228730163042,0.0027031982899907,0.0004574224147194,0.0,0.0,7.0,0.045243565,0.11289585,0.054338742,0.16392769,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0,7.58e-05,7.58e-05,-0.002113208,0.020464532,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0394978217290117,0.0002220164389103
DJI,1991,0.0014580206113125,-0.0095960040974001,-0.0008702648372338,-0.0042452354712282,-0.0002440427652106,1.0,0.0,7.0,-0.0194776,0.05927531,0.027929068,0.16698153,0.001,0.013609766,0.007962,0.000435,0.006558,0.0,0.0,0.000246573,0.000246573,-0.00549379,-0.017349932,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0685797499003973,6.378051575092747e-06
DNK,1991,0.0020182943289095,0.0052821082186701,0.0019835968436889,0.0061118771226852,0.0007222760921002,0.0,0.0,7.0,0.01037085,0.08547597,0.048005898,0.16392769,0.01,-0.095670156,0.000819,0.002333,0.001049,0.0,0.0,2.6e-05,2.6e-05,-0.002113208,-0.011074436,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0622233552674107,5.824170678760121e-05
DOM,1991,-0.0026364222816833,-0.0006550093067884,-0.0001071519229404,-0.0012378554055771,-0.0026521983105166,0.0,0.0,7.0,-0.011539023,0.08885026,0.050059393,0.1669678,0.008,0.027972814,0.004294,0.003118,0.000395,0.0,0.0,0.000195734,0.00019573,-0.005542085,-0.038341284,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0337436569867187,-0.0008659029794193
DZA,1991,0.0002274561739329,0.0004404606647959,-3.213722325894064e-05,0.000794981953052,-0.000104841174959,0.0,0.0,7.0,-0.035002682,0.101537436,0.023781568,0.16698153,0.004,0.027536606,0.003394,9.1e-05,0.004427,0.0,1.0,0.000235572,0.000235572,-0.00549379,-0.053634264,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0393356354486023,0.0016598324432639
ECU,1991,0.0033797670482726,0.0009818983231194,0.0014972936160105,0.0026067298688895,0.0007690664038924,0.0,0.0,7.0,0.038819496,0.092523456,0.03628906,0.1669678,0.0095,0.03637586,0.00655,0.001417,0.001308,0.0,1.0,0.000106968,0.000106968,-0.005542085,0.021536643,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0875764790656347,-0.0008354632884256
EGY,1991,0.0004706549034571,0.0003428735821848,0.0002090459141061,0.0025078090483032,0.0010748852436177,0.0,0.0,7.0,-0.05607751,0.10970422,0.040672265,0.16698153,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000251882,0.000251878,-0.00549379,-0.08111934,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0317636910317143,0.0004298793434265
ERI,1991,0.0001175943808377,-0.0069423867650715,-0.0005665128043273,-0.000910024915718,0.0001486080923043,0.0,0.0,7.0,,,,0.16698153,,,0.006524,0.004253,0.00653,,0.0,,,-0.00549379,,,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0539143614133415,-0.0002167529779205
ESP,1991,0.0003417230908842,0.0019151092942084,0.0008228545922966,0.010041392564834,0.0002472049895571,0.0,0.0,7.0,0.022584591,0.10583079,0.04369387,0.16392769,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,2.81e-05,2.81e-05,-0.002113208,-0.004291508,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0506945918293194,-6.333734863269574e-05
EST,1991,-0.0125356347824184,-0.0139770578938073,-0.0105636227645146,-0.08368346349939,-0.020644840633754,0.0,0.0,7.0,-0.09435895,0.07352151,0.035860557,0.16392769,0.008,,0.005062,0.004985,0.004944,0.0,0.0,-6.25e-05,-6.25e-05,-0.002113208,-0.13138756,,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.1115222978978369,0.0096881062646106
ETH,1991,-0.0002830346452495,-0.000897874036126,-3.377472530433984e-05,-0.0003203870062226,-9.64455133304256e-05,0.0,,7.0,,,,0.16698153,0.005,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,-0.00549379,,0.004,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0375156118165673,4.663947933039592e-05
FIN,1991,-0.0003377736271361,0.0004305539801494,0.0004304937059639,0.0076592686609685,0.0009270066157087,0.0,0.0,7.0,-0.06898093,0.08519947,0.028013643,0.16392769,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,5.47e-05,5.47e-05,-0.002113208,-0.09743617,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0550065302691823,0.0001585459009898
FJI,1991,-0.0001539438972628,0.0005600929409017,-2.517264158744502e-05,-0.0028015397915721,-0.0026592106730641,0.0,0.0,7.0,,,,0.16698068,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,-0.00530684,,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0550277867748862,-0.0006398746784432
GAB,1991,0.0005888518639754,-0.0003297773593821,0.0003047873462251,0.0031387544841962,0.0002577105026067,0.0,0.0,7.0,0.036319505,0.06867376,0.013157078,0.16698153,0.003,-0.026592601,0.00769,0.006674,0.007821,0.0,1.0,0.000235364,0.000235364,-0.00549379,0.02871061,0.001,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0494065897091343,0.0020125101800832
GBR,1991,0.0001538058389271,0.000822789492583,0.000502687133008,0.003111966554404,0.0001262053187113,0.0,0.0,7.0,-0.01659749,0.10962417,0.054751746,0.16392769,0.01,-0.002231435,0.001211,0.006944,0.000532,0.01,0.0,2.99e-05,2.99e-05,-0.002113208,-0.03571171,0.0,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0553664636781063,-3.2364028960701896e-05
GEO,1991,2.543752769990559e-05,-0.0016803175874323,5.2494944889612885e-05,4.085412700748602e-06,-0.0004042453642715,0.0,1.0,7.0,-0.2101191,0.0859788,0.043536793,0.15959682,0.007,0.041075896,0.004923,0.006543,0.004749,0.0,0.0,-1.12e-05,-1.12e-05,-0.006785229,-0.21137737,,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895,-0.00039933931888817706,0.0635602145150423,0.0005183618649914
