country,t,s1,s2,s6,s10,s19,coup,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,avgs1,avgs2,avgs6,avgs10,avgs19,trans_outp_p,trans_diff
CZE,1995,0.0017657370251031,0.0026239326216118,0.0012000073569213,0.0066004491512975,0.0010904067331841,0.0,0.0,7.0,0.060025968,0.0924221,0.048948266,0.17028117,0.01,,0.003222,0.006591,0.003233,,0.0,-6.14e-06,-6.14e-06,-0.004463524,0.038427643,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0582453724883897,-0.0003406459318065
DEU,1995,0.0004067086933197,-0.0003384035138549,0.0003447370312301,-0.0009217628327909,0.0006265133445408,0.0,0.0,7.0,0.015916998,0.11310242,0.054545317,0.17028117,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0,2.94e-05,2.94e-05,-0.004463524,-0.008862035,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0391262245452812,-0.0005310163539225
DJI,1995,0.0007395327357631,0.0006065415806105,0.000326724611273,0.0034864818528569,0.0003622474192674,0.0,0.0,7.0,-0.049692318,0.060146097,0.028799854,0.1714343,0.0015,0.013609766,0.007962,0.000435,0.006558,0.0,0.0,0.000167955,0.000167955,-0.005631894,-0.047564648,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0666423928677637,-0.000557665409086
DNK,1995,0.0004054613238967,0.0019170367910667,0.0005361461400757,0.0007126392740414,-4.147196555027814e-05,0.0,0.0,7.0,0.025332445,0.08562666,0.04815659,0.17028117,0.01,-0.095670156,0.000819,0.002333,0.001049,0.0,0.0,5.18e-05,5.17e-05,-0.004463524,0.00388716,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0634874556348675,0.000376779438747
DOM,1995,-0.0007536499565984,-0.0005953615738683,0.0002842188175391,0.0020611329152563,1.5226954690663458e-05,0.0,0.0,7.0,0.02760741,0.08954673,0.050755873,0.17063856,0.0075,0.027972814,0.004294,0.003118,0.000395,0.0,0.0,0.000167981,0.000167985,-0.006439269,0.000805151,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0359730032632675,0.0004757229285934
DZA,1995,0.0006222104110362,0.0007351307188102,0.0008614821487817,0.0089086706039689,0.0008482389886847,0.0,,7.0,0.017031915,0.10243139,0.02467552,0.1714343,0.0035,0.027536606,0.003394,9.1e-05,0.004427,0.0,1.0,0.000204168,0.000204166,-0.005631894,-0.001599666,0.002,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0401543687428238,0.0015032715363565
ECU,1995,0.0006097220587001,0.0006363845128511,0.0008920103959956,0.0033418356470263,0.0015726629834105,0.0,0.0,7.0,0.006870487,0.09329545,0.037061047,0.17063856,0.0095,0.03637586,0.00655,0.001417,0.001308,0.0,0.0,0.000227131,0.000227127,-0.006439269,-0.010412365,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0864698629243785,-0.0001364016268585
EGY,1995,2.387206788329651e-05,6.038652633626618e-05,-2.973663542677179e-05,0.0001222715746279,5.2190888918042175e-05,0.0,0.0,7.0,0.02424978,0.11055979,0.041527845,0.1714343,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000214174,0.000214178,-0.005631894,-0.000792054,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.031940737606174,0.0001602240346658
ERI,1995,0.0007176123860878,0.0075584149242639,0.0004857115946737,0.0038175711884175,0.000591855631235,0.0,0.0,7.0,,,,0.1714343,0.002,,0.006524,0.004253,0.00653,,0.0,,,-0.005631894,,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0535585534875135,-0.0012814702382316
ESP,1995,0.003077567982724,0.0042137995709997,-0.0072549175859769,-0.0340068042326874,-0.000191392053746,0.0,0.0,7.0,0.026056474,0.10590358,0.043766662,0.17028117,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,1.48e-05,1.48e-05,-0.004463524,-0.000819625,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0505198750973633,-0.0001428275082147
EST,1995,0.0011327435982146,-0.0001820575690607,0.001490404995093,0.0126598152899752,0.002574607792281,0.0,0.0,7.0,0.06018967,0.07276908,0.035108134,0.17028117,0.008,,0.005062,0.004985,0.004944,0.0,0.0,-0.00014431,-0.00014431,-0.004463524,0.023161065,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.1111522045762524,-0.0032983715778701
ETH,1995,-0.0034962121587508,0.003763527081266,-0.0094650210963306,-0.0313267742901703,0.0031483193731866,0.0,0.0,7.0,,,,0.1714343,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,-0.005631894,,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0837808075374212,-0.0034102259816149
FIN,1995,0.0001216526808744,0.0012882007808819,-0.0001651924783818,-0.0015952171746579,-0.0002481531817492,0.0,0.0,7.0,0.030687187,0.08537908,0.028193256,0.17028117,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,3.65e-05,3.65e-05,-0.004463524,0.002231954,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0566306444337378,-5.6564714343593225e-05
FJI,1995,0.0006385216728386,-0.0001419991611129,-9.461638880983336e-05,0.0007528989014729,5.3034460190112126e-05,0.0,0.0,7.0,,,,0.17137489,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,-0.005694792,,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0538717346134482,-0.0003865506519344
GAB,1995,0.0003945304108925,0.0001489961482975,0.0003431850692324,0.002337036944343,3.3139659417017256e-05,0.0,0.0,7.0,0.022220103,0.0697454,0.014228717,0.1714343,0.003,-0.026592601,0.00769,0.006674,0.007821,0.0,0.0,0.000267841,0.000267842,-0.005631894,0.014611207,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0512374354675652,-0.0001329446318599
GBR,1995,0.0031503182043596,0.0010338210872875,0.0020064597637535,0.0095404799257497,0.0007710945703679,0.0,0.0,7.0,0.024767108,0.109755166,0.054882746,0.17028117,0.01,-0.002231435,0.001211,0.006944,0.000532,0.01,0.0,3.66e-05,3.66e-05,-0.004463524,0.00565289,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0558179752684263,0.0001518605502376
GEO,1995,0.0015778650432179,-0.0113769300099053,-0.0005155055596012,0.0014283865650647,-0.004658639554946,0.0,0.0,7.0,0.04807517,0.08519781,0.042755798,0.16840482,0.0075,0.041075896,0.004923,0.006543,0.004749,0.0,0.0,-0.000212871,-0.000212878,-0.006473035,0.046816893,0.0004999999999999996,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0704061918127097,0.017265437348631
GHA,1995,0.0001155365588402,0.0001087102529321,-0.0002377923285972,-0.0004529012857175,0.0001504715414874,0.0,0.0,7.0,0.016385956,0.09782025,0.043398675,0.1714343,0.0045,-0.095670156,0.006733,0.007987,0.006731,0.01,0.0,0.000229597,0.000229597,-0.005631894,0.008597157,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0421403958419016,-0.0008801591415611
GIN,1995,0.0002528071785471,0.0020374708698304,5.053676540416182e-05,-0.0003298433456789,4.530219937789928e-05,0.0,0.0,7.0,0.013587428,0.089153916,0.03410641,0.1714343,0.0045,0.011631508,0.007389,0.002649,0.007725,0.0,0.0,0.000322387,0.000322383,-0.005631894,0.000674737,0.0019999999999999996,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0467726618600503,0.0002354639241124
GMB,1995,0.0004338788851044,0.0009729431095426,0.0005413449048342,0.0042197703231615,0.0017212285346804,1.0,0.0,7.0,-0.07001972,0.07047332,0.04744747,0.1714343,0.0015,-0.095670156,0.007864,0.00097,0.008076,0.01,0.0,0.000374146,0.000374146,-0.005631894,-0.081322566,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0379022648733175,0.0005814848128442
GRC,1995,0.0008224447253675,0.0015378840896346,0.0017694441745042,0.005262152991551,0.0019421309481689,0.0,0.0,7.0,0.018290002,0.0925508,0.043814104,0.17028117,0.01,0.0308191,0.001576,0.00153,0.0003,0.0,0.0,2.66e-05,2.66e-05,-0.004463524,-0.010217102,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0479576673271837,-6.2760241114998e-05
GRL,1995,-6.715821618648657e-05,-0.0001239898167933,-0.0001919020242776,0.0024023231897368,0.0003945223395444,0.0,0.0,7.0,,,,0.16365573,,,,0.004592,0.002188,0.0,0.0,,,-0.004765526,,,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.1121655983132758,0.0001797217724543
GTM,1995,0.0018971014907453,0.0004167116171105,0.0005364496321551,0.0036126197033908,0.001071434860164,0.0,0.0,7.0,0.02393934,0.09213136,0.045270316,0.17063856,0.0065,0.037400477,0.005122,0.003753,0.004586,0.0,0.0,0.000251435,0.000251438,-0.006439269,0.00811471,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0453081876874248,0.0001937534902967
GUY,1995,0.0001992647281062,0.0003344945055558,0.0001121251101763,0.0012225105917206,0.0002809170409954,0.0,0.0,7.0,,,,0.17063856,0.008,0.008329091,0.006195,0.007875999,0.000688,0.01,0.0,,,-0.006439269,,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0440800702923221,-7.736071889880014e-05
HKG,1995,0.0068200055328792,0.000916945826411,0.0052975068600162,0.0063930303150959,0.00460688494681,0.0,0.0,7.0,0.012479463,0.08736385,0.086952426,0.16840482,,-0.095670156,0.00062,0.004191,0.002128,0.01,0.0,0.000257179,0.000257172,-0.006473035,-0.03514411,,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0546099369553147,-0.0010154810151729
HND,1995,0.0015113488172767,0.0002736583871351,0.0003396533231106,0.0024241478158141,0.0003797897161844,0.0,0.0,7.0,0.007088923,0.08620866,0.039033495,0.17063856,0.008,0.03966511,0.001867,0.002357,0.000553,0.0,0.0,0.00029283,0.000292826,-0.006439269,0.001006037,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0437983699876098,0.0002196999327508
HRV,1995,0.0002083354410484,-0.0030226508578346,-0.0010974879556508,0.002266486420946,0.0008547498978723,0.0,0.0,7.0,0.07144478,0.08411095,0.04378378,0.17028117,0.0025,,0.00369,0.004447,0.000763,,0.0,-3.22e-05,-3.22e-05,-0.004463524,0.044294056,-0.001,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0381567728758208,-0.0006764710122113
HTI,1995,0.001212880083933,0.0045731130335735,0.000764738981221,0.0067721570738631,0.0014194211294112,0.0,0.0,7.0,0.028299002,0.08845777,0.05529412,0.17063856,0.0085,0.027343675,0.00095,0.004704,,0.0,0.0,0.000209518,0.000209525,-0.006439269,0.033974156,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.045073697540964,0.0002514718102483
HUN,1995,0.003376190541098,0.0042854673361162,0.0038059998365913,0.0509838989813696,0.0017520773337537,0.0,0.0,7.0,0.016555227,0.092394985,0.04714021,0.17028117,0.01,-0.095670156,0.001522,0.005244,0.000297,0.0,0.0,-1.63e-05,-1.63e-05,-0.004463524,-0.008886008,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0457390179331135,-0.0002806338878058
IDN,1995,0.0005438600621435,0.0026194576654977,0.0011689058518636,0.0028987429688467,0.0013852456272649,0.0,0.0,7.0,0.06321608,0.121794984,0.046693742,0.16840482,0.0015,0.023513753,0.007351,0.00234,0.00768,0.0,1.0,0.000165716,0.000165716,-0.006473035,0.03688033,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0571832801485692,2.001184839590248e-05
IND,1995,0.0005187275215217,0.0008618546019931,0.0008931504566556,0.0048390818392659,0.0018390190949059,0.0,0.0,7.0,0.054061808,0.13729705,0.057323135,0.16840482,0.0095,0.025572272,0.004182,0.00326,0.008069,0.01,0.0,0.000182495,0.000182483,-0.006473035,0.035375446,0.0005000000000000004,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0974833770086379,-0.0003609273962138
IRL,1995,0.0022426777287694,0.002737584356364,0.0104121972584087,0.0209690013458397,0.0046233323123003,0.0,0.0,7.0,0.090777576,0.0819254,0.03960029,0.17028117,0.01,-0.095670156,0.001206,0.00155,0.000312,0.01,0.0,5.09e-05,5.09e-05,-0.004463524,0.060910836,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0408030241248583,-7.479942734599926e-05
IRN,1995,0.000889870819485,0.0024525802494624,0.0006616138849858,0.0036669841563024,0.0002856613692633,0.0,0.0,7.0,0.022802543,0.11015032,0.03615023,0.16840482,0.002,0.0364545,0.006684,0.001152,0.007462001,0.0,1.0,9.92e-05,9.92e-05,-0.006473035,-0.005687393,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.1061980119497596,-0.0007092402076426
IRQ,1995,0.0007491443596744,0.0042473979166398,0.0003746789822279,0.0038378438272643,0.0012507976380699,2.0,0.0,7.0,-0.11751283,0.09881101,0.038123008,0.16840482,0.0005,0.017917594,0.003689,0.004844,0.003694,0.0,1.0,0.000305131,0.000305135,-0.006473035,-0.12460304,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.036193225916218,0.0006730466707735
ISL,1995,9.587794013119368e-05,-0.0041273344073848,0.0006189055520804,0.0058414838043843,0.0012460777189144,0.0,0.0,7.0,,,,0.17028117,,0.026173959,0.000798,0.001913,0.00082,0.0,0.0,,,-0.004463524,,,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0466561812842719,0.0001746006718673
ISR,1995,0.0007141413777951,-0.0001440975737468,3.396652826263488e-05,-0.0168739929554237,0.0014639380362503,0.0,0.0,7.0,0.032467965,0.08585394,0.05573296,0.16840482,0.0095,0.005306283,0.003436,0.003469,0.005525,0.01,0.0,0.000338271,0.000338268,-0.006473035,-0.000725161,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.04815024137058,0.000156641148389
ITA,1995,0.0007576286981735,0.0023658504487228,0.0021936365247631,0.0144935159979381,0.001483970599601,0.0,0.0,7.0,0.027530253,0.109556116,0.052719634,0.17028117,0.01,0.031000923,0.001145,0.003027,0.001147,0.0,0.0,1.66e-05,1.66e-05,-0.004463524,0.001901209,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0575577523824335,-9.786428165780432e-05
JAM,1995,-0.0018205886903033,-0.0039527670267674,9.62703667218602e-05,0.0007741951601193,-0.0021255392811971,0.0,0.0,7.0,0.003587198,0.07811726,0.054293137,0.17063856,0.0095,0.010296194,0.004129,0.00616,0.001098,0.01,0.0,0.000132576,0.000132579,-0.006439269,-0.016112993,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0482554683352111,0.0006128130627831
JOR,1995,0.0039782675687659,0.0005239554432081,0.0007747620262656,0.00268457349426,0.002612897884644,0.0,0.0,7.0,0.0336095,0.083432004,0.03821727,0.16840482,0.004,0.026532419,0.005926,0.000659,0.000396,0.0,0.0,0.000288367,0.000288364,-0.006473035,0.009483527,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0414684922605341,0.0006884615291987
JPN,1995,0.0005217413682186,0.0002791888989049,0.0001065249394198,0.0012987729455028,8.85593946856316e-05,0.0,0.0,7.0,0.017429398,0.11738796,0.05812553,0.16840482,0.01,0.026878474,0.000119,0.005406,0.000178,0.0,0.0,2.61e-05,2.61e-05,-0.006473035,-0.0170214,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0437728283375948,0.0013298093545063
KAZ,1995,1.909267416480738e-05,2.821967678381856e-05,-2.7817716694040345e-05,0.002077935994135,-6.688855903792292e-05,0.0,0.0,7.0,-0.06444383,0.09672721,0.017829617,0.16840482,0.003,,0.006171,0.005898,0.006621,0.0,0.0,-0.000189438,-0.000189437,-0.006473035,-0.090660974,-0.0005,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0903220965619942,0.0001749609522332
KEN,1995,0.0001329647066771,8.007112297670621e-05,0.0014909105933746,-0.0014623044534758,0.001742379214921,0.0,0.0,7.0,0.018205985,0.10208171,0.03863851,0.1714343,0.0025,0.03269569,0.008588,0.007765,0.00886,0.01,0.0,0.000249885,0.000249881,-0.005631894,0.008269868,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.094339084454316,-0.0006424324487591
KGZ,1995,0.0024919544111907,0.0096568256518035,0.0019693381314233,0.0041725813595872,0.001171339975422,0.0,0.0,7.0,-0.06360789,0.084189676,0.03165125,0.16840482,0.0035,,0.006752,0.00447,0.005949,0.0,0.0,0.00010208,0.000102084,-0.006473035,-0.054152712,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0433612863337862,0.0002706076255199
KHM,1995,0.0049344029482551,0.0145090539666608,0.0019481009940904,0.0105450855350584,0.0035278188233481,0.0,,7.0,0.041297697,0.09326181,0.04152747,0.16840482,0.0055,0.0,0.002105,0.000965,0.002104,0.0,0.0,0.000239,0.000239,-0.006473035,0.009334005,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0456517519831782,0.0001609089449419
KOR,1995,0.0003288093031008,-0.0011005557261334,0.0007000394237849,0.0083360129195978,0.0027454506204675,0.0,0.0,7.0,0.0798703,0.107167505,0.061298456,0.16840482,0.008,0.021860512,2e-05,0.006604,2.1e-05,0.0,0.0,8.6e-05,8.6e-05,-0.006473035,0.039327223,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0397365700351495,0.0005222017386921
KWT,1995,0.0038074865696407,0.0028372934655386,0.0016988905375145,0.009113174927527,0.0022024881086976,0.0,0.0,7.0,-0.0324532,0.0739068,0.045103587,0.16840482,0.0015,-0.095670156,0.006604,0.006745,0.003444,0.0,1.0,0.000437498,0.000437498,-0.006473035,-0.02526332,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0533981437826424,0.0020106606493928
LAO,1995,0.0003656426438771,0.0006604924147442,-7.300661543211805e-05,0.0007238662117042,-0.0001015534596384,0.0,0.0,7.0,0.024390688,0.08485933,0.030443814,0.16840482,0.0015,0.03577948,0.005139,0.005453,0.006382,0.0,0.0,0.000281014,0.000281014,-0.006473035,0.006851938,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0385979320389782,0.0004113021176898
LBN,1995,0.0030083258586154,0.000977426511442,0.0004220614431573,0.0031211298209665,0.0003615814757427,0.0,0.0,7.0,0.051022958,0.08112862,0.057875372,0.16840482,,0.04044804,0.001314,0.007886,0.001312,0.0,0.0,0.000132784,0.000132784,-0.006473035,0.037162192,,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0357162151122479,0.0001563582813881
LBR,1995,0.0051658681917313,-0.0025994360647665,-0.0002512100530968,-0.0127452556576776,-0.0005208322475034,0.0,,7.0,0.026752379,0.07588451,0.030207751,0.1714343,0.005,-0.005108256,0.009084,0.004883,0.009038,0.01,0.0,4.41e-06,4.41e-06,-0.005631894,0.029006796,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0880051876309766,-0.0066782253895343
LBY,1995,0.0002031665591037,0.0005570918820541,0.0001251797287373,0.0019301858347726,0.0002809587858615,0.0,0.0,7.0,-0.017784711,0.08445536,0.009727287,0.1714343,0.0015,,0.00792,0.00057,0.000758,0.0,1.0,0.000149876,0.000149873,-0.005631894,-0.04620662,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0392642820365018,0.000903221987068
LIE,1995,-2.778217254442044e-05,-0.0002726480294647,-1.7332240425460576e-05,-9.09295541805734e-05,-2.1897707944409472e-05,0.0,0.0,7.0,,,,0.17028117,,,0.005726,0.003343,0.002246,,0.0,,,-0.004463524,,,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0419257658800286,-8.594917685497694e-06
LKA,1995,0.0015616842775815,0.00170440840049,0.000581299167723,0.006691456560947,7.568317891434688e-05,0.0,1.0,7.0,0.041935783,0.098242216,0.05653842,0.16840482,0.0075,0.019878743,0.00415,0.004853,0.004645,0.01,0.0,0.000124626,0.000124622,-0.006473035,0.02415126,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0494282133976588,0.0010082081342831
LSO,1995,-0.0001718033270991,-0.0043689684112155,-0.0020369057772909,-0.0147379291560677,-0.0071446923098101,0.0,0.0,7.0,0.103697754,0.07559708,0.04146746,0.1714343,0.009,0.044091552,0.00255,0.007211,0.002543,0.01,0.0,0.000199817,0.00019981,-0.005631894,0.071997695,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0315712033898897,-0.0003911752920951
LTU,1995,0.0042650512910018,0.0028073231672138,0.0016520457493945,0.0340077924954382,0.0029242823946182,0.0,0.0,7.0,0.053735103,0.08208921,0.040450536,0.17028117,0.01,,0.003223,0.004141,0.003219,0.0,0.0,-1.65e-05,-1.65e-05,-0.004463524,0.034391593,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0675968830547586,-0.0027783632798123
LUX,1995,-0.000372872392184,0.0038684696474367,0.0022637657322657,0.0097329346089188,0.0005143845327698,0.0,0.0,7.0,,,,0.17028117,,-0.095670156,0.005302,0.000911,0.00644,0.0,0.0,,,-0.004463524,,,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0335266894814406,-0.0008950914458642
LVA,1995,0.0064217787343832,0.0019841868332869,0.0028134574068713,0.0138543378494145,0.0031932616492129,0.0,0.0,7.0,0.005149525,0.078192376,0.036667973,0.17028117,0.009,,0.005867,0.005556,0.005795,0.0,0.0,-0.00014177,-0.00014177,-0.004463524,-0.024078915,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.1042770050791535,-0.0036462942986583
MAC,1995,9.214194388702628e-06,-0.0016139907605327,-4.222876854603069e-05,-0.000596822922185,-0.0017442752861452,0.0,0.0,7.0,,,,0.16840482,,,,0.005511,0.002519,0.0,0.0,,,-0.006473035,,,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0389836301842585,0.0023060250457112
MAR,1995,0.000484051811102,0.0015666817420458,0.0003699319678369,0.0041580913692216,0.0009328625693499,0.0,0.0,7.0,-0.08458451,0.102220304,0.04121039,0.1714343,0.0015,0.0383298,0.004841,3.5e-05,0.004683,0.0,0.0,0.000200979,0.000200983,-0.005631894,-0.10034324,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0370420545639795,-6.528379175450155e-05
MCO,1995,0.0001573622033463,0.0046859568709696,4.276401454794351e-05,0.000174092794565,6.967596649571208e-05,0.0,0.0,7.0,,,,0.17028117,,,0.006838,0.003047,0.007305,,0.0,,,-0.004463524,,,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0375097599647986,-0.0001156841366691
MDA,1995,0.0036056533678535,0.0057245031163091,0.0042488468883769,0.0052145512483898,0.0051558338804821,0.0,0.0,7.0,-0.012220638,0.08396832,0.048891447,0.17028117,0.0085,-0.095670156,0.005535,0.005603,0.005533001,0.0,0.0,-1.8e-05,-1.8e-05,-0.004463524,0.010065455,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0408330498260697,0.0001979770535805
MDG,1995,0.0018545025089855,0.002042659933997,0.0042130810675104,0.0088031282859916,0.0013713530155169,0.0,0.0,7.0,-0.013283366,0.095128395,0.031471595,0.1714343,0.0095,0.034904286,0.008791001,0.005191,0.000204,0.0,0.0,0.000303052,0.000303054,-0.005631894,-0.009507041,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0509951548480086,-0.0004581553594864
MDV,1995,0.0004650432711833,-0.0022815225449297,-0.0009553397552792,0.0153414203051993,-0.0003688044706172,0.0,0.0,7.0,,,,0.16840482,,,,,,0.01,0.0,,,-0.006473035,,,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0598992909038566,0.0001329605359662
MEX,1995,0.0053734448341938,0.0039019367509906,0.0058733171780736,0.0702654310507781,0.0040269521319807,0.0,0.0,7.0,-0.07725229,0.11439067,0.038774047,0.17063856,0.007,0.03440418,0.005418,0.001796,0.001511,0.0,0.0,0.000167459,0.000167463,-0.006439269,-0.096416906,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0665889473685273,-0.001835758674378
MKD,1995,-0.000335036232865,-0.0006117156624078,-0.0004200072760067,-0.015070229524715,-0.0013788169971554,0.0,0.0,7.0,-0.020623531,0.075776584,0.04364559,0.17028117,0.008,,0.005023,0.005899,0.005021,,0.0,9.78e-05,9.78e-05,-0.004463524,-0.026870366,0.0,0.0009865338365243198,0.001707768284898339,0.0011044968259302265,0.004591396461467512,0.0007175642284188773,0.0581214756956058,0.0008700651661596
