country,t,s1,s2,s6,s10,s19,coup,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,avgs1,avgs2,avgs6,avgs10,avgs19,trans_outp_p,trans_diff
ABW,1993,0.0045373505559339,0.016739585071801,0.0006623083996855,0.0322926938458401,-0.0008438444120321,0.0,0.0,7.0,,,,0.17415762,,,,0.004107,0.003889,,0.0,,,-0.00150393,,,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0501005464824858,-0.0014517448448977
AFG,1993,0.0045838753242004,0.0045992149092257,0.0005665246794774,0.000218774639498,0.0006226915346618,0.0,,7.0,-0.13935366,0.09818561,0.033454414,0.16921195,0.005,0.041835755,0.007693,0.002717,0.006141,0.0,0.0,0.001185417,0.00118541,-0.004938737,-0.14680825,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0420737144877737,-4.874104877419794e-05
AGO,1993,0.0011020088385347,0.0022162381399585,0.0014705158821381,0.0005360334464615,0.0045393720833356,0.0,,7.0,-0.2883258,0.09101224,0.019729683,0.17499132,0.0045,0.022721259,0.007867,0.006276,0.00787,0.0,0.0,0.000253484,0.00025348,-0.000660881,-0.30103725,-0.0005000000000000004,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.03990122779986,0.0007770516123826
ALB,1993,0.0003436965965709,0.0037746205623382,0.0047084422712366,0.0003068410360855,-0.0014667101157699,0.0,0.0,7.0,0.08777332,0.0811721,0.0480674,0.1741945,0.0075,,0.002204,0.004719,0.000399,0.0,0.0,7.53e-05,7.53e-05,-0.001443625,0.061179988,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0553541062712744,-0.0006544551737246
AND,1993,0.0015894064577088,0.0056758767167049,0.0011985554902504,0.0007670156164744,0.0011406101684951,0.0,0.0,7.0,,,,0.1741945,,,0.007139,0.002326,0.006848001,,0.0,,,-0.001443625,,,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0403790404577449,0.0001625494116003
ANT,1993,0.0006871462218526,0.0006877113528219,-0.0736852648498813,0.027579073400503,-0.0006731767260291,0.0,0.0,7.0,,,,0.17415762,,,,0.003866,0.002508,,0.0,,,-0.00150393,,,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.1011421737425909,-0.0006190974600974
ARE,1993,-0.001039682403497,-0.0013245148700592,-0.0017662121439571,-0.0003358269797798,-0.0026369318579593,0.0,0.0,7.0,-0.067034476,0.076890044,0.03262961,0.16921195,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1.0,0.00060346,0.000603464,-0.004938737,-0.06907863,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.042202304215721,-0.0019821651949944
ARG,1993,-0.0006577097212282,-6.885159507248953e-05,5.545657232241012e-05,-1.0330993997666096e-05,2.034230299908721e-05,0.0,0.0,7.0,0.044472717,0.10446015,0.025315108,0.17415762,0.0085,0.03346389,0.00255,0.002236,0.000618,0.0,0.0,0.000128701,0.000128705,-0.00150393,0.03134275,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0537672474470594,5.3016112154802286e-05
ARM,1993,-8.426188759054169e-06,-0.0004336973484173,-1.3962919538874031e-05,-5.341200686999457e-06,-0.0001895456585972,0.0,0.0,7.0,-0.046581782,0.08080723,0.047343343,0.16921195,0.0085,,0.001272,0.004576,0.001291,0.0,0.0,-0.000444137,-0.000444137,-0.004938737,-0.09393341,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0099505823788242,-0.0026348347105633
ATG,1993,-0.0004431865302893,0.021541015233203,0.0004654977891932,0.0004796378509283,-0.0037254717211336,0.0,0.0,7.0,,,,0.17415762,,,0.001643,0.00684,0.001063,0.01,0.0,,,-0.00150393,,,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0571033253483503,-0.0006484995128662
AUS,1993,0.0015998010489105,0.0004338968479642,0.0007674968142725,0.0001908317698058,-0.0008080211022263,0.0,0.0,7.0,0.027812833,0.09776109,0.008378486,0.17498823,0.01,0.007419373,0.000929,0.008211,0.003349,0.01,0.0,0.000107922,0.000107917,-0.000844955,0.007927807,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0432569376225318,-0.0015062642855852
AUT,1993,-0.0028166397813036,-0.0020938698563278,-0.0028355806482187,-0.0022404945155427,-0.0028294400423039,0.0,0.0,7.0,-0.005915829,0.089857705,0.045736514,0.1741945,0.01,0.040271357,0.001068,0.004146,0.001522,0.0,0.0,9.26e-05,9.26e-05,-0.001443625,-0.035062864,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0510526260108708,8.38542727042979e-05
AZE,1993,-0.0040647622512854,-0.0012745538087007,-0.000323935055524,-0.0002603303356582,-0.0016173242434186,0.0,,7.0,-0.23336399,0.08920255,0.04464746,0.16921195,0.0035,0.032425925,0.002047,0.004899,0.002054,0.0,0.0,3.08e-05,3.08e-05,-0.004938737,-0.27645397,-0.0019999999999999996,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0433823102157825,0.0061462937288356
BDI,1993,0.0046735737327069,0.0010160228537134,0.0004833114660567,3.4944899246431085e-05,0.0013150867469052,2.0,,7.0,-0.029544935,0.08636382,0.053918388,0.17499132,0.005,0.04310799,0.002951,0.005158,0.002977,0.0,0.0,-0.000308223,-0.000308219,-0.000660881,-0.036051556,0.0015,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0573069119758675,0.0008230607517209
BEL,1993,-0.0057383491625608,-0.0063575923309185,-0.0043661655273966,-0.0023435429674646,-0.0017744955010961,0.0,0.0,7.0,-0.013527499,0.09218847,0.058084253,0.1741945,0.01,-0.095670156,0.005554,0.002127,0.005409,0.0,0.0,3.95e-05,3.95e-05,-0.001443625,-0.03330632,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0525295438279972,0.0003204330041435
BEN,1993,-0.0032494483314522,-0.0006412312045534,0.0008971832113295,-3.736871367213623e-05,-0.0006900593073778,0.0,0.0,7.0,-0.012353769,0.08566052,0.03859951,0.17499132,0.008,-0.095670156,0.007871999,0.005544,0.007905,0.0,0.0,0.000468321,0.000468321,-0.000660881,-0.017195752,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0477583812772918,-0.0004220637359574
BFA,1993,-0.0001476003631876,0.0022180065152634,0.0010311589995983,8.36051784831079e-05,-6.31149183576039e-05,0.0,0.0,7.0,-0.04050956,0.091310486,0.035186507,0.17499132,0.0025,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,0.000333205,0.000333209,-0.000660881,-0.055196982,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0299536845352155,0.0008582649081372
BGD,1993,0.000903885736868,0.0019505761347308,-7.196160730461258e-05,-1.9079919951587427e-05,-0.000352872105172,0.0,0.0,7.0,0.023481715,0.116876855,0.06790517,0.16921195,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0.0,0.000215188,0.00021518,-0.004938737,0.009635026,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0359520465860705,-7.044108823000411e-05
BGR,1993,-0.0021215647468616,-0.0038774175557923,-0.0032887576987943,-0.0015019805960702,-0.0060933889501211,0.0,0.0,7.0,0.010276868,0.09040959,0.043354914,0.1741945,0.009,0.03010621,0.004021,0.005965,0.003031,0.0,0.0,-0.000253379,-0.000253383,-0.001443625,-0.01279235,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0421782611685089,-5.274495514979993e-05
BHR,1993,-0.0001310961076874,0.000207317085909,0.0001431134074378,0.000208088403632,-0.0011282809101011,0.0,0.0,7.0,0.054119397,0.06298946,0.067069136,0.16921195,0.0005,-0.095670156,0.005021,0.005528,0.004344,0.01,0.0,0.0002703,0.000270292,-0.004938737,0.031728514,0.0005,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0419016904809046,0.0005535088156086
BHS,1993,-0.001268047420294,-0.0006369489620478,0.0002921890711969,-2.976892727269949e-05,-0.000797777424018,0.0,0.0,7.0,,,,0.17415762,,-0.095670156,0.004228,0.006815,0.001855,0.01,0.0,,,-0.00150393,,,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0413592251386656,-6.734248080150079e-05
BIH,1993,0.001149730638187,0.0037369329920845,0.0010808118980257,7.757059601620569e-05,0.000937796325399,0.0,,7.0,-0.25566417,0.0828274,0.04348388,0.1741945,0.005,0.041026432,0.0063,0.006851,0.006751,,0.0,-0.000733487,-0.000733484,-0.001443625,-0.31849182,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0511851455954216,0.0006172625540827
BLR,1993,-0.0172881487007356,-0.013591254937217,-0.0069107444771168,-0.021214090519445,-0.0324303305043,0.0,0.0,7.0,-0.077983215,0.09235033,0.038994197,0.1741945,0.0085,,0.003222,0.006116,0.004666,0.0,0.0,2.15e-05,2.15e-05,-0.001443625,-0.112757385,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0460285769701549,-0.0021965613050838
BLZ,1993,-0.0104230271834974,0.0042408283909458,-0.0023063601812004,0.0011036930175142,-0.0036802590424119,0.0,0.0,7.0,,,,0.17415762,,0.013083329,0.007015,0.005813,0.006303,0.01,0.0,,,-0.00150393,,,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0586164136510434,-0.0017344781883667
BMU,1993,-0.0001044661166599,0.0134827852804427,0.0008959349931947,0.0004515989995662,0.0005812647410356,0.0,0.0,7.0,,,,0.16981383,,,,0.007112,,0.01,0.0,,,0.007830873,,,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0401874733779384,-0.0004506047418159
BOL,1993,0.0031338127585851,0.0046906420683808,0.0026448860337488,0.0002174151359607,0.0014646953275485,0.0,0.0,7.0,0.018260757,0.0886135,0.018725771,0.17415762,0.0095,0.035807375,0.007396,0.002085,0.00224,0.0,0.0,0.00023023,0.000230229,-0.00150393,0.008735322,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0956569973306687,-0.0002416362758567
BRA,1993,-0.0006504009801904,0.004594470602179,0.0006124943169236,0.0004750710641491,-0.0009713048423291,0.0,0.0,7.0,0.028650789,0.11973586,0.029308937,0.17415762,0.009,0.011314021,0.005408,0.006054001,0.000468,0.0,0.0,0.000157699,0.000157692,-0.00150393,0.006316528,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0397183336528878,0.0011673855279831
BRB,1993,-0.0011643545686833,0.0022824846394419,2.927720941538724e-05,0.0001438448289868,-0.000343602467672,0.0,0.0,7.0,,,,0.17415762,,-0.095670156,0.001423,0.006934,0.000926,0.01,0.0,,,-0.00150393,,,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0546067236032506,0.0002302522538851
BRN,1993,-0.0012639390651698,-0.0001948505549368,-0.0019517213679881,-0.001182272059803,-5.586800183976504e-06,0.0,0.0,7.0,,,,0.16921195,,,0.005416,0.004404,0.003438,0.01,0.0,,,-0.004938737,,,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0393251171940067,-0.0013238903872245
BTN,1993,0.0063200067836971,0.007372192023016,0.0076781269559064,0.0026429261366862,0.0023175171217546,0.0,0.0,7.0,,,,0.16921195,0.0,0.045464814,0.00605,0.003787,0.006056,0.01,0.0,,,-0.004938737,,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0487489725790119,0.0004588465946662
BWA,1993,-0.0004072035103648,-0.0014794083680658,0.0005530943153708,-9.490729486525048e-05,0.0001472368731415,0.0,0.0,7.0,-0.012761096,0.07236591,0.008643472,0.17499132,0.0085,-0.095670156,0.004102,0.005986,0.00411,0.01,0.0,0.000326455,0.000326458,-0.000660881,-0.06029728,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.031381039772079,0.0001288471582765
CAF,1993,0.0015598034683238,0.0033063245786057,0.0008068417093252,0.0001588212144111,-0.000659320237118,0.0,0.0,7.0,-0.026964204,0.0812206,0.01687539,0.17499132,0.0075,0.014816046,0.008295001,0.007916,0.008334,0.0,0.0,0.000303298,0.000303298,-0.000660881,-0.021337597,0.0055,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0487246927938044,8.679402937329661e-05
CAN,1993,0.0002529918282099,0.0002381194179828,0.001028787788304,0.0002972382301251,0.0004452492265343,0.0,0.0,7.0,0.009027815,0.10273429,0.011581132,0.16981383,0.01,0.027343675,0.007124,0.006958,0.005772,0.01,0.0,0.000141919,0.000141921,0.007830873,-0.011986981,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0484118105585126,3.732408456409708e-05
CHE,1993,7.126375161543852e-07,9.410114042082696e-07,-0.0016705367010758,-0.0007536593344005,-0.0006036315659753,0.0,0.0,7.0,-0.011165929,0.08861947,0.05178834,0.1741945,0.01,0.04203199,0.005314,0.006083,0.005441,0.0,0.0,8.93e-05,8.93e-05,-0.001443625,-0.029590353,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0354762424808435,5.725342059650224e-05
CHL,1993,-0.0029798969921399,-0.0010060953301618,-0.0017448913633919,5.703831955268697e-05,-0.0019545075550211,0.0,0.0,7.0,0.053306952,0.09531626,0.029131545,0.17415762,0.009,0.040535226,0.001861,0.003841,0.001871,0.0,0.0,0.000157148,0.00015715,-0.00150393,0.03338601,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.076157054871729,-0.0007308084493459
CHN,1993,-0.0003473708687866,-0.0008012884846919,-0.0008718802592537,0.000357237691161,0.0029975632126342,0.0,0.0,7.0,0.084255,0.13979702,0.048390966,0.16921195,0.0015,0.036216706,0.001538,0.006643,0.001327,0.0,0.0,0.000114962,0.000114962,-0.004938737,0.041572187,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0258159584544937,-0.0042210811122498
CIV,1993,-0.0043728762448399,-0.0020888271954628,-0.0010448114314209,-1.1266497240184584e-05,-0.0023284640377675,0.0,0.0,7.0,-0.03356787,0.09536803,0.037747517,0.17499132,0.0015,-0.009162908,0.008204,0.007551,0.007842001,0.0,0.0,0.000321418,0.000321422,-0.000660881,-0.035437927,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0379994949713379,-0.0003504367681363
CMR,1993,-0.0106470265886511,-0.0026912374039751,-0.0051694041939375,-0.0001749200792883,-0.0046333623029541,1.0,0.0,7.0,-0.057901684,0.094665684,0.033150278,0.17499132,0.003,0.028735647,0.008635,0.007338,0.008898,0.0,0.0,0.000271224,0.000271224,-0.000660881,-0.06888462,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0459802117559863,-0.0007943974337295
COD,1993,-0.0038166497585961,-0.0024730564171701,-0.000929857306149,-0.0002251023720064,-0.0048905054895002,0.0,1.0,7.0,-0.16277435,0.106695816,0.029431047,0.17499132,0.005,0.014350845,0.008747,0.007021,0.008705,0.0,0.0,0.000326358,0.00032636,-0.000660881,-0.15036882,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0386036497859001,-0.0001320049984167
COG,1993,0.0027209005151742,0.0014214823575978,0.0017588418486687,0.000525757575471,0.0051386369050386,0.0,0.0,7.0,-0.041240077,0.07819611,0.019862633,0.17499132,0.0075,-0.095670156,0.008747,0.006642,0.006871,0.0,0.0,0.000320643,0.000320643,-0.000660881,-0.052568313,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0444066342720515,-2.6506567239702183e-05
COL,1993,-0.0011523260883767,-0.0007193857753404,-0.0011175931150695,0.0003307446723468,-0.0012750131917449,0.0,,7.0,0.024166834,0.104634464,0.03517721,0.17415762,0.0095,0.03613617,0.006014,0.001478,0.000193,0.0,0.0,0.000201374,0.000201374,-0.00150393,0.005626015,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0568964124074231,-0.0008203598236421
CPV,1993,-0.0006947657349306,0.0013427922710853,0.0005887858282738,0.0003626691573941,-0.0004388043887629,0.0,0.0,7.0,0.034927513,0.059055172,0.045110065,0.17499132,,0.028154088,0.004174,0.000766,,0.0,0.0,0.000163734,0.00016373,-0.000660881,0.001881439,,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0511554914716774,-0.0014169218514858
CRI,1993,-0.0015498149475872,-7.109439965895248e-06,-0.0002913606050529,-0.0001166701400251,-0.0020950760963211,0.0,0.0,7.0,0.034806978,0.080846496,0.041595127,0.17415762,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0,0.000221483,0.000221487,-0.00150393,0.013488583,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0400525424636162,-0.0003402447286586
CUB,1993,-0.0012468411855337,0.0008376470594214,-0.0003445451482462,-7.730803946911276e-06,-0.0016030799255097,0.0,0.0,7.0,-0.16588311,0.092842415,0.04575973,0.17415762,0.0015,,0.005908,0.005059,,0.0,0.0,6.99e-05,6.99e-05,-0.00150393,-0.18074901,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0347162245770441,0.0003494886131892
CYM,1993,-0.0003322407072357,-0.0029647747589225,-0.0001776580131513,-0.0008540860955566,-0.0014800276411304,0.0,0.0,7.0,,,,0.17415762,,,,,,,0.0,,,-0.00150393,,,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.042407539223247,-0.0002537736926625
CYP,1993,0.0005451237052839,0.0032788210643221,0.0005777065058091,0.0012257298743297,-0.0002166405356209,0.0,0.0,7.0,,,,0.16921195,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0,,,-0.004938737,,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0374790862273962,0.0001863250851084
CZE,1993,-0.0070970866657999,-0.0086726908685547,-0.0099201947469926,-0.0103913840701432,-0.00725108487554,0.0,0.0,7.0,-0.000420789,0.09242462,0.048950788,0.1741945,0.01,,0.003222,0.006591,0.003233,,0.0,1.04e-05,1.04e-05,-0.001443625,-0.022019114,,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0588061788477211,0.00088412312113
DEU,1993,-0.0024476114422415,-0.0043590558049845,-0.0027344651699341,0.000295540048637,-0.00303142247808,0.0,0.0,7.0,-0.014557294,0.11303836,0.054481253,0.1741945,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0,6.61e-05,6.61e-05,-0.001443625,-0.039336327,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.039461394622858,0.0004638576840386
DJI,1993,0.0026691406128706,0.0131118632642111,0.0004068921701484,6.499958827852663e-05,0.0019851103597987,0.0,0.0,7.0,-0.061242506,0.05974466,0.028398415,0.17499132,0.0015,0.013609766,0.007962,0.000435,0.006558,0.0,0.0,0.000234172,0.00023417,-0.000660881,-0.059114836,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0668810670604748,-0.0003812865128175
DNK,1993,-0.001751938843658,0.0029672691335963,0.0005292751310008,-0.0002731019047469,-0.0027329127606592,0.0,0.0,7.0,-0.004168579,0.08554178,0.048071712,0.1741945,0.01,-0.095670156,0.000819,0.002333,0.001049,0.0,0.0,3.28e-05,3.28e-05,-0.001443625,-0.025613865,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0627380275218188,0.0005033059570372
DOM,1993,-0.0001060290325974,-0.0010960228930106,0.000300834036086,4.156700119468157e-05,-0.0004518075428956,0.0,0.0,7.0,0.002459552,0.0892119,0.05042104,0.17415762,0.008,0.027972814,0.004294,0.003118,0.000395,0.0,0.0,0.000173755,0.000173755,-0.00150393,-0.024342706,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0349873217531394,0.0006630153537543
DZA,1993,-0.0055511429834867,-0.0023097931220355,-0.0076648187159722,-0.0015434673301156,-0.0203819696933084,0.0,,7.0,-0.044454522,0.10200492,0.02424906,0.17499132,0.0015,0.027536606,0.003394,9.1e-05,0.004427,0.0,1.0,0.000232272,0.000232274,-0.000660881,-0.06308611,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0372011258301997,-0.0009651914002958
ECU,1993,-0.0038266167599626,-0.0010822220191805,0.0001023109648795,-0.0003248530569679,-0.003610964128728,0.0,0.0,7.0,0.002991361,0.09283033,0.036595933,0.17415762,0.0095,0.03637586,0.00655,0.001417,0.001308,0.0,0.0,0.000187725,0.000187729,-0.00150393,-0.014291491,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.087291100788893,-0.0004116056347238
EGY,1993,-0.001416269635873,-0.0009615675926865,-0.0005430165581057,-5.079952587370843e-05,-0.001098594630372,0.0,0.0,7.0,-0.005390139,0.11013229,0.041100346,0.17499132,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000212781,0.000212781,-0.000660881,-0.030431975,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0316519531697155,4.482629659110365e-05
ERI,1993,0.0101532526772536,-0.0079555627299519,0.0002203657932992,-0.0006103641026732,0.0061943937720088,0.0,0.0,7.0,,,,0.17499132,0.002,,0.006524,0.004253,0.00653,,0.0,,,-0.000660881,,,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0553623092016358,0.0008550102070824
ESP,1993,0.0046961931594723,0.0032260280262088,-0.001119019912017,-0.0024920217208875,0.0038759923636557,0.0,0.0,7.0,-0.012266741,0.10587281,0.04373589,0.1741945,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,1.97e-05,1.97e-05,-0.001443625,-0.03914284,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0511927632305646,5.6242886953494775e-05
EST,1993,0.0046119263860184,0.0087676812445169,0.0133786519771388,-0.0047968542490238,-0.0033762438730149,0.0,0.0,7.0,-0.06212297,0.07307488,0.03541393,0.1741945,0.008,,0.005062,0.004985,0.004944,0.0,0.0,-0.00024695,-0.00024695,-0.001443625,-0.09915158,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.1184126861709351,-0.0055750258790739
ETH,1993,0.0086558101157943,0.0030291592588501,0.0007407988030417,0.0002827329958584,0.0020218386444176,0.0,0.0,7.0,,,,0.17499132,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,-0.000660881,,0.0004999999999999996,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0373339990517856,-5.355868782689482e-05
FIN,1993,0.0042392979281696,0.0016107460979455,0.0051582448421573,0.0088838634290397,0.0081674553534626,0.0,0.0,7.0,-0.01706554,0.08530079,0.028114967,0.1741945,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,4.71e-05,4.71e-05,-0.001443625,-0.045520775,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0567943604896404,0.001045109459353
FJI,1993,-0.0025588773468204,-0.005098493717431,-0.0003349715227459,3.977020041382134e-05,-0.000994659986027,0.0,0.0,7.0,,,,0.17498823,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,-0.000844955,,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0537768300947522,-0.0004403599548663
GAB,1993,0.0032428325697622,0.0005655337663347,0.0022834221798572,0.0001499676468952,0.0020607371234988,0.0,0.0,7.0,-0.003078597,0.06920829,0.013691604,0.17499132,0.003,-0.026592601,0.00769,0.006674,0.007821,0.0,1.0,0.000268005,0.000268,-0.000660881,-0.010687493,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0491297702346095,0.0001256582076305
GBR,1993,-0.0007556005793452,0.0002884034223818,-0.0001683801996883,-0.0002069867890657,-0.0004354003230473,0.0,0.0,7.0,0.02048834,0.10968662,0.0548142,0.1741945,0.01,-0.002231435,0.001211,0.006944,0.000532,0.01,0.0,2.77e-05,2.77e-05,-0.001443625,0.001374122,0.0,-0.001322695235344691,-0.0007790981527362492,-1.0711148980957455e-05,-0.00012012740865283837,-0.0009978730888345337,0.0555547156155029,0.0002722725387967
