,onset2COWCS,d2incidenceU,d3_6incidenceU,onsetUCS,coup,periregular,milexp_pergdpSIPRI,code3,year,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,milexp_pergdpSIPRI_diff,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned
17254,0.0,,,0.0,1.0,1.0,,BFA,1983.0,6.0,-0.03607491,0.08825748,0.0321335,0.1636488,0.0015,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,,0.00025298446,0.00025298446,0.005023107,-0.050762333
17255,0.0,,,0.0,0.0,1.0,,BFA,1984.0,6.0,-0.009662863,0.08851526,0.03239128,0.1577092,0.0015,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,,0.00025778264,0.0002577789,-0.005939603,-0.024350286
17256,0.0,,,0.0,0.0,,,BFA,1985.0,6.0,0.101556756,0.08877791,0.03265393,0.16718566,0.0015,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,,0.00026264787,0.0002626516,0.009476468,0.08686933
17257,0.0,,,0.0,0.0,,,BFA,1986.0,6.0,0.1254827,0.08905322,0.03292924,0.15797473,0.0015,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,,0.00027531385,0.00027531013,-0.009210929,0.11079527
17258,0.0,,,1.0,1.0,,,BFA,1987.0,6.0,-0.04557071,0.08934825,0.033224273,0.16120818,0.0015,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,,0.0002950281,0.00029503182,0.0032334477,-0.06025813
17259,0.0,,,0.0,0.0,,1.9,BFA,1988.0,6.0,0.04975183,0.089661635,0.033537656,0.16886476,0.0015,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,,0.00031338632,0.0003133826,0.0076565742,0.035064407
17260,0.0,,,0.0,0.0,,2.3,BFA,1989.0,6.0,-0.042968735,0.08998574,0.033861764,0.16851214,0.0015,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,0.39999998,0.0003241077,0.0003241077,-0.00035262108,-0.057656158
17261,0.0,,,0.0,0.0,,2.2,BFA,1990.0,7.0,-0.041665602,0.09031338,0.0341894,0.17247532,0.0015,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,-0.099999905,0.00032763928,0.00032763556,0.0039631873,-0.056353025
17262,0.0,,,0.0,0.0,,1.8,BFA,1991.0,7.0,0.06420757,0.09064417,0.034520198,0.16698153,0.0025,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,-0.4000001,0.00033079088,0.00033079833,-0.00549379,0.049520146
17263,0.0,,,0.0,0.0,,1.7,BFA,1992.0,7.0,-0.008580552,0.09097728,0.0348533,0.1756522,0.0025,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,-0.099999905,0.000333108,0.00033310056,0.008670673,-0.023267977
17264,0.0,,,0.0,0.0,,1.5,BFA,1993.0,7.0,-0.04050956,0.091310486,0.035186507,0.17499132,0.0025,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,-0.20000005,0.00033320487,0.0003332086,-0.0006608814,-0.055196982
17265,0.0,,,0.0,0.0,,1.2,BFA,1994.0,7.0,-0.021172458,0.09166456,0.03554058,0.17706619,0.0025,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,-0.29999995,0.00035407394,0.00035407394,0.0020748675,-0.035859883
17266,0.0,,,0.0,0.0,,1.1,BFA,1995.0,7.0,0.009981044,0.09200571,0.035881728,0.1714343,0.0025,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,-0.100000024,0.00034114718,0.00034114718,-0.005631894,-0.00470638
17267,0.0,,,0.0,0.0,,1.1,BFA,1996.0,7.0,0.041562404,0.092321195,0.036197215,0.17212342,0.0025,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,0.0,0.00031548738,0.00031548738,0.0006891191,0.026874982
17268,0.0,,,0.0,0.0,,1.0,BFA,1997.0,7.0,0.015913578,0.092631765,0.036507785,0.16825536,0.003,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,-0.100000024,0.00031057,0.00031057,-0.0038680583,0.0012261542
17269,0.0,,,0.0,0.0,,1.1,BFA,1998.0,7.0,0.03176137,0.092940114,0.03681613,0.17636524,0.003,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,0.100000024,0.00030834973,0.000308346,0.0081098825,0.017073948
17270,0.0,,,0.0,0.0,,1.2,BFA,1999.0,7.0,0.029522333,0.09325926,0.03713528,0.17923258,0.003,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,0.100000024,0.00031914562,0.00031914935,0.002867341,0.01483491
17271,0.0,,,0.0,0.0,,1.2,BFA,2000.0,8.0,-0.009865492,0.093577035,0.03745306,0.16637819,0.0035,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,0.0,0.0003177747,0.00031777844,-0.012854397,-0.024552915
17272,0.0,,,0.0,0.0,,1.1,BFA,2001.0,8.0,0.026968136,0.09395937,0.03783539,0.16554393,0.005,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,-0.100000024,0.000382334,0.00038233027,-0.0008342564,0.012280713
17273,0.0,,,0.0,0.0,,1.1,BFA,2002.0,8.0,0.006398869,0.094402574,0.038278595,0.17138055,0.005,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,0.0,0.00044320524,0.00044320524,0.005836621,-0.008288555
17274,0.0,,,0.0,1.0,,1.0,BFA,2003.0,8.0,0.04025698,0.09477723,0.038653243,0.17185913,0.005,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,-0.100000024,0.00037465245,0.00037464872,0.0004785806,0.025569558
17275,0.0,,,0.0,0.0,,,BFA,2004.0,8.0,0.013983607,0.095088206,0.03896423,0.17788023,0.005,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,,0.00031097978,0.00031098723,0.0060210973,-0.0007038163
17276,0.0,,,0.0,0.0,,,BFA,2005.0,8.0,0.0382187,0.09539924,0.039275255,0.1877313,0.005,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,,0.00031103194,0.0003110245,0.009851068,0.023531277
17277,,,,0.0,0.0,,,BFA,2006.0,8.0,0.022661056,0.09571054,0.039586563,0.1670528,0.005,-0.095670156,0.007377,0.005798,0.007228,0.0,,,0.00031130016,0.0003113076,-0.02067849,0.007973633
17278,,,,0.0,0.0,,,BFA,2007.0,8.0,0.004221846,0.09602191,0.039897934,0.1729844,0.005,-0.095670156,0.007377,0.005798,0.007228,0.0,,,0.00031137466,0.00031137094,0.005931601,-0.010465577
17279,,,,0.0,0.0,,,BFA,2008.0,8.0,0.017835021,0.096333005,0.040209025,0.1845921,0.005,-0.095670156,0.007377,0.005798,0.007228,0.0,,,0.00031109154,0.00031109154,0.011607692,0.0031475974
1040,0.0,,,,,,,BGD,1929.0,,,,,0.12795348,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,,
1041,0.0,,,,,,,BGD,1930.0,1.0,,,,0.0324957,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,-0.095457785,
1042,0.0,,,,,,,BGD,1931.0,1.0,,,,0.0324957,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,0.0,
1043,0.0,,,,,,,BGD,1932.0,1.0,,,,0.0324957,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,0.0,
1044,0.0,,,,,,,BGD,1933.0,1.0,,,,0.12784405,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,0.09534835,
1045,0.0,,,,,,,BGD,1934.0,1.0,,,,0.0324957,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,-0.09534835,
1046,0.0,,,,,,,BGD,1935.0,1.0,,,,0.10824122,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,0.07574552,
1047,0.0,,,,,,,BGD,1936.0,1.0,,,,0.120567426,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,0.012326203,
1048,0.0,,,,,,,BGD,1937.0,1.0,,,,0.15083759,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,0.03027016,
1049,0.0,,,,,,,BGD,1938.0,1.0,,,,0.14682727,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,-0.0040103197,
1050,0.0,,,,,,,BGD,1939.0,1.0,,,,0.15813154,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,0.011304274,
1051,0.0,,,,,,,BGD,1940.0,2.0,,,,0.12759826,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,-0.030533284,
1052,0.0,,,,,,,BGD,1941.0,2.0,,,,0.0324957,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,-0.095102556,
1053,0.0,,,,,,,BGD,1942.0,2.0,,,,0.12254007,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,0.09004437,
1054,0.0,,,,,,,BGD,1943.0,2.0,,,,0.15754011,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,0.03500004,
1055,0.0,,,,,,,BGD,1944.0,2.0,,,,0.1339867,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,-0.023553416,
1056,0.0,,,,,,,BGD,1945.0,2.0,,,,0.0324957,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,-0.101491,
1057,0.0,,,0.0,0.0,,,BGD,1946.0,2.0,,,,0.11982517,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,0.08732947,
1058,0.0,,,0.0,0.0,,,BGD,1947.0,2.0,,,,0.13236815,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,0.012542978,
1059,0.0,,,0.0,0.0,,,BGD,1948.0,2.0,,,,0.11747687,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,-0.014891274,
1060,0.0,,,0.0,0.0,,,BGD,1949.0,2.0,,,,0.13445428,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,0.016977407,
1061,0.0,,,0.0,0.0,,,BGD,1950.0,3.0,,0.10728671,0.058315028,0.13774475,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,,,0.0032904744,
1062,0.0,,,0.0,0.0,,,BGD,1951.0,3.0,0.0029774136,0.10739649,0.058424808,0.15657492,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.000109784305,0.00010978058,0.018830165,-0.010869276
1063,0.0,,,0.0,0.0,,,BGD,1952.0,3.0,0.013237791,0.10755387,0.05858219,0.12789021,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00015737861,0.00015738234,-0.028684705,-0.0006088987
1064,0.0,,,0.0,0.0,,,BGD,1953.0,3.0,-0.0021725202,0.10771699,0.058745313,0.15163562,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00016312301,0.00016312301,0.023745403,-0.01601921
1065,0.0,,,0.0,0.0,,,BGD,1954.0,3.0,-0.00020046723,0.10791235,0.058940668,0.15096565,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00019535422,0.00019535422,-0.0006699711,-0.014047157
1066,0.0,,,0.0,0.0,,,BGD,1955.0,3.0,-0.071832925,0.10811512,0.059143443,0.15128474,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.000202775,0.000202775,0.00031909347,-0.08567961
1067,0.0,,,0.0,0.0,,,BGD,1956.0,3.0,0.08589247,0.108289704,0.059318025,0.0324957,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.000174582,0.000174582,-0.11878904,0.07204578
1068,0.0,,,0.0,0.0,,,BGD,1957.0,3.0,-0.03807219,0.10846351,0.05949183,0.13471779,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00017380714,0.00017380714,0.10222209,-0.05191888
1069,0.0,,,0.0,0.0,,,BGD,1958.0,3.0,-0.038719986,0.10866223,0.05969055,0.10586844,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00019872189,0.00019871816,-0.028849356,-0.052566677
1070,0.0,,,0.0,0.0,,,BGD,1959.0,3.0,0.03200748,0.10886673,0.059895054,0.120807454,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00020449609,0.00020450354,0.014939018,0.018160788
1071,0.0,,,0.0,0.0,,,BGD,1960.0,4.0,0.03518654,0.109076545,0.060104866,0.1508294,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.0002098158,0.00020981207,0.03002195,0.02133985
1072,0.0,,,0.0,0.0,,,BGD,1961.0,4.0,0.035597455,0.10927895,0.06030727,0.14237662,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00020240247,0.0002024062,-0.008452788,0.021750765
1073,0.0,,,0.0,0.0,,,BGD,1962.0,4.0,-0.024352973,0.10947348,0.060501803,0.15262735,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00019453466,0.00019453093,0.010250732,-0.038199663
1074,0.0,,,0.0,0.0,,,BGD,1963.0,4.0,0.07976613,0.10971402,0.060742334,0.14970137,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00024053454,0.00024053082,-0.002925977,0.065919444
1075,0.0,,,0.0,0.0,,,BGD,1964.0,4.0,-0.009375408,0.10991352,0.060941838,0.15868498,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.0001995042,0.0001995042,0.008983612,-0.023222098
1076,0.0,,,0.0,0.0,,,BGD,1965.0,4.0,0.03277908,0.11006826,0.061096586,0.15849435,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00015474111,0.00015474856,-0.00019063056,0.01893239
1077,0.0,,,0.0,0.0,,,BGD,1966.0,4.0,-0.007186226,0.11026728,0.061295602,0.15997964,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00019901991,0.00019901618,0.0014852881,-0.021032916
1078,0.0,,,0.0,0.0,,,BGD,1967.0,4.0,-0.041685876,0.11047159,0.061499916,0.14375079,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00020430982,0.00020431355,-0.016228855,-0.055532567
1079,0.0,,,0.0,0.0,,,BGD,1968.0,4.0,0.07070929,0.11067762,0.061705943,0.13916022,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.0002060309,0.00020602718,-0.004590571,0.0568626
1080,0.0,,,0.0,0.0,,,BGD,1969.0,4.0,-0.007005705,0.110885344,0.06191366,0.15654281,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00020772219,0.00020771846,0.017382592,-0.020852394
1081,0.0,,,0.0,0.0,,,BGD,1970.0,5.0,0.024119813,0.111173816,0.062202133,0.15741348,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00028847158,0.00028847158,0.00087067485,0.010273123
1082,0.0,,,0.0,0.0,0.5714286,,BGD,1971.0,5.0,-0.068799764,0.111440286,0.062468603,0.14825691,,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00026647002,0.00026647002,-0.00915657,-0.08264645
1083,0.0,,,0.0,0.0,0.5714286,,BGD,1972.0,5.0,-0.13790141,0.11165875,0.06268708,0.1579545,0.009,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00021846592,0.00021847337,0.009697586,-0.1517481
1084,0.0,,,0.0,0.0,0.6666667,,BGD,1973.0,5.0,-0.016323483,0.11189722,0.06292555,0.14983547,0.009,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00023847073,0.00023847073,-0.008119032,-0.030170172
1085,0.0,,,0.0,0.0,0.6666667,,BGD,1974.0,5.0,0.10042379,0.1121969,0.063225225,0.15605654,0.004,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00029967725,0.00029967725,0.006221071,0.0865771
1086,0.0,,,1.0,1.0,0.6666667,,BGD,1975.0,5.0,-0.03280207,0.112404935,0.06343326,0.14609657,0.0015,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00020803511,0.00020803511,-0.009959966,-0.046648763
1087,0.0,,,,1.0,0.5,,BGD,1976.0,5.0,0.022011263,0.11262172,0.063650034,0.16203235,0.0015,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.0002167821,0.00021677464,0.015935779,0.008164573
1088,0.0,,,,1.0,0.33333334,,BGD,1977.0,5.0,-0.021201877,0.11293693,0.06396525,0.1542766,0.0015,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.0003152117,0.00031521916,-0.0077557564,-0.035048567
1089,0.0,,,,0.0,0.33333334,,BGD,1978.0,5.0,0.041248634,0.11324337,0.064271696,0.1496819,0.003,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00030644238,0.00030644238,-0.0045946985,0.027401945
1090,0.0,,,,0.0,0.33333334,,BGD,1979.0,5.0,0.016658658,0.11354647,0.064574786,0.15599836,0.003,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00030309707,0.00030308962,0.006316468,0.0028119683
1091,0.0,,,,1.0,0.33333334,,BGD,1980.0,6.0,-0.0213223,0.1138438,0.064872116,0.1759279,0.003,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00029733032,0.00029733032,0.019929543,-0.03516899
1092,0.0,,,,1.0,0.33333334,,BGD,1981.0,6.0,0.0044840546,0.11413298,0.0651613,0.14565009,0.003,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00028917938,0.00028918684,-0.030277818,-0.009362635
1093,0.0,,,,1.0,0.2857143,,BGD,1982.0,6.0,-0.010817878,0.114363305,0.06539162,0.15559705,0.0015,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00023032725,0.0002303198,0.009946957,-0.024664568
1094,0.0,,,,0.0,0.16666667,,BGD,1983.0,6.0,0.025080672,0.11459399,0.065622315,0.16282453,0.0015,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00023068488,0.00023069233,0.0072274804,0.011233982
1095,0.0,,,,0.0,0.16666667,,BGD,1984.0,6.0,0.030669177,0.11482,0.06584832,0.15675953,0.0015,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00022601336,0.00022600591,-0.006064996,0.016822487
1096,0.0,,,,0.0,,,BGD,1985.0,6.0,0.0073460573,0.11504431,0.066072635,0.1658516,0.0015,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00022430718,0.00022431463,0.009092063,-0.0065006325
1097,0.0,,,,0.0,,,BGD,1986.0,6.0,0.019834384,0.11527204,0.066300355,0.14152709,0.0025,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.000227727,0.00022771955,-0.024324507,0.0059876945
1098,0.0,,,,0.0,,,BGD,1987.0,6.0,0.017965473,0.11550372,0.066532046,0.1603544,0.0025,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00023168325,0.0002316907,0.01882732,0.0041187834
1099,0.0,,,,0.0,,1.0,BGD,1988.0,6.0,0.0050258683,0.11573867,0.06676699,0.16689685,0.0025,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00023494661,0.00023494661,0.006542444,-0.0088208215
1100,0.0,,,,0.0,,1.1,BGD,1989.0,6.0,0.0010672067,0.115976565,0.06700488,0.16605651,0.0025,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,0.100000024,0.00023789704,0.00023788959,-0.0008403361,-0.012779484
1101,0.0,,,,0.0,,1.0,BGD,1990.0,7.0,0.04147133,0.116212115,0.06724044,0.16638204,0.0025,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,-0.100000024,0.0002355501,0.00023555756,0.00032553077,0.027624639
1102,0.0,,,,0.0,,1.0,BGD,1991.0,7.0,0.010073495,0.11644036,0.06746869,0.15959682,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,0.0,0.00022824854,0.00022824854,-0.006785229,-0.0037731947
1103,0.0,,,,0.0,,1.1,BGD,1992.0,7.0,0.027401322,0.11666167,0.06768999,0.17415069,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,0.100000024,0.0002213046,0.0002213046,0.014553875,0.013554633
1104,0.0,,,0.0,0.0,,1.2,BGD,1993.0,7.0,0.023481715,0.116876855,0.06790517,0.16921195,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,0.100000024,0.00021518767,0.00021518022,-0.0049387366,0.009635026
1105,0.0,,,0.0,0.0,,1.2,BGD,1994.0,7.0,0.01928622,0.11708617,0.0681145,0.17487785,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,0.0,0.00020931661,0.00020932406,0.0056658983,0.005439531
1106,0.0,,,0.0,0.0,,1.3,BGD,1995.0,7.0,0.027992282,0.117290854,0.06831918,0.16840482,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,0.099999905,0.00020468235,0.00020468235,-0.0064730346,0.014145592
1107,0.0,,,0.0,1.0,,1.3,BGD,1996.0,7.0,0.025180537,0.11749407,0.068522386,0.15807389,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,0.0,0.00020321459,0.00020320714,-0.01033093,0.011333847
1108,0.0,,,0.0,0.0,,1.3,BGD,1997.0,7.0,0.032987963,0.11769419,0.06872251,0.16461685,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,0.0,0.0002001226,0.0002001226,0.006542966,0.019141274
1109,0.0,,,0.0,0.0,,1.3,BGD,1998.0,7.0,0.03206508,0.1178879,0.068916224,0.16525303,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,0.0,0.00019370764,0.0001937151,0.0006361753,0.018218389
1110,0.0,,,0.0,0.0,,1.3,BGD,1999.0,7.0,0.02932263,0.11807456,0.069102876,0.17285785,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,0.0,0.0001866594,0.00018665195,0.0076048225,0.01547594
1111,0.0,,,0.0,0.0,,1.3,BGD,2000.0,8.0,0.04059526,0.11825409,0.069282405,0.16520521,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,0.0,0.00017952919,0.00017952919,-0.0076526403,0.02674857
1112,0.0,,,0.0,0.0,,1.2,BGD,2001.0,8.0,0.034675926,0.11842714,0.06945547,0.16047455,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,-0.099999905,0.00017305464,0.00017306209,-0.0047306567,0.020829236
1113,0.0,,,0.0,0.0,,1.1,BGD,2002.0,8.0,0.026824072,0.11859453,0.06962285,0.16952968,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,-0.100000024,0.00016738474,0.00016738474,0.009055123,0.012977382
1114,0.0,,,0.0,0.0,,1.1,BGD,2003.0,8.0,0.035797726,0.118755035,0.06978335,0.16795917,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,0.0,0.00016050786,0.0001605004,-0.0015705079,0.021951037
1115,0.0,,,0.0,0.0,,,BGD,2004.0,8.0,0.04789546,0.118907124,0.06993544,0.17561467,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.0001520887,0.0001520887,0.0076555014,0.034048773
1116,0.0,,,0.0,0.0,,,BGD,2005.0,8.0,0.04781003,0.11905108,0.07007939,0.18637902,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,,0.00014395267,0.00014395267,0.0107643455,0.033963338
1117,,,,0.0,0.0,,,BGD,2006.0,8.0,0.050621964,0.119186945,0.07021527,0.15531127,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,,,0.00013586879,0.00013587624,-0.031067744,0.036775276
1118,,,,0.0,1.0,,,BGD,2007.0,8.0,0.049099825,0.11931858,0.07034691,0.16843173,0.002,-0.095670156,0.00045400002,0.00209,0.000925,0.01,,,0.00013163686,0.00013163686,0.0131204575,0.035253137
1119,,,,0.0,0.0,,,BGD,2008.0,8.0,0.04620953,0.11944954,0.07047786,0.17586218,0.002,-0.095670156,0.00045400002,0.00209,0.000925,0.01,,,0.00013095886,0.0001309514,0.007430449,0.03236284
2160,0.0,,,,,,,BGR,1929.0,,-0.031751808,0.08691146,0.039856788,0.0324957,,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,,,,,-0.054821026
2161,0.0,,,,,0.25,,BGR,1930.0,1.0,0.08816733,0.087040044,0.039985366,0.0324957,0.0035,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,,0.00012858212,0.0001285784,0.0,0.065098114
2162,0.0,,,,,0.2,,BGR,1931.0,1.0,0.13173324,0.08717027,0.04011559,0.16069515,0.0035,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,,0.0001302287,0.00013022497,0.12819946,0.10866402
2163,0.0,,,,,0.2,,BGR,1932.0,1.0,-0.0065434943,0.08730044,0.04024576,0.0324957,0.0035,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,,0.0001301691,0.0001301691,-0.12819946,-0.029612713
2164,0.0,,,,,0.2,,BGR,1933.0,1.0,0.0037380105,0.08743053,0.04037585,0.12784405,0.0035,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,,0.00013008714,0.00013009086,0.09534835,-0.019331207
2165,0.0,,,,,0.2,,BGR,1934.0,1.0,-0.097188294,0.08756053,0.040505845,0.0324957,0.0015,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,,0.00012999773,0.000129994,-0.09534835,-0.12025751
2166,0.0,,,,,0.2,,BGR,1935.0,1.0,-0.055625297,0.08766394,0.040609263,0.10824122,0.0,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,,0.00010341406,0.000103417784,0.07574552,-0.078694515
2167,0.0,,,,,0.2,,BGR,1936.0,1.0,0.20812748,0.08774777,0.04069309,0.120567426,0.0,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,,8.382648e-05,8.382648e-05,0.012326203,0.18505827
2168,0.0,,,,,0.16666667,,BGR,1937.0,1.0,0.049206927,0.08781709,0.04076241,0.15083759,0.0,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,,6.93202e-05,6.93202e-05,0.03027016,0.02613771
2169,0.0,,,,,0.16666667,,BGR,1938.0,1.0,0.018222421,0.08789355,0.040838875,0.14682727,0.0,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,,7.646531e-05,7.646531e-05,-0.0040103197,-0.0048467964
2170,0.0,,,,,0.16666667,,BGR,1939.0,1.0,0.004692609,0.08796944,0.04091476,0.15834661,0.0,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,,7.588416e-05,7.588416e-05,0.011519343,-0.01837661
2171,0.0,,,,,0.16666667,,BGR,1940.0,2.0,-0.03401743,0.08804775,0.040993072,0.12495133,0.0,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,,7.831305e-05,7.831305e-05,-0.033395275,-0.057086647
2172,0.0,,,,,0.16666667,,BGR,1941.0,2.0,0.01204578,0.08812099,0.04106631,0.0324957,0.0,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,,7.323921e-05,7.323921e-05,-0.09245563,-0.011023438
2173,0.0,,,,,0.16666667,,BGR,1942.0,2.0,-0.055657025,0.08820404,0.041149363,0.12254007,0.0,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,,8.305162e-05,8.305162e-05,0.09004437,-0.07872625
2174,0.0,,,,,0.16666667,,BGR,1943.0,2.0,0.022929981,0.08828787,0.041233193,0.15754011,0.005,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,,8.382648e-05,8.383021e-05,0.03500004,-0.00013923645
