country,t,outp,outpd%,outptt%
BTN,1993,11.63362181,0.526488249,0.316281853
BTN,1994,11.83771533,0.513395832,0.31803041
BTN,1995,12.59230402,0.461066053,0.339266335
BTN,1996,12.48583803,0.45681019,0.337094123
BTN,1997,13.63342474,0.472572157,0.326488561
BTN,1998,13.59549499,0.491370345,0.314037637
BTN,1999,14.33142914,0.489978647,0.314905008
BTN,2000,14.18427603,0.476654532,0.321345366
BTN,2001,15.87688194,0.496655732,0.308580054
BTN,2002,18.26524222,0.537799192,0.288676449
BTN,2003,20.86888046,0.488740426,0.317924122
BTN,2004,25.21909614,0.426238186,0.342535898
BTN,2005,29.87797564,0.395730918,0.357170801
BTN,2006,36.08894877,0.316056576,0.392075616
BTN,2007,47.35417457,0.33045319,0.391648023
BTN,2008,47.18536801,0.391262125,0.351409508
BWA,1990,96.91580429,0.561763748,0.316951866
BWA,1991,104.8674726,0.559877128,0.321501423
BWA,1992,112.3715629,0.550402217,0.327612829
BWA,1993,112.7765213,0.56052703,0.321128414
BWA,1994,118.5249968,0.564797428,0.311382258
BWA,1995,136.2695146,0.545183358,0.318393032
BWA,1996,139.0454569,0.549076284,0.298086491
BWA,1997,151.7176444,0.525030839,0.310274048
BWA,1998,154.7556936,0.552133674,0.298571173
BWA,1999,169.1017959,0.562736908,0.283458709
BWA,2000,178.6058318,0.573523587,0.267147598
BWA,2001,161.5977143,0.610391679,0.267432547
BWA,2002,157.0194164,0.617660758,0.263986558
BWA,2003,209.5988408,0.634551479,0.27345949
BWA,2004,258.0648911,0.615952628,0.287714445
BWA,2005,260.1342014,0.611892596,0.287572972
BWA,2006,266.7158774,0.589031343,0.293349598
BWA,2007,296.7717856,0.552711408,0.317654643
BWA,2008,311.8424863,0.540052331,0.32809148
CAF,1990,63.78867133,0.820917436,0.132814079
CAF,1991,59.83772371,0.815218789,0.136510737
CAF,1992,60.33508249,0.802788834,0.142431944
CAF,1993,53.23534202,0.801262929,0.142678108
CAF,1994,34.56656574,0.727408984,0.184059046
CAF,1995,44.27191397,0.730584329,0.18155397
CAF,1996,39.50808592,0.715196989,0.1895076
CAF,1997,36.76161125,0.646358348,0.222351075
CAF,1998,39.05538317,0.665832011,0.209970823
CAF,1999,39.29292372,0.678222878,0.202793122
CAF,2000,36.22176107,0.627429622,0.227098283
CAF,2001,36.64986718,0.684023375,0.196468521
CAF,2002,39.18872681,0.698422272,0.188951822
CAF,2003,44.88595643,0.685243795,0.195022143
CAF,2004,51.49788457,0.698318468,0.185875823
CAF,2005,55.01517669,0.698950353,0.186151046
CAF,2006,62.22171991,0.678425379,0.195077627
CAF,2007,73.23399497,0.671550214,0.199086672
CAF,2008,86.35787511,0.688727161,0.189552666
CAN,1990,47924.09703,0.551706127,0.347935781
CAN,1991,48381.17962,0.564487616,0.33700139
CAN,1992,47722.70725,0.524289844,0.361023029
CAN,1993,47383.27129,0.502879022,0.376001737
CAN,1994,47856.62804,0.449016743,0.406649164
CAN,1995,48551.99119,0.406115673,0.427601978
CAN,1996,54880.47258,0.39275765,0.436184291
CAN,1997,56838.93503,0.380109552,0.451087031
CAN,1998,54881.00402,0.361891433,0.470329803
CAN,1999,57556.55072,0.349792762,0.481754528
CAN,2000,60630.82433,0.335592676,0.485474506
CAN,2001,63728.15886,0.349682311,0.485693641
CAN,2002,67651.54999,0.358658686,0.480141038
CAN,2003,79994.8105,0.378398337,0.467361403
CAN,2004,94877.87643,0.358261542,0.480569688
CAN,2005,108570.0878,0.357662295,0.481365261
CAN,2006,123557.9687,0.350432346,0.481280612
CAN,2007,137444.7244,0.352310979,0.473923411
CAN,2008,146334.1262,0.343031741,0.473811475
CHE,1990,9064.47524,0.443888747,0.335393361
CHE,1991,9514.214417,0.426747285,0.342580626
CHE,1992,10228.71656,0.403040928,0.351793593
CHE,1993,10244.47788,0.419798596,0.348808434
CHE,1994,11555.69348,0.419078724,0.346051037
CHE,1995,13819.93543,0.408910499,0.345755117
CHE,1996,13624.46478,0.393614261,0.350216321
CHE,1997,12766.53188,0.374709218,0.353337297
CHE,1998,12656.42108,0.37910593,0.353526453
CHE,1999,12927.98705,0.374437019,0.354186518
CHE,2000,13233.67986,0.371339222,0.347540208
CHE,2001,13253.40301,0.345361478,0.345227822
CHE,2002,14045.52528,0.347687277,0.346546255
CHE,2003,16277.6729,0.333816875,0.347338624
CHE,2004,19258.50501,0.31740203,0.342964797
CHE,2005,20840.90879,0.309816086,0.340282969
CHE,2006,23434.01187,0.287597858,0.334959194
CHE,2007,27016.67805,0.275287853,0.331434758
CHE,2008,31170.065,0.270987691,0.329576201
CHL,1990,1912.005986,0.305172997,0.462110456
CHL,1991,2147.729191,0.328981738,0.45036408
CHL,1992,2612.101116,0.340053585,0.441768695
CHL,1993,2746.253394,0.357200248,0.433393517
CHL,1994,3199.781892,0.342477137,0.44260756
CHL,1995,4123.516547,0.33682792,0.4409682
CHL,1996,4300.650922,0.343623779,0.432475492
CHL,1997,4759.145028,0.357933823,0.435143941
CHL,1998,4513.30887,0.357834481,0.435474781
CHL,1999,4310.525727,0.334385812,0.453620794
CHL,2000,4549.561826,0.311731418,0.460991229
CHL,2001,4193.228124,0.294508604,0.466480084
CHL,2002,4132.433286,0.289193841,0.464681965
CHL,2003,4680.606949,0.267274754,0.472670756
CHL,2004,6188.702775,0.250773029,0.481826104
CHL,2005,7611.035416,0.255467666,0.479262706
CHL,2006,9642.770866,0.245856942,0.481261729
CHL,2007,10915.27187,0.232990686,0.476165302
CHL,2008,11478.16945,0.224859235,0.459705887
CHN,1990,24795.08838,0.704822975,0.23324974
CHN,1991,29005.82953,0.75196053,0.192921565
CHN,1992,34372.49386,0.749333503,0.193087196
CHN,1993,46641.17144,0.720429289,0.216054345
CHN,1994,43142.21436,0.642601717,0.269235512
CHN,1995,55734.26162,0.647027757,0.261881414
CHN,1996,65169.34137,0.677540651,0.238810372
CHN,1997,72918.29703,0.671539371,0.243098581
CHN,1998,60252.96302,0.653555555,0.255981374
CHN,1999,63839.6549,0.650627676,0.258053884
CHN,2000,68862.58748,0.610633784,0.281312519
CHN,2001,77189.31973,0.638996077,0.262775444
CHN,2002,89571.65105,0.636286005,0.264108084
CHN,2003,101648.5266,0.597353351,0.282634051
CHN,2004,121329.7571,0.563902164,0.298491094
CHN,2005,162014.6544,0.560909525,0.300200062
CHN,2006,194036.7576,0.533329974,0.310273178
CHN,2007,254753.0509,0.527885783,0.309843909
CHN,2008,325578.9518,0.553277932,0.293314548
CIV,1990,608.4855497,0.34174391,0.414433939
CIV,1991,579.4544383,0.348150729,0.415658852
CIV,1992,628.0650067,0.325253275,0.434859139
CIV,1993,560.1590218,0.357286311,0.423551469
CIV,1994,466.2964401,0.21864466,0.497380772
CIV,1995,603.1511139,0.237255791,0.482345147
CIV,1996,676.9987823,0.225397094,0.490622236
CIV,1997,662.0971959,0.214413433,0.49475673
CIV,1998,705.9880531,0.230004744,0.495166939
CIV,1999,670.9683999,0.232377431,0.497476016
CIV,2000,607.8419897,0.20828567,0.500781976
CIV,2001,633.8943013,0.207891284,0.500953889
CIV,2002,715.3376353,0.196446855,0.512570639
CIV,2003,857.9410768,0.208845222,0.501066366
CIV,2004,992.8841606,0.174517993,0.510363698
CIV,2005,1072.177396,0.159274165,0.513764065
CIV,2006,1165.130427,0.126696656,0.515220168
CIV,2007,1314.256835,0.137142297,0.502142458
CIV,2008,1526.418268,0.139377796,0.495932155
CMR,1990,549.4823427,0.504651712,0.313284204
CMR,1991,525.3921649,0.477441339,0.330251409
CMR,1992,557.3260696,0.453388469,0.342573463
CMR,1993,570.6384785,0.504847947,0.313530344
CMR,1994,370.929956,0.348318966,0.398167827
CMR,1995,468.7787318,0.326600887,0.408502066
CMR,1996,501.2925862,0.323336745,0.412159248
CMR,1997,480.2989213,0.317415462,0.415956958
CMR,1998,516.7540424,0.318597661,0.425001053
CMR,1999,531.0205632,0.314584213,0.429559963
CMR,2000,513.2899468,0.277098451,0.445090624
CMR,2001,522.8550742,0.296567842,0.427996523
CMR,2002,564.9514954,0.318216885,0.419136283
CMR,2003,722.2991359,0.317070541,0.419975214
CMR,2004,849.0313832,0.315640339,0.41504547
CMR,2005,919.3314421,0.301132699,0.419903768
CMR,2006,1055.233894,0.256182993,0.433674323
CMR,2007,1239.472901,0.240122509,0.431563254
CMR,2008,1440.25657,0.234565556,0.424715474
COD,1990,824.281265,0.903575505,0.066056373
COD,1991,822.5268042,0.917292571,0.056666199
COD,1992,746.5311805,0.915054131,0.058048955
COD,1993,974.9516126,0.946169199,0.037162196
COD,1994,528.2544284,0.892538264,0.07181241
COD,1995,511.0483726,0.867661623,0.086739798
COD,1996,505.6454599,0.846310364,0.098910372
COD,1997,553.7813829,0.89839607,0.066733719
COD,1998,597.8756686,0.881074398,0.078875957
COD,1999,523.50431,0.896153762,0.068845684
COD,2000,509.6582031,0.882089212,0.078089236
COD,2001,490.3582044,0.882684255,0.077377413
COD,2002,512.663268,0.871430489,0.084401455
COD,2003,517.6325634,0.839557854,0.103781887
COD,2004,602.2294756,0.817380891,0.116343231
COD,2005,678.2138197,0.805471683,0.123905523
COD,2006,823.5438326,0.793922487,0.128473472
COD,2007,940.3104659,0.730048839,0.16208973
COD,2008,1135.486702,0.733712045,0.158950408
COG,1990,123.7251152,0.779493579,0.156888035
COG,1991,122.9012854,0.792673702,0.14709096
COG,1992,133.7145577,0.778550212,0.155439943
COG,1993,123.7491735,0.775225043,0.157283226
COG,1994,83.48994365,0.652004465,0.229606262
COG,1995,97.60086958,0.636356797,0.23710085
COG,1996,111.9136163,0.624724654,0.245956614
COG,1997,104.4874825,0.57592644,0.270588023
COG,1998,89.85001381,0.557542231,0.278950071
COG,1999,102.8092315,0.550337094,0.288632926
COG,2000,130.8999462,0.512091172,0.310126934
COG,2001,117.8242755,0.530917218,0.298076518
COG,2002,130.1563982,0.556918513,0.284528266
COG,2003,149.5916216,0.563062786,0.277994667
COG,2004,193.2903993,0.556764048,0.2795545
COG,2005,243.3930568,0.544465032,0.288272398
COG,2006,302.4354323,0.528602148,0.292486722
COG,2007,310.1276733,0.517360702,0.289741593
COG,2008,421.2884729,0.508362748,0.291870163
COL,1990,2044.258321,0.790676865,0.166262049
COL,1991,2121.66082,0.7624355,0.186839009
COL,1992,2299.957081,0.747829441,0.195773416
COL,1993,2659.127365,0.758938324,0.187280288
COL,1994,3487.375798,0.773155765,0.175818663
COL,1995,4041.982697,0.768652517,0.17772987
COL,1996,4222.952907,0.76534096,0.179498278
COL,1997,4630.749196,0.76883202,0.177742428
COL,1998,4300.667055,0.766375854,0.180508496
COL,1999,3775.615691,0.752673849,0.189849213
COL,2000,3731.287834,0.727823294,0.20517613
COL,2001,1997.984929,0.638092266,0.262253962
COL,2002,1931.688004,0.635460162,0.262523859
COL,2003,2167.089793,0.625298697,0.266997998
COL,2004,2116.78384,0.600913357,0.278473256
COL,2005,2592.626663,0.608459265,0.274339668
COL,2006,2535.596191,0.576150839,0.288865921
COL,2007,2824.323707,0.582879136,0.28410541
COL,2008,3390.06976,0.582210466,0.28276768
CPV,1990,16.0169174,0.595680068,0.278748055
CPV,1991,16.76943247,0.602699556,0.27826494
CPV,1992,18.21338448,0.598650065,0.27667751
CPV,1993,18.34107734,0.614977681,0.269361053
CPV,1994,20.22831344,0.598242588,0.28314098
CPV,1995,23.54997153,0.61450797,0.268045578
CPV,1996,23.3645382,0.625006297,0.259157259
CPV,1997,22.56121684,0.592308949,0.281000318
CPV,1998,23.77253609,0.66208222,0.231766712
CPV,1999,25.90388085,0.649072813,0.244235303
CPV,2000,23.26541169,0.634000429,0.250193976
CPV,2001,24.34134361,0.622293552,0.258660884
CPV,2002,27.57837897,0.627929007,0.253942961
CPV,2003,35.27312741,0.662871129,0.228587127
CPV,2004,41.45528515,0.644733417,0.238525877
CPV,2005,44.25767799,0.644571491,0.238259643
CPV,2006,51.31935404,0.638043385,0.236137051
CPV,2007,61.87272038,0.606743889,0.257387223
CPV,2008,70.45123292,0.615313964,0.25839958
CRI,1990,351.7982575,0.576616206,0.313791251
CRI,1991,355.1487044,0.50437148,0.357644743
CRI,1992,416.3892496,0.491238319,0.362119796
CRI,1993,474.1194954,0.50945508,0.352428871
CRI,1994,508.8260558,0.501022594,0.354574961
CRI,1995,561.328923,0.478805386,0.362130927
CRI,1996,559.0160028,0.459502119,0.369972336
CRI,1997,590.5577258,0.454061391,0.375697272
CRI,1998,653.563413,0.425175182,0.39478243
CRI,1999,698.5006793,0.423330983,0.399968757
CRI,2000,715.0431252,0.429566766,0.390039268
CRI,2001,716.2810007,0.459057191,0.378423795
CRI,2002,753.700876,0.452784322,0.38078433
CRI,2003,813.0933244,0.425111802,0.392949783
CRI,2004,875.6607953,0.402143303,0.401068029
CRI,2005,977.2610367,0.390215994,0.405499841
CRI,2006,1129.39274,0.371467554,0.410081165
CRI,2007,1334.24478,0.375388197,0.405835198
CRI,2008,1529.445804,0.386911976,0.396048426
CUB,1990,797.1568382,0.739043823,0.199571966
CUB,1991,686.5419712,0.787178848,0.164984437
CUB,1992,620.8022644,0.807823053,0.148983905
CUB,1993,621.5642013,0.831219015,0.132111661
CUB,1994,764.2906897,0.838780143,0.124903714
CUB,1995,818.0962763,0.81891441,0.138996574
CUB,1996,665.2185774,0.775466978,0.170637617
CUB,1997,690.1822889,0.77118092,0.173479026
CUB,1998,714.6731986,0.785694673,0.163118481
CUB,1999,800.0624842,0.794000858,0.157187003
CUB,2000,886.1630814,0.786623273,0.162734085
CUB,2001,901.2374102,0.805640236,0.148042495
CUB,2002,929.4182882,0.823190438,0.135365478
CUB,2003,959.4544699,0.812736562,0.141282385
CUB,2004,1008.398005,0.791596058,0.154592396
CUB,2005,1075.329705,0.768462873,0.170316259
CUB,2006,1263.250042,0.780905938,0.159117012
CUB,2007,1369.718039,0.774934461,0.161950484
CUB,2008,1458.798159,0.747253301,0.179231539
CYM,1990,18.11731288,0.640852346,0.264593243
CYM,1991,19.7021814,0.654640168,0.256370422
CYM,1992,39.52706811,0.681606394,0.236341787
CYM,1993,42.34622954,0.701600115,0.222915056
CYM,1994,46.19536117,0.701871583,0.222204248
CYM,1995,49.91788735,0.691817411,0.228466736
CYM,1996,53.89317013,0.697596163,0.226114823
CYM,1997,57.85650991,0.713446175,0.212909122
CYM,1998,76.82996874,0.762212841,0.180272439
CYM,1999,83.01637963,0.770271193,0.175100713
CYM,2000,89.70828956,0.780715565,0.165296156
CYM,2001,88.88744468,0.774002592,0.170474794
CYM,2002,93.03154234,0.774406156,0.17041089
CYM,2003,95.52757637,0.753969399,0.183134624
CYM,2004,100.7474037,0.747931326,0.184298458
CYM,2005,115.3594775,0.750731203,0.18196168
CYM,2006,61.29630533,0.70575625,0.211972882
CYM,2007,59.84325394,0.667429786,0.238226693
CYM,2008,56.55856341,0.632500697,0.259788282
CYP,1990,201.7067893,0.529815961,0.322521288
CYP,1991,205.1144257,0.537000111,0.318805834
CYP,1992,236.6969688,0.505665482,0.33058305
CYP,1993,217.012855,0.539019823,0.31253579
CYP,1994,240.6738706,0.537824199,0.311762534
CYP,1995,296.126949,0.538442161,0.309117884
CYP,1996,307.966077,0.527942366,0.313431414
CYP,1997,292.0694108,0.524965503,0.313157866
CYP,1998,312.2303278,0.562752964,0.293731337
CYP,1999,323.8996949,0.561387651,0.293321073
CYP,2000,316.21334,0.536314673,0.303006827
CYP,2001,325.1140123,0.545898749,0.29717398
CYP,2002,351.0593683,0.56390896,0.288406755
CYP,2003,422.9000185,0.564600604,0.287068301
CYP,2004,492.8141076,0.543036116,0.295783879
CYP,2005,526.44256,0.540700643,0.295864069
CYP,2006,575.3938425,0.520322203,0.301529292
CYP,2007,687.5095129,0.51064317,0.304191846
CYP,2008,812.9936989,0.511279872,0.301568977
CZE,1990,3163.321914,0.231683922,0.415436355
CZE,1991,2452.640621,0.180007628,0.406959321
CZE,1992,2841.313283,0.192571186,0.382292
CZE,1993,3178.849091,0.239553142,0.378608996
CZE,1994,3643.168313,0.254231501,0.369864703
CZE,1995,4633.831254,0.241499391,0.364814783
CZE,1996,5154.495056,0.251655496,0.361396179
CZE,1997,4795.524007,0.236047454,0.361059018
CZE,1998,5156.813311,0.239055688,0.368605939
CZE,1999,5061.002795,0.233541737,0.366947455
CZE,2000,4983.701228,0.210706834,0.363744111
CZE,2001,5419.607788,0.209322413,0.358555979
CZE,2002,6350.98636,0.234139191,0.355712432
CZE,2003,7870.255247,0.217172511,0.352484769
CZE,2004,9637.543307,0.194042932,0.344500386
CZE,2005,10998.70243,0.192928695,0.34277662
CZE,2006,12949.89186,0.169855046,0.333006846
CZE,2007,15961.97439,0.160181092,0.327681814
CZE,2008,19737.49532,0.167214338,0.325624155
DEU,1990,87942.78083,0.557827628,0.271496557
DEU,1991,92958.68413,0.557601226,0.268864912
DEU,1992,102429.4419,0.566682074,0.262066929
DEU,1993,95832.0977,0.593529236,0.249985469
DEU,1994,102898.0337,0.58085451,0.25491253
DEU,1995,124427.7619,0.569154618,0.258157084
DEU,1996,116943.2298,0.555092789,0.264887743
DEU,1997,103792.9805,0.522423698,0.279332565
DEU,1998,104292.699,0.524437751,0.280092548
DEU,1999,104595.411,0.514765093,0.284297102
DEU,2000,97786.85237,0.47054871,0.299819554
DEU,2001,93949.49043,0.457240609,0.302973821
DEU,2002,98723.90145,0.4563106,0.304993918
DEU,2003,113615.0788,0.439554912,0.308986093
DEU,2004,128414.0933,0.409188599,0.317026981
DEU,2005,133668.8225,0.386796046,0.323109303
DEU,2006,143717.2392,0.338564413,0.331073055
DEU,2007,179268.7432,0.323468037,0.334049313
DEU,2008,204905.4411,0.312579452,0.334570038
DJI,1990,16.87457362,0.555507029,0.302629066
DJI,1991,17.30665221,0.577290842,0.292160592
DJI,1992,18.31438312,0.635103267,0.253476356
DJI,1993,18.14726164,0.650151362,0.245327538
DJI,1994,18.8772647,0.663996325,0.233536024
DJI,1995,18.66279188,0.655927185,0.234538389
DJI,1996,18.00961363,0.652371594,0.236654081
DJI,1997,17.38694613,0.635008708,0.245374046
DJI,1998,18.27113474,0.668787239,0.223942505
DJI,1999,19.29768526,0.685488496,0.21407573
DJI,2000,20.6719508,0.695433252,0.205545014
DJI,2001,21.22735294,0.679556325,0.214069886
DJI,2002,22.24934421,0.670493671,0.219817187
DJI,2003,23.45349589,0.653340166,0.230425806
DJI,2004,25.32251255,0.651049492,0.232375504
DJI,2005,27.1997065,0.642509999,0.237188123
DJI,2006,30.50036572,0.631842233,0.241612189
DJI,2007,33.58190512,0.628370142,0.245137012
DJI,2008,38.58212864,0.633329288,0.24139855
DNK,1990,6691.179333,0.439306766,0.330559281
DNK,1991,6623.145807,0.423580353,0.334286234
DNK,1992,7073.319513,0.421864066,0.333166748
DNK,1993,6377.433253,0.438773096,0.327204171
DNK,1994,7053.853844,0.423885602,0.330685711
DNK,1995,8510.10995,0.420146685,0.329343653
DNK,1996,8357.758426,0.421760714,0.329095748
DNK,1997,7656.994177,0.41046261,0.33053249
DNK,1998,7920.051035,0.4175279,0.328179332
DNK,1999,8094.832188,0.406801801,0.332406949
DNK,2000,7873.328093,0.370834175,0.3387098
DNK,2001,7591.362632,0.3605217,0.338854133
DNK,2002,8059.143434,0.362972187,0.338143992
DNK,2003,9287.645304,0.358676233,0.336638431
DNK,2004,10432.15496,0.342431871,0.334441805
DNK,2005,11292.3451,0.324236566,0.335905481
DNK,2006,11780.7326,0.290908987,0.330854791
DNK,2007,15157.84052,0.295613457,0.325928876
DNK,2008,18238.14642,0.290275814,0.323127503
DOM,1990,407.2260144,0.666607085,0.263205009
DOM,1991,440.5992931,0.581223042,0.328700468
DOM,1992,482.9536316,0.596777541,0.316205291
DOM,1993,499.0954433,0.621734599,0.301681234
DOM,1994,514.6466601,0.618184901,0.302127814
DOM,1995,557.2921677,0.62088004,0.297646011
DOM,1996,587.573198,0.626643761,0.294359522
DOM,1997,654.0599806,0.627015643,0.296790764
DOM,1998,703.11446,0.621212378,0.305679024
DOM,1999,756.7252773,0.617202223,0.309705109
DOM,2000,863.1301616,0.613016565,0.310281592
DOM,2001,854.6852996,0.637173435,0.296604295
DOM,2002,841.7293505,0.641723031,0.292756975
DOM,2003,707.9282511,0.563593881,0.346857879
DOM,2004,778.8421239,0.546286213,0.357017749
DOM,2005,1110.413058,0.626089489,0.30190549
DOM,2006,1204.397732,0.630144292,0.293526863
DOM,2007,1375.107939,0.642219219,0.281651937
DOM,2008,1540.468349,0.662472015,0.263279504
DZA,1990,1486.18075,0.77229389,0.141503671
DZA,1991,1099.303741,0.720026739,0.163827588
DZA,1992,1195.322406,0.728107603,0.160133561
DZA,1993,1263.711838,0.759747506,0.147379123
DZA,1994,1088.079977,0.705542917,0.175694825
DZA,1995,1097.533446,0.644255454,0.20409669
DZA,1996,1180.553103,0.625970567,0.210048185
DZA,1997,1210.695174,0.620251409,0.212498819
DZA,1998,1295.641413,0.638301634,0.207405173
DZA,1999,1315.530164,0.613296155,0.219179763
DZA,2000,1441.045495,0.541810749,0.248900947
DZA,2001,1413.458381,0.565231249,0.237754914
DZA,2002,1415.674664,0.560515052,0.240550067
DZA,2003,1620.789926,0.550308103,0.243044399
DZA,2004,2070.63465,0.545401134,0.240806218
DZA,2005,2417.181538,0.524731325,0.248132582
DZA,2006,2760.945334,0.497605719,0.252170642
DZA,2007,3251.781879,0.498224844,0.246652866
DZA,2008,4146.345103,0.507660249,0.238141718
ECU,1990,562.6845546,0.586941194,0.294103266
ECU,1991,623.9155638,0.561478602,0.30903592
ECU,1992,676.101107,0.542984109,0.31776596
ECU,1993,767.6887687,0.584124564,0.296377791
ECU,1994,952.0738711,0.578244444,0.301264472
ECU,1995,1070.963717,0.519928612,0.337920824
ECU,1996,1132.876151,0.506573769,0.348291601
ECU,1997,1263.583089,0.511282806,0.3459766
ECU,1998,1250.556362,0.52633874,0.333910991
ECU,1999,955.6007049,0.452277019,0.378241872
ECU,2000,973.8703048,0.383666981,0.406264167
ECU,2001,1141.541677,0.465609477,0.362552306
ECU,2002,1297.132074,0.488175751,0.34975185
ECU,2003,1327.92476,0.500627069,0.338928305
ECU,2004,1472.290789,0.486638262,0.342134581
ECU,2005,1676.891922,0.469644187,0.349489135
ECU,2006,1787.561304,0.445582745,0.353887006
ECU,2007,1924.996275,0.437274629,0.352612726
ECU,2008,2279.278585,0.431308674,0.351806465
EGY,1990,1557.5088,0.797873793,0.148876729
EGY,1991,1496.549769,0.772817984,0.166004722
EGY,1992,1744.060311,0.77458672,0.16365359
EGY,1993,2056.157785,0.798999392,0.147614399
EGY,1994,2356.926413,0.803740533,0.142866021
EGY,1995,2969.058495,0.799410078,0.144126534
EGY,1996,3022.087922,0.796725349,0.146261432
EGY,1997,3281.115554,0.801127178,0.143021756
EGY,1998,3483.531883,0.810412717,0.137135412
EGY,1999,3437.128574,0.807860362,0.138786379
EGY,2000,3263.833661,0.809322218,0.136350882
EGY,2001,3539.946694,0.809204934,0.136338922
EGY,2002,3400.405305,0.803891918,0.140021031
EGY,2003,2919.571003,0.768236744,0.162393593
EGY,2004,3276.854342,0.748224528,0.172689666
EGY,2005,3878.931334,0.753856797,0.168589372
EGY,2006,4393.665646,0.742134179,0.173616824
EGY,2007,5235.196036,0.740409012,0.173607344
EGY,2008,6709.415965,0.751121362,0.165617935
ERI,1990,18.47352348,0.713334245,0.205988439
ERI,1991,20.46553829,0.731226462,0.194955787
ERI,1992,21.41510232,0.759841035,0.172847797
ERI,1993,22.61119641,0.73396963,0.191832687
ERI,1994,27.88481389,0.755688746,0.176009112
ERI,1995,28.50182598,0.745461826,0.180512133
ERI,1996,31.99342271,0.729558985,0.189917912
ERI,1997,32.5968911,0.725282789,0.189685679
ERI,1998,35.32115017,0.779257875,0.15351702
ERI,1999,32.96368773,0.779919707,0.15422389
ERI,2000,29.34527612,0.755220183,0.159538651
ERI,2001,31.0625574,0.767933115,0.158572257
ERI,2002,31.42739353,0.766679478,0.159440785
ERI,2003,38.08611708,0.78991309,0.148504863
ERI,2004,48.2949036,0.801960034,0.139536888
ERI,2005,47.50969809,0.79218912,0.145144266
ERI,2006,50.98843999,0.798997629,0.138084554
ERI,2007,54.28494723,0.79867819,0.137178844
ERI,2008,56.9655411,0.799698663,0.136081706
ESP,1990,14955.54064,0.483521204,0.319532692
ESP,1991,15670.66634,0.483142854,0.318791325
ESP,1992,16757.10824,0.468043831,0.324526526
ESP,1993,14301.80949,0.449274878,0.334520536
ESP,1994,16223.40474,0.415389655,0.344458498
ESP,1995,27495.61337,0.470181755,0.321264481
ESP,1996,27984.19534,0.462740698,0.324369346
ESP,1997,27902.69633,0.447359776,0.328429468
ESP,1998,29586.54498,0.457854293,0.325751479
ESP,1999,30183.65168,0.453680019,0.326810731
ESP,2000,31222.47946,0.444718092,0.325577908
ESP,2001,33180.3357,0.44444488,0.324148762
ESP,2002,35685.50347,0.45401325,0.32134457
ESP,2003,47420.30286,0.457022505,0.318507172
ESP,2004,55541.99365,0.446791163,0.318367839
ESP,2005,60712.04694,0.443203023,0.317897367
ESP,2006,64321.94217,0.427129008,0.316928019
ESP,2007,71097.94923,0.417815779,0.317486636
ESP,2008,74384.48993,0.40653407,0.318535772
EST,1990,535.1759187,0.398251359,0.334758683
EST,1991,461.3206682,0.474073617,0.306632209
EST,1992,378.9334839,0.309730011,0.359217194
EST,1993,414.2961867,0.217675659,0.358861721
EST,1994,459.0530848,0.178282582,0.356370934
EST,1995,505.0081539,0.16663617,0.352849105
EST,1996,534.0156505,0.178167122,0.352451397
EST,1997,581.3987643,0.166342919,0.352241361
EST,1998,673.7298249,0.187318392,0.355838343
EST,1999,679.7195694,0.19758551,0.3582914
EST,2000,709.2723211,0.171370167,0.358501235
EST,2001,755.3668205,0.179647872,0.353249631
EST,2002,844.4439057,0.196302095,0.351017279
EST,2003,1138.309438,0.20922107,0.348283469
EST,2004,1414.107591,0.19575595,0.341892053
EST,2005,1649.604639,0.19100184,0.340550049
EST,2006,2003.042586,0.184199164,0.331747313
EST,2007,2564.56767,0.194366143,0.329943411
EST,2008,2845.701051,0.179106086,0.327431854
ETH,1990,350.5577793,0.952245714,0.037014908
ETH,1991,404.2808018,0.958112366,0.032580494
ETH,1992,329.8726792,0.954295358,0.034995284
ETH,1993,239.7758419,0.935359157,0.049524845
ETH,1994,1.455481874,-0.014331884,-1.673379127
ETH,1995,1.566907666,-0.014269715,-1.830518291
ETH,1996,1.738917819,-0.011692118,-1.906698669
ETH,1997,2.289691717,-0.005572439,-1.160506222
ETH,1998,2.60606334,-0.002973989,-0.725822811
ETH,1999,2.399192911,-0.004109634,-0.941758609
ETH,2000,3.320075623,-0.000943227,-0.39074621
ETH,2001,2.945526131,-0.002882047,-0.679243328
ETH,2002,3.014037615,-0.00312506,-0.745916939
ETH,2003,2.989834593,-0.004959422,-1.012105775
ETH,2004,3.614808634,-0.005031316,-1.096902983
ETH,2005,4.167683871,-0.006542261,-1.224308979
ETH,2006,4.418331639,-0.010504556,-1.546141644
ETH,2007,4.509246478,-0.015521001,-1.850202832
ETH,2008,4.892656893,-0.025552101,-2.208888555
FIN,1990,21777.47468,0.426560111,0.337262495
FIN,1991,19536.0756,0.412805182,0.337764576
FIN,1992,17737.87812,0.34600257,0.363575952
FIN,1993,14446.66152,0.308340199,0.381205364
FIN,1994,16771.55123,0.302515983,0.380095931
FIN,1995,21866.88644,0.302726259,0.37768311
FIN,1996,21392.24136,0.27995074,0.384712125
FIN,1997,20816.41086,0.272120408,0.384835945
FIN,1998,21764.41714,0.287633615,0.38258359
FIN,1999,21997.49879,0.284635547,0.38544719
FIN,2000,21248.46221,0.259874619,0.387805223
FIN,2001,21558.58352,0.260951931,0.386204377
FIN,2002,23116.08295,0.268507596,0.384253517
