country,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,avgs1,avgs2,avgs6,avgs10,avgs19,outp,gross_output,trans_outp_p
NAM,1993,-0.001462795,-0.004533527,-0.000487625,-0.005996112,-0.00316441,0.0,7,-0.04619421,0.07374716,0.006588256,0.17499132,0.008,0.023887627,0.006329,0.006626,0.007005,0.01,0.0,0.000270925,0.000270924,-0.000660881,-0.059835598,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,219.6641516,6083.618637,0.036107482
NCL,1993,9.39e-05,0.000274781,0.000137987,8.1e-05,0.000157843,0.0,7,,,,0.17498823,,,,0.005462,0.006633,0.0,0.0,,,-0.000844955,,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,224.4338487,5446.882073,0.041204095
NER,1993,8.58e-05,0.001081232,-2.3e-06,-0.002396864,-0.000615796,0.0,7,-0.017814187,0.09060599,0.019164287,0.17499132,0.009,0.007419373,0.006518,0.002013,0.006519,0.0,0.0,0.000318781,0.000318779,-0.000660881,-0.016178159,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,102.7749117,2900.986596,0.035427572
NGA,1993,-0.000453588,-0.000125783,-0.000585265,-0.00111382,-0.001510351,0.0,7,-0.003251973,0.115540646,0.047397763,0.17499132,0.0015,0.008754687,0.008505,0.007421,0.008503,0.01,1.0,0.000250191,0.000250191,-0.000660881,-0.017655907,-0.4,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,1723.99194,49280.48633,0.034983257
NIC,1993,0.000495657,0.002570959,0.000404611,0.001111683,0.000647664,0.0,7,-0.033283312,0.08328934,0.03539328,0.17415762,0.008,0.022300145,0.004844,0.00429,0.000473,0.0,0.0,0.000298969,0.000298969,-0.00150393,-0.03776768,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,210.3885639,5654.123714,0.037209756
NLD,1993,-0.001349588,-0.001723304,-0.001488182,-0.003632874,-0.001498159,0.0,7,0.00097253,0.09633969,0.061110556,0.1741945,0.01,-0.095670156,0.001054,0.007222,0.005143,0.0,0.0,6.61e-05,6.61e-05,-0.001443625,-0.021001274,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,25658.70476,1280481.118,0.020038331
NOR,1993,-0.001079435,-0.001325254,-0.001291368,-0.004619281,-0.002287362,0.0,7,0.021152684,0.083691485,0.026408624,0.1741945,0.01,0.033809945,0.000586,0.002048,0.000673,0.0,0.0,5.96e-05,5.96e-05,-0.001443625,-0.007479226,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,20903.98761,220220.1492,0.094923138
NPL,1993,0.000881014,0.00023734,-3.15e-05,-0.000213489,-8.54e-06,0.0,7,0.007884463,0.09935053,0.049709428,0.16921195,0.0075,0.043000028,0.006632,0.001417,0.007167,0.01,0.0,0.000298977,0.000298977,-0.004938737,-0.006809115,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,327.9043294,7452.490625,0.043999294
NZL,1993,-0.000983281,-0.002231699,-0.000547129,-0.006388084,-0.00181676,0.0,7,0.051544484,0.08171034,0.025799688,0.17498823,0.01,0.033428617,0.003969,0.00811,0.001657,0.01,0.0,0.000122316,0.000122316,-0.000844955,0.034286845,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,4061.987141,88902.91885,0.045690144
OMN,1993,0.00014882,0.000200927,-0.000199794,0.004826933,-0.001523818,0.0,7,0.021767363,0.0759526,0.022365058,0.16921195,0.0005,0.010296194,0.004373,0.004322,0.003567,0.0,0.0,0.000376783,0.00037678,-0.004938737,-0.03083945,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,712.2129409,19927.3488,0.035740476
PAK,1993,-0.000302319,-0.000235713,-0.000204327,-0.002235374,-0.000429636,0.0,7,-0.002560706,0.117160596,0.050584078,0.16921195,0.009,0.037612002,0.007098,0.003848,0.00719,0.01,0.0,0.000199944,0.000199944,-0.004938737,-0.024628092,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,5000.53398,118885.376,0.042061809
PAN,1993,-0.002418317,-0.002291626,-0.001025568,-0.007529105,-0.003660207,0.0,7,0.032665197,0.07839131,0.035085298,0.17415762,0.009,0.024849067,0.005528,0.003338,0.003873,0.0,0.0,0.000194952,0.000194952,-0.00150393,0.013380753,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,785.7281234,17212.31109,0.045649194
PER,1993,8.73e-05,-0.000122628,-0.000605307,0.001245128,-0.000183853,,7,0.035344526,0.10042945,0.028883297,0.17415762,0.0055,0.03862833,0.006566,0.001988,0.003358,0.0,0.0,0.000206977,0.000206972,-0.00150393,0.019817483,0.571428571,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,4218.456309,59356.80644,0.071069462
PHL,1993,0.000700934,0.002730454,0.00126338,0.005070383,0.004961731,0.0,7,0.00010609,0.111478865,0.05450223,0.16921195,0.009,0.03058707,0.002385,0.003056,0.00836,0.0,0.0,0.00020951,0.00020951,-0.004938737,-0.022841575,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,3549.784477,88553.6541,0.040086256
PNG,1993,-0.001200439,-0.004297941,-0.00095613,-0.010833757,-0.006594625,0.0,7,,,,0.17498823,0.007,0.035723455,0.002718,0.005523,0.003526,0.01,0.0,,,-0.000844955,,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,352.9228091,9334.414134,0.03780878
POL,1993,0.000824511,-0.000468504,0.001332772,0.021212323,0.000516268,0.0,7,0.034765847,0.105575755,0.04839019,0.1741945,0.009,-0.002231435,0.001183,0.001712,0.000468,0.0,0.0,2.53e-05,2.53e-05,-0.001443625,0.011732085,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,8781.735576,176590.9358,0.049729254
PRK,1993,0.000223172,0.000838917,2.45e-05,0.00040971,0.000185369,0.0,7,-0.014180536,0.09955731,0.051648285,0.16921195,0.0005,,0.000392,0.004891,2.8e-05,0.0,0.0,0.000172928,0.000172928,-0.004938737,-0.022454496,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,561.5796373,17500.51588,0.032089319
PRT,1993,-0.001400356,-0.001479509,-0.001159894,-0.01265439,-0.001161733,0.0,7,-0.024378326,0.09207118,0.046858627,0.1741945,0.01,0.01757858,0.000468,0.001438,0.000198,0.0,0.0,4.04e-05,4.04e-05,-0.001443625,-0.054207996,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,4945.496558,325446.6167,0.01519603
PRY,1993,8.37e-05,-0.001781335,0.000784719,-0.000201901,0.000426785,0.0,7,0.01093606,0.08438583,0.02453891,0.17415762,0.0085,0.000953102,0.001689,0.002123,0.005975,0.0,0.0,0.00028307,0.000283068,-0.00150393,0.001885052,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,728.3471365,11059.98075,0.065854286
PYF,1993,-1.68e-05,0.002868209,-0.000351592,-0.002774614,-0.000240222,0.0,7,,,,0.17498823,,,,0.005813,0.006078,,0.0,,,-0.000844955,,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,293.1870083,6780.958344,0.04323681
QAT,1993,-0.001161153,-0.002285939,-0.00071487,-0.004104988,-0.007253188,0.0,7,-0.034897596,0.06196534,0.0375968,0.16921195,0.0,-0.095670156,0.007456,0.00095,0.0048,0.0,1.0,0.000315133,0.00031513,-0.004938737,-0.03002423,,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,464.9147506,12928.7607,0.035959731
RUS,1993,-0.004607553,-0.004454499,-0.004045404,-0.022185123,-0.001619751,0.0,7,-0.08693849,0.11907599,0.021668777,0.1741945,0.0065,0.026532419,0.002452,0.004398,0.002485,0.0,0.0,-6.78e-07,-6.74e-07,-0.001443625,-0.09882926,-0.133333333,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,50685.63107,601436.7374,0.084274252
RWA,1993,7.73e-06,-0.000161919,-0.000221329,-0.004032061,-0.001302087,,7,-0.11805388,0.08930574,0.057137806,0.17499132,0.0015,0.04295924,0.003238,0.005066,,0.0,0.0,0.00038977,0.000389766,-0.000660881,-0.13417858,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,125.5542581,3162.578122,0.03969997
SAU,1993,-0.000118044,-0.000127496,-1.29e-05,-0.000526489,-0.000181519,0.0,7,-0.06720645,0.09801332,0.02128253,0.16921195,0.0,0.02442347,0.0018,0.00127,0.000949,0.01,1.0,0.000635535,0.000635533,-0.004938737,-0.0923648,,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,14252.17295,325703.7922,0.043758081
SEN,1993,0.000203743,0.00388679,0.000389345,0.004178121,0.000706446,0.0,7,-0.050463818,0.09079299,0.038218036,0.17499132,0.0045,-0.095670156,0.006939,0.001497,0.006961,0.0,0.0,0.000295363,0.000295363,-0.000660881,-0.053683344,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,388.0888966,9920.272287,0.039120791
SGP,1993,0.005057489,0.003969876,0.000655603,0.002513996,-0.001695009,0.0,7,0.0914322,0.08110173,0.08491873,0.16921195,0.004,-0.095670156,0.003857,0.006561,0.003835,0.01,0.0,0.000281215,0.000281215,-0.004938737,0.045814145,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,13261.87654,137202.4687,0.096659168
SLE,1993,0.00012298,-0.000166632,-0.000646794,-0.006499861,-0.000950855,,7,0.012077712,0.08347724,0.040763494,0.17499132,0.0015,0.005306283,0.008191001,0.005395,0.007634,0.01,0.0,-0.00011006,-0.000110056,-0.000660881,0.008960915,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,64.03346462,1337.016014,0.047892818
SLV,1993,-0.000724269,-0.002398833,-0.000162701,0.000761219,-0.001544647,0.0,7,0.04522479,0.08588491,0.05557391,0.17415762,0.0085,0.023321439,0.001978,0.003559,,0.0,0.0,0.000178233,0.000178229,-0.00150393,0.03073784,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,436.5722321,11475.08929,0.038045214
SMR,1993,-0.001602592,-0.0210699,-0.000408492,-0.001809803,-0.00112278,0.0,7,,,,0.1741945,,,0.002927,0.001975,,,0.0,,,-0.001443625,,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,102.7737604,2102.336292,0.0488855
SOM,1993,-4.14e-05,0.000596551,3.21e-06,-0.000986641,-1.71e-05,,7,0.002490874,0.08716211,0.022747267,0.17499132,0.005,0.025336968,0.008117,2.8e-05,0.000326,0.01,0.0,-2.49e-05,-2.49e-05,-0.000660881,0.000794903,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,167.2540159,2727.957592,0.061311076
STP,1993,-7.45e-05,0.005586338,0.000676573,0.000257101,-0.005049195,0.0,7,-0.015610454,0.04862499,0.048614994,0.17499132,,,,0.001866,0.002322,0.0,0.0,0.000276387,0.000276387,-0.000660881,-0.028426334,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,10.77300657,256.5137956,0.041997767
SUR,1993,-0.000276322,-0.015598988,-0.003665062,-0.008838788,-0.004990957,0.0,7,,,,0.17415762,,0.014816046,0.007332,0.00791,0.00331,0.0,0.0,,,-0.00150393,,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,108.4267439,2527.380463,0.04290084
SVK,1993,-0.008747336,-0.021571505,-0.009505912,0.016951663,-0.008257709,0.0,7,0.015052982,0.08579901,0.046921704,0.1741945,0.0085,,0.002539,0.005655,0.002551,,0.0,3.89e-05,3.89e-05,-0.001443625,-0.01581899,0.7,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,2446.585687,37734.40932,0.064836994
SVN,1993,-0.001403006,-0.000792524,-0.002394899,-0.030826087,-0.002376199,0.0,7,0.02763185,0.076008655,0.045976117,0.1741945,0.01,,0.002216,0.002868,0.002201,,0.0,3.58e-06,3.58e-06,-0.001443625,-0.009355435,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,1383.226263,28553.88307,0.048442667
SWE,1993,0.001312373,0.00321388,0.001613284,0.018442606,0.002640327,0.0,7,-0.023535173,0.0907326,0.030548273,0.1741945,0.01,0.009555114,0.0006,0.002342,0.001968,0.0,0.0,5.87e-05,5.87e-05,-0.001443625,-0.04279449,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,26480.81057,725717.6448,0.036489137
SWZ,1993,-0.000418975,-0.00516092,-0.000774127,0.000167511,-0.003176461,0.0,7,0.002260652,0.06899581,0.04054497,0.17499132,0.0005,0.027212955,0.000582,0.004444,0.001722,0.01,0.0,0.000302091,0.000302091,-0.000660881,-0.02476747,inf,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,128.5774439,2619.672207,0.049081501
SYC,1993,-2.93e-06,-0.000494558,-0.000531723,-0.004339306,-0.000818196,0.0,7,0.053132344,0.04294806,0.05082264,0.17499132,,-0.095670156,0.002025,0.002323,0.001606,0.0,0.0,0.000112057,0.00011206,-0.000660881,0.031744726,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,97.83919682,1484.870465,0.065890729
SYR,1993,-0.000541917,-0.000698405,-0.000595634,-0.006044693,-0.001731962,0.0,7,0.076682255,0.09516281,0.04301073,0.16921195,0.0005,0.01686399,0.005399,0.00431,0.001817,0.0,0.0,0.000268661,0.000268653,-0.004938737,0.051629826,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,1258.910748,31727.61853,0.039678703
TCD,1993,0.000323084,0.001661379,9.53e-05,0.00032398,5.22e-05,0.0,7,-0.035830475,0.08760782,0.016225504,0.17499132,0.003,0.021400662,0.00862,0.006411,0.008635,0.0,0.0,0.00018324,0.000183241,-0.000660881,-0.045372467,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,131.566859,3272.589328,0.040202679
TGO,1993,0.001088878,0.001196249,-0.000309754,-0.007020364,-0.001353511,0.0,7,-0.15916707,0.08223094,0.042270057,0.17499132,0.004,-0.095670156,0.007099,0.006596,0.00898,0.0,0.0,-5.76e-05,-5.76e-05,-0.000660881,-0.16153584,0.142857143,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,98.43139469,1900.327678,0.051797064
THA,1993,9.39e-05,9.05e-05,0.002020273,0.006487416,-0.000110672,0.0,7,0.06998513,0.10957812,0.04719936,0.16921195,0.0095,0.01686399,0.006338,0.000994,0.006344,0.01,0.0,0.000128627,0.000128623,-0.004938737,0.0275747,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,13340.89263,255968.5762,0.052119259
TJK,1993,0.005385013,0.002734693,0.000564004,0.005980132,0.002174611,,7,-0.17009188,0.086210124,0.03660268,0.16921195,0.002,0.043944493,0.005107,0.003386,0.005473,0.0,0.0,8.51e-05,8.51e-05,-0.004938737,-0.14245091,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,134.4802022,3023.969132,0.04447142
TKM,1993,-0.003085798,-0.00124239,0.00115331,0.006007107,-0.001102023,0.0,7,-0.007544059,0.082730815,0.02082561,0.16921195,0.0005,,0.003918,0.002327,0.003984,0.0,0.0,0.000224613,0.000224613,-0.004938737,-0.023284,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,166.399727,4066.216125,0.040922499
TTO,1993,0.000235739,-0.001854919,0.000379018,0.000451825,-0.001567157,0.0,7,-0.012740158,0.07142828,0.055081118,0.17415762,0.0095,-0.095670156,0.006475,0.007936,0.001251,0.01,0.0,7.91e-06,7.91e-06,-0.00150393,-0.044691347,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,614.0416361,9714.09491,0.06321141
TUN,1993,0.00043331,-0.006840778,-0.000297823,0.004650813,-0.003178177,0.0,7,0.003484672,0.09069251,0.04023506,0.17499132,0.0035,0.010296194,0.000394,0.000104,0.000124,0.0,0.0,0.00018283,0.00018283,-0.000660881,-0.027175173,0.4,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,978.5738221,28896.59743,0.033864673
TUR,1993,-7.88e-05,0.000119347,-0.000667637,-0.001294624,-0.000385143,,7,0.06109972,0.1099877,0.043513928,0.16921195,0.009,0.042668965,0.0032,4.9e-05,0.002216,0.0,0.0,0.000180438,0.000180438,-0.004938737,0.033618443,-0.052631579,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,28749.20456,286251.3934,0.100433414
TWN,1993,-0.000109115,-0.000522151,0.000189451,-0.000789322,-0.000416423,0.0,7,0.05979495,0.09942324,0.06468496,0.16921195,0.0085,0.038416006,0.002744,0.006845,0.005028,,0.0,9.71e-05,9.71e-05,-0.004938737,0.018510934,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,22396.79359,1072312.56,0.020886442
TZA,1993,-4.54e-05,0.000184721,-3.23e-05,-0.001388791,-0.000133529,0.0,7,-0.021948628,0.102290645,0.034423057,0.17499132,0.0025,0.030773124,0.007353,0.006334,0.008983,0.01,0.0,0.000341214,0.000341218,-0.000660881,-0.03220139,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,802.328177,19076.07007,0.042059406
UGA,1993,0.000645458,0.000256254,8.95e-05,-0.00041561,1.38e-05,0.0,7,0.04521911,0.09874284,0.045774177,0.17499132,0.003,0.022407096,0.009302,0.006332,0.009227,0.01,0.0,0.000364319,0.000364315,-0.000660881,0.037638824,1.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,267.766839,6590.138224,0.040631445
UKR,1993,-0.000706624,-0.000699784,-0.000479777,-0.005984238,-0.000631884,0.0,7,-0.14229771,0.10856826,0.044537485,0.1741945,0.0075,,0.004737,0.006157,0.004741,0.0,0.0,3.47e-06,3.47e-06,-0.001443625,-0.13708821,-0.0625,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,5609.166276,95115.88052,0.058971922
URY,1993,-0.000513555,-0.00111299,-0.000427456,0.008595297,-0.002089898,0.0,7,0.023866918,0.08063063,0.02906194,0.17415762,0.01,-0.095670156,0.002504,0.003548,0.000817,0.0,0.0,6.95e-05,6.95e-05,-0.00150393,0.010437715,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,1671.596562,33183.64868,0.050374104
USA,1993,0.000249171,0.00129379,0.000731771,0.002792703,0.000575987,0.0,7,0.013647242,0.12469418,0.03346607,0.16981383,0.01,0.031738784,0.004901,0.008241001,0.002514,0.01,0.0,0.00012999,0.00012999,0.007830873,-0.007611732,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,309060.6179,21742213.13,0.014214773
UZB,1993,-0.000933308,-0.000574768,-0.001500697,-0.001834704,-0.00107706,0.0,7,-0.04587081,0.100045994,0.039515693,0.16921195,0.0005,,0.004125,0.002133,0.00412,0.0,0.0,0.000236876,0.000236876,-0.004938737,-0.059471335,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,1092.926094,21523.86928,0.050777399
VEN,1993,-9.78e-05,-0.000287899,-0.000223229,-0.000880231,-0.000363982,0.0,7,-0.02542213,0.09937454,0.031552054,0.17415762,0.009,0.03058707,0.004966,0.00135,0.000686,0.0,1.0,0.000217415,0.000217415,-0.00150393,-0.043521076,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,7714.935922,157823.0403,0.048883458
VGB,1993,-0.00250151,-0.00915847,-0.003910678,-0.025309435,-0.009585997,0.0,7,,,,0.17415762,,,,,,,0.0,,,-0.00150393,,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,23.15691423,502.4211222,0.046090646
VNM,1993,-0.000909503,0.000296605,-0.001813112,-0.001112888,-0.009692097,0.0,7,0.06101016,0.11173865,0.05388933,0.16921195,0.0015,0.029549103,0.002383,0.00508,0.002377,0.0,0.0,0.000184618,0.000184618,-0.004938737,0.033618912,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,852.3538102,26987.95321,0.031582751
VUT,1993,-0.000552869,-0.007664502,-0.002027357,-0.002150577,-0.000656561,0.0,7,,,,0.17498823,,0.0,0.000413,0.007044,0.005794,0.01,0.0,,,-0.000844955,,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,32.48411168,526.1803274,0.061735702
WSM,1993,0.000188667,0.001618627,-0.00032592,-0.003953098,-0.002284571,0.0,7,,,,0.17498823,,,0.001376,0.007871,0.000111,,0.0,,,-0.000844955,,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,14.40747796,337.7101317,0.042662262
YEM,1993,-0.00047984,-0.001865624,-0.001534176,-0.011058972,-0.002102727,0.0,7,-0.009368419,0.095386185,0.032695793,0.16921195,0.004,0.03303217,,2.3e-05,8e-05,,0.0,0.000379995,0.000379998,-0.004938737,-0.029007047,0.142857143,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,1230.682125,19839.71105,0.062031252
ZAF,1993,-0.001052361,-0.001052415,-0.000500459,0.002049947,-4.99e-05,,7,-0.008999706,0.10619878,0.035133436,0.17499132,0.009,0.020412203,0.007517,0.008603,0.008652,0.01,0.0,0.000209689,0.000209689,-0.000660881,-0.020303704,0.125,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,10104.93632,199863.8863,0.050559091
ZMB,1993,-0.000222331,4.29e-05,-0.000253427,-0.001475261,-0.001501455,0.0,7,0.040141806,0.09067721,0.024600929,0.17499132,0.008,-0.01609438,0.007808,0.007359,0.008734,0.01,0.0,0.000264309,0.000264307,-0.000660881,0.034360744,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,294.0957336,6440.751387,0.045661712
ZWE,1993,4.24e-05,-0.000943214,6.89e-05,0.000164005,-0.000399329,0.0,7,-0.010637189,0.093035005,0.033459287,0.17499132,0.002,0.010647108,0.003874,0.007363,0.004472,0.01,0.0,0.000236109,0.000236105,-0.000660881,-0.013987926,0.0,-0.000280443,-0.000591487,-0.000913942,-0.000461015,-0.001190813,420.293871,11117.61926,0.037804305
ABW,1994,-0.010994689,-0.004877371,-0.001834421,0.057373525,-0.009152191,0.0,7,,,,0.17707783,,,,0.004107,0.003889,,0.0,,,0.00292021,,,0.000660969,0.001067987,0.002351244,0.005175913,0.000962279,114.1004814,2335.418334,0.048856549
AFG,1994,0.003380198,0.002328504,0.00057169,0.005810655,0.002002486,,7,-0.10450654,0.09898508,0.0342539,0.17487785,0.005,0.041835755,0.007693,0.002717,0.006141,0.0,0.0,0.000799477,0.000799485,0.005665898,-0.11196112,0.0,0.000660969,0.001067987,0.002351244,0.005175913,0.000962279,159.0928829,3732.751393,0.042620809
AGO,1994,0.000633147,0.000707157,0.000287776,0.005702349,0.002873266,,7,-0.009591668,0.091239415,0.019956859,0.17706619,0.0045,0.022721259,0.007867,0.006276,0.00787,0.0,0.0,0.000227176,0.000227176,0.002074868,-0.022303127,0.0,0.000660969,0.001067987,0.002351244,0.005175913,0.000962279,922.6295553,22305.87189,0.041362631
ALB,1994,-0.000381045,-0.00016953,-0.000339077,-0.012318456,-0.002169079,0.0,7,0.07441915,0.08125164,0.048146944,0.1747447,0.0075,,0.002204,0.004719,0.000399,0.0,0.0,7.95e-05,7.95e-05,0.000550196,0.047825813,0.0,0.000660969,0.001067987,0.002351244,0.005175913,0.000962279,220.793522,3969.113008,0.055627925
AND,1994,0.0003738,0.000160898,0.001627369,0.004915207,0.000269268,0.0,7,,,,0.1747447,,,0.007139,0.002326,0.006848001,,0.0,,,0.000550196,,0.0,0.000660969,0.001067987,0.002351244,0.005175913,0.000962279,94.12993792,2301.523803,0.040898963
ANT,1994,-0.002506614,-0.002506548,0.059268342,-0.000786924,-0.001309473,0.0,7,,,,0.17707783,,,,0.003866,0.002508,,0.0,,,0.00292021,,0.0,0.000660969,0.001067987,0.002351244,0.005175913,0.000962279,473.9938327,4704.865042,0.100745468
ARE,1994,-0.001631927,-0.003284072,-0.000793104,-0.006785902,-0.003967784,0.0,7,0.022477165,0.0774897,0.03322926,0.17487785,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1.0,0.000599653,0.000599653,0.005665898,0.020433009,0.0,0.000660969,0.001067987,0.002351244,0.005175913,0.000962279,6095.882669,142306.8349,0.04283619
ARG,1994,0.000224367,0.000828437,0.000844291,0.0082744,0.000555479,0.0,7,0.06932425,0.10458722,0.02544218,0.17707783,0.0085,0.03346389,0.00255,0.002236,0.000618,0.0,0.0,0.00012707,0.000127072,0.00292021,0.05619428,0.0,0.000660969,0.001067987,0.002351244,0.005175913,0.000962279,21929.44356,408465.3414,0.053687403
ARM,1994,0.000627533,0.00970495,0.008386182,0.07142169,0.048718428,0.0,7,0.08956253,0.0804754,0.047011506,0.17487785,0.0085,,0.001272,0.004576,0.001291,0.0,0.0,-0.000331834,-0.000331838,0.005665898,0.0422109,0.0,0.000660969,0.001067987,0.002351244,0.005175913,0.000962279,73.15554953,2002.61918,0.036529936
ATG,1994,-0.00077914,-0.01093164,4.41e-05,-0.000351757,-0.002045251,0.0,7,,,,0.17707783,,,0.001643,0.00684,0.001063,0.01,0.0,,,0.00292021,,0.0,0.000660969,0.001067987,0.002351244,0.005175913,0.000962279,68.17446015,1193.403688,0.057126068
AUS,1994,0.000479062,0.003981397,0.000209687,-0.000407287,-0.000258662,0.0,7,0.03196248,0.09785886,0.008476257,0.17706968,0.01,0.007419373,0.000929,0.008211,0.003349,0.01,0.0,9.78e-05,9.78e-05,0.002081454,0.012077455,0.0,0.000660969,0.001067987,0.002351244,0.005175913,0.000962279,24138.42995,1240676.839,0.019455856
AUT,1994,0.000798223,0.008358219,0.000794639,0.005566772,0.001191035,0.0,7,0.021629205,0.089906335,0.04578514,0.1747447,0.01,0.040271357,0.001068,0.004146,0.001522,0.0,0.0,4.86e-05,4.86e-05,0.000550196,-0.00751783,0.0,0.000660969,0.001067987,0.002351244,0.005175913,0.000962279,18113.25338,691048.3728,0.026211267
AZE,1994,0.000707979,-0.000341541,0.001516785,0.015868921,0.00368177,,7,-0.19839281,0.08921991,0.04466482,0.17487785,0.0035,0.032425925,0.002047,0.004899,0.002054,0.0,0.0,1.74e-05,1.74e-05,0.005665898,-0.24148281,0.0,0.000660969,0.001067987,0.002351244,0.005175913,0.000962279,326.5723051,6979.797278,0.046788222
BDI,1994,-2.87e-05,-0.001220508,-3.52e-05,-0.000720201,-0.00025301,,7,-0.04543452,0.08644973,0.054004293,0.17706619,0.005,0.04310799,0.002951,0.005158,0.002977,0.0,0.0,8.59e-05,8.59e-05,0.002074868,-0.05194114,0.0,0.000660969,0.001067987,0.002351244,0.005175913,0.000962279,174.4777476,2940.555864,0.059334954
BEL,1994,0.001045875,0.001468151,0.000784128,0.003259709,0.001103468,0.0,7,0.02844697,0.09222557,0.058121353,0.1747447,0.01,-0.095670156,0.005554,0.002127,0.005409,0.0,0.0,3.71e-05,3.71e-05,0.000550196,0.008668151,0.0,0.000660969,0.001067987,0.002351244,0.005175913,0.000962279,28667.59117,1010238.074,0.028377065
