country,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,avgs1,avgs2,avgs6,avgs10,avgs19,outp,gross_output,trans_outp_p
PNG,1998,3.25e-05,0.003085579,-0.000395464,-0.006046238,-0.002683316,0.0,7,,,,0.17630142,0.007,0.035723455,0.002718,0.005523,0.003526,0.01,0.0,,,0.008045211,,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,372.1295801,9102.782529,0.04088086
POL,1998,-0.000375354,-0.000148066,2.09e-05,-0.008054532,-0.000455177,0.0,7,0.054779932,0.10562787,0.04844231,0.17579204,0.0095,-0.002231435,0.001183,0.001712,0.000468,0.0,0.0,3.57e-06,3.57e-06,0.010252938,0.03174617,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,16705.26172,998936.1609,0.016723052
PRK,1998,-0.000103492,0.000163149,4.82e-06,0.000440578,-0.00039236,0.0,7,0.007752684,0.09961986,0.051710833,0.16525303,0.0005,,0.000392,0.004891,2.8e-05,0.0,0.0,-0.000124469,-0.000124473,0.000636175,-0.000521277,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,551.6937216,17066.01985,0.032327029
PRT,1998,0.001904763,0.003897337,0.003566797,0.017404926,0.001441903,0.0,7,0.041238353,0.09232574,0.047113184,0.17579204,0.01,0.01757858,0.000468,0.001438,0.000198,0.0,0.0,6.71e-05,6.71e-05,0.010252938,0.011408681,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,6075.980904,877562.9772,0.006923698
PRY,1998,-0.000160967,-0.002357334,-0.000636301,-0.000476114,-4.27e-05,0.0,7,-0.030450962,0.08576028,0.025913363,0.17605251,0.008,0.000953102,0.001689,0.002123,0.005975,0.0,0.0,0.000269488,0.000269486,0.008288056,-0.039501972,-0.058823529,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,995.6994206,16946.24159,0.058756357
PYF,1998,0.00011565,0.002666715,-0.000128793,-0.00195124,-0.000454976,0.0,7,,,,0.17630142,,,,0.005813,0.006078,,0.0,,,0.008045211,,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,316.6350697,7520.822866,0.04210112
QAT,1998,-0.000566277,9.1e-05,-0.000562634,-0.00338361,-0.003125038,0.0,7,0.04683824,0.06346622,0.03909768,0.16525303,0.0,-0.095670156,0.007456,0.00095,0.0048,0.0,1.0,0.000351377,0.000351377,0.000636175,0.051711604,,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,834.020846,21325.983,0.039108202
RUS,1998,0.0032738,0.003102528,0.001833751,-0.001411048,0.001346088,1.0,7,-0.05137261,0.11903703,0.021629818,0.17579204,0.0065,0.026532419,0.002452,0.004398,0.002485,0.0,0.0,-1.72e-05,-1.72e-05,0.010252938,-0.06326338,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,36403.97015,1518848.753,0.023968134
RWA,1998,-0.000101451,-0.001790145,-0.000762423,-0.008873307,-0.001931027,1.0,7,0.037454423,0.08981751,0.057649575,0.17636524,0.002,0.04295924,0.003238,0.005066,,0.0,0.0,0.000484206,0.00048421,0.008109883,0.021329723,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,153.8306575,3613.123621,0.042575531
SAU,1998,-0.000132211,-0.000170694,-0.00020488,-0.001602032,-0.001326576,0.0,7,-0.011241788,0.0999149,0.023184108,0.16525303,0.0,0.02442347,0.0018,0.00127,0.000949,0.01,1.0,0.000283994,0.00028399,0.000636175,-0.03640014,,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,15195.28218,567349.8083,0.026782916
SEN,1998,8.01e-05,-0.00389811,-0.001086954,-0.012804773,-0.002358171,0.0,7,0.027226916,0.09223382,0.03965887,0.17636524,0.0045,-0.095670156,0.006939,0.001497,0.006961,0.0,0.0,0.000286505,0.000286505,0.008109883,0.02400739,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,560.9976613,23403.49862,0.023970675
SGP,1998,-0.011354331,-0.00786003,-0.004470021,-0.011841161,-0.001929314,0.0,7,-0.035308093,0.08269892,0.08651592,0.16525303,0.004,-0.095670156,0.003857,0.006561,0.003835,0.01,0.0,0.000265278,0.000265285,0.000636175,-0.08092615,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,19137.39256,437859.7647,0.043706671
SLE,1998,0.001481399,-0.004174718,8.98e-05,0.018136218,7.01e-05,1.0,7,-0.028249433,0.084509715,0.041795973,0.17636524,0.005,0.005306283,0.008191001,0.005395,0.007634,0.01,0.0,0.000204615,0.000204615,0.008109883,-0.03136623,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,60.09699751,1305.242801,0.046042773
SLV,1998,0.000959371,0.000755975,0.002124961,0.014629429,-0.000510659,0.0,7,0.01822306,0.08682199,0.056510996,0.17605251,0.0085,0.023321439,0.001978,0.003559,,0.0,0.0,0.000191748,0.000191752,0.008288056,0.003736111,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,779.7094552,19631.79434,0.039716668
SMR,1998,-0.00017296,-0.010374231,-0.000211249,-0.002620371,-0.000373643,0.0,7,,,,0.17579204,,,0.002927,0.001975,,,0.0,,,0.010252938,,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,83.80904933,1973.240957,0.04247279
SOM,1998,-6.89e-05,-0.003441765,-0.000157457,-0.001406793,-8.59e-05,0.0,7,-0.03074154,0.08848682,0.024071984,0.17636524,0.005,0.025336968,0.008117,2.8e-05,0.000326,0.01,0.0,0.000312239,0.000312241,0.008109883,-0.03243751,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,179.3186152,3658.322143,0.049016628
STP,1998,0.020483763,-0.025955597,0.002102994,-0.014887424,-6.51e-05,0.0,7,-0.009103991,0.050118744,0.05010875,0.17636524,,,,0.001866,0.002322,0.0,0.0,0.000310045,0.000310045,0.008109883,-0.021919873,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,6.850663316,158.6423976,0.043183055
SUR,1998,0.000744852,0.003768735,-0.000889335,-0.00231031,-0.001910473,0.0,7,,,,0.17605251,,0.014816046,0.007332,0.00791,0.00331,0.0,0.0,,,0.008288056,,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,111.0219486,2429.558086,0.045696355
SVK,1998,-0.000641184,0.0115829,0.000315397,0.001061982,0.000661665,0.0,7,0.056371395,0.08592344,0.04704614,0.17579204,0.0095,,0.002539,0.005655,0.002551,,0.0,1.34e-05,1.34e-05,0.010252938,0.025499422,0.117647059,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,4063.11199,166657.9576,0.024379946
SVN,1998,-0.00047065,-0.001511965,-0.000369464,-0.025794849,-0.000856663,0.0,7,0.036414795,0.07606292,0.046030376,0.17579204,0.01,,0.002216,0.002868,0.002201,,0.0,-4e-06,-4e-06,0.010252938,-0.000572491,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,2009.733972,126697.8912,0.015862411
SWE,1998,0.00068933,0.007228585,0.000449767,0.009304933,0.000740073,0.0,7,0.038722187,0.09088286,0.03069853,0.17579204,0.01,0.009555114,0.0006,0.002342,0.001968,0.0,0.0,5.65e-06,5.65e-06,0.010252938,0.019462874,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,32232.24708,1880682.106,0.017138594
SWZ,1998,0.002159052,-0.005970094,-0.000407179,-0.003337162,-0.001792414,0.0,7,0.011251523,0.06980913,0.041358292,0.17636524,0.0005,0.027212955,0.000582,0.004444,0.001722,0.01,0.0,0.000201046,0.000201043,0.008109883,-0.015776597,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,143.1961782,3045.25418,0.047022734
SYC,1998,0.000219405,0.020730244,-0.000768579,-0.009835997,0.000185805,0.0,7,0.04737343,0.043460626,0.051335204,0.17636524,,-0.095670156,0.002025,0.002323,0.001606,0.0,0.0,0.000100143,0.000100143,0.008109883,0.025985809,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,89.41960369,1696.896892,0.052695956
SYR,1998,-0.000418501,-0.000518118,-0.000354359,-0.003050986,-0.001291196,0.0,7,0.048228163,0.09647344,0.044321366,0.16525303,0.0005,0.01686399,0.005399,0.00431,0.001817,0.0,0.0,0.000261523,0.000261519,0.000636175,0.023175737,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,1427.31313,35403.64803,0.040315425
TCD,1998,-0.000275305,-0.005007667,-0.000207832,-0.003162259,-0.000555095,0.0,7,0.045754142,0.08919897,0.017816648,0.17636524,0.004,0.021400662,0.00862,0.006411,0.008635,0.0,0.0,0.000295259,0.000295257,0.008109883,0.03621215,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,143.232789,3639.327237,0.039356941
TGO,1998,0.003301436,0.001343361,-9.81e-06,-0.004140681,0.001207438,0.0,7,-0.05026182,0.08401732,0.044056438,0.17636524,0.004,-0.095670156,0.007099,0.006596,0.00898,0.0,0.0,0.000305153,0.000305153,0.008109883,-0.0526306,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,120.990728,2588.867888,0.046734995
THA,1998,0.000560944,5.29e-05,0.002156215,0.021158747,0.002847998,0.0,7,-0.11425832,0.11016102,0.04778227,0.16525303,0.0095,0.01686399,0.006338,0.000994,0.006344,0.01,0.0,0.000103973,0.000103977,0.000636175,-0.15666875,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,11513.01747,460285.562,0.025012771
TJK,1998,-0.004095705,0.0025757,0.000387454,0.001162498,-0.000913601,0.0,7,0.032056186,0.086966775,0.037359327,0.16525303,0.0045,0.043944493,0.005107,0.003386,0.005473,0.0,0.0,0.000200905,0.000200901,0.000636175,0.05969716,0.8,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,124.2628725,2741.781336,0.045321948
TKM,1998,-0.007769109,0.000457226,-0.000345949,0.00022863,-0.001730634,0.0,7,0.05567132,0.083574936,0.021669734,0.16525303,0.0005,,0.003918,0.002327,0.003984,0.0,0.0,0.000144154,0.000144158,0.000636175,0.03993138,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,300.4636245,7298.366555,0.041168612
TTO,1998,-0.000878996,-0.001153361,-0.000177709,-0.003004725,-0.008329346,0.0,7,0.049661297,0.071372785,0.055025626,0.17605251,0.01,-0.095670156,0.006475,0.007936,0.001251,0.01,0.0,-1.59e-05,-1.59e-05,0.008288056,0.017710108,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,1043.029481,19472.057,0.053565449
TUN,1998,-0.000836494,-0.000656908,0.000194674,0.008875862,-0.001962515,0.0,7,0.03483813,0.09143425,0.0409768,0.17636524,0.0035,0.010296194,0.000394,0.000104,0.000124,0.0,0.0,0.000126369,0.000126373,0.008109883,0.004178284,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,1437.797067,77713.13928,0.018501338
TUR,1998,-0.000869819,-0.001025347,0.002970194,-0.000893209,-0.001251863,0.0,7,0.013602426,0.11084865,0.044374876,0.16525303,0.0085,0.042668965,0.0032,4.9e-05,0.002216,0.0,0.0,0.000167012,0.000167008,0.000636175,-0.013878852,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,38292.251,1319462.305,0.029021103
TWN,1998,-0.000858163,0.00118931,-0.000232763,0.001905936,-0.003142812,0.0,7,0.036190104,0.099882424,0.065144144,0.16525303,0.0095,0.038416006,0.002744,0.006845,0.005028,,0.0,9.14e-05,9.14e-05,0.000636175,-0.005093914,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,23675.35125,2321769.853,0.010197114
TZA,1998,0.000372626,0.001618344,8.26e-05,-0.000193284,0.000313989,0.0,7,0.009183464,0.10371958,0.03585199,0.17636524,0.0045,0.030773124,0.007353,0.006334,0.008983,0.01,0.0,0.000272311,0.000272308,0.008109883,-0.001069299,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,770.0767578,19651.57699,0.039186512
UGA,1998,0.005121983,-0.000636055,-0.000295304,-0.001679153,-0.000494736,,7,0.017182386,0.100213654,0.047244996,0.17636524,0.003,0.022407096,0.009302,0.006332,0.009227,0.01,0.0,0.000289053,0.00028906,0.008109883,0.009602103,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,450.9933537,11500.853,0.039213905
UKR,1998,0.000286997,0.000279104,0.000501354,0.007083136,0.0004655,0.0,7,-0.010530871,0.10818554,0.04415476,0.17579204,0.0085,,0.004737,0.006157,0.004741,0.0,0.0,-8.6e-05,-8.6e-05,0.010252938,-0.00532136,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,4459.490323,181072.3707,0.024628221
URY,1998,-0.000307154,-8.67e-05,-0.000142033,0.002824756,-0.000514247,0.0,7,0.038997542,0.080983385,0.029414698,0.17605251,0.01,-0.095670156,0.002504,0.003548,0.000817,0.0,0.0,6.71e-05,6.71e-05,0.008288056,0.02556834,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,2367.895878,47483.87695,0.049867366
USA,1998,-5.98e-05,0.006119876,2.43e-05,-0.001982985,-0.000642662,0.0,7,0.030601809,0.12528574,0.034057625,0.17371786,0.01,0.031738784,0.004901,0.008241001,0.002514,0.01,0.0,0.000116706,0.000116702,0.010720074,0.009342834,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,500120.8951,64803266.57,0.007717526
UZB,1998,-0.000502861,-0.000521801,0.000523597,-0.031005206,-0.000611656,0.0,7,0.0272734,0.10099959,0.040469285,0.16525303,0.0005,,0.004125,0.002133,0.00412,0.0,0.0,0.000161514,0.000161514,0.000636175,0.013672876,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,1247.527796,25403.40555,0.049108683
VEN,1998,-0.000108912,0.000262897,-0.000183114,0.004827424,-0.000210382,0.0,7,-0.019065445,0.10032365,0.032501157,0.17605251,0.009,0.03058707,0.004966,0.00135,0.000686,0.0,1.0,0.000172466,0.000172462,0.008288056,-0.03716439,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,10910.10786,223884.4101,0.048730985
VGB,1998,-0.001508774,-0.018870936,-0.003357714,-0.02137164,-0.00217654,0.0,7,,,,0.17605251,,,,,,,0.0,,,0.008288056,,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,47.8382574,1131.678846,0.042271937
VNM,1998,-0.001988595,-0.002935967,-0.002055474,-0.002448851,-0.009927313,0.0,7,0.0433339,0.112527594,0.054678276,0.16525303,0.0015,0.029549103,0.002383,0.00508,0.002377,0.0,0.0,0.000136264,0.000136267,0.000636175,0.01594265,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,1193.634985,109676.5611,0.010883228
VUT,1998,0.001301115,0.005601937,-0.001717698,0.011123231,8.66e-05,0.0,7,,,,0.17630142,,0.0,0.000413,0.007044,0.005794,0.01,0.0,,,0.008045211,,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,31.06936116,574.6530437,0.054066295
WSM,1998,0.003295708,0.004963859,-0.000583834,-0.003946081,-0.001349554,0.0,7,,,,0.17630142,,,0.001376,0.007871,0.000111,,0.0,,,0.008045211,,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,18.72722609,460.9320263,0.040629041
YEM,1998,-0.000315392,0.001962468,-0.000522643,-0.008728227,-0.00167178,0.0,7,0.015156413,0.09702974,0.034339346,0.16525303,0.004,0.03303217,,2.3e-05,8e-05,,0.0,0.000327937,0.000327945,0.000636175,-0.004482214,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,494.957264,12901.39251,0.038364639
ZAF,1998,0.000419397,0.000419274,-0.000552508,-0.0008939,0.001022081,0.0,7,-0.006248463,0.106910795,0.03584545,0.17636524,0.0095,0.020412203,0.007517,0.008603,0.008652,0.01,0.0,0.000139341,0.000139333,0.008109883,-0.017552461,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,12343.43831,545319.4927,0.022635241
ZMB,1998,0.001076912,0.002980939,0.000289694,0.003581184,0.000480728,0.0,7,-0.041128352,0.09184978,0.025773501,0.17636524,0.0055,-0.01609438,0.007808,0.007359,0.008734,0.01,0.0,0.000228852,0.000228856,0.008109883,-0.046909414,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,293.0003508,6708.720763,0.043674549
ZWE,1998,0.001858132,-0.001867077,-0.000137188,0.001554728,0.000370882,0.0,7,0.016827134,0.09359357,0.034017853,0.17636524,0.002,0.010647108,0.003874,0.007363,0.004472,0.01,0.0,0.000119202,0.000119202,0.008109883,0.013476398,0.0,-0.000141861,-0.001832369,-0.002743052,-0.005395478,-0.000753769,417.17826,10615.23734,0.039299947
ABW,1999,-0.004360885,-0.001549487,-0.000113697,-0.016323989,-0.000410625,0.0,7,,,,0.17840567,,,,0.004107,0.003889,,0.0,,,0.002353162,,,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,168.3465516,3118.257381,0.053987382
AFG,1999,0.002970997,0.000985741,0.000299127,0.003292165,0.00105683,,7,0.02707857,0.10070955,0.03597836,0.17285785,0.0015,0.041835755,0.007693,0.002717,0.006141,0.0,0.0,0.000315033,0.000315029,0.007604823,0.019623987,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,218.4020045,5355.349421,0.040782027
AGO,1999,0.000851767,0.001922434,0.000294223,0.007810787,0.003996274,,7,0.015193339,0.09231656,0.021034006,0.17923258,0.0035,0.022721259,0.007867,0.006276,0.00787,0.0,0.0,0.00017406,0.000174059,0.002867341,0.00248188,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,688.8341773,14836.84228,0.046427276
ALB,1999,0.000704802,-0.000558091,-0.001357706,-0.009235417,-0.000850168,0.0,7,0.09582251,0.08148299,0.04837829,0.17643961,0.0075,,0.002204,0.004719,0.000399,0.0,0.0,4.71e-05,4.71e-05,0.000647575,0.06922918,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,370.9825634,6554.261834,0.056601731
AND,1999,0.000346391,0.000242905,0.001023698,0.001316763,0.000283309,0.0,7,,,,0.17643961,,,0.007139,0.002326,0.006848001,,0.0,,,0.000647575,,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,110.5980539,2789.316011,0.0396506
ANT,1999,0.001802743,0.001803064,0.033388056,0.000287734,0.000604384,0.0,7,,,,0.17840567,,,,0.003866,0.002508,,0.0,,,0.002353162,,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,530.433646,5340.481283,0.099323192
ARE,1999,-0.004813839,-0.013332752,-0.003657238,-0.02291475,-0.008675399,0.0,7,-0.022170357,0.080248885,0.035988446,0.17285785,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1.0,0.000529386,0.000529382,0.007604823,-0.024214514,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,6103.88144,152767.1354,0.039955462
ARG,1999,-1.33e-06,-5.41e-05,-2.17e-05,-0.001661768,-4.65e-06,0.0,7,-0.044596888,0.1051659,0.026020855,0.17840567,0.009,0.03346389,0.00255,0.002236,0.000618,0.0,0.0,0.000110291,0.000110293,0.002353162,-0.057726856,0.058823529,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,24547.31648,906821.5628,0.027069622
ARM,1999,0.000217469,0.001306101,-3.16e-05,-4.57e-05,0.000117328,0.0,7,0.033517476,0.08022116,0.046757273,0.17285785,0.0075,,0.001272,0.004576,0.001291,0.0,0.0,-5.01e-06,-5.01e-06,0.007604823,-0.013834152,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,144.8651847,3670.059328,0.039472164
ATG,1999,0.000586146,0.00351414,0.000173579,0.002862373,-9.24e-05,0.0,7,,,,0.17840567,,,0.001643,0.00684,0.001063,0.01,0.0,,,0.002353162,,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,69.81404848,1487.311548,0.046939761
AUS,1999,-0.000134144,-0.000389172,-6.98e-05,-0.00038304,-1.05e-05,0.0,7,0.028293697,0.098432064,0.009049467,0.17892992,0.01,0.007419373,0.000929,0.008211,0.003349,0.01,0.0,0.00011161,0.000111614,0.002628505,0.008408671,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,38305.77513,3152917.675,0.01214931
AUT,1999,0.000875507,0.000342367,0.000171957,-0.004743166,0.000592734,0.0,7,0.030943267,0.08998898,0.045867782,0.17643961,0.01,0.040271357,0.001068,0.004146,0.001522,0.0,0.0,1.92e-05,1.92e-05,0.000647575,0.001796233,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,19678.15978,1478109.845,0.013313056
AZE,1999,2.55e-05,-0.00035319,-0.000364451,-0.002987631,-0.000824264,0.0,7,0.06805561,0.089578964,0.045023873,0.17285785,0.0015,0.032425925,0.002047,0.004899,0.002054,0.0,0.0,5.55e-05,5.55e-05,0.007604823,0.02496561,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,395.6705694,9442.867413,0.041901528
BDI,1999,0.000124976,0.001427648,9.35e-06,-0.000240757,-3.16e-05,0.0,7,-0.03860428,0.08773119,0.05528575,0.17923258,0.0045,0.04310799,0.002951,0.005158,0.002977,0.0,0.0,0.000293627,0.000293624,0.002867341,-0.045110904,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,110.1210119,2113.739462,0.052097722
BEL,1999,0.000286963,0.000772533,0.000106345,-0.000139733,0.000767865,0.0,7,0.03234096,0.09233633,0.05823211,0.17643961,0.01,-0.095670156,0.005554,0.002127,0.005409,0.0,0.0,1.82e-05,1.82e-05,0.000647575,0.012562139,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,31324.78759,2189958.978,0.014303824
BEN,1999,0.002357336,0.000518539,-0.000106997,0.000167082,0.000226819,0.0,7,0.013749773,0.0876511,0.04059009,0.17923258,0.008,-0.095670156,0.007871999,0.005544,0.007905,0.0,0.0,0.000324316,0.000324316,0.002867341,0.008907789,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,212.2178021,4420.301461,0.048009803
BFA,1999,-3.2e-05,0.000678271,0.000180623,-0.000405789,4.2e-06,0.0,7,0.029522333,0.09325926,0.03713528,0.17923258,0.003,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,0.000319146,0.000319149,0.002867341,0.01483491,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,151.6703853,4628.825848,0.032766492
BGD,1999,4.62e-05,-4.8e-06,9.15e-05,0.001226169,-2.54e-05,0.0,7,0.02932263,0.11807456,0.069102876,0.17285785,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0.0,0.000186659,0.000186652,0.007604823,0.01547594,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,2801.688575,149963.8657,0.018682424
BGR,1999,0.003596155,0.000212625,-0.000233153,6.55e-05,0.000243026,0.0,7,0.033180073,0.0897376,0.042682923,0.17643961,0.009,0.03010621,0.004021,0.005965,0.003031,0.0,0.0,-9.9e-05,-9.9e-05,0.000647575,0.010110855,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,1446.264973,85323.02557,0.016950465
BHR,1999,-5.63e-05,-0.000451965,0.000294635,0.003791435,0.000548595,0.0,7,0.023211045,0.064339586,0.06841927,0.17285785,0.0005,-0.095670156,0.005021,0.005528,0.004344,0.01,0.0,0.000192426,0.000192434,0.007604823,0.000820164,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,502.8502666,12236.09872,0.041095637
BHS,1999,-0.000897948,-0.001621025,-0.000803657,-9.47e-05,-0.00198077,0.0,7,,,,0.17840567,,-0.095670156,0.004228,0.006815,0.001855,0.01,0.0,,,0.002353162,,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,398.8027647,10201.30544,0.039093307
BIH,1999,-0.000574192,-0.000461629,-0.000843666,-0.005714194,-0.00048982,0.0,7,0.055976473,0.08283659,0.043493073,0.17643961,,0.041026432,0.0063,0.006851,0.006751,,0.0,0.000362881,0.000362884,0.000647575,-0.006851167,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,465.0710167,9897.015313,0.046991037
BLR,1999,0.001817301,0.003555582,0.000532405,0.005707859,0.000559975,0.0,7,0.036876787,0.0921672,0.03881107,0.17643961,0.0015,,0.003222,0.006116,0.004666,0.0,0.0,-2.78e-05,-2.78e-05,0.000647575,0.002102617,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,32.83517255,29015.58423,0.001131639
BLZ,1999,0.00116715,-0.000303982,8.53e-05,0.007785659,0.001147973,0.0,7,,,,0.17840567,,0.013083329,0.007015,0.005813,0.006303,0.01,0.0,,,0.002353162,,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,77.57100345,1526.497556,0.05081633
BMU,1999,-0.000454608,-0.000153739,-6.61e-05,-0.000531666,7.41e-05,0.0,7,,,,0.17735003,,,,0.007112,,0.01,0.0,,,0.003632173,,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,188.2683876,5087.147763,0.037008634
BOL,1999,-0.000243136,1.58e-05,-0.000347549,-0.002207467,-0.000626915,0.0,7,-0.01687474,0.08990441,0.020016687,0.17840567,0.0095,0.035807375,0.007396,0.002085,0.00224,0.0,0.0,0.000210263,0.000210268,0.002353162,-0.026400175,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,1445.541041,15614.08694,0.092579287
BRA,1999,0.000655858,0.010758434,0.000915948,0.016580236,0.001893396,0.0,7,-0.006868231,0.12065453,0.030227615,0.17840567,0.009,0.011314021,0.005408,0.006054001,0.000468,0.0,0.0,0.000148594,0.000148596,0.002353162,-0.029202491,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,41474.47389,3871677.666,0.010712274
BRB,1999,7.57e-05,0.000168528,0.000137902,0.000213026,-0.000538305,0.0,7,,,,0.17840567,,-0.095670156,0.001423,0.006934,0.000926,0.01,0.0,,,0.002353162,,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,288.1023914,5857.845575,0.049182312
BRN,1999,-0.000692308,-0.000716777,-0.000417666,-0.005472415,-0.001979333,0.0,7,,,,0.17285785,,,0.005416,0.004404,0.003438,0.01,0.0,,,0.007604823,,0.0,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,438.5976731,20675.04321,0.02121387
BTN,1999,0.003345298,0.002002922,0.000448024,0.001208592,7.76e-05,0.0,7,,,,0.17285785,0.0,0.045464814,0.00605,0.003787,0.006056,0.01,0.0,,,0.007604823,,,0.000106068,0.000230781,0.000288558,-0.000379064,-6.32e-05,34.97615704,722.2180825,0.048428803
