country,t,1.0,2.0,6.0,10.0,19.0,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec
COL,1996.0,0.000298176,0.000354189,0.000483462,0.000455829,0.000300461,0.0,7.0,0.001953434,0.10521211,0.035754852,0.17212138,0.0085,0.03613617,0.006014,0.001478,0.000193,0.0,0.0
COL,1997.0,-0.000169986,-0.000266186,3.44e-05,0.000466085,-6.52e-05,0.0,7.0,-0.00348005,0.10539588,0.035938628,0.16776446,0.0085,0.03613617,0.006014,0.001478,0.000193,0.0,0.0
COL,1998.0,-1.28e-06,0.001250542,0.000175827,0.000412181,8.85e-05,1.0,7.0,-0.010931868,0.10557556,0.036118306,0.17605251,0.0085,0.03613617,0.006014,0.001478,0.000193,0.0,0.0
COL,1999.0,0.00122187,0.001307153,0.001337768,0.000798799,0.001362436,,7.0,-0.057608157,0.10575028,0.036293026,0.17840567,0.0085,0.03613617,0.006014,0.001478,0.000193,0.0,0.0
COL,2000.0,0.000754724,0.001968941,0.001974868,0.004389829,0.001881746,,8.0,0.010649174,0.10592049,0.03646324,0.16618782,0.0085,0.03613617,0.006014,0.001478,0.000193,0.0,0.0
COL,2001.0,0.000679196,0.001640272,0.002213696,0.000452033,0.00182523,,8.0,-0.00201187,0.10608662,0.036629368,0.16482581,0.0085,0.03613617,0.006014,0.001478,0.000193,0.0,0.0
COL,2002.0,0.000261603,0.000303994,0.000818343,0.000231156,0.000566542,,8.0,0.002917877,0.10624858,0.036791325,0.1710447,0.0085,0.03613617,0.006014,0.001478,0.000193,0.0,0.0
COL,2003.0,0.003628667,0.001984295,0.004898638,0.000941483,0.004683322,,8.0,0.029557703,0.106406994,0.036949743,0.17277542,0.0085,0.03613617,0.006014,0.001478,0.000193,0.0,0.0
COL,2004.0,-9.85e-05,0.001625803,-0.00017319,0.00112101,0.0046881,,8.0,0.030921116,0.106561765,0.037104513,0.17783023,0.0085,0.03613617,0.006014,0.001478,0.000193,0.0,0.0
COL,2005.0,0.000464921,-7.5e-05,0.000950278,5.84e-05,0.000641764,,8.0,0.041157994,0.10671278,0.03725553,0.18731844,0.0085,0.03613617,0.006014,0.001478,0.000193,0.0,0.0
COL,2006.0,0.001001811,0.000132853,-0.000529205,-0.001294059,0.003922703,,8.0,0.053312168,0.10686064,0.037403386,0.16697896,0.0085,0.03613617,0.006014,0.001478,0.000193,0.0,
COL,2007.0,-0.000701755,-0.001764216,-0.003296949,-0.001217761,-0.000721581,,8.0,0.059544753,0.10700544,0.03754819,0.17194954,0.0085,0.03613617,0.006014,0.001478,0.000193,0.0,
COL,2008.0,0.003520279,-0.001852262,0.000630606,-7.09e-05,0.001101672,,8.0,0.009577995,0.10714729,0.037690036,0.18447804,0.0085,0.03613617,0.006014,0.001478,0.000193,0.0,
CPV,1991.0,-0.003449701,0.000775152,-0.000109059,-0.000500755,-0.002271988,0.0,7.0,-0.038374435,0.058719516,0.04477441,0.16698153,,0.028154088,0.004174,0.000766,,0.0,0.0
CPV,1992.0,0.001895117,0.006461458,-0.000121978,-0.000332367,0.001558083,0.0,7.0,-0.03572379,0.058891438,0.044946335,0.1756522,,0.028154088,0.004174,0.000766,,0.0,0.0
CPV,1993.0,-0.000694766,0.001342792,0.000588786,0.000362669,-0.000438805,0.0,7.0,0.034927513,0.059055172,0.045110065,0.17499132,,0.028154088,0.004174,0.000766,,0.0,0.0
CPV,1994.0,-0.000532145,0.001069055,-0.000499756,-0.000451408,-0.000447879,0.0,7.0,0.04925391,0.059210125,0.04526502,0.17706619,,0.028154088,0.004174,0.000766,,0.0,0.0
CPV,1995.0,-0.002002642,-0.002611368,-0.000362128,-0.00032809,-0.00119006,0.0,7.0,0.062221795,0.05935529,0.045410182,0.1714343,,0.028154088,0.004174,0.000766,,0.0,0.0
CPV,1996.0,0.001545298,0.002934538,0.000588855,0.000195832,0.000904104,0.0,7.0,0.051778197,0.05949084,0.045545734,0.17212342,,0.028154088,0.004174,0.000766,,0.0,0.0
CPV,1997.0,0.002741935,0.004325935,0.00118939,0.000258492,0.001111607,0.0,7.0,0.06347891,0.059617806,0.045672704,0.16825536,,0.028154088,0.004174,0.000766,,0.0,0.0
CPV,1998.0,0.000348795,0.004550014,0.00269111,0.001124428,-0.001352212,0.0,7.0,0.060575824,0.059737053,0.045791946,0.17636524,,0.028154088,0.004174,0.000766,,0.0,0.0
CPV,1999.0,-0.000424242,-0.003402068,-0.001424116,-0.000736461,-0.000949291,0.0,7.0,0.07407589,0.059849106,0.045904,0.17923258,,0.028154088,0.004174,0.000766,,0.0,0.0
CPV,2000.0,0.004972889,-0.00169035,0.004505857,0.001520933,0.002434816,0.0,8.0,0.056291603,0.059953395,0.04600829,0.16637819,,0.028154088,0.004174,0.000766,,0.0,0.0
CPV,2001.0,-0.003929368,-0.009069234,-0.003039554,-0.001102257,0.000866455,0.0,8.0,0.05008365,0.060050298,0.04610519,0.16554393,,0.028154088,0.004174,0.000766,,0.0,0.0
CPV,2002.0,-0.000283288,-0.002280143,0.000450507,-5.6e-05,-0.000145563,0.0,8.0,0.040813014,0.060140695,0.04619559,0.17138055,,0.028154088,0.004174,0.000766,,0.0,0.0
CPV,2003.0,-0.004348108,-0.008462819,-0.002628695,-0.001073034,-0.00156111,0.0,8.0,0.037830535,0.060224835,0.04627973,0.17185913,,0.028154088,0.004174,0.000766,,0.0,0.0
CPV,2004.0,-0.001369939,-0.004516588,-0.000243434,-0.000105336,0.001124109,0.0,8.0,0.03521221,0.06030286,0.04635776,0.17788023,,0.028154088,0.004174,0.000766,,0.0,0.0
CPV,2005.0,0.000764733,0.001589307,0.00049381,0.000213423,0.001059703,0.0,8.0,0.056957573,0.06037482,0.046429712,0.1877313,,0.028154088,0.004174,0.000766,,0.0,0.0
CPV,2006.0,0.000216108,-0.000296156,0.000595228,5.37e-05,0.002395501,,8.0,0.100893356,0.060442254,0.046497148,0.1670528,,0.028154088,0.004174,0.000766,,0.0,
CPV,2007.0,0.001293547,-0.005426622,-0.000568107,-0.000194263,0.001460619,,8.0,0.0712809,0.060506646,0.046561543,0.1729844,,0.028154088,0.004174,0.000766,,0.0,
CPV,2008.0,-0.000360527,-0.002831982,-0.002881088,5.43e-05,0.002686643,,8.0,0.052474953,0.060567793,0.04662269,0.1845921,,0.028154088,0.004174,0.000766,,0.0,
CRI,1991.0,0.000971979,0.002913399,0.003101826,0.000670605,0.003402876,0.0,7.0,-0.002349448,0.080394894,0.041143525,0.1669678,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0
CRI,1992.0,0.003477576,0.001216152,0.00098552,0.000101942,0.000734443,0.0,7.0,0.046655566,0.08062501,0.04137364,0.17566155,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0
CRI,1993.0,-0.001549815,-7.11e-06,-0.000291361,-0.00011667,-0.002095076,0.0,7.0,0.034806978,0.080846496,0.041595127,0.17415762,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0
CRI,1994.0,0.002505857,0.00205002,0.000942355,0.00024145,0.000896057,0.0,7.0,0.020902585,0.08106089,0.041809518,0.17707783,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0
CRI,1995.0,0.003221112,0.002021291,0.001642334,0.000308955,0.0025337,0.0,7.0,0.001108495,0.081267506,0.042016137,0.17063856,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0
CRI,1996.0,0.000340679,-0.001086935,0.001263904,0.000426977,0.000621863,0.0,7.0,-0.010839636,0.08146629,0.04221492,0.17212138,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0
CRI,1997.0,0.001216441,-0.003334179,0.001134541,0.000427945,-0.000413975,0.0,7.0,0.036054935,0.081656784,0.042405415,0.16776446,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0
CRI,1998.0,-0.004406719,-0.006263731,0.001615608,0.000882554,-0.000309017,0.0,7.0,0.064335525,0.08184001,0.042588644,0.17605251,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0
CRI,1999.0,0.002582034,0.000643244,0.001729253,0.000564327,0.000335728,0.0,7.0,0.07455739,0.082019344,0.042767975,0.17840567,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0
CRI,2000.0,-0.00254773,0.001023677,0.001250756,0.001384464,-0.000617978,0.0,8.0,0.00476388,0.08218937,0.04293801,0.16618782,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0
CRI,2001.0,0.003241281,-0.000886099,-0.001964483,-0.001735284,-0.001045213,0.0,8.0,-0.006209285,0.082358904,0.04310754,0.16482581,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0
CRI,2002.0,0.002700362,0.00037305,-0.000647255,-0.000310628,0.000396498,0.0,8.0,0.012602565,0.082521856,0.043270487,0.1710447,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0
CRI,2003.0,0.005720632,0.001733647,0.001227799,0.000197681,0.004067098,0.0,8.0,0.046797644,0.082684755,0.043433387,0.17277542,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0
CRI,2004.0,0.005913383,0.000714556,0.001794631,0.00032298,0.003479485,0.0,8.0,0.027218224,0.08283747,0.0435861,0.17783023,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0
CRI,2005.0,0.007289735,0.001767095,0.000133225,-4.54e-05,0.000913772,0.0,8.0,0.043174006,0.08298788,0.043736517,0.18731844,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0
CRI,2006.0,0.001608849,-0.000266825,0.001403127,0.000427195,0.003193234,,8.0,0.07226934,0.08313362,0.043882255,0.16697896,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,
CRI,2007.0,0.004813386,0.002652333,0.000234233,6.88e-05,0.001783412,,8.0,0.052925125,0.08327726,0.044025894,0.17194954,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,
CRI,2008.0,-0.001647234,0.002951734,-0.000190375,-0.000216698,0.000461937,,8.0,0.02089358,0.08341887,0.044167504,0.18447804,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,
CUB,1991.0,-0.000327022,-0.000534136,-6.39e-05,2.12e-05,-0.00094235,0.0,7.0,-0.124161415,0.092696466,0.045613784,0.1669678,0.0015,,0.005908,0.005059,,0.0,0.0
CUB,1992.0,0.000437119,0.002839265,0.000382416,6.29e-05,0.001561121,0.0,7.0,-0.14451665,0.09277251,0.04568983,0.17566155,0.0015,,0.005908,0.005059,,0.0,0.0
CUB,1993.0,-0.001246841,0.000837648,-0.000344545,-7.73e-06,-0.00160308,0.0,7.0,-0.16588311,0.092842415,0.04575973,0.17415762,0.0015,,0.005908,0.005059,,0.0,0.0
CUB,1994.0,0.000247207,0.002419939,-5.53e-05,-1.26e-05,-0.0002,0.0,7.0,0.015662787,0.09288505,0.045802362,0.17707783,0.0015,,0.005908,0.005059,,0.0,0.0
CUB,1995.0,0.000705552,0.006875628,0.000234222,1.92e-05,0.000801879,0.0,7.0,0.029048119,0.09293302,0.045850337,0.17063856,0.0015,,0.005908,0.005059,,0.0,0.0
CUB,1996.0,0.001242491,0.015104564,0.000942142,9.2e-05,0.002531132,0.0,7.0,0.08232843,0.09297618,0.0458935,0.17212138,0.0015,,0.005908,0.005059,,0.0,0.0
CUB,1997.0,0.000215448,0.006812545,0.000405497,7.38e-05,0.000594406,0.0,7.0,0.029236136,0.09301277,0.04593009,0.16776446,0.0015,,0.005908,0.005059,,0.0,0.0
CUB,1998.0,-0.000273671,0.000557318,0.000100718,0.000122336,-0.000581701,0.0,7.0,0.008656781,0.0930556,0.045972914,0.17605251,0.0015,,0.005908,0.005059,,0.0,0.0
CUB,1999.0,0.000692675,0.002601238,1.41e-05,8e-06,-0.000142706,0.0,7.0,0.062772706,0.09310457,0.04602189,0.17840567,0.0015,,0.005908,0.005059,,0.0,0.0
CUB,2000.0,0.002282892,0.014866474,0.000378046,0.000115574,0.000194322,0.0,8.0,0.04995862,0.09315241,0.046069726,0.16618782,0.0015,,0.005908,0.005059,,0.0,0.0
CUB,2001.0,-0.002587782,-0.010411525,-0.000284984,-7.59e-05,-0.000418812,0.0,8.0,0.025054982,0.09319733,0.046114646,0.16482581,0.0015,,0.005908,0.005059,,0.0,0.0
CUB,2002.0,-0.001310749,-0.005362088,-9.6e-05,4.09e-07,-0.000509039,0.0,8.0,0.011050707,0.09323937,0.046156686,0.1710447,0.0015,,0.005908,0.005059,,0.0,0.0
CUB,2003.0,0.002548667,0.00441141,0.000196056,-1.76e-05,0.001256859,0.0,8.0,0.033922024,0.093278565,0.046195887,0.17277542,0.0015,,0.005908,0.005059,,0.0,0.0
CUB,2004.0,0.003142638,-0.006854399,0.000886345,3.2e-05,0.002778993,0.0,8.0,0.054164343,0.09331495,0.046232272,0.17783023,0.0015,,0.005908,0.005059,,0.0,0.0
CUB,2005.0,0.004827558,0.004395058,0.000753583,9.05e-05,0.002200445,0.0,8.0,0.10828692,0.09334856,0.04626588,0.18731844,0.0015,,0.005908,0.005059,,0.0,0.0
CUB,2006.0,0.003949214,-0.008656915,-3.95e-05,-4.04e-05,-9.8e-05,,8.0,0.11745115,0.093380295,0.046297617,0.16697896,0.0015,,0.005908,0.005059,,0.0,
CUB,2007.0,0.002981867,-0.002413016,0.000398423,1.12e-05,0.001586106,,8.0,0.06998677,0.09340842,0.04632574,0.17194954,0.0015,,0.005908,0.005059,,0.0,
CUB,2008.0,0.000349346,-0.001252408,-0.000175179,-3.11e-05,0.001133884,,8.0,0.038256094,0.093434714,0.046352036,0.18447804,0.0015,,0.005908,0.005059,,0.0,
CYM,1991.0,-0.002544074,-0.002492096,-0.000796654,0.003997722,-0.000270383,0.0,7.0,,,,0.1669678,,,,,,,0.0
CYM,1992.0,-0.002428395,-0.002166966,-0.004431864,-0.004646459,0.00093736,0.0,7.0,,,,0.17566155,,,,,,,0.0
CYM,1993.0,-0.00033224,-0.002964774,-0.000177658,-0.000854086,-0.001480027,0.0,7.0,,,,0.17415762,,,,,,,0.0
CYM,1994.0,-5.43e-07,0.000958394,7.04e-05,0.001199948,-0.00010424,0.0,7.0,,,,0.17707783,,,,,,,0.0
CYM,1995.0,0.00012773,-0.000749806,0.000214493,0.001487202,0.000737002,0.0,7.0,,,,0.17063856,,,,,,,0.0
CYM,1996.0,-0.000152246,-0.00357768,-0.000225059,1.26e-05,-0.000667908,0.0,7.0,,,,0.17212138,,,,,,,0.0
CYM,1997.0,0.000169874,-0.002191373,0.000248646,-0.00282518,-0.000435486,0.0,7.0,,,,0.16776446,,,,,,,0.0
CYM,1998.0,-0.000214279,-0.004505282,0.00026677,0.006501685,-0.002513366,0.0,7.0,,,,0.17605251,,,,,,,0.0
CYM,1999.0,-0.000322294,-0.00265186,-0.000304522,-0.000591485,-0.002044668,0.0,7.0,,,,0.17840567,,,,,,,0.0
CYM,2000.0,0.000919192,-0.009723523,0.001376044,0.004916909,0.000554749,0.0,8.0,,,,0.16618782,,,,,,,0.0
CYM,2001.0,-0.000654037,0.007806819,-0.001009141,-0.004848738,0.000328944,0.0,8.0,,,,0.16482581,,,,,,,0.0
CYM,2002.0,6.2e-05,9.54e-05,8.68e-05,-0.000679274,-0.000504353,0.0,8.0,,,,0.1710447,,,,,,,0.0
CYM,2003.0,0.000190201,0.000931432,5.66e-05,0.001221696,0.001898632,0.0,8.0,,,,0.17277542,,,,,,,0.0
CYM,2004.0,0.000268144,-0.0007889,-5.75e-05,-0.004286138,0.00074587,0.0,8.0,,,,0.17783023,,,,,,,0.0
CYM,2005.0,-9.07e-05,-0.001721705,4.6e-05,0.001083041,9.58e-05,0.0,8.0,,,,0.18731844,,,,,,,0.0
CYM,2006.0,0.003868995,0.012388054,0.003580469,0.010870803,0.007588606,,8.0,,,,0.16697896,,,,,,,
CYM,2007.0,-0.000320603,-0.010819563,-0.00139978,-0.005895069,0.004049159,,8.0,,,,0.17194954,,,,,,,
CYM,2008.0,-0.002577612,-0.002456674,-0.000593083,-0.000791619,0.002799826,,8.0,,,,0.18447804,,,,,,,
CYP,1991.0,0.000571727,-0.002747667,-0.000211341,-0.000212751,-0.001095152,0.0,7.0,,,,0.15959682,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0
CYP,1992.0,0.004799652,0.002518514,0.001965748,0.001191089,0.001437247,0.0,7.0,,,,0.17415069,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0
CYP,1993.0,0.000545124,0.003278821,0.000577707,0.00122573,-0.00021664,0.0,7.0,,,,0.16921195,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0
CYP,1994.0,-0.001298953,0.000134788,-0.000151056,-0.000138256,0.000118855,0.0,7.0,,,,0.17487785,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0
CYP,1995.0,-0.00164018,-0.001139056,-0.000165528,0.000499738,7.04e-05,0.0,7.0,,,,0.16840482,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0
CYP,1996.0,-0.003074203,0.001119462,0.000431902,0.000711914,-0.000162516,0.0,7.0,,,,0.15807389,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0
CYP,1997.0,0.000766823,0.004387009,0.00107208,0.003482611,0.000332742,0.0,7.0,,,,0.16461685,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0
CYP,1998.0,-0.000378629,-0.000101554,0.000145625,0.0025005,-0.00100138,0.0,7.0,,,,0.16525303,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0
CYP,1999.0,0.004922458,0.001151866,0.000378396,0.001428582,0.000212088,0.0,7.0,,,,0.17285785,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0
CYP,2000.0,0.005108418,0.000247766,0.001205182,0.001526265,0.001632738,0.0,8.0,,,,0.16520521,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0
CYP,2001.0,-0.000121491,0.004041641,-0.000360552,0.000699619,5.72e-05,0.0,8.0,,,,0.16047455,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0
CYP,2002.0,-0.004967488,-0.002414323,-0.000396428,-0.000865958,-0.000735539,0.0,8.0,,,,0.16952968,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0
CYP,2003.0,0.003587574,0.001283181,-0.000733143,2.68e-05,0.000781476,0.0,8.0,,,,0.16795917,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0
CYP,2004.0,0.004230329,0.002182125,0.000463852,0.000570102,0.002318786,0.0,8.0,,,,0.17561467,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0
CYP,2005.0,0.002247301,0.000160568,0.000303478,0.001600633,0.000698504,0.0,8.0,,,,0.18637902,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0
CYP,2006.0,0.005885702,0.001508692,0.000511841,0.001529164,0.002856172,,8.0,,,,0.15531127,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,
CYP,2007.0,0.001568164,-0.00010042,-7.84e-05,0.000866143,0.000840934,,8.0,,,,0.16843173,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,
CYP,2008.0,-1.14e-05,-0.004936637,-0.000348169,-0.003594418,-0.000313349,,8.0,,,,0.17586218,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,
CZE,1991.0,0.009090447,0.007981545,0.01285783,0.011633459,0.009262003,,7.0,-0.11577595,0.092404,0.048930164,0.16392769,,,0.003222,0.006591,0.003233,,
CZE,1992.0,0.000601629,0.003776671,-0.001004273,-0.002163394,-0.00103795,,7.0,-0.0060823,0.09241422,0.04894039,0.17563812,,,0.003222,0.006591,0.003233,,
CZE,1993.0,-0.007097087,-0.008672691,-0.009920195,-0.010391384,-0.007251085,0.0,7.0,-0.000420789,0.09242462,0.048950788,0.1741945,0.01,,0.003222,0.006591,0.003233,,0.0
CZE,1994.0,-0.001615543,-0.001374661,-0.002497539,0.000983597,-0.001160168,0.0,7.0,0.021825561,0.09242824,0.0489544,0.1747447,0.01,,0.003222,0.006591,0.003233,,0.0
CZE,1995.0,0.001177916,0.002707377,0.001236057,0.001674986,0.002212538,0.0,7.0,0.060025968,0.0924221,0.048948266,0.17028117,0.01,,0.003222,0.006591,0.003233,,0.0
CZE,1996.0,-0.001107413,0.002321184,-0.002315627,0.000206416,-0.001246546,0.0,7.0,0.042803284,0.09241046,0.048936624,0.1719349,0.01,,0.003222,0.006591,0.003233,,0.0
CZE,1997.0,0.004059163,0.009112887,0.005480933,0.00958609,0.002923165,0.0,7.0,-0.006199972,0.09239968,0.048925843,0.1655391,0.01,,0.003222,0.006591,0.003233,,0.0
CZE,1998.0,0.00011996,0.005114799,0.001504351,-0.010758143,0.000420675,0.0,7.0,-0.007790159,0.0923902,0.048916366,0.17579204,0.01,,0.003222,0.006591,0.003233,,0.0
CZE,1999.0,0.001419719,0.003204333,0.00249042,0.002414855,0.001324679,0.0,7.0,0.013998474,0.09237998,0.048906144,0.17643961,0.01,,0.003222,0.006591,0.003233,,0.0
CZE,2000.0,0.003929901,0.009966499,0.008584149,0.008756741,0.004619955,0.0,8.0,0.03743504,0.09236995,0.048896115,0.15190119,0.01,,0.003222,0.006591,0.003233,,0.0
CZE,2001.0,0.002111973,0.004347075,0.001505775,-0.0018731,0.002853472,0.0,8.0,0.02679515,0.09236233,0.048888497,0.16508693,0.01,,0.003222,0.006591,0.003233,,0.0
CZE,2002.0,-0.003885669,-0.008851189,-0.008199016,-0.008445689,-0.003864462,0.0,8.0,0.018342126,0.092356466,0.048882633,0.16241564,0.01,,0.003222,0.006591,0.003233,,0.0
CZE,2003.0,0.003048188,-0.001006892,0.007441361,0.005665204,0.003662631,0.0,8.0,0.036600463,0.09235139,0.048877556,0.1723756,0.01,,0.003222,0.006591,0.003233,,0.0
CZE,2004.0,0.006162798,0.006784678,0.010217475,0.006391234,0.008258994,0.0,8.0,0.04561077,0.0923466,0.048872765,0.17783786,0.01,,0.003222,0.006591,0.003233,,0.0
CZE,2005.0,0.001625292,0.002904806,0.003180901,0.002387135,0.002186503,0.0,8.0,0.06352275,0.09234168,0.048867848,0.18749,0.01,,0.003222,0.006591,0.003233,,0.0
CZE,2006.0,0.007808659,0.003774983,0.012174822,0.008441526,0.010386136,,8.0,0.06859225,0.09233613,0.048862293,0.1669669,0.009,,0.003222,0.006591,0.003233,,
CZE,2007.0,0.00314481,-0.001225674,0.003758169,-7.47e-05,0.004863563,,8.0,0.061698023,0.09232957,0.048855737,0.16869716,0.009,,0.003222,0.006591,0.003233,,
CZE,2008.0,0.000221279,-0.004608956,0.000795217,-0.002672393,0.000263917,,8.0,0.027789183,0.09232191,0.048848078,0.18431893,0.009,,0.003222,0.006591,0.003233,,
DEU,1991.0,0.000806551,0.002488418,0.000920808,0.001157619,0.000374499,0.0,7.0,0.045243565,0.11289585,0.054338742,0.16392769,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0
DEU,1992.0,0.000958413,0.00255721,0.001089249,0.002684075,0.000427148,0.0,7.0,0.014477117,0.11297226,0.054415155,0.17563812,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0
DEU,1993.0,-0.002447612,-0.004359056,-0.002734466,0.00029554,-0.003031423,0.0,7.0,-0.014557294,0.11303836,0.054481253,0.1741945,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0
DEU,1994.0,0.001913461,0.00654416,0.0017766,0.000641788,0.001748638,0.0,7.0,0.02301681,0.11307304,0.05451594,0.1747447,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0
DEU,1995.0,0.001432677,-0.002291618,0.001094461,-1.04e-05,0.003074531,0.0,7.0,0.015916998,0.11310242,0.054545317,0.17028117,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0
DEU,1996.0,0.00176223,0.000571426,0.003743441,-0.00035321,0.001354771,0.0,7.0,0.007017956,0.113131404,0.054574296,0.1719349,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0
DEU,1997.0,0.003811517,0.006917585,0.004086569,0.000276579,0.002614884,0.0,7.0,0.016550003,0.1131461,0.05458899,0.1655391,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0
DEU,1998.0,-0.000985317,-0.006941227,-0.000760109,-0.002825146,-0.001578659,0.0,7.0,0.018090464,0.11314763,0.054590523,0.17579204,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0
DEU,1999.0,0.000929625,0.001560447,0.000259534,-0.001063807,0.000482367,0.0,7.0,0.019477753,0.11315386,0.054596752,0.17643961,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0
DEU,2000.0,0.00325145,0.003714476,0.003375813,-0.001700405,0.003304622,0.0,8.0,0.030656872,0.113167636,0.054610528,0.15190119,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0
DEU,2001.0,0.003909666,0.010438563,0.004230949,0.000173859,0.00199336,0.0,8.0,0.011253024,0.1131789,0.054621793,0.16508693,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0
DEU,2002.0,0.000577687,0.001426109,0.00052564,0.000401165,0.000481099,0.0,8.0,-0.000851428,0.11318742,0.054630313,0.16241564,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0
DEU,2003.0,0.001579773,0.005653711,0.003346786,0.001619663,0.001335038,0.0,8.0,-0.002758913,0.11319321,0.0546361,0.1723756,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0
DEU,2004.0,0.005878299,0.011463528,0.005741648,0.001744573,0.005057928,0.0,8.0,0.010273579,0.113196395,0.054639287,0.17783786,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0
DEU,2005.0,0.004065224,0.005523456,0.00327823,0.000917027,0.00253101,0.0,8.0,0.006917081,0.113197215,0.05464011,0.18749,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0
DEU,2006.0,0.005089447,0.016292386,0.009593816,-0.000195656,0.006878562,,8.0,0.032114264,0.11319611,0.054639004,0.1669669,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,
DEU,2007.0,0.002307843,0.00384327,-0.001347352,-0.003062885,-0.001184218,,8.0,0.025264507,0.11319353,0.054636423,0.16869716,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,
DEU,2008.0,0.001167859,0.00864342,0.000747701,-0.000374272,0.000730748,,8.0,0.012386275,0.11318971,0.054632604,0.18431893,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,
DJI,1991.0,0.004951168,0.015363866,0.000767382,0.000354903,-0.001231446,0.0,7.0,-0.0194776,0.05927531,0.027929068,0.16698153,0.001,0.013609766,0.007962,0.000435,0.006558,0.0,0.0
DJI,1992.0,-0.001740389,0.024498523,0.000858445,0.000697173,-0.001651107,0.0,7.0,-0.02519667,0.059510488,0.028164245,0.1756522,0.0015,0.013609766,0.007962,0.000435,0.006558,0.0,0.0
DJI,1993.0,0.00266914,0.013111863,0.000406892,6.5e-05,0.001985111,0.0,7.0,-0.061242506,0.05974466,0.028398415,0.17499132,0.0015,0.013609766,0.007962,0.000435,0.006558,0.0,0.0
DJI,1994.0,0.000446665,0.004319997,-0.000123103,-2.58e-05,0.000519899,0.0,7.0,-0.032358382,0.059978142,0.0286319,0.17706619,0.0015,0.013609766,0.007962,0.000435,0.006558,0.0,0.0
DJI,1995.0,0.003959872,0.002008848,0.000272699,4.55e-06,0.002384602,0.0,7.0,-0.049692318,0.060146097,0.028799854,0.1714343,0.0015,0.013609766,0.007962,0.000435,0.006558,0.0,0.0
DJI,1996.0,0.003075342,-0.003438767,0.000448883,0.000238093,0.001586326,0.0,7.0,-0.06089965,0.060249645,0.028903404,0.17212342,0.002,0.013609766,0.007962,0.000435,0.006558,0.0,0.0
