country,t,outp,gross_output,trans_outp_p
VUT,1992,32.43457304,514.6230669,0.063025883
VUT,1993,32.48411168,526.1803274,0.061735702
VUT,1994,38.03337274,601.6356991,0.063216616
VUT,1995,41.80432677,655.281956,0.063795938
VUT,1996,42.78099715,685.9004023,0.062372025
VUT,1997,38.10084731,643.3076274,0.059226482
VUT,1998,31.06936116,574.6530437,0.054066295
VUT,1999,34.39303704,629.6341061,0.054623847
VUT,2000,34.17130677,698.1307373,0.048946859
VUT,2001,33.48004624,595.7088948,0.056202025
VUT,2002,35.35806229,623.7912803,0.056682521
VUT,2003,43.82619283,741.1008932,0.059136608
VUT,2004,55.40592171,906.3823198,0.061128644
VUT,2005,62.87847484,1021.142205,0.06157661
VUT,2006,71.36121566,1139.580049,0.062620626
VUT,2007,83.89692703,1321.96688,0.063463713
VUT,2008,99.19347762,1556.382119,0.06373337
WSM,1990,13.77083677,319.1347209,0.043150544
WSM,1991,13.85335523,327.2213857,0.042336338
WSM,1992,14.90549634,352.209522,0.04231997
WSM,1993,14.40747796,337.7101317,0.042662262
WSM,1994,16.93242821,400.9386665,0.042231966
WSM,1995,18.41041131,430.4551651,0.042769637
WSM,1996,20.95994075,491.7230479,0.0426255
WSM,1997,21.14981237,511.3342451,0.04136201
WSM,1998,18.72722609,460.9320263,0.040629041
WSM,1999,21.07120154,521.5399694,0.040401892
WSM,2000,24.04354341,597.1319812,0.040265041
WSM,2001,23.21279563,571.8085613,0.040595397
WSM,2002,24.50633373,598.1649514,0.04096919
WSM,2003,28.2438456,663.9239005,0.042540788
WSM,2004,37.09895488,849.8992841,0.043651001
WSM,2005,46.20397868,1045.285859,0.044202242
WSM,2006,51.14282819,1139.925057,0.044865079
WSM,2007,59.86616353,1323.843174,0.045221492
WSM,2008,68.55464072,1495.141327,0.045851612
YEM,1990,898.6850184,13663.59871,0.065772205
YEM,1991,967.3893154,15353.18793,0.063009019
YEM,1992,1043.935871,16774.58313,0.062233193
YEM,1993,1230.682125,19839.71105,0.062031252
YEM,1994,1262.590819,22249.5623,0.056746771
YEM,1995,573.0046258,14514.01789,0.039479394
YEM,1996,521.8661215,13176.00828,0.039607301
YEM,1997,520.1426787,13065.78014,0.039809539
YEM,1998,494.957264,12901.39251,0.038364639
YEM,1999,586.3312273,14619.22585,0.040106859
YEM,2000,727.6272292,17804.24167,0.040868195
YEM,2001,770.467826,19112.08817,0.040313116
YEM,2002,850.9227579,21035.67691,0.040451408
YEM,2003,989.1455094,23505.46249,0.042081517
YEM,2004,1204.801782,27480.14212,0.043842633
YEM,2005,1475.406987,33042.74582,0.044651464
YEM,2006,1824.082828,41396.9919,0.044063173
YEM,2007,2057.024854,48004.48738,0.042850678
YEM,2008,2441.486081,56899.67783,0.04290861
ZAF,1990,8990.483606,176944.652,0.050809581
ZAF,1991,9547.430637,187783.9369,0.050842638
ZAF,1992,10491.70528,206256.5364,0.050867262
ZAF,1993,10104.93632,199863.8863,0.050559091
ZAF,1994,11167.73753,217138.2112,0.051431471
ZAF,1995,13041.82811,579202.7797,0.02251686
ZAF,1996,12963.07518,559536.6401,0.023167518
ZAF,1997,13427.193,580684.5946,0.02312304
ZAF,1998,12343.43831,545319.4927,0.022635241
ZAF,1999,12431.73516,549748.6433,0.022613489
ZAF,2000,13386.47783,569476.6739,0.023506631
ZAF,2001,12598.62637,523278.9397,0.024076311
ZAF,2002,12544.11924,515325.961,0.024342106
ZAF,2003,17480.83831,746976.0536,0.02340214
ZAF,2004,22444.86584,954511.1774,0.023514513
ZAF,2005,25203.40141,1067288.512,0.023614422
ZAF,2006,28221.02818,1148391.086,0.024574405
ZAF,2007,32173.7078,1276822.871,0.025198255
ZAF,2008,32980.01028,1269405.082,0.025980682
ZMB,1990,332.3715451,7182.428546,0.046275649
ZMB,1991,297.5009661,6623.329087,0.044917135
ZMB,1992,305.1760048,6623.877497,0.046072109
ZMB,1993,294.0957336,6440.751387,0.045661712
ZMB,1994,311.6431865,6805.038835,0.045795945
ZMB,1995,322.1211666,7079.074925,0.045503285
ZMB,1996,305.4326598,6801.165471,0.044908871
ZMB,1997,347.0141793,7873.102973,0.04407591
ZMB,1998,293.0003508,6708.720763,0.043674549
ZMB,1999,284.2003665,6599.069506,0.043066733
ZMB,2000,281.5311196,6576.403367,0.042809284
ZMB,2001,313.8659891,7193.293018,0.043633144
ZMB,2002,316.1574001,7250.54589,0.043604634
ZMB,2003,369.8434114,8526.13006,0.043377641
ZMB,2004,487.9525333,11230.9848,0.043446994
ZMB,2005,640.5287899,14861.29925,0.043100457
ZMB,2006,969.9900268,22194.84198,0.043703399
ZMB,2007,1046.804559,23576.53087,0.044400279
ZMB,2008,1322.619682,30467.34086,0.043411064
ZWE,1990,392.906141,11404.29165,0.034452481
ZWE,1991,423.2346498,11785.24635,0.035912245
ZWE,1992,443.4788764,12019.43462,0.036896817
ZWE,1993,420.293871,11117.61926,0.037804305
ZWE,1994,445.2533384,11806.44008,0.037712751
ZWE,1995,500.4918611,13033.89312,0.038399261
ZWE,1996,476.7966165,12964.76931,0.036776329
ZWE,1997,527.0086587,14076.04555,0.037440108
ZWE,1998,417.17826,10615.23734,0.039299947
ZWE,1999,492.3083388,12145.3812,0.040534614
ZWE,2000,673.5739838,16002.12812,0.042092775
ZWE,2001,630.2594159,14894.28834,0.042315511
ZWE,2002,679.0563591,15672.11488,0.043328955
ZWE,2003,772.8492122,16744.91539,0.046154262
ZWE,2004,974.9832369,19628.50053,0.049671814
ZWE,2005,1107.26937,21912.7294,0.050530874
ZWE,2006,1243.581928,24200.99942,0.051385561
ZWE,2007,1543.341194,29024.84964,0.053173099
ZWE,2008,1818.125917,34557.23811,0.052612015
