country,sect,t,source,gvcobp%,gvcofp%,gvcomix%,gvcobp_diff,gvcofp_diff,gvcomix_diff,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec
ABW,1,1990,eora,0.073127209,0.009674316,0.237970705,,,,0,7,,,,0.17250988,,,,0.004107,0.003889,,0
ABW,1,1991,eora,0.067975837,0.014687188,0.201739292,-0.005151372,0.005012872,-0.036231413,0,7,,,,0.1669678,,,,0.004107,0.003889,,0
ABW,1,1992,eora,0.072347944,0.008357497,0.257955104,0.004372107,-0.006329691,0.056215812,0,7,,,,0.17566155,,,,0.004107,0.003889,,0
ABW,1,1993,eora,0.05802618,0.012894847,0.233658745,-0.014321764,0.00453735,-0.024296359,0,7,,,,0.17415762,,,,0.004107,0.003889,,0
ABW,1,1994,eora,0.047031491,0.034860601,0.251112138,-0.010994689,0.021965754,0.017453393,0,7,,,,0.17707783,,,,0.004107,0.003889,,0
ABW,1,1995,eora,0.062730401,0.04174146,0.279949399,0.01569891,0.006880859,0.028837261,0,7,,,,0.17063856,,,,0.004107,0.003889,,0
ABW,1,1996,eora,0.072787571,0.0210585,0.317057453,0.01005717,-0.02068296,0.037108054,0,7,,,,0.17212138,,,,0.004107,0.003889,,0
ABW,1,1997,eora,0.097673106,-0.018125003,0.385376512,0.024885535,-0.039183503,0.068319059,0,7,,,,0.16776446,,,,0.004107,0.003889,,0
ABW,1,1998,eora,0.058018202,0.012027429,0.31040189,-0.039654904,0.030152432,-0.074974622,0,7,,,,0.17605251,,,,0.004107,0.003889,,0
ABW,1,1999,eora,0.053657317,0.01674321,0.293214376,-0.004360885,0.004715781,-0.017187514,0,7,,,,0.17840567,,,,0.004107,0.003889,,0
ABW,1,2000,eora,0.025939594,0.050578601,0.190454581,-0.027717723,0.033835391,-0.102759795,0,8,,,,0.16618782,,,,0.004107,0.003889,,0
ABW,1,2001,eora,0.088200477,-0.033043459,0.385014122,0.062260883,-0.08362206,0.194559541,0,8,,,,0.16482581,,,,0.004107,0.003889,,0
ABW,1,2002,eora,0.095608172,-0.038089704,0.395637387,0.007407695,-0.005046245,0.010623265,0,8,,,,0.1710447,,,,0.004107,0.003889,,0
ABW,1,2003,eora,0.097131892,-0.02241923,0.402099032,0.00152372,0.015670474,0.006461645,0,8,,,,0.17277542,,,,0.004107,0.003889,,0
ABW,1,2004,eora,0.097822893,-0.017977941,0.416337706,0.000691001,0.004441289,0.014238674,0,8,,,,0.17783023,,,,0.004107,0.003889,,0
ABW,1,2005,eora,0.106072728,-0.027838096,0.447116254,0.008249835,-0.009860155,0.030778548,0,8,,,,0.18731844,,,,0.004107,0.003889,,0
ABW,1,2006,eora,0.120389267,-0.031430872,0.463496268,0.014316539,-0.003592776,0.016380014,,8,,,,0.16697896,,,,0.004107,0.003889,,
ABW,1,2007,eora,0.139006115,-0.032715035,0.461147932,0.018616848,-0.001284163,-0.002348336,,8,,,,0.17194954,,,,0.004107,0.003889,,
ABW,1,2008,eora,0.161025837,-0.045795101,0.514596856,0.022019722,-0.013080066,0.053448924,,8,,,,0.18447804,,,,0.004107,0.003889,,
ABW,2,1990,eora,0.125961296,-0.067988172,1.039452984,,,,0,7,,,,0.17250988,,,,0.004107,0.003889,,0
ABW,2,1991,eora,0.130956457,-0.073734303,1.064407157,0.004995161,-0.005746131,0.024954173,0,7,,,,0.1669678,,,,0.004107,0.003889,,0
ABW,2,1992,eora,0.135515234,-0.101952368,1.129274256,0.004558777,-0.028218065,0.064867099,0,7,,,,0.17566155,,,,0.004107,0.003889,,0
ABW,2,1993,eora,0.12636446,-0.085212783,1.058114196,-0.009150774,0.016739585,-0.07116006,0,7,,,,0.17415762,,,,0.004107,0.003889,,0
ABW,2,1994,eora,0.121487089,-0.086461169,1.030640431,-0.004877371,-0.001248386,-0.027473765,0,7,,,,0.17707783,,,,0.004107,0.003889,,0
ABW,2,1995,eora,0.125913945,-0.06661653,1.025716639,0.004426856,0.019844639,-0.004923792,0,7,,,,0.17063856,,,,0.004107,0.003889,,0
ABW,2,1996,eora,0.115139527,-0.035311075,0.93842904,-0.010774418,0.031305455,-0.087287599,0,7,,,,0.17212138,,,,0.004107,0.003889,,0
ABW,2,1997,eora,0.120288147,-0.054706231,1.020284189,0.00514862,-0.019395156,0.081855149,0,7,,,,0.16776446,,,,0.004107,0.003889,,0
ABW,2,1998,eora,0.088019722,0.021702295,0.651841186,-0.032268425,0.076408526,-0.368443003,0,7,,,,0.17605251,,,,0.004107,0.003889,,0
ABW,2,1999,eora,0.086470235,0.025242977,0.621975044,-0.001549487,0.003540682,-0.029866142,0,7,,,,0.17840567,,,,0.004107,0.003889,,0
ABW,2,2000,eora,0.039941504,0.068290673,0.21986222,-0.046528731,0.043047696,-0.402112824,0,8,,,,0.16618782,,,,0.004107,0.003889,,0
ABW,2,2001,eora,0.073596411,0.04348427,0.483649668,0.033654907,-0.024806403,0.263787448,0,8,,,,0.16482581,,,,0.004107,0.003889,,0
ABW,2,2002,eora,0.075685791,0.039130607,0.519515784,0.00208938,-0.004353663,0.035866116,0,8,,,,0.1710447,,,,0.004107,0.003889,,0
ABW,2,2003,eora,0.128600428,-0.09861202,1.179307963,0.052914637,-0.137742627,0.659792179,0,8,,,,0.17277542,,,,0.004107,0.003889,,0
ABW,2,2004,eora,0.173572977,-0.220104948,1.537837423,0.044972549,-0.121492928,0.35852946,0,8,,,,0.17783023,,,,0.004107,0.003889,,0
ABW,2,2005,eora,0.193927487,-0.28226476,1.743966142,0.02035451,-0.062159812,0.206128719,0,8,,,,0.18731844,,,,0.004107,0.003889,,0
ABW,2,2006,eora,0.256075362,-0.438500871,2.136439328,0.062147875,-0.156236111,0.392473186,,8,,,,0.16697896,,,,0.004107,0.003889,,
ABW,2,2007,eora,0.306830369,-0.551877858,2.45621695,0.050755007,-0.113376987,0.319777622,,8,,,,0.17194954,,,,0.004107,0.003889,,
ABW,2,2008,eora,0.36584488,-0.687675352,2.855215596,0.059014511,-0.135797494,0.398998646,,8,,,,0.18447804,,,,0.004107,0.003889,,
ABW,6,1990,eora,0.017308731,0.003310571,0.20444008,,,,0,7,,,,0.17250988,,,,0.004107,0.003889,,0
ABW,6,1991,eora,0.015944757,0.005361771,0.214089591,-0.001363974,0.0020512,0.009649511,0,7,,,,0.1669678,,,,0.004107,0.003889,,0
ABW,6,1992,eora,0.015380615,0.004698125,0.255535729,-0.000564142,-0.000663646,0.041446138,0,7,,,,0.17566155,,,,0.004107,0.003889,,0
ABW,6,1993,eora,0.014063386,0.005360434,0.231192236,-0.001317229,0.000662309,-0.024343493,0,7,,,,0.17415762,,,,0.004107,0.003889,,0
ABW,6,1994,eora,0.012228965,0.007312672,0.217807119,-0.001834421,0.001952238,-0.013385117,0,7,,,,0.17707783,,,,0.004107,0.003889,,0
ABW,6,1995,eora,0.013279801,0.008914622,0.229090622,0.001050836,0.00160195,0.011283503,0,7,,,,0.17063856,,,,0.004107,0.003889,,0
ABW,6,1996,eora,0.011404523,0.010790206,0.217006862,-0.001875278,0.001875584,-0.01208376,0,7,,,,0.17212138,,,,0.004107,0.003889,,0
ABW,6,1997,eora,0.00938715,0.011483319,0.190389325,-0.002017373,0.000693113,-0.026617537,0,7,,,,0.16776446,,,,0.004107,0.003889,,0
ABW,6,1998,eora,0.006496207,0.020921899,0.152276816,-0.002890943,0.00943858,-0.038112509,0,7,,,,0.17605251,,,,0.004107,0.003889,,0
ABW,6,1999,eora,0.00638251,0.020236361,0.155245373,-0.000113697,-0.000685538,0.002968557,0,7,,,,0.17840567,,,,0.004107,0.003889,,0
ABW,6,2000,eora,0.005238118,0.021955493,0.126333398,-0.001144392,0.001719132,-0.028911975,0,8,,,,0.16618782,,,,0.004107,0.003889,,0
ABW,6,2001,eora,0.005501212,0.019778079,0.141403974,0.000263094,-0.002177414,0.015070576,0,8,,,,0.16482581,,,,0.004107,0.003889,,0
ABW,6,2002,eora,0.005580439,0.019948297,0.137225195,7.92E-05,0.000170218,-0.004178779,0,8,,,,0.1710447,,,,0.004107,0.003889,,0
ABW,6,2003,eora,0.006515806,0.01748805,0.16015326,0.000935367,-0.002460247,0.022928065,0,8,,,,0.17277542,,,,0.004107,0.003889,,0
ABW,6,2004,eora,0.006914986,0.017718623,0.180708378,0.00039918,0.000230573,0.020555118,0,8,,,,0.17783023,,,,0.004107,0.003889,,0
ABW,6,2005,eora,0.007336052,0.018198172,0.191498313,0.000421066,0.000479549,0.010789935,0,8,,,,0.18731844,,,,0.004107,0.003889,,0
ABW,6,2006,eora,0.008580984,0.016728965,0.202814047,0.001244932,-0.001469207,0.011315734,,8,,,,0.16697896,,,,0.004107,0.003889,,
ABW,6,2007,eora,0.009576424,0.01304832,0.207365044,0.00099544,-0.003680645,0.004550997,,8,,,,0.17194954,,,,0.004107,0.003889,,
ABW,6,2008,eora,0.010551301,0.012368727,0.225469375,0.000974877,-0.000679593,0.018104331,,8,,,,0.18447804,,,,0.004107,0.003889,,
ABW,10,1990,eora,0.562699986,-0.841067306,3.929346902,,,,0,7,,,,0.17250988,,,,0.004107,0.003889,,0
ABW,10,1991,eora,0.652203468,-0.904094144,4.306416478,0.089503482,-0.063026838,0.377069576,0,7,,,,0.1669678,,,,0.004107,0.003889,,0
ABW,10,1992,eora,0.674816142,-1.003862972,4.427035237,0.022612674,-0.099768828,0.120618759,0,7,,,,0.17566155,,,,0.004107,0.003889,,0
ABW,10,1993,eora,0.675999414,-0.971570278,4.359183749,0.001183272,0.032292694,-0.067851488,0,7,,,,0.17415762,,,,0.004107,0.003889,,0
ABW,10,1994,eora,0.733372939,-0.991725118,4.371249018,0.057373525,-0.02015484,0.012065269,0,7,,,,0.17707783,,,,0.004107,0.003889,,0
ABW,10,1995,eora,0.854643679,-1.255943183,5.099872644,0.12127074,-0.264218065,0.728623626,0,7,,,,0.17063856,,,,0.004107,0.003889,,0
ABW,10,1996,eora,0.891235491,-0.848715987,3.691605682,0.036591812,0.407227196,-1.408266962,0,7,,,,0.17212138,,,,0.004107,0.003889,,0
ABW,10,1997,eora,0.776235467,-0.395157193,1.917927842,-0.115000024,0.453558794,-1.77367784,0,7,,,,0.16776446,,,,0.004107,0.003889,,0
ABW,10,1998,eora,0.244720726,-0.010779069,0.200592934,-0.531514741,0.384378124,-1.717334908,0,7,,,,0.17605251,,,,0.004107,0.003889,,0
ABW,10,1999,eora,0.228396737,-0.007002705,0.167324548,-0.016323989,0.003776364,-0.033268386,0,7,,,,0.17840567,,,,0.004107,0.003889,,0
ABW,10,2000,eora,0.162012538,-0.000204026,0.106638458,-0.066384199,0.006798679,-0.06068609,0,8,,,,0.16618782,,,,0.004107,0.003889,,0
ABW,10,2001,eora,0.190135333,-0.00184888,0.129546128,0.028122795,-0.001644854,0.02290767,0,8,,,,0.16482581,,,,0.004107,0.003889,,0
ABW,10,2002,eora,0.198742726,-0.00325737,0.129379363,0.008607393,-0.00140849,-0.000166765,0,8,,,,0.1710447,,,,0.004107,0.003889,,0
ABW,10,2003,eora,0.188330564,0.001970495,0.129074548,-0.010412162,0.005227865,-0.000304815,0,8,,,,0.17277542,,,,0.004107,0.003889,,0
ABW,10,2004,eora,0.198716871,0.002418711,0.152316152,0.010386307,0.000448216,0.023241604,0,8,,,,0.17783023,,,,0.004107,0.003889,,0
ABW,10,2005,eora,0.206458921,0.002093353,0.1646042,0.00774205,-0.000325358,0.012288048,0,8,,,,0.18731844,,,,0.004107,0.003889,,0
ABW,10,2006,eora,0.222518041,0.001569454,0.176765053,0.01605912,-0.000523899,0.012160853,,8,,,,0.16697896,,,,0.004107,0.003889,,
ABW,10,2007,eora,0.229067813,0.000146691,0.182557159,0.006549772,-0.001422763,0.005792106,,8,,,,0.17194954,,,,0.004107,0.003889,,
ABW,10,2008,eora,0.241066146,-0.000511559,0.199993042,0.011998333,-0.00065825,0.017435883,,8,,,,0.18447804,,,,0.004107,0.003889,,
ABW,19,1990,eora,0.069335942,0.022449912,0.144064141,,,,0,7,,,,0.17250988,,,,0.004107,0.003889,,0
ABW,19,1991,eora,0.058989932,0.024261934,0.13458373,-0.01034601,0.001812022,-0.009480411,0,7,,,,0.1669678,,,,0.004107,0.003889,,0
ABW,19,1992,eora,0.068109372,0.025804033,0.150922141,0.00911944,0.001542099,0.016338411,0,7,,,,0.17566155,,,,0.004107,0.003889,,0
ABW,19,1993,eora,0.059792387,0.024960189,0.135409073,-0.008316985,-0.000843844,-0.015513068,0,7,,,,0.17415762,,,,0.004107,0.003889,,0
ABW,19,1994,eora,0.050640196,0.025863053,0.13282006,-0.009152191,0.000902864,-0.002589013,0,7,,,,0.17707783,,,,0.004107,0.003889,,0
ABW,19,1995,eora,0.053177197,0.027046808,0.147129111,0.002537001,0.001183755,0.014309051,0,7,,,,0.17063856,,,,0.004107,0.003889,,0
ABW,19,1996,eora,0.049728241,0.025215919,0.1485082,-0.003448956,-0.001830889,0.001379089,0,7,,,,0.17212138,,,,0.004107,0.003889,,0
ABW,19,1997,eora,0.041669084,0.023585385,0.135139736,-0.008059157,-0.001630534,-0.013368464,0,7,,,,0.16776446,,,,0.004107,0.003889,,0
ABW,19,1998,eora,0.034976007,0.02497718,0.10817664,-0.006693077,0.001391795,-0.026963096,0,7,,,,0.17605251,,,,0.004107,0.003889,,0
ABW,19,1999,eora,0.034565382,0.024093721,0.110019505,-0.000410625,-0.000883459,0.001842865,0,7,,,,0.17840567,,,,0.004107,0.003889,,0
ABW,19,2000,eora,0.029133114,0.022809534,0.094541922,-0.005432268,-0.001284187,-0.015477583,0,8,,,,0.16618782,,,,0.004107,0.003889,,0
ABW,19,2001,eora,0.028723908,0.030606732,0.084188298,-0.000409206,0.007797198,-0.010353624,0,8,,,,0.16482581,,,,0.004107,0.003889,,0
ABW,19,2002,eora,0.028046413,0.030192654,0.083306906,-0.000677495,-0.000414078,-0.000881392,0,8,,,,0.1710447,,,,0.004107,0.003889,,0
ABW,19,2003,eora,0.030455195,0.031453156,0.096808018,0.002408782,0.001260502,0.013501112,0,8,,,,0.17277542,,,,0.004107,0.003889,,0
ABW,19,2004,eora,0.032855564,0.033240691,0.106872976,0.002400369,0.001787535,0.010064958,0,8,,,,0.17783023,,,,0.004107,0.003889,,0
ABW,19,2005,eora,0.035200525,0.033725177,0.1131922,0.002344961,0.000484486,0.006319224,0,8,,,,0.18731844,,,,0.004107,0.003889,,0
ABW,19,2006,eora,0.039976793,0.033933013,0.122854792,0.004776268,0.000207836,0.009662592,,8,,,,0.16697896,,,,0.004107,0.003889,,
ABW,19,2007,eora,0.042747371,0.03398817,0.132108151,0.002770578,5.52E-05,0.009253359,,8,,,,0.17194954,,,,0.004107,0.003889,,
ABW,19,2008,eora,0.0479927,0.035376723,0.145705425,0.005245329,0.001388553,0.013597274,,8,,,,0.18447804,,,,0.004107,0.003889,,
AFG,1,1990,eora,0.001539516,0.028719287,0.010282436,,,,,7,-0.055807926,0.09593515,0.031203961,0.16638204,0.001,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1,1991,eora,0.001951994,0.032900169,0.01346104,0.000412478,0.004180882,0.003178604,,7,-0.005721076,0.09607233,0.031341143,0.15959682,0.001,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1,1992,eora,0.002816362,0.03836989,0.018023627,0.000864368,0.005469721,0.004562587,,7,-0.07953044,0.09700019,0.032269005,0.17415069,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1,1993,eora,0.00437133,0.042953765,0.024519653,0.001554968,0.004583875,0.006496026,,7,-0.13935366,0.09818561,0.033454414,0.16921195,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1,1994,eora,0.007751528,0.052050577,0.036380489,0.003380198,0.009096812,0.011860836,,7,-0.10450654,0.09898508,0.0342539,0.17487785,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1,1995,eora,0.008021565,0.049659511,0.041945937,0.000270037,-0.002391066,0.005565448,,7,0.20266731,0.09946618,0.03473499,0.16840482,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1,1996,eora,0.010476494,0.052242222,0.055929336,0.002454929,0.002582711,0.013983399,,7,0.02664417,0.09978592,0.03505473,0.15807389,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1,1997,eora,0.015568428,0.051093726,0.073976981,0.005091934,-0.001148496,0.018047645,,7,0.028209182,0.10009082,0.03535963,0.16461685,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1,1998,eora,0.018230307,0.036856669,0.09169069,0.002661879,-0.014237057,0.017713709,,7,0.028261118,0.10039452,0.03566333,0.16525303,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1,1999,eora,0.021201304,0.038040585,0.09567103,0.002970997,0.001183916,0.00398034,,7,0.02707857,0.10070955,0.03597836,0.17285785,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1,2000,eora,0.019600235,0.031180953,0.094489377,-0.001601069,-0.006859632,-0.001181653,,8,-0.010547614,0.10081559,0.036084395,0.16520521,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1,2001,eora,0.01771536,0.042839334,0.087546965,-0.001884875,0.011658381,-0.006942412,,8,-0.103735685,0.10085701,0.036125824,0.16047455,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1,2002,eora,0.016473229,0.039159568,0.085577928,-0.001242131,-0.003679766,-0.001969037,0,8,0.22132233,0.1013731,0.036641914,0.16952968,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1,2003,eora,0.018692688,0.051765416,0.074156545,0.002219459,0.012605848,-0.011421383,0,8,0.08035057,0.102058254,0.037327062,0.16795917,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1,2004,eora,0.019605213,0.052156908,0.068482201,0.000912525,0.000391492,-0.005674344,0,8,0.024951186,0.10258139,0.037850205,0.17561467,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1,2005,eora,0.019606235,0.049267141,0.066469518,1.02E-06,-0.002889767,-0.002012683,1,8,0.10609096,0.103065826,0.038334638,0.18637902,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1,2006,eora,0.018594088,0.0513379,0.06421526,-0.001012147,0.002070759,-0.002254258,,8,0.042711347,0.10343579,0.038704608,0.15531127,,0.041835755,0.007693,0.002717,0.006141,0,
AFG,1,2007,eora,0.01632281,0.046492564,0.05306205,-0.002271278,-0.004845336,-0.01115321,,8,0.091707274,0.10370045,0.038969267,0.16843173,,0.041835755,0.007693,0.002717,0.006141,0,
AFG,1,2008,eora,0.012418125,0.051153353,0.050788658,-0.003904685,0.004660789,-0.002273392,,8,0.007227225,0.10396303,0.039231844,0.17586218,,0.041835755,0.007693,0.002717,0.006141,0,
AFG,2,1990,eora,0.003510483,0.021864039,0.031276089,,,,,7,-0.055807926,0.09593515,0.031203961,0.16638204,0.001,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2,1991,eora,0.004022835,0.022691371,0.034931033,0.000512352,0.000827332,0.003654944,,7,-0.005721076,0.09607233,0.031341143,0.15959682,0.001,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2,1992,eora,0.004514789,0.024652866,0.038150337,0.000491954,0.001961495,0.003219304,,7,-0.07953044,0.09700019,0.032269005,0.17415069,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2,1993,eora,0.005870936,0.029252081,0.04902122,0.001356147,0.004599215,0.010870883,,7,-0.13935366,0.09818561,0.033454414,0.16921195,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2,1994,eora,0.00819944,0.035237002,0.067551465,0.002328504,0.005984921,0.018530245,,7,-0.10450654,0.09898508,0.0342539,0.17487785,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2,1995,eora,0.006894933,0.028212375,0.052880711,-0.001304507,-0.007024627,-0.014670754,,7,0.20266731,0.09946618,0.03473499,0.16840482,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2,1996,eora,0.007898838,0.029028893,0.05996834,0.001003905,0.000816518,0.007087629,,7,0.02664417,0.09978592,0.03505473,0.15807389,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2,1997,eora,0.009743338,0.031307235,0.073390792,0.0018445,0.002278342,0.013422452,,7,0.028209182,0.10009082,0.03535963,0.16461685,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2,1998,eora,0.008953354,0.03327227,0.069887874,-0.000789984,0.001965035,-0.003502918,,7,0.028261118,0.10039452,0.03566333,0.16525303,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2,1999,eora,0.009939095,0.0344878,0.07747755,0.000985741,0.00121553,0.007589676,,7,0.02707857,0.10070955,0.03597836,0.17285785,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2,2000,eora,0.010987587,0.031051099,0.083216164,0.001048492,-0.003436701,0.005738614,,8,-0.010547614,0.10081559,0.036084395,0.16520521,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2,2001,eora,0.009747842,0.028425866,0.067611631,-0.001239745,-0.002625233,-0.015604533,,8,-0.103735685,0.10085701,0.036125824,0.16047455,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2,2002,eora,0.008228137,0.026726693,0.059319865,-0.001519705,-0.001699173,-0.008291766,0,8,0.22132233,0.1013731,0.036641914,0.16952968,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2,2003,eora,0.006683631,0.021240433,0.047768059,-0.001544506,-0.00548626,-0.011551806,0,8,0.08035057,0.102058254,0.037327062,0.16795917,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2,2004,eora,0.005288953,0.018565168,0.04077227,-0.001394678,-0.002675265,-0.006995789,0,8,0.024951186,0.10258139,0.037850205,0.17561467,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2,2005,eora,0.004973675,0.016713328,0.038519858,-0.000315278,-0.00185184,-0.002252412,1,8,0.10609096,0.103065826,0.038334638,0.18637902,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2,2006,eora,0.003549256,0.014169527,0.031367432,-0.001424419,-0.002543801,-0.007152426,,8,0.042711347,0.10343579,0.038704608,0.15531127,,0.041835755,0.007693,0.002717,0.006141,0,
AFG,2,2007,eora,0.005143731,0.012176209,0.036947989,0.001594475,-0.001993318,0.005580557,,8,0.091707274,0.10370045,0.038969267,0.16843173,,0.041835755,0.007693,0.002717,0.006141,0,
AFG,2,2008,eora,0.004783046,0.011893389,0.034746678,-0.000360685,-0.00028282,-0.002201311,,8,0.007227225,0.10396303,0.039231844,0.17586218,,0.041835755,0.007693,0.002717,0.006141,0,
AFG,6,1990,eora,0.00078266,0.00226157,0.013608362,,,,,7,-0.055807926,0.09593515,0.031203961,0.16638204,0.001,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,6,1991,eora,0.001032623,0.002318188,0.016507953,0.000249963,5.66E-05,0.002899591,,7,-0.005721076,0.09607233,0.031341143,0.15959682,0.001,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,6,1992,eora,0.001353524,0.002595502,0.020333412,0.000320901,0.000277314,0.003825459,,7,-0.07953044,0.09700019,0.032269005,0.17415069,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,6,1993,eora,0.001682429,0.003162026,0.024204137,0.000328905,0.000566524,0.003870725,,7,-0.13935366,0.09818561,0.033454414,0.16921195,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,6,1994,eora,0.002254119,0.004089068,0.031317647,0.00057169,0.000927042,0.00711351,,7,-0.10450654,0.09898508,0.0342539,0.17487785,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,6,1995,eora,0.002195786,0.003490971,0.02837496,-5.83E-05,-0.000598097,-0.002942687,,7,0.20266731,0.09946618,0.03473499,0.16840482,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,6,1996,eora,0.002341259,0.004229431,0.030200899,0.000145473,0.00073846,0.001825939,,7,0.02664417,0.09978592,0.03505473,0.15807389,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,6,1997,eora,0.002602234,0.005346766,0.034238582,0.000260975,0.001117335,0.004037683,,7,0.028209182,0.10009082,0.03535963,0.16461685,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,6,1998,eora,0.002453629,0.006191806,0.033475514,-0.000148605,0.00084504,-0.000763068,,7,0.028261118,0.10039452,0.03566333,0.16525303,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,6,1999,eora,0.002752756,0.006550565,0.037322313,0.000299127,0.000358759,0.003846799,,7,0.02707857,0.10070955,0.03597836,0.17285785,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,6,2000,eora,0.002647149,0.006531885,0.038449498,-0.000105607,-1.87E-05,0.001127185,,8,-0.010547614,0.10081559,0.036084395,0.16520521,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,6,2001,eora,0.002676438,0.005160148,0.032393833,2.93E-05,-0.001371737,-0.006055665,,8,-0.103735685,0.10085701,0.036125824,0.16047455,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,6,2002,eora,0.002216618,0.004779135,0.029038135,-0.00045982,-0.000381013,-0.003355698,0,8,0.22132233,0.1013731,0.036641914,0.16952968,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,6,2003,eora,0.002923946,0.004609937,0.033244042,0.000707328,-0.000169198,0.004205907,0,8,0.08035057,0.102058254,0.037327062,0.16795917,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,6,2004,eora,0.003061423,0.004253544,0.03445512,0.000137477,-0.000356393,0.001211078,0,8,0.024951186,0.10258139,0.037850205,0.17561467,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,6,2005,eora,0.002893791,0.003952711,0.032969686,-0.000167632,-0.000300833,-0.001485434,1,8,0.10609096,0.103065826,0.038334638,0.18637902,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,6,2006,eora,0.00278755,0.003781294,0.03334143,-0.000106241,-0.000171417,0.000371744,,8,0.042711347,0.10343579,0.038704608,0.15531127,,0.041835755,0.007693,0.002717,0.006141,0,
AFG,6,2007,eora,0.002795483,0.003208452,0.031122319,7.93E-06,-0.000572842,-0.002219111,,8,0.091707274,0.10370045,0.038969267,0.16843173,,0.041835755,0.007693,0.002717,0.006141,0,
AFG,6,2008,eora,0.00246971,0.003599719,0.027986263,-0.000325773,0.000391267,-0.003136056,,8,0.007227225,0.10396303,0.039231844,0.17586218,,0.041835755,0.007693,0.002717,0.006141,0,
AFG,10,1990,eora,0.010440297,0.000993411,0.015318419,,,,,7,-0.055807926,0.09593515,0.031203961,0.16638204,0.001,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,10,1991,eora,0.014097591,0.000983167,0.019305732,0.003657294,-1.02E-05,0.003987313,,7,-0.005721076,0.09607233,0.031341143,0.15959682,0.001,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,10,1992,eora,0.017924802,0.001035886,0.023328428,0.003827211,5.27E-05,0.004022696,,7,-0.07953044,0.09700019,0.032269005,0.17415069,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,10,1993,eora,0.02144432,0.001254661,0.027435484,0.003519518,0.000218775,0.004107056,,7,-0.13935366,0.09818561,0.033454414,0.16921195,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,10,1994,eora,0.027254975,0.001536391,0.033698997,0.005810655,0.00028173,0.006263513,,7,-0.10450654,0.09898508,0.0342539,0.17487785,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
