country,t,outp
ETH,1990,660.6336444
ETH,1991,755.0566385
ETH,1992,616.4431451
ETH,1993,444.5036451
ETH,1994,22.42809359
ETH,1995,25.98207269
ETH,1996,25.27544848
ETH,1997,26.03149801
ETH,1998,22.53732636
ETH,1999,21.07956914
ETH,2000,22.04320226
ETH,2001,22.52938354
ETH,2002,23.09607072
ETH,2003,31.12318712
ETH,2004,44.0984328
ETH,2005,53.28883752
ETH,2006,68.24994048
ETH,2007,85.77340391
ETH,2008,110.3426089
FIN,1990,13645.56539
FIN,1991,12487.41809
FIN,1992,11338.39379
FIN,1993,9261.572231
FIN,1994,10632.85298
FIN,1995,13703.89049
FIN,1996,13489.62363
FIN,1997,12940.31698
FIN,1998,13647.11295
FIN,1999,13704.11148
FIN,2000,13059.45457
FIN,2001,13280.52827
FIN,2002,14363.81425
FIN,2003,17430.31987
FIN,2004,20228.42873
FIN,2005,21135.2055
FIN,2006,23078.37265
FIN,2007,27505.22235
FIN,2008,30943.1173
FJI,1990,158.7199044
FJI,1991,160.9459976
FJI,1992,176.5873402
FJI,1993,187.5444504
FJI,1994,211.6856941
FJI,1995,230.3882438
FJI,1996,241.6444959
FJI,1997,233.0777122
FJI,1998,182.1978351
FJI,1999,213.9389437
FJI,2000,179.0266558
FJI,2001,184.4814401
FJI,2002,201.6324005
FJI,2003,264.3159394
FJI,2004,325.540272
FJI,2005,352.0431154
FJI,2006,385.1789703
FJI,2007,423.8927679
FJI,2008,455.0333813
GAB,1990,597.8008059
GAB,1991,580.4774007
GAB,1992,618.5743474
GAB,1993,595.5001002
GAB,1994,474.3521163
GAB,1995,557.234034
GAB,1996,621.2736236
GAB,1997,587.2056419
GAB,1998,513.7805327
GAB,1999,531.0338127
GAB,2000,555.6879031
GAB,2001,525.5140771
GAB,2002,545.3198201
GAB,2003,694.6759322
GAB,2004,841.6584505
GAB,2005,1010.856711
GAB,2006,1139.796739
GAB,2007,1359.449031
GAB,2008,1766.913932
GBR,1990,94574.18744
GBR,1991,97350.21286
GBR,1992,102288.6345
GBR,1993,96784.04415
GBR,1994,105950.208
GBR,1995,118491.6552
GBR,1996,126389.6433
GBR,1997,139933.136
GBR,1998,146736.7795
GBR,1999,151633.4797
GBR,2000,155233.3854
GBR,2001,153468.5211
GBR,2002,161369.4878
GBR,2003,181120.2707
GBR,2004,213585.1723
GBR,2005,230282.7712
GBR,2006,254782.7975
GBR,2007,287909.3895
GBR,2008,290555.2058
GEO,1990,1876.725096
GEO,1991,1492.637092
GEO,1992,1016.477216
GEO,1993,716.884486
GEO,1994,753.7052325
GEO,1995,422.435286
GEO,1996,500.9856181
GEO,1997,570.78241
GEO,1998,570.4848878
GEO,1999,444.5558236
GEO,2000,473.120424
GEO,2001,511.2572972
GEO,2002,541.3574458
GEO,2003,633.385808
GEO,2004,818.8632727
GEO,2005,1018.32418
GEO,2006,1250.324659
GEO,2007,1581.04192
GEO,2008,1883.713836
GHA,1990,639.4930603
GHA,1991,707.0465497
GHA,1992,701.8501764
GHA,1993,613.0783375
GHA,1994,555.2305949
GHA,1995,647.796273
GHA,1996,691.7231276
GHA,1997,674.5841407
GHA,1998,780.0237463
GHA,1999,809.1701559
GHA,2000,553.1310206
GHA,2001,577.854553
GHA,2002,672.3517932
GHA,2003,804.2915281
GHA,2004,960.1768236
GHA,2005,1168.001296
GHA,2006,1383.647867
GHA,2007,1690.650361
GHA,2008,1977.491787
GIN,1990,279.6266951
GIN,1991,293.4488425
GIN,1992,324.7055853
GIN,1993,319.6168101
GIN,1994,337.223392
GIN,1995,381.8706599
GIN,1996,387.6893892
GIN,1997,376.6631885
GIN,1998,344.6489242
GIN,1999,337.3434391
GIN,2000,289.4984846
GIN,2001,297.4838998
GIN,2002,299.1374893
GIN,2003,321.0936077
GIN,2004,345.7403628
GIN,2005,296.486608
GIN,2006,324.974326
GIN,2007,453.6133981
GIN,2008,531.7891425
GMB,1990,53.20717299
GMB,1991,51.96964172
GMB,1992,54.82728493
GMB,1993,58.92733093
GMB,1994,58.59173716
GMB,1995,62.45302805
GMB,1996,67.00680018
GMB,1997,62.19192811
GMB,1998,65.03712147
GMB,1999,62.38608912
GMB,2000,61.89122115
GMB,2001,52.2990807
GMB,2002,41.20122939
GMB,2003,39.79738272
GMB,2004,47.80168598
GMB,2005,52.8292508
GMB,2006,57.54801944
GMB,2007,71.75870518
GMB,2008,86.13747732
GRC,1990,6922.303173
GRC,1991,7401.742478
GRC,1992,8253.74523
GRC,1993,7783.663218
GRC,1994,8312.222349
GRC,1995,9806.545534
GRC,1996,10347.51298
GRC,1997,10073.06263
GRC,1998,10142.24511
GRC,1999,10425.27631
GRC,2000,9048.627311
GRC,2001,9801.76218
GRC,2002,10985.16654
GRC,2003,14465.434
GRC,2004,17257.89815
GRC,2005,18186.41519
GRC,2006,20035.58311
GRC,2007,23542.75722
GRC,2008,26685.35505
GRL,1990,204.224701
GRL,1991,202.0414057
GRL,1992,210.5001699
GRL,1993,214.6702279
GRL,1994,233.4414169
GRL,1995,277.1617531
GRL,1996,275.6134166
GRL,1997,243.4349358
GRL,1998,257.960305
GRL,1999,254.0147294
GRL,2000,237.1649601
GRL,2001,238.8198651
GRL,2002,263.0407816
GRL,2003,324.9070171
GRL,2004,219.9259006
GRL,2005,292.3927713
GRL,2006,368.175623
GRL,2007,444.8505286
GRL,2008,549.6356461
GTM,1990,632.6702975
GTM,1991,768.3838164
GTM,1992,866.3728869
GTM,1993,940.3846595
GTM,1994,1074.375618
GTM,1995,1213.689271
GTM,1996,1282.660103
GTM,1997,1421.189215
GTM,1998,1546.798502
GTM,1999,1479.515917
GTM,2000,1539.454911
GTM,2001,1508.95635
GTM,2002,1628.148094
GTM,2003,1698.739506
GTM,2004,1904.146546
GTM,2005,2159.319036
GTM,2006,2433.263576
GTM,2007,2761.285466
GTM,2008,3173.795067
GUY,1990,6193.352354
GUY,1991,5333.510643
GUY,1992,5727.365663
GUY,1993,7158.934358
GUY,1994,8316.938136
GUY,1995,9413.743654
GUY,1996,10568.74545
GUY,1997,11082.25264
GUY,1998,10672.16796
GUY,1999,10181.33225
GUY,2000,10847.36119
GUY,2001,11047.63541
GUY,2002,11038.28465
GUY,2003,11527.74777
GUY,2004,12863.95519
GUY,2005,14677.99551
GUY,2006,16305.70427
GUY,2007,20271.72591
GUY,2008,22902.7058
HKG,1990,7314.082867
HKG,1991,8511.299104
HKG,1992,9991.191313
HKG,1993,11503.62207
HKG,1994,13161.96743
HKG,1995,14167.4752
HKG,1996,15423.19077
HKG,1997,17054.54543
HKG,1998,16216.15773
HKG,1999,15771.26312
HKG,2000,15847.07124
HKG,2001,16158.46585
HKG,2002,15804.82803
HKG,2003,15789.8811
HKG,2004,17015.99767
HKG,2005,18227.48527
HKG,2006,19989.67782
HKG,2007,22257.93165
HKG,2008,23583.65406
HND,1990,326.5519222
HND,1991,331.4637131
HND,1992,367.2207512
HND,1993,376.7617756
HND,1994,378.5335243
HND,1995,437.7139739
HND,1996,453.0791862
HND,1997,521.3057675
HND,1998,586.9414634
HND,1999,606.5994716
HND,2000,669.5927209
HND,2001,699.2152881
HND,2002,717.152382
HND,2003,746.8001579
HND,2004,844.2118999
HND,2005,939.4376605
HND,2006,1066.552929
HND,2007,1212.913901
HND,2008,1372.877128
HRV,1990,1382.133484
HRV,1991,1167.101841
HRV,1992,942.9595552
HRV,1993,1012.161206
HRV,1994,1313.775684
HRV,1995,1721.846446
HRV,1996,1792.273311
HRV,1997,1864.988777
HRV,1998,2050.058845
HRV,1999,1899.941534
HRV,2000,1812.166499
HRV,2001,1918.868363
HRV,2002,2185.408505
HRV,2003,2814.023238
HRV,2004,3407.718536
HRV,2005,3724.534164
HRV,2006,4150.950638
HRV,2007,4945.655751
HRV,2008,5761.221083
HTI,1990,218.6629396
HTI,1991,205.6102531
HTI,1992,135.9123247
HTI,1993,140.4226406
HTI,1994,178.6765841
HTI,1995,211.9341401
HTI,1996,239.687261
HTI,1997,254.0472592
HTI,1998,289.7179087
HTI,1999,315.3747414
HTI,2000,279.2763363
HTI,2001,280.5035607
HTI,2002,258.1344902
HTI,2003,241.9512891
HTI,2004,317.4580618
HTI,2005,361.0145818
HTI,2006,431.3837134
HTI,2007,518.5727853
HTI,2008,565.5882138
HUN,1990,3308.383939
HUN,1991,3212.725179
HUN,1992,3616.931185
HUN,1993,3729.309095
HUN,1994,3984.799045
HUN,1995,4315.059306
HUN,1996,4322.849784
HUN,1997,4375.944791
HUN,1998,4548.382481
HUN,1999,4639.044614
HUN,2000,4609.292119
HUN,2001,5162.30197
HUN,2002,6326.548759
HUN,2003,8028.267941
HUN,2004,9795.61307
HUN,2005,10652.78672
HUN,2006,11282.23975
HUN,2007,13773.88867
HUN,2008,15769.19334
IDN,1990,10578.40429
IDN,1991,13812.09237
IDN,1992,15203.13312
IDN,1993,17255.74787
IDN,1994,19526.59929
IDN,1995,22651.05104
IDN,1996,21386.62515
IDN,1997,20386.17397
IDN,1998,10251.07529
IDN,1999,14451.66571
IDN,2000,15442.78747
IDN,2001,15126.03418
IDN,2002,18142.88932
IDN,2003,21889.32785
IDN,2004,24588.65055
IDN,2005,27337.20535
IDN,2006,34527.6835
IDN,2007,40936.33664
IDN,2008,48486.45007
IND,1990,57049.2579
IND,1991,50592.33002
IND,1992,50928.36479
IND,1993,52045.53807
IND,1994,53206.56004
IND,1995,60253.20834
IND,1996,63525.94334
IND,1997,68865.84736
IND,1998,72291.92647
IND,1999,73568.50273
IND,2000,76899.26739
IND,2001,78284.15669
IND,2002,80521.75334
IND,2003,118618.2192
IND,2004,136957.9358
IND,2005,159684.864
IND,2006,196297.9578
IND,2007,252523.8796
IND,2008,272583.1647
IRL,1990,3892.416098
IRL,1991,3957.726572
IRL,1992,4495.636855
IRL,1993,4213.276229
IRL,1994,4628.483031
IRL,1995,5632.730811
IRL,1996,6133.664927
IRL,1997,6724.26368
IRL,1998,7330.18695
IRL,1999,8018.762095
IRL,2000,8245.688991
IRL,2001,8726.775635
IRL,2002,9892.461455
IRL,2003,12613.19935
IRL,2004,15050.3267
IRL,2005,16361.00858
IRL,2006,18282.22316
IRL,2007,21508.44914
IRL,2008,22617.01484
IRN,1990,17456.94638
IRN,1991,17669.3147
IRN,1992,17749.07829
IRN,1993,19518.73681
IRN,1994,19728.38657
IRN,1995,19928.4775
IRN,1996,20567.02983
IRN,1997,19172.00254
IRN,1998,18900.16708
IRN,1999,19531.24743
IRN,2000,17753.20667
IRN,2001,21418.47279
IRN,2002,26309.11973
IRN,2003,27503.12
IRN,2004,33908.75595
IRN,2005,41019.7237
IRN,2006,48657.6448
IRN,2007,61051.93946
IRN,2008,71333.16783
IRQ,1990,1520.2654
IRQ,1991,524.8961288
IRQ,1992,597.9865481
IRQ,1993,432.398505
IRQ,1994,368.3432785
IRQ,1995,339.6399529
IRQ,1996,610.8736544
IRQ,1997,699.7131157
IRQ,1998,850.8626526
IRQ,1999,1274.72512
IRQ,2000,1517.835195
IRQ,2001,1529.797699
IRQ,2002,1565.505529
IRQ,2003,1626.447985
IRQ,2004,2391.419769
IRQ,2005,3127.251145
IRQ,2006,4184.389398
IRQ,2007,5834.688311
IRQ,2008,7533.54727
ISL,1990,536.8047139
ISL,1991,573.4135144
ISL,1992,595.597463
ISL,1993,532.9549415
ISL,1994,556.3198875
ISL,1995,632.481485
ISL,1996,671.6566058
ISL,1997,659.7649021
ISL,1998,711.1891883
ISL,1999,757.8743467
ISL,2000,808.8172071
ISL,2001,718.2200355
ISL,2002,808.8237367
ISL,2003,1063.54215
ISL,2004,1360.578768
ISL,2005,1726.815965
ISL,2006,1813.979038
ISL,2007,2232.680763
ISL,2008,1918.237839
ISR,1990,5066.584985
ISR,1991,5582.518002
ISR,1992,6264.34913
ISR,1993,6354.479404
ISR,1994,7197.026776
ISR,1995,8267.623732
ISR,1996,9549.534337
ISR,1997,9841.083687
ISR,1998,9964.168791
ISR,1999,10135.20531
ISR,2000,10890.95604
ISR,2001,11247.78186
ISR,2002,10492.53548
ISR,2003,11253.09457
ISR,2004,13223.75707
ISR,2005,14210.48318
ISR,2006,15607.71795
ISR,2007,17963.47645
ISR,2008,21621.4893
ITA,1990,126394.4646
ITA,1991,133216.8587
ITA,1992,141734.5554
ITA,1993,115112.8837
ITA,1994,119210.5917
ITA,1995,127650.2789
ITA,1996,142396.6601
ITA,1997,135241.5401
ITA,1998,138830.3089
ITA,1999,137133.1785
ITA,2000,125675.5429
ITA,2001,128300.786
ITA,2002,139234.9892
ITA,2003,172479.0755
ITA,2004,198810.8593
ITA,2005,205415.2639
ITA,2006,217707.5181
ITA,2007,248572.456
ITA,2008,271484.454
JAM,1990,458.7120731
JAM,1991,409.7915091
JAM,1992,415.4695086
JAM,1993,522.0220245
JAM,1994,534.1251955
JAM,1995,644.9535815
JAM,1996,710.4412445
JAM,1997,791.9592722
JAM,1998,829.5657421
JAM,1999,825.5775093
JAM,2000,814.916356
JAM,2001,866.7699535
JAM,2002,956.0362553
JAM,2003,968.6277698
JAM,2004,1065.768802
JAM,2005,1182.228088
JAM,2006,1285.461528
JAM,2007,1399.241426
JAM,2008,1548.490401
JOR,1990,382.4239117
JOR,1991,365.9746251
JOR,1992,456.7300933
JOR,1993,478.1654371
JOR,1994,536.7771857
JOR,1995,586.3057643
JOR,1996,613.8898779
JOR,1997,620.9430133
JOR,1998,652.8666111
JOR,1999,667.6855559
JOR,2000,706.952196
JOR,2001,758.6642473
JOR,2002,813.2345591
JOR,2003,898.9831976
JOR,2004,1083.263472
JOR,2005,1276.600435
JOR,2006,1614.758254
JOR,2007,1933.556321
JOR,2008,2489.723455
JPN,1990,241633.2167
JPN,1991,268392.1741
JPN,1992,289495.6586
JPN,1993,328961.2101
JPN,1994,360751.8451
JPN,1995,421703.3069
JPN,1996,364897.5641
JPN,1997,324628.4102
JPN,1998,299002.9799
JPN,1999,342042.9672
JPN,2000,424785.3704
JPN,2001,377421.2992
JPN,2002,362630.0827
JPN,2003,393287.6988
JPN,2004,358891.8576
JPN,2005,357855.5354
JPN,2006,351156.3762
JPN,2007,352866.7528
JPN,2008,413497.6137
KAZ,1990,4294.372139
KAZ,1991,3105721.621
KAZ,1992,600253.246
KAZ,1993,3742.611551
KAZ,1994,3682.023582
KAZ,1995,3821.073607
KAZ,1996,3871.816456
KAZ,1997,4453.357032
KAZ,1998,4555.839827
KAZ,1999,3485.609751
KAZ,2000,2956.375116
KAZ,2001,4276.294076
KAZ,2002,4952.579274
KAZ,2003,6318.488291
KAZ,2004,8715.198311
KAZ,2005,11155.38981
KAZ,2006,15264.64813
KAZ,2007,19281.9979
KAZ,2008,23053.95826
KEN,1990,1809.545509
KEN,1991,1713.120234
KEN,1992,1711.370532
KEN,1993,1191.250432
KEN,1994,1512.459154
KEN,1995,1983.823655
KEN,1996,2016.28379
KEN,1997,2203.556673
KEN,1998,2404.252811
KEN,1999,2198.575391
KEN,2000,2158.064618
KEN,2001,2242.36211
KEN,2002,2257.236363
KEN,2003,2713.031273
KEN,2004,2917.25198
KEN,2005,3395.051921
KEN,2006,4093.574636
KEN,2007,4965.532223
KEN,2008,5560.520353
KGZ,1990,238.5317326
KGZ,1991,205.2099407
KGZ,1992,172.6249161
KGZ,1993,157.7812338
KGZ,1994,133.2655225
KGZ,1995,133.7837756
KGZ,1996,165.1718119
KGZ,1997,157.5498653
KGZ,1998,149.7608207
KGZ,1999,116.3917233
KGZ,2000,123.7771933
KGZ,2001,127.1413353
KGZ,2002,135.8521028
KGZ,2003,169.7283101
KGZ,2004,200.7098551
KGZ,2005,224.6376514
KGZ,2006,278.3165538
KGZ,2007,378.2349527
KGZ,2008,518.7477692
KHM,1990,141.4884291
KHM,1991,181.2547405
KHM,1992,194.9550667
KHM,1993,217.9955768
KHM,1994,242.0860796
KHM,1995,297.1187732
KHM,1996,317.0083268
KHM,1997,312.5220691
KHM,1998,288.6890417
KHM,1999,324.9704165
KHM,2000,340.0038007
KHM,2001,371.9418804
KHM,2002,399.8023354
KHM,2003,443.9121873
KHM,2004,527.4123442
KHM,2005,620.3892495
KHM,2006,731.0761032
KHM,2007,855.7483045
KHM,2008,1022.443825
KOR,1990,21294.2486
KOR,1991,25675.36919
KOR,1992,27135.66352
KOR,1993,28504.48109
KOR,1994,34696.11226
KOR,1995,41402.07595
KOR,1996,47003.52225
KOR,1997,44335.76268
KOR,1998,31215.85238
KOR,1999,38586.35594
KOR,2000,43546.73698
KOR,2001,42912.79363
KOR,2002,48387.1514
KOR,2003,56318.81242
KOR,2004,67523.96477
KOR,2005,67655.32194
KOR,2006,99617.50231
KOR,2007,115912.4574
KOR,2008,114109.1424
KWT,1990,1551.546079
KWT,1991,1784.43209
KWT,1992,1696.314504
KWT,1993,1849.555958
KWT,1994,1901.221114
KWT,1995,2123.20491
KWT,1996,2379.139235
KWT,1997,2324.222408
KWT,1998,2061.148928
KWT,1999,2270.38823
KWT,2000,2507.669225
KWT,2001,2742.04053
KWT,2002,3253.985735
KWT,2003,4223.886226
KWT,2004,5421.314886
KWT,2005,7578.838603
KWT,2006,9680.701479
KWT,2007,13085.14107
KWT,2008,17299.92075
LAO,1990,60.15932839
LAO,1991,71.96271477
LAO,1992,81.08173715
LAO,1993,92.61824708
LAO,1994,110.2161619
LAO,1995,128.3295399
LAO,1996,136.5845015
LAO,1997,128.5323422
LAO,1998,98.34645093
LAO,1999,108.825189
LAO,2000,130.4300847
LAO,2001,131.1485647
LAO,2002,120.3961568
LAO,2003,132.554197
LAO,2004,154.9090407
LAO,2005,181.3405527
LAO,2006,235.78308
LAO,2007,280.0157406
LAO,2008,352.9127912
LBN,1990,212.3544538
LBN,1991,294.1472612
LBN,1992,355.8443098
LBN,1993,482.7208981
LBN,1994,574.8528844
LBN,1995,701.3768905
LBN,1996,822.64027
LBN,1997,920.6722759
LBN,1998,987.6891963
LBN,1999,1015.668794
LBN,2000,1018.802591
LBN,2001,1050.080626
LBN,2002,1131.637202
LBN,2003,1254.162736
LBN,2004,1422.77533
LBN,2005,1492.329743
LBN,2006,1587.942231
LBN,2007,1800.125191
LBN,2008,2199.405184
LBR,1990,84.07565698
LBR,1991,65.76267848
LBR,1992,58.50585409
LBR,1993,46.03559881
LBR,1994,41.58402683
LBR,1995,45.00855437
LBR,1996,52.20373703
LBR,1997,73.82638482
LBR,1998,84.35491918
LBR,1999,94.12028934
LBR,2000,86.50578759
LBR,2001,87.07629669
LBR,2002,88.58270644
LBR,2003,92.52977917
LBR,2004,119.5447634
LBR,2005,137.3625724
LBR,2006,159.4365219
LBR,2007,200.9714357
LBR,2008,228.8199646
LBY,1990,2759.815758
LBY,1991,3072.063104
LBY,1992,3252.74817
LBY,1993,2951.169996
LBY,1994,2754.613972
LBY,1995,2600.529456
LBY,1996,2843.824433
LBY,1997,2978.314089
LBY,1998,2708.02293
LBY,1999,3022.160016
LBY,2000,3382.498398
LBY,2001,3070.377786
LBY,2002,2196.171927
LBY,2003,2716.918508
LBY,2004,3510.384312
LBY,2005,4651.552894
LBY,2006,5718.856713
LBY,2007,6627.069853
LBY,2008,8496.855173
LIE,1990,134.6186329
LIE,1991,140.8017835
LIE,1992,154.7759789
LIE,1993,157.9758315
LIE,1994,183.6126553
LIE,1995,227.7550133
LIE,1996,233.2581021
LIE,1997,210.0450633
LIE,1998,226.9929817
LIE,1999,246.422266
LIE,2000,229.7719027
LIE,2001,242.6723702
LIE,2002,257.4393123
LIE,2003,299.8471613
LIE,2004,351.4094062
LIE,2005,378.4620392
LIE,2006,415.7337572
LIE,2007,485.7357257
LIE,2008,536.143354
LKA,1990,656.9482766
LKA,1991,717.5725208
LKA,1992,798.6065908
LKA,1993,814.9907223
LKA,1994,905.4549499
LKA,1995,1042.566172
LKA,1996,1118.180406
LKA,1997,1230.789955
LKA,1998,1343.558227
LKA,1999,1308.485449
LKA,2000,1334.751087
LKA,2001,1337.501905
LKA,2002,1447.61526
LKA,2003,1651.889546
LKA,2004,1921.582496
LKA,2005,2301.131394
LKA,2006,2799.979339
LKA,2007,2840.609301
LKA,2008,4261.872945
LSO,1990,50.49536999
LSO,1991,55.8115348
LSO,1992,61.61939102
LSO,1993,59.903918
LSO,1994,60.30641903
LSO,1995,67.62869731
LSO,1996,63.78472852
LSO,1997,70.59241732
LSO,1998,68.33625001
LSO,1999,66.35588532
LSO,2000,67.45825707
LSO,2001,58.81385776
LSO,2002,58.4769592
LSO,2003,81.90665472
LSO,2004,100.4863736
LSO,2005,110.0891801
LSO,2006,116.730211
LSO,2007,131.5295545
LSO,2008,139.2159832
LTU,1990,1324.080859
LTU,1991,1154.18039
LTU,1992,894.1722218
LTU,1993,852.332914
LTU,1994,781.1056509
LTU,1995,832.3795625
LTU,1996,1030.405155
LTU,1997,1218.656555
LTU,1998,1337.646606
LTU,1999,1298.229272
LTU,2000,1340.414072
LTU,2001,1436.868508
LTU,2002,1665.565089
LTU,2003,2192.969111
LTU,2004,2684.152805
LTU,2005,3105.712686
LTU,2006,3654.941174
LTU,2007,4731.712403
LTU,2008,5803.265654
LUX,1990,894.5890615
LUX,1991,944.7490649
LUX,1992,1050.718637
LUX,1993,1036.663284
LUX,1994,1166.900773
LUX,1995,1369.631759
LUX,1996,1398.22701
LUX,1997,1351.981229
LUX,1998,1500.014655
LUX,1999,1626.366329
LUX,2000,1639.140657
LUX,2001,1781.212202
LUX,2002,1932.079745
LUX,2003,2411.802653
LUX,2004,3028.95205
LUX,2005,3303.601679
LUX,2006,3746.624866
LUX,2007,4312.061872
LUX,2008,4983.954451
LVA,1990,1546.455629
LVA,1991,1291.486331
LVA,1992,925.9883301
LVA,1993,866.69216
LVA,1994,892.4837947
LVA,1995,936.1315959
LVA,1996,1044.001021
LVA,1997,1231.966702
LVA,1998,1334.628696
LVA,1999,1418.657251
LVA,2000,1459.285723
LVA,2001,1593.313296
LVA,2002,1779.047492
LVA,2003,2159.947327
LVA,2004,2684.264531
LVA,2005,3121.809813
LVA,2006,3905.508848
LVA,2007,5547.470614
LVA,2008,6523.248702
MAC,1990,188.8943604
MAC,1991,216.5088918
MAC,1992,269.0490239
MAC,1993,311.0557603
MAC,1994,362.0931689
MAC,1995,429.0446459
MAC,1996,486.1437249
MAC,1997,501.4108458
MAC,1998,494.4968631
MAC,1999,500.9183978
MAC,2000,518.141478
MAC,2001,524.8103856
MAC,2002,550.1973922
MAC,2003,618.797419
MAC,2004,780.1230559
MAC,2005,865.4433309
MAC,2006,1034.546075
MAC,2007,1257.523863
MAC,2008,1427.13029
MAR,1990,1933.264263
MAR,1991,2076.09962
MAR,1992,2148.430265
MAR,1993,2022.877967
MAR,1994,2301.878525
MAR,1995,2528.290186
MAR,1996,2753.091648
MAR,1997,2509.925392
MAR,1998,2698.603108
MAR,1999,2724.715423
MAR,2000,2708.797003
MAR,2001,2719.338666
MAR,2002,2870.410385
MAR,2003,3468.171014
MAR,2004,4003.310988
MAR,2005,4239.372428
MAR,2006,4737.004189
MAR,2007,5491.722724
MAR,2008,6488.368485
MCO,1990,183.6438993
MCO,1991,183.1251223
MCO,1992,201.606586
MCO,1993,191.7515096
MCO,1994,200.6905876
MCO,1995,228.9169486
MCO,1996,227.5892579
MCO,1997,203.2475994
MCO,1998,209.6160667
MCO,1999,206.7931813
MCO,2000,186.5511554
MCO,2001,190.7841749
MCO,2002,206.7057428
MCO,2003,257.0870969
MCO,2004,298.30425
MCO,2005,311.3046874
MCO,2006,341.8749147
MCO,2007,438.859986
MCO,2008,487.7692408
MDA,1990,2.419625283
MDA,1991,1.705916397
MDA,1992,1.659633486
MDA,1993,1.64515503
MDA,1994,1.629308916
MDA,1995,1.763606689
MDA,1996,1.986241613
MDA,1997,2.155294896
MDA,1998,2.379206999
MDA,1999,2.194240924
MDA,2000,4.457001704
MDA,2001,2.104105233
MDA,2002,2.247036327
MDA,2003,1.974601884
MDA,2004,1.902156967
MDA,2005,2.214664788
MDA,2006,2.010014979
MDA,2007,2.584134189
MDA,2008,3.486477512
MDG,1990,327.9139258
MDG,1991,290.3719357
MDG,1992,318.5274298
MDG,1993,352.9589841
MDG,1994,323.2644622
MDG,1995,343.5498125
MDG,1996,408.7151644
MDG,1997,357.324684
MDG,1998,365.9442941
MDG,1999,367.8965941
MDG,2000,378.1288765
MDG,2001,442.0721215
MDG,2002,419.6856282
MDG,2003,549.8902397
MDG,2004,486.9585471
MDG,2005,553.7683198
MDG,2006,620.5816249
MDG,2007,823.3083217
MDG,2008,1032.465571
MDV,1990,29.39657073
MDV,1991,32.93423482
MDV,1992,37.87744448
MDV,1993,41.77688215
MDV,1994,45.14610254
MDV,1995,53.85940865
MDV,1996,58.79280448
MDV,1997,62.92500845
MDV,1998,59.20564507
MDV,1999,64.55080653
MDV,2000,68.35114603
MDV,2001,68.94642001
MDV,2002,71.08809772
MDV,2003,82.58652793
MDV,2004,99.77524071
MDV,2005,95.74671785
MDV,2006,120.6159489
MDV,2007,144.806945
MDV,2008,180.064333
MEX,1990,31662.80079
MEX,1991,37837.63755
MEX,1992,44251.15403
MEX,1993,49324.39901
MEX,1994,51655.66915
MEX,1995,35277.71061
MEX,1996,39849.53931
MEX,1997,47854.24497
MEX,1998,52079.77347
MEX,1999,59279.01812
MEX,2000,70330.46158
MEX,2001,76983.03781
MEX,2002,79582.77087
MEX,2003,77373.74823
MEX,2004,83935.31982
MEX,2005,94021.30142
MEX,2006,105941.7979
MEX,2007,115797.4542
MEX,2008,123279.2746
MKD,1990,286.3376843
MKD,1991,244.7827085
MKD,1992,284.7310395
MKD,1993,318.8137888
MKD,1994,389.0633319
MKD,1995,498.4201869
MKD,1996,485.9478827
MKD,1997,459.038171
MKD,1998,447.1346774
MKD,1999,454.5580173
MKD,2000,487.1055384
MKD,2001,491.9299535
MKD,2002,540.0759549
MKD,2003,648.980832
MKD,2004,772.9457768
MKD,2005,836.4300495
MKD,2006,945.907567
MKD,2007,1205.319132
MKD,2008,1496.859286
MLI,1990,247.1068743
MLI,1991,245.9075189
MLI,1992,272.3078301
MLI,1993,271.302627
MLI,1994,187.3209608
MLI,1995,257.336707
MLI,1996,268.5051746
MLI,1997,241.2227155
MLI,1998,258.1147309
MLI,1999,260.1039927
MLI,2000,228.9537076
MLI,2001,262.9339872
MLI,2002,278.5327553
MLI,2003,374.2194306
MLI,2004,458.0242806
MLI,2005,507.0219439
MLI,2006,582.5650415
MLI,2007,685.436206
MLI,2008,820.0193484
MLT,1990,268.4685662
MLT,1991,293.7228962
MLT,1992,329.0951067
MLT,1993,300.4450942
MLT,1994,328.7268619
MLT,1995,392.8055928
MLT,1996,412.3408769
MLT,1997,414.9846907
MLT,1998,444.8438003
MLT,1999,459.9615146
MLT,2000,468.3208712
MLT,2001,462.2684131
MLT,2002,497.3645827
MLT,2003,581.4684498
MLT,2004,660.999693
MLT,2005,700.4629087
MLT,2006,784.241861
MLT,2007,922.8771038
MLT,2008,1069.288606
MMR,1990,572.734197
MMR,1991,608.7600499
MMR,1992,720.7164497
MMR,1993,875.1162175
MMR,1994,1155.663511
MMR,1995,1308.908182
MMR,1996,1096.485089
MMR,1997,511.9537901
MMR,1998,344.7311924
MMR,1999,383.000694
MMR,2000,456.1569657
MMR,2001,466.8132595
MMR,2002,634.1934492
MMR,2003,574.9800884
MMR,2004,609.8798325
MMR,2005,711.8745285
MMR,2006,859.9307551
MMR,2007,1143.539356
MMR,2008,1633.319369
MNG,1990,147.0749645
MNG,1991,137.1225504
MNG,1992,109.7479537
MNG,1993,110.5590825
MNG,1994,116.1710511
MNG,1995,125.4150796
MNG,1996,123.6745434
MNG,1997,116.0294499
MNG,1998,122.7170585
MNG,1999,119.5779828
MNG,2000,139.6381656
MNG,2001,158.3752611
MNG,2002,194.9607053
MNG,2003,233.2060875
MNG,2004,289.8300246
