country,sect,t,source,outp,outpd,outptt,gvco,gvcobp,gvcofp,gvcomix
ABW,6,1990,eora,,,,,,,
ABW,6,1991,eora,3.824599602185101,1.3004733492564107,1.4644396302749412,1.0596866226536998,0.03995007141769197,0.05213578149891321,0.9676007697370941
ABW,6,1992,eora,0.24385584168910057,-0.74577867337121,0.14844513438484874,0.84118938067546,-0.007105936379314948,-0.011625811947764103,0.8599211290025401
ABW,6,1993,eora,1.7395444878896988,1.3592223016794396,0.43154061721367043,-0.05121843100342005,-0.0012066581650370112,0.022231967809575093,-0.07224374064795835
ABW,6,1994,eora,3.9111783545208,2.161678999994151,1.1028219902476994,0.64667736427901,0.00888890371253298,0.07004295154910502,0.5677455090173718
ABW,6,1995,eora,1.9654946369009991,0.4025698417318395,0.7186809053050016,0.8442438898641118,0.05251835424551099,0.05779307247062798,0.7339324631479718
ABW,6,1996,eora,4.944375340354803,2.3988804848333594,1.6903084323456987,0.85518642317576,0.005559746716799041,0.10418758703670902,0.745439089422252
ABW,6,1997,eora,4.733887744768097,3.5238784067829005,1.1054323868057008,0.10457695117951893,-0.020216810449058042,0.07657425056894196,0.048219511059635956
ABW,6,1998,eora,6.938821928411201,6.037974833534401,0.8150193794668006,0.08582771540988965,-0.061260881457526006,0.492350382773363,-0.34526178590594814
ABW,6,1999,eora,2.9145561042075983,1.2338814007945977,1.0557749085505996,0.6248997948624702,0.013631192701150041,0.02900720655438105,0.58226139560694
ABW,6,2000,eora,3.7838154959374037,4.818730824370903,-0.29429383690250077,-0.7406214915309102,-0.033549970971337995,0.16324922605102188,-0.8703207466105942
ABW,6,2001,eora,4.177351635500997,1.0870700942816,1.730649067809999,1.3596324734092908,0.03624568010781998,-0.02716515602823999,1.3505519493297111
ABW,6,2002,eora,1.416051064376603,1.2203617561679998,0.17975251230640055,0.015936795902279144,0.012227769258107979,0.03754125032813005,-0.033832223683957885
ABW,6,2003,eora,1.206326609152697,-1.5532586427622022,1.3385672035553,1.42101804835956,0.06025326561474603,-0.11671035771663996,1.4774751404614541
ABW,6,2004,eora,5.891330492307702,0.7379178766477992,2.7314834219804993,2.4219291936794,0.06357938547123598,0.11757958162457993,2.240770226583578
ABW,6,2005,eora,4.46384173080299,0.7481016732923003,2.0091387055993017,1.7066013519114005,0.059320878726011994,0.11149856212760012,1.5357819110578
ABW,6,2006,eora,3.343301792640304,0.5346672973129003,1.2964432928740983,1.5121912024531987,0.112814963800702,-0.043351477477520106,1.44272771613001
ABW,6,2007,eora,5.661295128441395,1.5770303471866,2.6499061747772004,1.434358606477602,0.12480972883490904,-0.18715419205941797,1.496703069702109
ABW,6,2008,eora,4.601137057992503,-0.3621110558081,2.4113419643779004,2.5519061494227984,0.12320349183144996,0.004867341583018048,2.423835316008331
ABW,6,2009,eora,-7.7213714915803,-1.5971452244139996,-2.605700305820399,-3.5185259613460005,-0.09572224682584396,-0.277449274822992,-3.1453544396971598
ABW,6,2010,eora,0.8871620252502055,-2.879483209006299,1.3581550050990998,2.4084902291575006,0.131128909504169,0.03613163470285097,2.241229684950481
ABW,6,2011,eora,11.1779081030665,0.11444997882220065,4.808546615606602,6.254911508637701,0.291409134040687,0.16121010862129792,5.802292265975709
