country,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,avgs1,avgs2,avgs6,avgs10,avgs19
CUB,1992,-0.00302744,-0.005292721,-0.004633429,-0.001623377,-0.000998688,0.0,7,-0.14451665,0.09277251,0.04568983,0.17566155,0.0015,,0.005908,0.005059,,0.0,0.0,7.6e-05,7.6e-05,0.008693755,-0.15938255,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
CYM,1992,0.003457884,-0.046624619,0.001396877,0.031131468,0.004481085,0.0,7,,,,0.17566155,,,,,,,0.0,,,0.008693755,,,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
CYP,1992,0.011520006,0.000447171,0.013997231,0.010599595,0.004120299,0.0,7,,,,0.17415069,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,0.0,,,0.014553875,,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
CZE,1992,0.005532844,0.000392639,0.015144919,0.014371116,-0.000583905,,7,-0.0060823,0.09241422,0.04894039,0.17563812,,,0.003222,0.006591,0.003233,,,1.02e-05,1.02e-05,0.011710435,-0.027680626,,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
DEU,1992,-0.0015418,-0.002478954,-0.003579229,-0.0027943,-0.002206008,0.0,7,0.014477117,0.11297226,0.054415155,0.17563812,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0,7.64e-05,7.64e-05,0.011710435,-0.010301916,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
DJI,1992,-0.008585102,-0.117900721,-0.018980985,-0.015493064,-0.004110448,0.0,7,-0.02519667,0.059510488,0.028164245,0.1756522,0.0015,0.013609766,0.007962,0.000435,0.006558,0.0,0.0,0.000235178,0.000235178,0.008670673,-0.023069002,0.5,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
DNK,1992,-2.58e-05,-0.003254559,-0.000337207,-0.001936464,0.00043177,0.0,7,0.016394123,0.08550897,0.048038904,0.17563812,0.01,-0.095670156,0.000819,0.002333,0.001049,0.0,0.0,3.3e-05,3.3e-05,0.011710435,-0.005051162,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
DOM,1992,-0.006673508,-0.005770631,-0.00358437,-0.00370258,-0.00293269,0.0,7,0.044186145,0.08903815,0.050247286,0.17566155,0.008,0.027972814,0.004294,0.003118,0.000395,0.0,0.0,0.000187889,0.000187892,0.008693755,0.017383887,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
DZA,1992,-0.000269172,0.000606873,-0.002589457,0.000453758,-0.002154513,1.0,7,-0.007619336,0.10177265,0.024016786,0.1756522,0.0015,0.027536606,0.003394,9.1e-05,0.004427,0.0,1.0,0.000235215,0.000235219,0.008670673,-0.026250917,-0.625,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
ECU,1992,0.001936057,0.001794841,0.008481812,0.005889512,0.001238672,0.0,7,0.017814808,0.092642605,0.036408205,0.17566155,0.0095,0.03637586,0.00655,0.001417,0.001308,0.0,1.0,0.00011915,0.000119146,0.008693755,0.000531955,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
EGY,1992,0.003508525,-0.000101461,5.13e-06,-0.001202696,0.000355478,0.0,7,0.010997358,0.10991951,0.040887564,0.1756522,0.002,0.0,0.001836,0.001979,0.000237,0.0,0.0,0.000215292,0.000215299,0.008670673,-0.014044478,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
ERI,1992,0.000671301,0.004867159,-0.005154545,-0.003334474,-0.001033149,0.0,7,,,,0.1756522,,,0.006524,0.004253,0.00653,,0.0,,,0.008670673,,,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
ESP,1992,0.003781807,0.002775521,0.008507341,0.011344255,0.001730232,0.0,7,0.007045997,0.105853066,0.04371615,0.17563812,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,2.23e-05,2.23e-05,0.011710435,-0.019830102,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
EST,1992,0.085309939,0.080594323,0.098512821,0.064192489,0.093531974,0.0,7,-0.12367514,0.07332183,0.035660878,0.17563812,0.008,,0.005062,0.004985,0.004944,0.0,0.0,-0.000199683,-0.000199679,0.011710435,-0.16070375,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
ETH,1992,0.004054425,0.007618402,0.001005282,0.000976221,0.000738874,0.0,7,,,,0.1756522,0.005,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,0.008670673,,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
FIN,1992,0.014283222,0.003990147,0.030037174,0.020460701,0.011378158,0.0,7,-0.04330444,0.08525368,0.028067851,0.17563812,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,5.42e-05,5.42e-05,0.011710435,-0.07175967,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
FJI,1992,-0.00012623,-0.008215062,-0.01649155,-0.004975838,-0.002539803,0.0,7,,,,0.17583318,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,0.008852497,,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
GAB,1992,0.001735194,-0.000760885,0.012146729,0.001669371,0.001616497,0.0,7,-0.05843272,0.06894028,0.013423604,0.1756522,0.003,-0.026592601,0.00769,0.006674,0.007821,0.0,1.0,0.000266522,0.000266526,0.008670673,-0.06604162,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
GBR,1992,0.004701802,0.006056258,0.011639846,0.007480476,0.005501921,0.0,7,-0.001523422,0.10965891,0.054786492,0.17563812,0.01,-0.002231435,0.001211,0.006944,0.000532,0.01,0.0,3.47e-05,3.47e-05,0.011710435,-0.02063764,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
GEO,1992,0.001543643,0.026183309,0.001035467,0.000290695,0.009697266,,7,-0.44232595,0.0858584,0.043416396,0.17415069,0.007,0.041075896,0.004923,0.006543,0.004749,0.0,0.0,-0.000120401,-0.000120398,0.014553875,-0.44358423,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
GHA,1992,0.006409759,0.002180494,0.009627782,0.000974409,0.001466845,0.0,7,0.010565067,0.09699052,0.042568937,0.1756522,0.0045,-0.095670156,0.006733,0.007987,0.006731,0.01,0.0,0.000277489,0.000277489,0.008670673,0.002776268,0.5,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
GIN,1992,0.00079608,0.004410819,0.001551911,0.000157573,0.00028406,0.0,7,-0.002750927,0.088247545,0.03320004,0.1756522,0.0025,0.011631508,0.007389,0.002649,0.007725,0.0,0.0,0.000371568,0.00037156,0.008670673,-0.015663618,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
GMB,1992,0.001577482,0.010905241,0.005593431,0.003174657,0.001874167,0.0,7,0.00442229,0.069328226,0.046302374,0.1756522,0.009,-0.095670156,0.007864,0.00097,0.008076,0.01,0.0,0.000386469,0.000386469,0.008670673,-0.006880557,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
GRC,1992,0.00138852,0.001495748,0.004026087,0.002367495,0.002999255,0.0,7,-0.000270562,0.09242365,0.043686956,0.17563812,0.01,0.0308191,0.001576,0.00153,0.0003,0.0,0.0,7.25e-05,7.25e-05,0.011710435,-0.028777666,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
GRL,1992,-0.001708034,-0.010908426,0.006017685,-0.003759913,-0.002835271,0.0,7,,,,0.16198295,,,,0.004592,0.002188,0.0,0.0,,,-0.002600431,,,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
GTM,1992,0.009569337,0.005144466,0.013100312,0.004842926,0.006378629,0.0,7,0.031749576,0.091449484,0.04458843,0.17566155,0.0065,0.037400477,0.005122,0.003753,0.004586,0.0,0.0,0.000165775,0.000165772,0.008693755,0.015924947,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
GUY,1992,0.005876754,0.007404606,0.009589368,0.007308498,0.005122036,0.0,7,,,,0.17566155,0.008,0.008329091,0.006195,0.007875999,0.000688,0.01,0.0,,,0.008693755,,4.333333333,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
HKG,1992,-0.004778537,-0.002537676,0.00213625,0.001586779,0.000586868,0.0,7,0.051645312,0.086707205,0.08629578,0.17415069,,-0.095670156,0.00062,0.004191,0.002128,0.01,0.0,0.000134178,0.000134178,0.014553875,0.004021741,,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
HND,1992,0.010544614,0.00513473,0.008634617,0.0048691,0.004583454,0.0,7,0.027528651,0.08532544,0.03815028,0.17566155,0.008,0.03966511,0.001867,0.002357,0.000553,0.0,0.0,0.000292234,0.000292234,0.008693755,0.021445764,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
HRV,1992,0.029264836,0.026198439,0.02438984,0.022969746,0.020086291,0.0,7,-0.10783843,0.084105015,0.04377784,0.17563812,0.0035,,0.00369,0.004447,0.000763,,0.0,-0.00010322,-0.000103224,0.011710435,-0.13498916,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
HTI,1992,0.00212186,0.018448431,0.000821746,0.00259202,-1.05e-05,0.0,7,-0.1536632,0.08783089,0.054667242,0.17566155,0.0015,0.027343675,0.00095,0.004704,,0.0,0.0,0.000184111,0.000184115,0.008693755,-0.14798805,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
HUN,1992,0.00030102,-0.004396519,0.00361355,-0.000447314,-0.00170522,0.0,7,-0.029138012,0.09244615,0.04719137,0.17563812,0.01,-0.095670156,0.001522,0.005244,0.000297,0.0,0.0,-1.55e-05,-1.55e-05,0.011710435,-0.054579247,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
IDN,1992,0.001424907,0.000729369,0.019149464,0.004077328,0.008735977,0.0,7,0.09126152,0.12129878,0.046197545,0.17415069,0.0015,0.023513753,0.007351,0.00234,0.00768,0.0,1.0,0.000164814,0.000164818,0.014553875,0.06492577,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
IND,1992,0.000789082,0.00036337,0.009844735,0.006562266,0.002250254,,7,0.032622237,0.13675202,0.05677811,0.17415069,0.009,0.025572272,0.004182,0.00326,0.008069,0.01,0.0,0.000178397,0.000178386,0.014553875,0.013935873,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
IRL,1992,0.020570822,0.003446598,0.032504413,0.016102409,0.008815841,0.0,7,0.02559256,0.08176887,0.039443757,0.17563812,0.01,-0.095670156,0.001206,0.00155,0.000312,0.01,0.0,7.62e-05,7.62e-05,0.011710435,-0.004274178,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
IRN,1992,0.002519137,-0.008369101,0.025588957,0.001526929,0.013080989,0.0,7,0.039520558,0.110020876,0.036020786,0.17415069,0.002,0.0364545,0.006684,0.001152,0.007462001,0.0,1.0,0.000204183,0.000204187,0.014553875,0.011030622,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
IRQ,1992,-0.00051293,-0.002634123,-0.005055915,-0.000228309,-0.008831562,,7,0.26376724,0.09790426,0.03721625,0.17415069,0.0005,0.017917594,0.003689,0.004844,0.003694,0.0,1.0,0.000220947,0.000220943,0.014553875,0.25667703,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
ISL,1992,0.003858561,0.024066746,0.005191525,0.00344967,0.003994123,0.0,7,,,,0.17563812,,0.026173959,0.000798,0.001913,0.00082,0.0,0.0,,,0.011710435,,,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
ISR,1992,0.002426942,0.000190878,0.006042357,0.00224169,0.00354626,0.0,7,0.029620392,0.0848104,0.054689426,0.17415069,0.0095,0.005306283,0.003436,0.003469,0.005525,0.01,0.0,0.000365593,0.000365596,0.014553875,-0.003572734,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
ITA,1992,0.001237019,0.000749994,0.005518126,0.006273939,0.002443966,0.0,7,0.005950104,0.109480105,0.052643627,0.17563812,0.01,0.031000923,0.001145,0.003027,0.001147,0.0,0.0,1.64e-05,1.64e-05,0.011710435,-0.01967894,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
JAM,1992,0.021827452,0.030976152,0.032730542,0.014978081,0.023629058,0.0,7,0.01640077,0.07774275,0.053918626,0.17566155,0.01,0.010296194,0.004129,0.00616,0.001098,0.01,0.0,8.43e-05,8.43e-05,0.008693755,-0.003299421,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
JOR,1992,4.51e-06,-0.005477294,-0.006966684,-0.004419375,-0.010881666,0.0,7,0.09836862,0.0826034,0.037388667,0.17415069,0.004,0.026532419,0.005926,0.000659,0.000396,0.0,0.0,0.000631779,0.000631779,0.014553875,0.07424265,0.333333333,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
JPN,1992,-0.000105972,-0.000104716,0.000474322,3.65e-05,2.71e-05,0.0,7,0.006609285,0.11730689,0.058044456,0.17415069,0.01,0.026878474,0.000119,0.005406,0.000178,0.0,0.0,3.09e-05,3.09e-05,0.014553875,-0.027841514,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
KAZ,1992,0.03527115,0.035270233,0.051598234,0.053013739,0.057974066,0.0,7,-0.055136018,0.09713662,0.018239029,0.17415069,0.0035,,0.006171,0.005898,0.006621,0.0,0.0,2.26e-05,2.26e-05,0.014553875,-0.081353165,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
KEN,1992,0.002077301,0.000617812,0.005411597,0.014205565,0.002842081,0.0,7,-0.04358756,0.101273894,0.0378307,0.1756522,0.0025,0.03269569,0.008588,0.007765,0.00886,0.01,0.0,0.000365332,0.000365336,0.008670673,-0.05352368,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
KGZ,1992,0.009318736,-0.143356354,0.007447623,0.010956902,0.026345731,0.0,7,-0.14696418,0.08410818,0.03156975,0.17415069,0.0035,,0.006752,0.00447,0.005949,0.0,0.0,0.000104539,0.000104535,0.014553875,-0.137509,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
KHM,1992,0.005328909,0.002080187,0.010683003,0.008895334,0.004132078,0.0,7,0.024006315,0.09222529,0.04049095,0.17415069,0.0055,0.0,0.002105,0.000965,0.002104,0.0,0.0,0.000441253,0.000441257,0.014553875,-0.007957377,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
KOR,1992,0.000241479,0.00117547,0.008080767,0.00266324,0.004532636,0.0,7,0.042416997,0.10688236,0.06101332,0.17415069,0.008,0.021860512,2e-05,0.006604,2.1e-05,0.0,0.0,0.000114068,0.000114072,0.014553875,0.001873922,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
KWT,1992,0.001856264,0.000421692,-0.041596335,-0.007019904,0.009987373,0.0,7,0.19351794,0.0725707,0.043767482,0.17415069,0.0015,-0.095670156,0.006604,0.006745,0.003444,0.0,1.0,0.003963314,0.003963314,0.014553875,0.20070782,2.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
LAO,1992,0.009537236,0.006111545,0.010092652,0.003659341,0.00687572,0.0,7,0.023876311,0.08401599,0.029600475,0.17415069,0.0015,0.03577948,0.005139,0.005453,0.006382,0.0,0.0,0.000281312,0.000281317,0.014553875,0.006337561,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
LBN,1992,-0.006476985,-0.019032105,-0.039805033,-0.005677719,-0.013471302,0.0,7,0.03631415,0.080778785,0.057525538,0.17415069,,0.04044804,0.001314,0.007886,0.001312,0.0,0.0,8.35e-05,8.35e-05,0.014553875,0.022453383,,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
LBR,1992,0.091527611,0.208109877,0.204489019,0.136476814,0.066897225,1.0,7,-0.03351014,0.075566076,0.02988932,0.1756522,0.005,-0.005108256,0.009084,0.004883,0.009038,0.01,0.0,0.000514686,0.000514688,0.008670673,-0.031255722,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
LBY,1992,0.000438032,0.000450115,0.000914383,0.000590604,0.001111703,0.0,7,-0.066652864,0.083812594,0.009084515,0.1756522,0.0015,,0.00792,0.00057,0.000758,0.0,1.0,0.000260316,0.000260312,0.008670673,-0.09507477,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
LIE,1992,0.000269704,0.00126883,9.03e-05,0.00019482,0.00011575,0.0,7,,,,0.17563812,,,0.005726,0.003343,0.002246,,0.0,,,0.011710435,,,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
LKA,1992,0.005682449,0.00197734,0.010990355,0.002983512,0.0050344,,7,0.031449005,0.09784457,0.056140777,0.17415069,0.0075,0.019878743,0.00415,0.004853,0.004645,0.01,0.0,0.000111327,0.000111323,0.014553875,0.013664482,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
LSO,1992,-5.9e-05,0.019776284,-0.00165289,0.001631518,0.003374506,0.0,7,0.022713985,0.07496776,0.040838145,0.1756522,0.0015,0.044091552,0.00255,0.007211,0.002543,0.01,0.0,0.000225134,0.000225138,0.008670673,-0.008986075,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
LTU,1992,0.022685201,0.013542269,0.008987631,0.061388895,0.015074631,0.0,7,-0.21260482,0.082161635,0.040522955,0.17563812,0.01,,0.003223,0.004141,0.003219,0.0,0.0,-5.01e-06,-5.02e-06,0.011710435,-0.23194833,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
LUX,1992,0.003741334,0.015428154,0.003402909,0.002160908,0.000306942,0.0,7,,,,0.17563812,,-0.095670156,0.005302,0.000911,0.00644,0.0,0.0,,,0.011710435,,,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
LVA,1992,0.144395941,0.110053993,0.13372651,0.111965586,0.099396946,0.0,7,-0.31180105,0.07869352,0.03716911,0.17563812,0.009,,0.005867,0.005556,0.005795,0.0,0.0,-0.000134565,-0.000134569,0.011710435,-0.3410295,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
MAC,1992,-0.005067451,-0.065652168,0.00159251,0.005629467,-0.005117362,0.0,7,,,,0.17415069,,,,0.005511,0.002519,0.0,0.0,,,0.014553875,,,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
MAR,1992,-0.001996006,-0.005512175,-0.006630609,-0.002129743,-0.002447302,0.0,7,-0.060634483,0.10160058,0.040590663,0.1756522,0.0015,0.0383298,0.004841,3.5e-05,0.004683,0.0,0.0,0.000217289,0.000217285,0.008670673,-0.07639321,0.5,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
MCO,1992,0.001363027,0.007794974,0.000603671,0.000556757,0.000426103,0.0,7,,,,0.17563812,,,0.006838,0.003047,0.007305,,0.0,,,0.011710435,,,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
MDA,1992,0.376807435,0.014258408,-0.005366844,0.045071843,-0.009753646,0.0,7,-0.29271972,0.08397959,0.048902716,0.17563812,0.0075,-0.095670156,0.005535,0.005603,0.005533001,0.0,0.0,3.84e-05,3.84e-05,0.011710435,-0.27043363,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
MDG,1992,0.009076947,0.004627916,0.026969418,0.006163966,0.003619818,0.0,7,-0.018136183,0.09421952,0.030562723,0.1756522,0.0095,0.034904286,0.008791001,0.005191,0.000204,0.0,0.0,0.000302315,0.000302313,0.008670673,-0.014359857,0.583333333,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
MDV,1992,0.002341793,-0.034253619,0.007582389,0.003750273,0.00712431,0.0,7,,,,0.17415069,,,,,,0.01,0.0,,,0.014553875,,,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
MEX,1992,0.000247392,-3.83e-05,0.002292288,0.001680799,-2.47e-05,0.0,7,0.017198883,0.11386353,0.038246904,0.17566155,0.005,0.03440418,0.005418,0.001796,0.001511,0.0,0.0,0.000185914,0.000185914,0.008693755,-0.00196573,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
MKD,1992,0.026840072,0.028290431,0.035319575,0.038702199,0.040085434,0.0,7,-0.07670167,0.07543992,0.043308932,0.17563812,0.008,,0.005023,0.005899,0.005021,,0.0,0.000115238,0.000115242,0.011710435,-0.082948506,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
MLI,1992,0.00318396,0.003125235,0.001698966,0.001107354,0.001062652,0.0,7,0.06214597,0.09038094,0.019314872,0.1756522,0.0085,-0.009162908,0.006906,0.00182,0.008388001,0.0,0.0,0.000203669,0.000203663,0.008670673,0.045020223,0.7,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
MLT,1992,0.002451345,0.007984422,0.003004072,-0.018642465,0.004744206,0.0,7,,,,0.17563812,,-0.095670156,0.000414,0.001223,0.000907,0.0,0.0,,,0.011710435,,,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
MMR,1992,-0.008131697,-0.037907312,-0.008455254,-0.00631374,-0.003940101,,7,0.085912935,0.10599954,0.041111443,0.17415069,0.0015,0.035723455,0.005062,0.001974,0.005072,0.0,0.0,9.79e-05,9.79e-05,0.014553875,0.04830279,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
MNG,1992,0.002237778,-0.032622676,-0.008869433,-0.002201273,-0.003716496,0.0,7,-0.11368496,0.0774844,0.003993824,0.17415069,0.0095,0.035918176,0.003682,0.000799,0.003734,0.0,0.0,0.000207365,0.000207368,0.014553875,-0.12872374,0.583333333,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
MOZ,1992,0.010555091,0.023836779,0.020534504,0.009137377,0.007142619,,7,-0.09809671,0.094864555,0.02821932,0.1756522,0.002,0.008754687,0.006932,0.006759,0.008125,0.0,0.0,0.000187784,0.00018779,0.008670673,-0.11075619,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
MRT,1992,0.003909895,0.008683547,0.006006789,0.00133237,0.004102865,0.0,7,-0.017543254,0.07622085,0.006843822,0.1756522,0.002,-0.095670156,0.00615,0.000149,0.00326,0.0,0.0,0.000345565,0.000345561,0.008670673,-0.03691539,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
MUS,1992,0.039849182,0.279360534,0.059059752,0.038852392,0.052208497,0.0,7,0.035358146,0.069891594,0.06281123,0.1756522,0.01,-0.095670156,0.004634,0.006385,0.004547,0.0,0.0,0.000121363,0.000121363,0.008670673,0.003202453,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
MWI,1992,0.017261582,0.008991337,0.012931681,0.008276327,0.00602901,0.0,7,-0.10671061,0.09239324,0.046951786,0.1756522,0.0005,0.021747518,0.006744,0.008192,0.006023,0.01,0.0,0.000370428,0.000370428,0.008670673,-0.12230668,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
MYS,1992,-0.008098574,0.006986451,0.002735313,-0.004829931,0.001003309,0.0,7,0.064263485,0.09816002,0.040213134,0.17415069,0.007,0.026878474,0.00588,0.006657,0.00597,0.01,0.0,0.000228398,0.000228405,0.014553875,0.028221767,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
NAM,1992,0.017476753,0.010332583,0.011460293,0.007219412,0.006366505,0.0,7,0.066427074,0.07347623,0.006317332,0.1756522,0.008,0.023887627,0.006329,0.006626,0.007005,0.01,0.0,0.000264406,0.000264405,0.008670673,0.052785687,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
NCL,1992,-0.000124728,-0.005340824,-0.003494186,-0.001305152,-0.002465072,0.0,7,,,,0.17583318,,,,0.005462,0.006633,0.0,0.0,,,0.008852497,,,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
NER,1992,0.001155958,0.005582163,0.004058627,0.000977545,0.001146833,0.0,7,-0.09346458,0.09028721,0.018845508,0.1756522,0.009,0.007419373,0.006518,0.002013,0.006519,0.0,0.0,0.000309162,0.000309164,0.008670673,-0.091828555,0.636363636,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
NGA,1992,0.004070073,0.002311235,0.008140001,0.005789571,0.006541602,0.0,7,0.000431362,0.115290456,0.047147572,0.1756522,0.0025,0.008754687,0.008505,0.007421,0.008503,0.01,1.0,0.000252366,0.000252362,0.008670673,-0.013972572,0.0,0.008611274127071824,0.004765675596685083,-0.0006974123480662992,0.0071656557624309395,0.004876715441988951
