country,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,avgs1,avgs2,avgs6,avgs10,avgs19
PRY,2007,-0.000985216,-0.000844598,-0.000123009,6.27e-05,-0.004038366,,8,0.042356223,0.08805225,0.028205335,0.17194954,0.009,0.000953102,0.001689,0.002123,0.005975,0.0,,0.000242837,0.000242841,0.00497058,0.033305213,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
PYF,2007,0.000620039,0.001185345,0.002101495,0.002611749,0.001113389,,8,,,,0.17276143,,,,0.005813,0.006078,,,,,0.006178603,,,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
QAT,2007,0.000927285,0.004613331,-0.001967205,-0.000583041,-0.000933305,,8,0.13551019,0.067030616,0.04266208,0.16843173,0.0,-0.095670156,0.007456,0.00095,0.0048,0.0,1.0,0.000152349,0.000152353,0.013120458,0.14038356,,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
RUS,2007,-0.000186664,-0.000196596,-0.001609072,0.000431958,-0.000274524,,8,0.086283535,0.11859193,0.021184709,0.16869716,0.007,0.026532419,0.002452,0.004398,0.002485,0.0,,-4.88e-05,-4.88e-05,0.001730263,0.074392766,-0.125,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
RWA,2007,-0.001136786,0.001725643,0.003610672,0.001101887,0.002035292,,8,0.049660243,0.09201048,0.059842546,0.1729844,0.0035,0.04295924,0.003238,0.005066,,0.0,,0.000275619,0.000275616,0.005931601,0.033535544,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
SAU,2007,0.002929906,0.003383143,0.006435821,0.006231631,0.005968525,,8,0.01125254,0.10225083,0.025520042,0.16843173,0.0,0.02442347,0.0018,0.00127,0.000949,0.01,1.0,0.000212766,0.000212772,0.013120458,-0.013905809,,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
SEN,2007,-0.002839009,-0.002328138,-0.002099446,-0.00113036,-0.000800677,,8,0.018409805,0.09471314,0.04213818,0.1729844,0.0085,-0.095670156,0.006939,0.001497,0.006961,0.0,,0.000276901,0.000276897,0.005931601,0.015190279,-0.055555556,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
SGP,2007,-0.000532311,-0.007540394,-0.003849952,-0.000264929,-0.000215806,,8,0.06359334,0.08423544,0.08805243,0.16843173,0.004,-0.095670156,0.003857,0.006561,0.003835,0.01,,0.000134572,0.000134565,0.013120458,0.01797529,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
SLE,2007,-0.002685324,-0.012314862,-0.002263874,0.003795111,0.001987719,,8,0.039739598,0.08724591,0.044532165,0.1729844,0.0085,0.005306283,0.008191001,0.005395,0.007634,0.01,,0.000229679,0.000229675,0.005931601,0.0366228,0.133333333,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
SLV,2007,0.007256337,0.002407126,0.005221236,0.000672507,0.003641124,,8,0.02922251,0.08846209,0.058151096,0.17194954,0.0085,0.023321439,0.001978,0.003559,,0.0,,0.000171289,0.000171289,0.00497058,0.014735562,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
SMR,2007,0.007400755,0.100221097,0.007167355,0.001815111,0.008854262,,8,,,,0.16869716,,,0.002927,0.001975,,,,,,0.001730263,,,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
SOM,2007,-0.000494834,0.001388398,0.002338481,0.001542767,0.000581096,,8,0.034224473,0.09136867,0.026953831,0.1729844,0.005,0.025336968,0.008117,2.8e-05,0.000326,0.01,,0.000285395,0.000285395,0.005931601,0.0325285,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
STP,2007,0.009260863,0.064925396,0.006292412,0.002277301,0.015301126,,8,0.025799876,0.05297452,0.052964523,0.1729844,,,,0.001866,0.002322,0.0,,0.000314821,0.000314821,0.005931601,0.012983995,,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
SUR,2007,0.043191415,0.009761824,0.007063083,0.00495432,0.008273441,,8,,,,0.17194954,,0.014816046,0.007332,0.00791,0.00331,0.0,,,,0.00497058,,,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
SVK,2007,0.002184396,0.048170666,0.001597856,-0.002392579,0.003677112,,8,0.102365874,0.08602913,0.047151823,0.16869716,0.01,,0.002539,0.005655,0.002551,,,1.48e-05,1.48e-05,0.001730263,0.0714939,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
SVN,2007,0.002890825,0.005651954,0.013699107,0.006822312,0.008973536,,8,0.06857753,0.07605515,0.046022605,0.16869716,0.01,,0.002216,0.002868,0.002201,,,-5.48e-06,-5.48e-06,0.001730263,0.031590242,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
SWE,2007,0.000680019,0.013480186,0.010654831,0.006225901,0.010653891,,8,0.024409287,0.09108418,0.030899858,0.16869716,0.01,0.009555114,0.0006,0.002342,0.001968,0.0,,1.55e-05,1.55e-05,0.001730263,0.005149974,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
SWZ,2007,-0.001842323,-0.006757348,-0.008394067,0.0051628,0.002638619,,8,0.037847634,0.07032683,0.04187599,0.1729844,0.0005,0.027212955,0.000582,0.004444,0.001722,0.01,,-2.88e-05,-2.88e-05,0.005931601,0.010819513,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
SYC,2007,0.008022187,0.022495919,0.017012223,0.005803938,0.00411662,,8,0.035612818,0.044508763,0.05238334,0.1729844,,-0.095670156,0.002025,0.002323,0.001606,0.0,,0.000106044,0.000106044,0.005931601,0.014225198,,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
SYR,2007,-0.006379665,-0.00130161,-0.001889144,-0.008945535,-0.005515316,,8,0.018616352,0.09868624,0.046534166,0.16843173,0.0015,0.01686399,0.005399,0.00431,0.001817,0.0,,0.000226937,0.000226934,0.013120458,-0.006436074,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
TCD,2007,-0.005044261,-0.006475166,0.000179091,-0.004182465,0.001216911,,8,-0.022029493,0.09198841,0.020606088,0.1729844,0.004,0.021400662,0.00862,0.006411,0.008635,0.0,,0.00024236,0.000242358,0.005931601,-0.031571485,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
TGO,2007,-0.006037787,-0.011434165,0.003537388,0.002288424,0.003119053,,8,-0.008445703,0.08648498,0.0465241,0.1729844,0.003,-0.095670156,0.007099,0.006596,0.00898,0.0,,0.00027179,0.00027179,0.005931601,-0.01081448,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
THA,2007,-0.000240619,-0.000377344,-0.000833345,0.006610031,0.003895909,,8,0.04196106,0.1108319,0.048453152,0.16843173,0.0045,0.01686399,0.006338,0.000994,0.006344,0.01,,6.73e-05,6.73e-05,0.013120458,-0.000449371,0.8,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
TJK,2007,-0.001752919,-0.001218511,-0.000579684,0.001086403,0.002009485,,8,0.057743136,0.088646054,0.03903861,0.16843173,0.0035,0.043944493,0.005107,0.003386,0.005473,0.0,,0.000189722,0.000189722,0.013120458,0.08538411,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
TKM,2007,0.00520266,-0.020107948,0.001598742,0.019084068,0.010544579,,8,0.10338195,0.0847094,0.022804195,0.16843173,0.0005,,0.003918,0.002327,0.003984,0.0,,0.000113755,0.000113757,0.013120458,0.08764201,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
TTO,2007,0.003581814,0.00828863,-0.00186087,-1.24e-05,-0.004743082,,8,0.047699854,0.07117206,0.054824896,0.17194954,0.01,-0.095670156,0.006475,0.007936,0.001251,0.01,,-1.62e-05,-1.62e-05,0.00497058,0.015748665,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
TUN,2007,0.001376713,-0.000505455,0.00844364,0.00477168,0.005501282,,8,0.052517124,0.09238073,0.041923285,0.1729844,0.003,0.010296194,0.000394,0.000104,0.000124,0.0,,9.92e-05,9.92e-05,0.005931601,0.021857278,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
TUR,2007,-0.001182422,-0.000299449,0.000910955,-0.001616516,-0.000698404,,8,0.032412164,0.11222143,0.04574766,0.16843173,0.0085,0.042668965,0.0032,4.9e-05,0.002216,0.0,,0.000140302,0.000140306,0.013120458,0.004930886,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
TWN,2007,0.000821089,0.00124101,0.002067628,-0.001381195,0.000814795,,8,0.053440228,0.10037094,0.06563266,0.16843173,0.01,0.038416006,0.002744,0.006845,0.005028,,,3.37e-05,3.37e-05,0.013120458,0.012156211,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
TZA,2007,0.008214733,0.026971877,0.021619652,0.015617191,0.013010609,,8,0.029976971,0.10581121,0.03794362,0.1729844,0.0045,0.030773124,0.007353,0.006334,0.008983,0.01,,0.000209287,0.000209287,0.005931601,0.019724209,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
UGA,2007,-0.000619622,0.000591157,0.002744219,0.001538397,0.001485125,,8,0.046143297,0.10317668,0.05020802,0.1729844,0.0045,0.022407096,0.009302,0.006332,0.009227,0.01,,0.000355214,0.000355218,0.005931601,0.038563013,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
UKR,2007,-0.000359031,-0.000294601,-0.006157857,-0.013247958,-0.003288058,,8,0.08646133,0.107428975,0.043398198,0.16869716,0.0085,,0.004737,0.006157,0.004741,0.0,,-6.89e-05,-6.89e-05,0.001730263,0.09167084,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
URY,2007,0.001968219,-0.000314733,0.004817327,-0.000662834,0.001972685,,8,0.07041535,0.08149313,0.02992444,0.17194954,0.01,-0.095670156,0.002504,0.003548,0.000817,0.0,,5.21e-05,5.21e-05,0.00497058,0.056986146,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
USA,2007,0.003886618,0.001202339,0.003108156,0.000952512,0.002914933,,8,0.011382308,0.12615795,0.034929838,0.17159796,0.01,0.031738784,0.004901,0.008241001,0.002514,0.01,,9.47e-05,9.46e-05,0.007382363,-0.009876667,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
UZB,2007,0.00035715,0.000104188,0.005987519,0.008581204,0.001077875,,8,0.084124096,0.10206514,0.041534837,0.16843173,0.0005,,0.004125,0.002133,0.00412,0.0,,9.98e-05,9.98e-05,0.013120458,0.070523575,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
VEN,2007,-0.000392677,-0.000901561,-0.002816425,-0.003593134,-0.001331632,,8,0.06607348,0.10166775,0.033845257,0.17194954,0.0075,0.03058707,0.004966,0.00135,0.000686,0.0,1.0,0.000148267,0.000148267,0.00497058,0.04797453,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
VGB,2007,0.011339836,0.017526132,0.014217103,0.042294137,0.009976021,,8,,,,0.17194954,,,,,,,,,,0.00497058,,,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
VNM,2007,0.035156479,0.037241044,0.006943469,0.044034401,0.052871691,,8,0.07406558,0.11353488,0.05568556,0.16843173,0.0015,0.029549103,0.002383,0.00508,0.002377,0.0,,0.000101306,0.000101306,0.013120458,0.046674334,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
VUT,2007,-0.009312575,-0.011414167,-0.00416375,0.00562478,0.002474053,,8,,,,0.17276143,,0.0,0.000413,0.007044,0.005794,0.01,,,,0.006178603,,,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
WSM,2007,-0.00347223,0.033063554,0.003684501,-0.004655686,0.001241529,,8,,,,0.17276143,,,0.001376,0.007871,0.000111,,,,,0.006178603,,,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
YEM,2007,-3.91e-05,0.00070694,-0.000974514,-0.001086901,-0.003370724,,8,-0.002133597,0.10009222,0.037401825,0.16843173,0.004,0.03303217,,2.3e-05,8e-05,,,0.000346012,0.000346016,0.013120458,-0.021772224,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
ZAF,2007,0.00642404,0.006423117,0.00746225,0.003237293,0.006407939,,8,0.0414051,0.10786576,0.036800418,0.1729844,0.0095,0.020412203,0.007517,0.008603,0.008652,0.01,,9.17e-05,9.17e-05,0.005931601,0.030101102,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
ZMB,2007,0.005010438,0.001611624,0.009114014,0.007904082,0.010291081,,8,0.04546971,0.09348139,0.027405111,0.1729844,0.0075,-0.01609438,0.007808,0.007359,0.008734,0.01,,0.000166215,0.000166213,0.005931601,0.039688647,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
ZWE,2007,0.009968251,-0.000281322,0.010197519,0.009701831,0.009638693,,8,-0.060727235,0.0934515,0.033875782,0.1729844,0.003,0.010647108,0.003874,0.007363,0.004472,0.01,,-8.8e-05,-8.8e-05,0.005931601,-0.06407797,0.0,0.00036874211602209956,0.008876627143646409,0.00721899302762431,0.001548679093922652,0.0022673753425414365
ABW,2008,0.053448924,0.398998646,0.018104331,0.017435883,0.013597274,,8,,,,0.18447804,,,,0.004107,0.003889,,,,,0.012528509,,,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
AFG,2008,-0.002273392,-0.002201311,-0.003136056,-0.005885479,-0.000402693,,8,0.007227225,0.10396303,0.039231844,0.17586218,,0.041835755,0.007693,0.002717,0.006141,0.0,,0.000262581,0.000262577,0.007430449,-0.000227359,,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
AGO,2008,-0.002024997,-0.00129138,-0.00366626,-0.005471564,-0.003114853,,8,0.107804865,0.0943599,0.02307734,0.1845921,0.004,0.022721259,0.007867,0.006276,0.00787,0.0,,0.000215992,0.00021599,0.011607692,0.09509341,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
ALB,2008,-0.001984405,0.001354056,0.002910298,0.000518257,0.001313562,,8,0.0625464,0.08193953,0.04883483,0.18431893,0.0095,,0.002204,0.004719,0.000399,0.0,,5.12e-05,5.12e-05,0.015621766,0.035953067,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
AND,2008,0.000705572,0.008853111,0.000848211,0.000445612,0.002676331,,8,,,,0.18431893,,,0.007139,0.002326,0.006848001,,,,,0.015621766,,,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
ANT,2008,-0.000729225,-0.000728929,-0.257992736,-0.007815666,0.004813618,,8,,,,0.18447804,,,,0.003866,0.002508,,,,,0.012528509,,,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
ARE,2008,-0.000974756,-0.000509895,0.000859058,-0.003552471,-0.001233899,,8,0.032776706,0.08438453,0.040124092,0.17586218,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1.0,0.000391401,0.000391401,0.007430449,0.03073255,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
ARG,2008,-0.001168678,-0.008003948,-0.000509477,-0.004030521,-0.000315333,,8,0.056577116,0.10608613,0.026941083,0.18447804,0.009,0.03346389,0.00255,0.002236,0.000618,0.0,,0.000107534,0.000107538,0.012528509,0.043447148,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
ARM,2008,-0.002877903,-0.00668926,-0.005728749,-0.001638075,-0.002710588,,8,0.06909293,0.07995841,0.046494517,0.17586218,0.0075,,0.001272,0.004576,0.001291,0.0,,-1.03e-05,-1.03e-05,0.007430449,0.0217413,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
ATG,2008,0.007437455,0.033336319,0.013984927,0.014817217,0.00920541,,8,,,,0.18447804,,,0.001643,0.00684,0.001063,0.01,,,,0.012528509,,,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
AUS,2008,0.02911349,0.024651345,0.026175777,0.034682158,0.020452173,,8,0.0114741,0.09952611,0.010143511,0.18445252,0.01,0.007419373,0.000929,0.008211,0.003349,0.01,,0.000123091,0.000123095,0.011691093,-0.008410926,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
AUT,2008,0.00665065,0.020314278,0.011005992,0.027084628,0.007074997,,8,0.019282972,0.09012564,0.046004448,0.18431893,0.01,0.040271357,0.001068,0.004146,0.001522,0.0,,7.01e-06,7.01e-06,0.015621766,-0.009864062,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
AZE,2008,-0.02866707,-0.011951945,-0.014295459,-0.011532282,-0.012100678,,8,0.10808165,0.090092026,0.045536935,0.17586218,0.0015,0.032425925,0.002047,0.004899,0.002054,0.0,,7.12e-05,7.12e-05,0.007430449,0.06499165,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BDI,2008,0.014912177,-0.000506619,0.006242157,0.007860215,0.009529916,,8,0.008789372,0.09070044,0.058255002,0.1845921,0.008,0.04310799,0.002951,0.005158,0.002977,0.0,,0.000351883,0.000351876,0.011607692,0.00228275,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BEL,2008,0.00671777,0.005628237,0.009818514,0.00572498,0.008575535,,8,0.008863092,0.09249941,0.058395196,0.18431893,0.009,-0.095670156,0.005554,0.002127,0.005409,0.0,,1.13e-05,1.13e-05,0.015621766,-0.010915727,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BEN,2008,-0.003977023,-0.00063673,0.000999765,0.000764284,0.00119935,,8,0.018665353,0.09051643,0.043455422,0.1845921,0.0085,-0.095670156,0.007871999,0.005544,0.007905,0.0,,0.000302672,0.000302672,0.011607692,0.01382337,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BFA,2008,0.004292151,-0.003243354,0.004024163,0.007153091,0.002573165,,8,0.017835021,0.096333005,0.040209025,0.1845921,0.005,-0.095670156,0.007377,0.005798,0.007228,0.0,,0.000311092,0.000311092,0.011607692,0.003147597,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BGD,2008,0.003893704,0.003321144,0.005598778,0.004140326,0.003764521,,8,0.04620953,0.11944954,0.07047786,0.17586218,0.002,-0.095670156,0.000454,0.00209,0.000925,0.01,,0.000130959,0.000130951,0.007430449,0.03236284,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BGR,2008,0.004672612,0.00289986,-0.006476463,0.001055745,0.000281268,,8,0.06878115,0.08890504,0.041850355,0.18431893,0.0095,0.03010621,0.004021,0.005965,0.003031,0.0,,-8.25e-05,-8.25e-05,0.015621766,0.045711935,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BHR,2008,0.010520053,0.030570813,0.01400878,0.012997696,0.011984431,,8,0.046739686,0.06576896,0.06984864,0.17586218,0.0015,-0.095670156,0.005021,0.005528,0.004344,0.01,,0.000136428,0.000136428,0.007430449,0.024348805,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BHS,2008,0.001804861,0.003982249,0.00320167,-0.000586489,0.003299966,,8,,,,0.18447804,,-0.095670156,0.004228,0.006815,0.001855,0.01,,,,0.012528509,,,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BIH,2008,-0.001505193,0.002075767,-9.62e-05,-0.001070501,0.000994285,,8,0.046215437,0.08431703,0.04497351,0.18431893,,0.041026432,0.0063,0.006851,0.006751,,,8.34e-05,8.34e-05,0.015621766,-0.016612202,,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BLR,2008,0.000246952,-0.006121965,0.002635891,0.009337013,0.009319247,,8,0.104428165,0.091784365,0.038428236,0.18431893,0.0015,,0.003222,0.006116,0.004666,0.0,,-4.02e-05,-4.02e-05,0.015621766,0.069653995,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BLZ,2008,0.003128186,0.020045257,-4.88e-05,0.006812656,0.008059208,,8,,,,0.18447804,,0.013083329,0.007015,0.005813,0.006303,0.01,,,,0.012528509,,,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BMU,2008,0.002054437,0.009136589,0.006869045,0.001545839,0.003507847,,8,,,,0.18021595,,,,0.007112,,0.01,,,,0.008617997,,,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BOL,2008,0.000630489,0.001802174,0.004763309,0.001962085,0.006386639,,8,0.041648544,0.091696225,0.021808496,0.18447804,0.009,0.035807375,0.007396,0.002085,0.00224,0.0,,0.000183955,0.000183953,0.012528509,0.03212311,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BRA,2008,0.002170942,0.005817218,0.005201605,0.001428925,0.003160731,,8,0.037603587,0.12187619,0.031449266,0.18447804,0.009,0.011314021,0.005408,0.006054001,0.000468,0.0,,0.000124231,0.000124227,0.012528509,0.015269326,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BRB,2008,0.006342811,0.015734596,0.016417487,0.007044611,0.00769487,,8,,,,0.18447804,,-0.095670156,0.001423,0.006934,0.000926,0.01,,,,0.012528509,,,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BRN,2008,0.020240925,0.023791635,0.026217649,0.033656597,0.021816092,,8,,,,0.17586218,,,0.005416,0.004404,0.003438,0.01,,,,0.007430449,,,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BTN,2008,-0.001340037,0.002237625,-0.010360198,-0.005242342,0.00710908,,8,,,,0.17586218,0.0065,0.045464814,0.00605,0.003787,0.006056,0.01,,,,0.007430449,,2.25,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
BWA,2008,0.003358311,0.006500773,0.003710734,0.000412236,0.004872994,,8,0.008599436,0.07576634,0.012043902,0.1845921,0.009,-0.095670156,0.004102,0.005986,0.00411,0.01,,0.000199854,0.000199857,0.011607692,-0.03893675,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
CAF,2008,-0.009598486,-0.009391487,-0.004309153,-0.000358167,-0.002928527,,8,0.006495894,0.083993845,0.019648636,0.1845921,0.0045,0.014816046,0.008295001,0.007916,0.008334,0.0,,0.000151776,0.000151774,0.011607692,0.012122501,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
CAN,2008,0.007107752,0.007124429,0.006540606,0.001089834,0.004794229,,8,-0.021000054,0.10410697,0.012953807,0.18021595,0.01,0.027343675,0.007124,0.006958,0.005772,0.01,,0.000252157,0.000252151,0.008617997,-0.042014852,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
CHE,2008,0.001037967,0.001036946,0.001680632,-0.002265111,0.001121522,,8,0.014391769,0.08933469,0.05250356,0.18431893,0.01,0.04203199,0.005314,0.006083,0.005441,0.0,,3.55e-05,3.55e-05,0.015621766,-0.004032657,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
CHL,2008,0.009886185,0.009788603,0.022387675,0.023262161,0.011927346,,8,0.02259158,0.09708324,0.03089852,0.18447804,0.01,0.040535226,0.001861,0.003841,0.001871,0.0,,9.16e-05,9.16e-05,0.012528509,0.002670638,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
CHN,2008,-0.001788924,-0.001867086,-0.007352239,-0.005788986,-0.002107065,,8,0.066913255,0.14096762,0.04956156,0.17586218,0.0015,0.036216706,0.001538,0.006643,0.001327,0.0,,5.22e-05,5.22e-05,0.007430449,0.02423044,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
CIV,2008,0.003856846,0.00046337,0.003062044,0.00146565,0.00361634,,8,0.001028392,0.099124275,0.04150376,0.1845921,0.005,-0.009162908,0.008204,0.007551,0.007842001,0.0,,0.00021673,0.000216734,0.011607692,-0.000841668,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
CMR,2008,0.003605201,0.002918844,0.008227777,0.001083785,0.002773266,,8,0.006320323,0.09823778,0.036722377,0.1845921,0.003,0.028735647,0.008635,0.007338,0.008898,0.0,,0.000223026,0.000223022,0.011607692,-0.004662609,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
COD,2008,-0.003208811,-0.003453738,-0.00034365,-0.000128889,-0.00298963,,8,0.028109394,0.11105175,0.033786982,0.1845921,0.0075,0.014350845,0.008747,0.007021,0.008705,0.0,,0.000324585,0.000324588,0.011607692,0.04051492,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
COG,2008,-0.00194955,0.005958906,0.006760634,0.00500665,0.008135617,,8,0.028220946,0.082700156,0.024366679,0.1845921,0.003,-0.095670156,0.008747,0.006642,0.006871,0.0,,0.000266455,0.000266457,0.011607692,0.016892713,0.0,0.0008057209337016576,0.014818179867403315,0.003950364591160221,0.0012754084806629834,0.002797174883977901
