country,sect,t,source,outp,outpd,outptt,gvco,gvcobp,gvcofp,gvcomix
ABW,10,1990,eora,1.2089950989957,-0.439419394957609,-2.76560192768942,4.41401642164273,0.680301525595262,-1.01684625098349,4.750561147030957
ABW,10,1991,eora,1.25067884314432,-0.681674766407412,-3.13855602961593,5.07090963916767,0.815697078895426,-1.13073141854159,5.385943978813834
ABW,10,1992,eora,1.31991906520505,-0.593361562976325,-3.49573239893412,5.4090130271155,0.890702690962279,-1.32501787580781,5.843328211961031
ABW,10,1993,eora,1.30374883209938,-0.653895825029476,-3.34028589528797,5.297930552416821,0.881333446268936,-1.26668361565497,5.683280721802855
ABW,10,1994,eora,1.39222666080237,-0.752809925639505,-3.58104804591796,5.72608463235984,1.02102135743144,-1.38070614904602,6.08576942397442
ABW,10,1995,eora,1.38531387394033,-0.930404668282798,-4.19328001572818,6.50899855795131,1.1839497453445,-1.73987551641091,7.06492432901772
ABW,10,1996,eora,1.80690935289129,-2.08061547536442,-2.85970089671679,6.7472257249725,1.61038174497808,-1.53355285471558,6.670396834710001
ABW,10,1997,eora,2.91263972488426,-3.68807435018945,-0.0954624671982124,6.69617654227193,2.26089425703468,-1.15095053649509,5.58623282173234
ABW,10,1998,eora,13.4562750815769,-0.306749906018509,7.9158079989437,5.84721698865175,3.2930294028624,-0.145046118114902,2.699233703904253
ABW,10,1999,eora,15.4978057444046,0.535662747523627,8.93785794478835,6.024285052092581,3.53964826792171,-0.108526563519014,2.593163347689885
ABW,10,2000,eora,23.4544315849514,6.35851722427595,10.799643269543,6.29627109113241,3.79991198706563,-0.0047853243295218,2.501144428396302
ABW,10,2001,eora,19.5635912951587,3.58356587995506,9.762078695398888,6.21794671980479,3.71972995238995,-0.0361707276652136,2.534387495080053
ABW,10,2002,eora,18.6350104693958,2.89603183863365,9.68512119286232,6.05385743789981,3.70357277941041,-0.0607011175579691,2.41098577604737
ABW,10,2003,eora,21.2999219718207,4.20027583567533,10.296970637707,6.802675498438299,4.01142631385376,0.0419713870642107,2.749277797520329
ABW,10,2004,eora,23.9652095462675,4.27554781733307,11.2191168687558,8.4705448601787,4.76229144897287,0.0579649043478121,3.650288506858018
ABW,10,2005,eora,26.1429378685532,4.110935861914999,12.2765954925707,9.755406514067513,5.39744274573616,0.054726400352404,4.303237367978947
ABW,10,2006,eora,28.8699313923786,3.81188495477245,13.4854608872536,11.5725855503525,6.4240805637451,0.0453100368158334,5.103194949791566
ABW,10,2007,eora,31.0653080096327,3.08703372991598,15.1864607376981,12.7918135420187,7.11606217665028,0.0045570035649313,5.67119436180349
ABW,10,2008,eora,33.7034359909059,2.61297924691767,16.2424879011695,14.8479688428188,8.12475743793345,-0.0172412929688145,6.740452697854164
ABW,10,2009,eora,31.0153758035904,2.65392758905926,15.4019638853835,12.9594843291477,7.17449595824282,-0.0041752468272662,5.789163617732145
ABW,10,2010,eora,32.3326993797758,1.18663283148399,16.325581734443,14.8204848138489,8.12603030996574,-0.0630308870077113,6.757485390890871
ABW,10,2011,eora,38.4215732185508,0.0916857898651399,18.8295994241665,19.5002880045192,10.3003986344696,-0.139448159732447,9.339337529782046
ABW,10,2012,eora,39.3430510525447,1.08535807452319,19.0054985518379,19.2521944261836,10.205904841165,-0.0667610731194504,9.11305065813805
ABW,10,2013,eora,40.7347975651637,1.43615495315435,19.0641988590034,20.2344437530059,10.4533718709771,-0.0444154293523306,9.825487311381131
ABW,10,2014,eora,41.9213103094895,1.70864891187221,19.808352823238,20.4043085743792,10.6524643773988,-0.03919208464665,9.791036281627052
ABW,10,2015,eora,38.0751172153708,1.73663238511049,18.4231171654321,17.9153676648282,9.54778208379337,-0.0483130366814446,8.415898617716277
AFG,10,1990,eora,156.42474903281,141.253765799724,10.9862885145156,4.18469471856985,1.63312078974415,0.155394065937697,2.396179862888003
AFG,10,1991,eora,145.966121290639,128.019195142276,12.9276635187038,5.01926262965928,2.05777067257665,0.143509080753042,2.817982876329588
AFG,10,1992,eora,153.500334697004,130.904892259295,16.1040490186566,6.49139341905157,2.75146307629658,0.159008830938626,3.580921511816364
AFG,10,1993,eora,120.507525730478,98.898817934741,15.5671275041647,6.04158029157266,2.58420191845159,0.151196036132351,3.306182336988719
AFG,10,1994,eora,98.120209435262,76.7952876177867,15.1933543535369,6.13156746393848,2.67426383753684,0.150751020027818,3.306552606373822
