country,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec
BGD,1990,0.179893741,0.137359388,0.00328519,0.088901452,0.012585361,0,7,0.04147133,0.116212115,0.06724044,0.16638204,0.0025,-0.095670156,0.000454,0.00209,0.000925,0.01,0
BGD,1991,0.003684329,0.004043066,0.004118919,0.005862921,0.011345042,0,7,0.010073495,0.11644036,0.06746869,0.15959682,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0
BGD,1992,0.1866049,0.006943629,0.116439051,0.024222788,0.012726928,0,7,0.027401322,0.11666167,0.06768999,0.17415069,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0
BGD,1993,0.003876478,0.268632558,0.111615655,0.027693703,0.016512708,0,7,0.023481715,0.116876855,0.06790517,0.16921195,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0
BGD,1994,0.19254015,0.148293187,0.002938733,0.229373026,0.018676975,0,7,0.01928622,0.11708617,0.0681145,0.17487785,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0
BGD,1995,0.00398938,0.003963973,0.006621232,0.089287754,0.020919416,0,7,0.027992282,0.117290854,0.06831918,0.16840482,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0
BGD,1996,0.186093104,0.006610555,0.162119793,0.006150208,0.021960995,0,7,0.025180537,0.11749407,0.068522386,0.15807389,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0
BGD,1997,0.003744083,0.268974925,0.107940827,0.026228852,0.020069054,0,7,0.032987963,0.11769419,0.06872251,0.16461685,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0
BGD,1998,0.194451323,0.132522827,0.003115305,0.018524696,0.020920832,0,7,0.03206508,0.1178879,0.068916224,0.16525303,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0
BGD,1999,0.004522251,0.004098518,0.006712279,0.228899126,0.025817782,0,7,0.02932263,0.11807456,0.069102876,0.17285785,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0
BGD,2000,0.2345751,0.00700807,0.226311702,0.086030351,0.027481963,0,8,0.04059526,0.11825409,0.069282405,0.16520521,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0
BGD,2001,0.152940557,0.011822135,0.108609644,0.005953366,0.024952568,0,8,0.034675926,0.11842714,0.06945547,0.16047455,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0
BGD,2002,0.005276743,0.105515053,0.003682222,0.022900511,0.023032632,0,8,0.026824072,0.11859453,0.06962285,0.16952968,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0
BGD,2003,0.01007579,0.112205222,0.01100969,0.010224373,0.026733065,0,8,0.035797726,0.118755035,0.06978335,0.16795917,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0
BGD,2004,0.402522637,0.003916289,0.224534326,0.010865787,0.02601871,0,8,0.04789546,0.118907124,0.06993544,0.17561467,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0
BGD,2005,0.161712197,0.003188853,0.095066368,0.009715317,0.01887415,0,8,0.04781003,0.11905108,0.07007939,0.18637902,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0
BGD,2006,0.004108564,0.006309884,0.004911358,0.010010984,0.019147652,,8,0.050621964,0.119186945,0.07021527,0.15531127,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,
BGD,2007,0.009091271,0.117596919,0.013800304,0.009738086,0.020499737,,8,0.049099825,0.11931858,0.07034691,0.16843173,0.002,-0.095670156,0.000454,0.00209,0.000925,0.01,
BGD,2008,0.417384124,0.1148398,0.236732649,0.012627448,0.022603621,,8,0.04620953,0.11944954,0.07047786,0.17586218,0.002,-0.095670156,0.000454,0.00209,0.000925,0.01,
BGR,1990,0.018667911,0.050458927,0.176247468,0.083910031,0.011351389,0,7,-0.09960899,0.090931356,0.043876674,0.1660409,0.009,0.03010621,0.004021,0.005965,0.003031,0,0
BGR,1991,0.019341728,0.029388528,0.014082529,0.220171905,0.010918519,0,7,-0.07129642,0.09079362,0.043738943,0.16392769,0.009,0.03010621,0.004021,0.005965,0.003031,0,0
BGR,1992,0.018892465,0.014148266,0.021432863,0.017317083,0.013029007,0,7,-0.060809627,0.09066297,0.043608297,0.17563812,0.009,0.03010621,0.004021,0.005965,0.003031,0,0
BGR,1993,0.019928446,0.020093621,0.066428852,0.01631511,0.016367038,0,7,0.010276868,0.09040959,0.043354914,0.1741945,0.009,0.03010621,0.004021,0.005965,0.003031,0,0
BGR,1994,0.018520386,0.052964624,0.18126377,0.028768029,0.013655737,0,7,0.028789869,0.09030416,0.04324948,0.1747447,0.009,0.03010621,0.004021,0.005965,0.003031,0,0
BGR,1995,0.020317729,0.025594967,0.013949782,0.080974067,0.015633539,0,7,0.041155342,0.09018672,0.043132048,0.17028117,0.009,0.03010621,0.004021,0.005965,0.003031,0,0
BGR,1996,0.016211206,0.014167718,0.022612001,0.21587205,0.016161591,0,7,-0.0834774,0.09007125,0.04301657,0.1719349,0.009,0.03010621,0.004021,0.005965,0.003031,0,0
BGR,1997,0.019101304,0.020265578,0.069857307,0.016440819,0.014632405,0,7,-0.044885483,0.0899542,0.042899523,0.1655391,0.009,0.03010621,0.004021,0.005965,0.003031,0,0
BGR,1998,0.017005845,0.055681353,0.194011841,0.016563406,0.017247003,0,7,0.052300192,0.08983662,0.042781945,0.17579204,0.009,0.03010621,0.004021,0.005965,0.003031,0,0
BGR,1999,0.021443533,0.02921674,0.014721822,0.028686178,0.019967814,0,7,0.033180073,0.0897376,0.042682923,0.17643961,0.009,0.03010621,0.004021,0.005965,0.003031,0,0
BGR,2000,0.017701486,0.013785157,0.024733574,0.090590399,0.018863449,0,8,0.06407451,0.08964247,0.042587794,0.15190119,0.009,0.03010621,0.004021,0.005965,0.003031,0,0
BGR,2001,0.039849429,0.015346742,0.072568078,0.219492287,0.01508205,0,8,0.051772542,0.08953952,0.042484842,0.16508693,0.0095,0.03010621,0.004021,0.005965,0.003031,0,0
BGR,2002,0.025085378,0.021912291,0.184955946,0.016538103,0.015027333,0,8,0.05948989,0.08944002,0.04238534,0.16241564,0.0095,0.03010621,0.004021,0.005965,0.003031,0,0
BGR,2003,0.015616557,0.062856506,0.015582455,0.01122151,0.015755453,0,8,0.05308857,0.08934376,0.042289082,0.1723756,0.0095,0.03010621,0.004021,0.005965,0.003031,0,0
BGR,2004,0.018731104,0.02975493,0.025555987,0.011953617,0.0129834,0,8,0.07597894,0.08925052,0.04219584,0.17783786,0.0095,0.03010621,0.004021,0.005965,0.003031,0,0
BGR,2005,0.044400349,0.130112636,0.078083016,0.010273501,0.015280171,0,8,0.07164598,0.08916016,0.04210548,0.18749,0.0095,0.03010621,0.004021,0.005965,0.003031,0,0
BGR,2006,0.032085016,0.014645136,0.219978955,0.010543919,0.015995168,,8,0.0723373,0.08907256,0.04201788,0.1669669,0.0095,0.03010621,0.004021,0.005965,0.003031,0,
BGR,2007,0.014984225,0.022242236,0.015950363,0.011081644,0.015935365,,8,0.07107386,0.08898756,0.04193288,0.16869716,0.0095,0.03010621,0.004021,0.005965,0.003031,0,
BGR,2008,0.020161791,0.066280667,0.027910092,0.013543439,0.018910673,,8,0.06878115,0.08890504,0.041850355,0.18431893,0.0095,0.03010621,0.004021,0.005965,0.003031,0,
BHR,1990,0.318221499,0.065585296,0.048387345,0.120031058,0.00574275,0,7,-0.030998163,0.062155597,0.06623528,0.16638204,0,-0.095670156,0.005021,0.005528,0.004344,0.01,0
BHR,1991,0.020032005,0.016233405,0.036510329,0.089921376,0.005319937,0,7,0.016039034,0.06244621,0.06652589,0.15959682,0,-0.095670156,0.005021,0.005528,0.004344,0.01,0
BHR,1992,0.317174081,0.035080623,0.309717608,0.046318403,0.006042148,0,7,0.04897393,0.06271916,0.06679884,0.17415069,0,-0.095670156,0.005021,0.005528,0.004344,0.01,0
BHR,1993,0.019856854,0.315981282,0.078078421,0.04564513,0.007349305,0,7,0.054119397,0.06298946,0.067069136,0.16921195,0.0005,-0.095670156,0.005021,0.005528,0.004344,0.01,0
BHR,1994,0.310213986,0.07437958,0.049222866,0.32011688,0.007765987,0,7,-0.02823295,0.0632507,0.06733038,0.17487785,0.0005,-0.095670156,0.005021,0.005528,0.004344,0.01,0
BHR,1995,0.021637549,0.016147099,0.034364104,0.123188461,0.008792364,0,7,0.013323687,0.06350256,0.067582235,0.16840482,0.0005,-0.095670156,0.005021,0.005528,0.004344,0.01,0
BHR,1996,0.299274264,0.034311178,0.313681876,0.100536526,0.008598831,0,7,0.0173336,0.063734,0.06781368,0.15807389,0.0005,-0.095670156,0.005021,0.005528,0.004344,0.01,0
BHR,1997,0.020114121,0.311238116,0.079236124,0.044119983,0.008257957,0,7,0.00947517,0.063945286,0.06802496,0.16461685,0.0005,-0.095670156,0.005021,0.005528,0.004344,0.01,0
BHR,1998,0.304841036,0.069183328,0.05872676,0.04440529,0.009234493,0,7,0.02671601,0.06414716,0.06822684,0.16525303,0.0005,-0.095670156,0.005021,0.005528,0.004344,0.01,0
BHR,1999,0.022369192,0.014726399,0.03527036,0.323168162,0.010879842,0,7,0.023211045,0.064339586,0.06841927,0.17285785,0.0005,-0.095670156,0.005021,0.005528,0.004344,0.01,0
BHR,2000,0.303821842,0.033670544,0.315272537,0.130260569,0.011792173,0,8,0.03272397,0.064522654,0.06860233,0.16520521,0.0005,-0.095670156,0.005021,0.005528,0.004344,0.01,0
BHR,2001,0.053998087,0.037387832,0.093032086,0.105287935,0.010669652,0,8,0.027940415,0.0646981,0.068777785,0.16047455,0.001,-0.095670156,0.005021,0.005528,0.004344,0.01,0
BHR,2002,0.015221995,0.30925156,0.06310641,0.044349098,0.010369211,0,8,0.034162853,0.06486766,0.06894734,0.16952968,0.0015,-0.095670156,0.005021,0.005528,0.004344,0.01,0
BHR,2003,0.028957622,0.06163697,0.038128406,0.005124382,0.011830823,0,8,0.05481666,0.06503147,0.06911115,0.16795917,0.0015,-0.095670156,0.005021,0.005528,0.004344,0.01,0
BHR,2004,0.312453557,0.01924725,0.3126009,0.005113394,0.012482704,0,8,0.039423153,0.06518979,0.06926947,0.17561467,0.0015,-0.095670156,0.005021,0.005528,0.004344,0.01,0
BHR,2005,0.060653527,0.042530274,0.10346584,0.00467179,0.009868134,0,8,0.06266357,0.0653429,0.06942258,0.18637902,0.0015,-0.095670156,0.005021,0.005528,0.004344,0.01,0
BHR,2006,0.015432313,0.035143969,0.087483017,0.004966875,0.008817821,,8,0.05136631,0.065490566,0.06957025,0.15531127,0.0015,-0.095670156,0.005021,0.005528,0.004344,0.01,
BHR,2007,0.028638404,0.31272419,0.044040972,0.004822577,0.00910959,,8,0.06559908,0.06563253,0.069712214,0.16843173,0.0015,-0.095670156,0.005021,0.005528,0.004344,0.01,
BHR,2008,0.31789666,0.067908446,0.314153452,0.005859203,0.010591434,,8,0.046739686,0.06576896,0.06984864,0.17586218,0.0015,-0.095670156,0.005021,0.005528,0.004344,0.01,
BHS,1990,0.024983206,0.129046067,0.164256069,0.131096201,0.00597748,0,7,,,,0.17250988,,-0.095670156,0.004228,0.006815,0.001855,0.01,0
BHS,1991,0.010520489,0.014633842,0.033572953,0.179195464,0.006973931,0,7,,,,0.1669678,,-0.095670156,0.004228,0.006815,0.001855,0.01,0
BHS,1992,0.025795205,0.027491208,0.032938561,0.039991536,0.00504222,0,7,,,,0.17566155,,-0.095670156,0.004228,0.006815,0.001855,0.01,0
BHS,1993,0.009576914,0.029408265,0.127211324,0.04577185,0.005067671,0,7,,,,0.17415762,,-0.095670156,0.004228,0.006815,0.001855,0.01,0
BHS,1994,0.02591331,0.126762461,0.159437165,0.046159861,0.006782102,0,7,,,,0.17707783,,-0.095670156,0.004228,0.006815,0.001855,0.01,0
BHS,1995,0.008845668,0.015065623,0.031404521,0.134935931,0.005501208,0,7,,,,0.17063856,,-0.095670156,0.004228,0.006815,0.001855,0.01,0
BHS,1996,0.023316359,0.028235756,0.034466089,0.194479501,0.006198162,0,7,,,,0.17212138,,-0.095670156,0.004228,0.006815,0.001855,0.01,0
BHS,1997,0.008412829,0.030000999,0.123665576,0.041992187,0.007093483,0,7,,,,0.16776446,,-0.095670156,0.004228,0.006815,0.001855,0.01,0
BHS,1998,0.024507394,0.131332997,0.153632786,0.046180956,0.008384599,0,7,,,,0.17605251,,-0.095670156,0.004228,0.006815,0.001855,0.01,0
BHS,1999,0.009406178,0.015368099,0.032698902,0.047964915,0.007989745,0,7,,,,0.17840567,,-0.095670156,0.004228,0.006815,0.001855,0.01,0
BHS,2000,0.025593923,0.028504523,0.038287929,0.131196919,0.008435189,0,8,,,,0.16618782,,-0.095670156,0.004228,0.006815,0.001855,0.01,0
BHS,2001,0.116565169,0.034954727,0.124705937,0.197282333,0.007314734,0,8,,,,0.16482581,,-0.095670156,0.004228,0.006815,0.001855,0.01,0
BHS,2002,0.012781237,0.033070127,0.157277424,0.041954672,0.00624968,0,8,,,,0.1710447,,-0.095670156,0.004228,0.006815,0.001855,0.01,0
BHS,2003,0.025087327,0.139304122,0.034226528,0.005049816,-0.001203214,0,8,,,,0.17277542,,-0.095670156,0.004228,0.006815,0.001855,0.01,0
BHS,2004,0.027947912,0.017324633,0.040279636,0.008601284,0.001523328,0,8,,,,0.17783023,,-0.095670156,0.004228,0.006815,0.001855,0.01,0
BHS,2005,0.126067075,0.157356255,0.121781134,0.006618143,0.003814994,0,8,,,,0.18731844,,-0.095670156,0.004228,0.006815,0.001855,0.01,0
BHS,2006,0.014403283,0.031634351,0.172993974,0.005652528,0.005373433,,8,,,,0.16697896,,-0.095670156,0.004228,0.006815,0.001855,0.01,
BHS,2007,0.025731007,0.034154786,0.036538042,0.006360507,0.005031892,,8,,,,0.17194954,,-0.095670156,0.004228,0.006815,0.001855,0.01,
BHS,2008,0.030133443,0.138038545,0.044041464,0.006761265,0.006038548,,8,,,,0.18447804,,-0.095670156,0.004228,0.006815,0.001855,0.01,
BIH,1990,0.005532845,0.004966462,0.055162448,0.015388483,0.001788787,,7,,,,0.1660409,,0.041026432,0.0063,0.006851,0.006751,,
BIH,1991,0.005333303,0.004679753,0.057535416,0.013616931,0.002242944,1,7,,0.08400526,0.044661738,0.16392769,,0.041026432,0.0063,0.006851,0.006751,,0
BIH,1992,0.005226057,0.004751354,0.056391452,0.011412627,0.002816217,,7,-0.2461527,0.083560884,0.044217363,0.17563812,0.005,0.041026432,0.0063,0.006851,0.006751,,0
BIH,1993,0.004872867,0.004386903,0.053403821,0.010588363,0.002941193,,7,-0.25566417,0.0828274,0.04348388,0.1741945,0.005,0.041026432,0.0063,0.006851,0.006751,,0
BIH,1994,0.004905268,0.003857529,0.052154067,0.010699794,0.004451283,,7,0.07317208,0.08238797,0.043044448,0.1747447,0.005,0.041026432,0.0063,0.006851,0.006751,,0
BIH,1995,0.004184353,0.004004011,0.054901618,0.010690735,0.003626522,,7,0.08172144,0.08218507,0.04284155,0.17028117,,0.041026432,0.0063,0.006851,0.006751,,0
BIH,1996,0.004995512,0.004851865,0.06416362,0.01266416,0.00381365,0,7,0.58493114,0.08191046,0.04256694,0.1719349,,0.041026432,0.0063,0.006851,0.006751,,0
BIH,1997,0.005097587,0.005476168,0.073749532,0.014797816,0.003894745,0,7,0.36656636,0.08190632,0.042562798,0.1655391,,0.041026432,0.0063,0.006851,0.006751,,0
BIH,1998,0.005293959,0.006006832,0.083510245,0.017194011,0.003239386,0,7,0.10168409,0.08247371,0.04313019,0.17579204,,0.041026432,0.0063,0.006851,0.006751,,0
BIH,1999,0.004245022,0.0045921,0.070085439,0.014218143,0.003675069,0,7,0.055976473,0.08283659,0.043493073,0.17643961,,0.041026432,0.0063,0.006851,0.006751,,0
BIH,2000,0.003525792,0.004335652,0.06439333,0.01271507,0.00209049,0,8,0.033939987,0.08302875,0.04368523,0.15190119,,0.041026432,0.0063,0.006851,0.006751,,0
BIH,2001,0.002780358,0.003771019,0.056983626,0.010657005,0.002155155,0,8,0.02572425,0.08321493,0.04387141,0.16508693,,0.041026432,0.0063,0.006851,0.006751,,0
BIH,2002,0.002566037,0.003514961,0.052375255,0.009585371,0.001884901,0,8,0.02352575,0.08334571,0.044002198,0.16241564,,0.041026432,0.0063,0.006851,0.006751,,0
BIH,2003,0.000653026,0.007759287,0.025824795,0.000535545,0.009919531,0,8,0.013086489,0.08353069,0.044187166,0.1723756,,0.041026432,0.0063,0.006851,0.006751,,0
BIH,2004,0.000730529,0.00838307,0.029120429,0.000683978,0.010879295,0,8,0.036001917,0.08376917,0.04442565,0.17783786,,0.041026432,0.0063,0.006851,0.006751,,0
BIH,2005,0.001865126,0.022036969,0.030704492,0.00091737,0.015450886,0,8,0.019103993,0.083962664,0.044619147,0.18749,,0.041026432,0.0063,0.006851,0.006751,,0
BIH,2006,0.003196673,0.037943748,0.019049595,0.001193324,0.017819081,,8,0.052696522,0.08411605,0.04477253,0.1669669,,0.041026432,0.0063,0.006851,0.006751,,
BIH,2007,0.004713458,0.053812669,0.022731365,0.001164581,0.016598573,,8,0.05554085,0.08423366,0.044890136,0.16869716,,0.041026432,0.0063,0.006851,0.006751,,
BIH,2008,0.005206524,0.05788406,0.016383433,0.001950885,0.025355613,,8,0.046215437,0.08431703,0.04497351,0.18431893,,0.041026432,0.0063,0.006851,0.006751,,
BLR,1990,0.028100749,0.001840629,0.017228083,0.001609506,0.009107856,,7,,0.09230241,0.03894628,0.1660409,,,0.003222,0.006116,0.004666,0,
BLR,1991,0.026714324,0.001690886,0.015172668,0.001746909,0.008366046,0,7,-0.014386468,0.09230633,0.038950197,0.16392769,0.0085,,0.003222,0.006116,0.004666,0,0
BLR,1992,0.026617879,0.001787039,0.015252701,0.002027599,0.011251471,0,7,-0.09803286,0.09232885,0.038972713,0.17563812,0.0085,,0.003222,0.006116,0.004666,0,0
BLR,1993,0.028045527,0.001796385,0.015011944,0.001995979,0.017974887,0,7,-0.077983215,0.09235033,0.038994197,0.1741945,0.0085,,0.003222,0.006116,0.004666,0,0
BLR,1994,0.042296004,0.002228518,0.01750798,0.002610755,0.011394136,0,7,-0.115964994,0.092338614,0.038982484,0.1747447,0.0085,,0.003222,0.006116,0.004666,0,0
BLR,1995,0.033294048,0.002332671,0.019113297,0.002536389,0.012548117,0,7,-0.101102665,0.09230633,0.038950197,0.17028117,0.005,,0.003222,0.006116,0.004666,0,0
BLR,1996,0.034852372,0.002448076,0.020655282,0.002752782,0.012491165,0,7,0.0314365,0.09227296,0.038916826,0.1719349,0.0015,,0.003222,0.006116,0.004666,0,0
BLR,1997,0.033695763,0.002990496,0.025580568,0.003162324,0.011248484,0,7,0.11861929,0.09223158,0.038875446,0.1655391,0.0015,,0.003222,0.006116,0.004666,0,0
BLR,1998,0.030166484,0.003159645,0.028293624,0.003576388,0.014099399,0,7,0.087974146,0.09219498,0.038838852,0.17579204,0.0015,,0.003222,0.006116,0.004666,0,0
BLR,1999,0.03554544,0.004820903,0.036375704,0.005302242,0.014297473,0,7,0.036876787,0.0921672,0.03881107,0.17643961,0.0015,,0.003222,0.006116,0.004666,0,0
BLR,2000,0.028339891,0.004902331,0.041015611,0.008220396,0.015616951,0,8,0.061163258,0.092137344,0.038781215,0.15190119,0.0015,,0.003222,0.006116,0.004666,0,0
BLR,2001,0.027186518,0.005285321,0.04429815,0.010670482,0.015636076,0,8,0.05055981,0.09210341,0.038747273,0.16508693,0.0015,,0.003222,0.006116,0.004666,0,0
BLR,2002,0.024971541,0.005502949,0.046870432,0.012847949,0.015502002,0,8,0.054746322,0.0920583,0.03870217,0.16241564,0.0015,,0.003222,0.006116,0.004666,0,0
BLR,2003,0.001074058,0.013429225,0.001493074,0.00916317,0.021661488,0,8,0.073391266,0.09200795,0.038651817,0.1723756,0.0015,,0.003222,0.006116,0.004666,0,0
BLR,2004,0.001160381,0.014079575,0.001434962,0.008119888,0.020568695,0,8,0.11954965,0.09195836,0.038602225,0.17783786,0.0015,,0.003222,0.006116,0.004666,0,0
BLR,2005,0.001455208,0.016491871,0.001683476,0.008562307,0.018256975,0,8,0.099246174,0.091910556,0.038554426,0.18749,0.0015,,0.003222,0.006116,0.004666,0,0
BLR,2006,0.001640992,0.017118059,0.001753595,0.008806778,0.018759473,,8,0.1048346,0.09186662,0.03851049,0.1669669,0.0015,,0.003222,0.006116,0.004666,0,
BLR,2007,0.00160579,0.016397858,0.001500585,0.00851303,0.022161474,,8,0.09057931,0.091824554,0.03846842,0.16869716,0.0015,,0.003222,0.006116,0.004666,0,
BLR,2008,0.002079792,0.02023579,0.001854788,0.009101694,0.021484612,,8,0.104428165,0.091784365,0.038428236,0.18431893,0.0015,,0.003222,0.006116,0.004666,0,
BLZ,1990,0.024846799,0.023983034,0.066717761,0.040509161,0.00400917,0,7,,,,0.17250988,,0.013083329,0.007015,0.005813,0.006303,0.01,0
BLZ,1991,0.022687069,0.055910472,0.040194427,0.074614244,0.003861308,0,7,,,,0.1669678,,0.013083329,0.007015,0.005813,0.006303,0.01,0
BLZ,1992,0.024389994,0.041562923,0.032158817,0.066858641,0.003234612,0,7,,,,0.17566155,,0.013083329,0.007015,0.005813,0.006303,0.01,0
BLZ,1993,0.029028362,0.029681526,0.028078841,0.074341225,0.004829982,0,7,,,,0.17415762,,0.013083329,0.007015,0.005813,0.006303,0.01,0
BLZ,1994,0.024477754,0.023342623,0.062222665,0.03666982,0.004884665,0,7,,,,0.17707783,,0.013083329,0.007015,0.005813,0.006303,0.01,0
BLZ,1995,0.032203067,0.056009668,0.052754597,0.043234235,0.005399384,0,7,,,,0.17063856,,0.013083329,0.007015,0.005813,0.006303,0.01,0
BLZ,1996,0.023465099,0.044369517,0.031731198,0.076637829,0.005067192,0,7,,,,0.17212138,,0.013083329,0.007015,0.005813,0.006303,0.01,0
BLZ,1997,0.034863843,0.029968489,0.029915464,0.0733929,0.004753534,0,7,,,,0.16776446,,0.013083329,0.007015,0.005813,0.006303,0.01,0
BLZ,1998,0.024510974,0.026727747,0.06043894,0.096100027,0.00638264,0,7,,,,0.17605251,,0.013083329,0.007015,0.005813,0.006303,0.01,0
BLZ,1999,0.042656805,0.056117724,0.047085621,0.038318178,0.009396001,0,7,,,,0.17840567,,0.013083329,0.007015,0.005813,0.006303,0.01,0
BLZ,2000,0.025896339,0.0431732,0.033343338,0.05026287,0.009811457,0,8,,,,0.16618782,,0.013083329,0.007015,0.005813,0.006303,0.01,0
BLZ,2001,0.021643208,0.058903716,0.031388891,0.097551666,0.01035723,0,8,,,,0.16482581,,0.013083329,0.007015,0.005813,0.006303,0.01,0
BLZ,2002,0.053845757,0.033120086,0.066505281,0.115229082,0.009867081,0,8,,,,0.1710447,,0.013083329,0.007015,0.005813,0.006303,0.01,0
BLZ,2003,0.054162897,0.027359097,0.0511616,0.00411596,0.016449272,0,8,,,,0.17277542,,0.013083329,0.007015,0.005813,0.006303,0.01,0
BLZ,2004,0.028007531,0.052762108,0.034485096,0.00411242,0.017570607,0,8,,,,0.17783023,,0.013083329,0.007015,0.005813,0.006303,0.01,0
BLZ,2005,0.022047589,0.059766474,0.03987928,0.003901216,0.018516165,0,8,,,,0.18731844,,0.013083329,0.007015,0.005813,0.006303,0.01,0
BLZ,2006,0.047835461,0.040350825,0.091232756,0.004292644,0.014755272,,8,,,,0.16697896,,0.013083329,0.007015,0.005813,0.006303,0.01,
BLZ,2007,0.044937631,0.033277752,0.067938743,0.004109239,0.025229046,,8,,,,0.17194954,,0.013083329,0.007015,0.005813,0.006303,0.01,
BLZ,2008,0.029989716,0.025751958,0.035997765,0.00422856,0.019831287,,8,,,,0.18447804,,0.013083329,0.007015,0.005813,0.006303,0.01,
BMU,1990,0.03732474,0.043926701,0.007175368,0.083805762,0.01127062,0,7,,,,0.17232604,,,,0.007112,,0.01,0
BMU,1991,0.015723629,0.012218446,0.01032585,0.005637129,0.011008074,0,7,,,,0.16458338,,,,0.007112,,0.01,0
BMU,1992,0.035831071,0.014066971,0.058996697,-0.000693948,0.018151129,0,7,,,,0.16198295,,,,0.007112,,0.01,0
BMU,1993,0.024650812,0.051434998,0.056139657,0.062921374,0.027464096,0,7,,,,0.16981383,,,,0.007112,,0.01,0
BMU,1994,0.035744496,0.031355217,0.006519041,0.058204251,0.023646663,0,7,,,,0.16842125,,,,0.007112,,0.01,0
BMU,1995,0.021623892,0.012292851,0.009529457,0.082110432,0.019880328,0,7,,,,0.16365573,,,,0.007112,,0.01,0
BMU,1996,0.033881434,0.017308388,0.050763053,0.0062246,0.025125126,0,7,,,,0.16990104,,,,0.007112,,0.01,0
BMU,1997,0.020843887,0.052207531,0.053907496,0.001168114,0.022043474,0,7,,,,0.16299778,,,,0.007112,,0.01,0
BMU,1998,0.035349585,0.037890572,0.006689039,0.068939681,0.030699413,0,7,,,,0.17371786,,,,0.007112,,0.01,0
BMU,1999,0.013102998,0.019975277,0.007544157,0.062267605,0.03634714,0,7,,,,0.17735003,,,,0.007112,,0.01,0
BMU,2000,0.038008655,0.022423855,0.052020315,0.098779172,0.040482234,0,8,,,,0.16552,,,,0.007112,,0.01,0
BMU,2001,0.032393872,0.17888292,0.064350012,0.02768163,0.039554896,0,8,,,,0.16020936,,,,0.007112,,0.01,0
BMU,2002,0.007014002,0.058225983,0.006696193,0.006631877,0.03670086,0,8,,,,0.16907594,,,,0.007112,,0.01,0
BMU,2003,0.007255169,0.058072099,0.00826566,0.009375732,0.030155116,0,8,,,,0.16865245,,,,0.007112,,0.01,0
BMU,2004,0.040970735,0.000750752,0.053551109,0.009778805,0.024000499,0,8,,,,0.1624399,,,,0.007112,,0.01,0
BMU,2005,0.037880085,0.008342758,0.091842376,0.008447003,0.020004997,0,8,,,,0.1711988,,,,0.007112,,0.01,0
BMU,2006,0.002456526,0.002870857,0.005428089,0.010651226,0.019967871,,8,,,,0.1642156,,,,0.007112,,0.01,
BMU,2007,9.11E-05,0.061118503,0.000879017,0.011256535,0.021593235,,8,,,,0.17159796,,,,0.007112,,0.01,
BMU,2008,0.044687578,0.047855984,0.057212789,0.011888731,0.023500571,,8,,,,0.18021595,,,,0.007112,,0.01,
BOL,1990,0.021793359,0.094507492,0.20931126,0.11085044,0.007535291,0,7,0.027644506,0.087908626,0.018020896,0.17250988,0.0095,0.035807375,0.007396,0.002085,0.00224,0,0
BOL,1991,0.020198717,0.072501048,0.027660198,0.205468518,0.007828459,0,7,0.029320166,0.08814551,0.01825778,0.1669678,0.0095,0.035807375,0.007396,0.002085,0.00224,0,0
BOL,1992,0.022655614,0.023294457,0.027253042,0.020360158,0.007711412,0,7,-0.006885109,0.08838327,0.018495543,0.17566155,0.0095,0.035807375,0.007396,0.002085,0.00224,0,0
BOL,1993,0.027862482,0.025942327,0.104256064,0.012644574,0.007587841,0,7,0.018260757,0.0886135,0.018725771,0.17415762,0.0095,0.035807375,0.007396,0.002085,0.00224,0,0
BOL,1994,0.023021125,0.09275594,0.213743062,0.031798217,0.009784547,0,7,0.024645735,0.08883917,0.018951446,0.17707783,0.0095,0.035807375,0.007396,0.002085,0.00224,0,0
BOL,1995,0.034580233,0.059647755,0.026615838,0.117742276,0.010767039,0,7,0.024298768,0.08905851,0.019170783,0.17063856,0.0095,0.035807375,0.007396,0.002085,0.00224,0,0
BOL,1996,0.021647617,0.020954624,0.027251358,0.206292731,0.011728551,0,7,0.021965943,0.08927181,0.019384084,0.17212138,0.0095,0.035807375,0.007396,0.002085,0.00224,0,0
BOL,1997,0.039978234,0.026048672,0.103463359,0.020542644,0.011854842,0,7,0.028020618,0.08948326,0.019595532,0.16776446,0.0095,0.035807375,0.007396,0.002085,0.00224,0,0
