country,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec
ABW,1990,0.073127209,0.125961296,0.017308731,0.562699986,0.069335942,0,7,,,,0.17250988,,,,0.004107,0.003889,,0
ABW,1991,0.067975837,0.130956457,0.015944757,0.652203468,0.058989932,0,7,,,,0.1669678,,,,0.004107,0.003889,,0
ABW,1992,0.072347944,0.135515234,0.015380615,0.674816142,0.068109372,0,7,,,,0.17566155,,,,0.004107,0.003889,,0
ABW,1993,0.05802618,0.12636446,0.014063386,0.675999414,0.059792387,0,7,,,,0.17415762,,,,0.004107,0.003889,,0
ABW,1994,0.047031491,0.121487089,0.012228965,0.733372939,0.050640196,0,7,,,,0.17707783,,,,0.004107,0.003889,,0
ABW,1995,0.062730401,0.125913945,0.013279801,0.854643679,0.053177197,0,7,,,,0.17063856,,,,0.004107,0.003889,,0
ABW,1996,0.072787571,0.115139527,0.011404523,0.891235491,0.049728241,0,7,,,,0.17212138,,,,0.004107,0.003889,,0
ABW,1997,0.097673106,0.120288147,0.00938715,0.776235467,0.041669084,0,7,,,,0.16776446,,,,0.004107,0.003889,,0
ABW,1998,0.058018202,0.088019722,0.006496207,0.244720726,0.034976007,0,7,,,,0.17605251,,,,0.004107,0.003889,,0
ABW,1999,0.053657317,0.086470235,0.00638251,0.228396737,0.034565382,0,7,,,,0.17840567,,,,0.004107,0.003889,,0
ABW,2000,0.025939594,0.039941504,0.005238118,0.162012538,0.029133114,0,8,,,,0.16618782,,,,0.004107,0.003889,,0
ABW,2001,0.088200477,0.073596411,0.005501212,0.190135333,0.028723908,0,8,,,,0.16482581,,,,0.004107,0.003889,,0
ABW,2002,0.095608172,0.075685791,0.005580439,0.198742726,0.028046413,0,8,,,,0.1710447,,,,0.004107,0.003889,,0
ABW,2003,0.097131892,0.128600428,0.006515806,0.188330564,0.030455195,0,8,,,,0.17277542,,,,0.004107,0.003889,,0
ABW,2004,0.097822893,0.173572977,0.006914986,0.198716871,0.032855564,0,8,,,,0.17783023,,,,0.004107,0.003889,,0
ABW,2005,0.106072728,0.193927487,0.007336052,0.206458921,0.035200525,0,8,,,,0.18731844,,,,0.004107,0.003889,,0
ABW,2006,0.120389267,0.256075362,0.008580984,0.222518041,0.039976793,,8,,,,0.16697896,,,,0.004107,0.003889,,
ABW,2007,0.139006115,0.306830369,0.009576424,0.229067813,0.042747371,,8,,,,0.17194954,,,,0.004107,0.003889,,
ABW,2008,0.161025837,0.36584488,0.010551301,0.241066146,0.0479927,,8,,,,0.18447804,,,,0.004107,0.003889,,
AFG,1990,0.001539516,0.003510483,0.00078266,0.010440297,0.003501409,,7,-0.055807926,0.09593515,0.031203961,0.16638204,0.001,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1991,0.001951994,0.004022835,0.001032623,0.014097591,0.004649815,,7,-0.005721076,0.09607233,0.031341143,0.15959682,0.001,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1992,0.002816362,0.004514789,0.001353524,0.017924802,0.006018663,,7,-0.07953044,0.09700019,0.032269005,0.17415069,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1993,0.00437133,0.005870936,0.001682429,0.02144432,0.007062563,,7,-0.13935366,0.09818561,0.033454414,0.16921195,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1994,0.007751528,0.00819944,0.002254119,0.027254975,0.009065049,,7,-0.10450654,0.09898508,0.0342539,0.17487785,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1995,0.008021565,0.006894933,0.002195786,0.026618372,0.008119226,,7,0.20266731,0.09946618,0.03473499,0.16840482,0.005,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1996,0.010476494,0.007898838,0.002341259,0.028881195,0.009128678,,7,0.02664417,0.09978592,0.03505473,0.15807389,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1997,0.015568428,0.009743338,0.002602234,0.03096375,0.009910791,,7,0.028209182,0.10009082,0.03535963,0.16461685,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1998,0.018230307,0.008953354,0.002453629,0.029185198,0.009170506,,7,0.028261118,0.10039452,0.03566333,0.16525303,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,1999,0.021201304,0.009939095,0.002752756,0.032477363,0.010227336,,7,0.02707857,0.10070955,0.03597836,0.17285785,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2000,0.019600235,0.010987587,0.002647149,0.032110917,0.009426971,,8,-0.010547614,0.10081559,0.036084395,0.16520521,0.0015,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2001,0.01771536,0.009747842,0.002676438,0.032482813,0.010000258,,8,-0.103735685,0.10085701,0.036125824,0.16047455,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2002,0.016473229,0.008228137,0.002216618,0.028828496,0.008617119,0,8,0.22132233,0.1013731,0.036641914,0.16952968,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2003,0.018692688,0.006683631,0.002923946,0.036650876,0.011581494,0,8,0.08035057,0.102058254,0.037327062,0.16795917,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2004,0.019605213,0.005288953,0.003061423,0.038700446,0.012811917,0,8,0.024951186,0.10258139,0.037850205,0.17561467,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2005,0.019606235,0.004973675,0.002893791,0.03707661,0.011810316,1,8,0.10609096,0.103065826,0.038334638,0.18637902,,0.041835755,0.007693,0.002717,0.006141,0,0
AFG,2006,0.018594088,0.003549256,0.00278755,0.037356412,0.011258855,,8,0.042711347,0.10343579,0.038704608,0.15531127,,0.041835755,0.007693,0.002717,0.006141,0,
AFG,2007,0.01632281,0.005143731,0.002795483,0.037440597,0.010744331,,8,0.091707274,0.10370045,0.038969267,0.16843173,,0.041835755,0.007693,0.002717,0.006141,0,
AFG,2008,0.012418125,0.004783046,0.00246971,0.030671746,0.010378059,,8,0.007227225,0.10396303,0.039231844,0.17586218,,0.041835755,0.007693,0.002717,0.006141,0,
AGO,1990,0.00154152,0.002572919,0.001271902,0.023169414,0.006244487,,7,0.01711062,0.090236016,0.018953465,0.17247532,0.0015,0.022721259,0.007867,0.006276,0.00787,0,0
AGO,1991,0.0018673,0.002494314,0.001567592,0.028799897,0.007438023,,7,-0.016783185,0.09047446,0.019191908,0.16698153,0.0035,0.022721259,0.007867,0.006276,0.00787,0,0
AGO,1992,0.002444958,0.002928323,0.001880176,0.037079566,0.009523642,,7,-0.03767939,0.090758756,0.019476203,0.1756522,0.005,0.022721259,0.007867,0.006276,0.00787,0,0
AGO,1993,0.002823765,0.003495157,0.002188561,0.041288586,0.010973656,,7,-0.2883258,0.09101224,0.019729683,0.17499132,0.0045,0.022721259,0.007867,0.006276,0.00787,0,0
AGO,1994,0.003456912,0.004202314,0.002476337,0.046990935,0.013846922,,7,-0.009591668,0.091239415,0.019956859,0.17706619,0.0045,0.022721259,0.007867,0.006276,0.00787,0,0
AGO,1995,0.005679122,0.007282773,0.00366381,0.063512993,0.021621495,0,7,0.07484041,0.091504976,0.02022242,0.1714343,0.004,0.022721259,0.007867,0.006276,0.00787,0,0
AGO,1996,0.005166395,0.007539752,0.003189565,0.056431516,0.019091533,0,7,0.0854217,0.09174776,0.020465208,0.17212342,0.004,0.022721259,0.007867,0.006276,0.00787,0,0
AGO,1997,0.004782656,0.007479282,0.00296383,0.053371672,0.015337841,0,7,0.056571197,0.09195793,0.020675376,0.16825536,0.0035,0.022721259,0.007867,0.006276,0.00787,0,0
AGO,1998,0.004881596,0.008132509,0.002971859,0.04837867,0.015955804,1,7,0.048434533,0.0921425,0.020859947,0.17636524,0.0035,0.022721259,0.007867,0.006276,0.00787,0,0
AGO,1999,0.005733363,0.010054943,0.003266082,0.056189457,0.019952078,,7,0.015193339,0.09231656,0.021034006,0.17923258,0.0035,0.022721259,0.007867,0.006276,0.00787,0,0
AGO,2000,0.004307353,0.007815866,0.002574609,0.040745815,0.012163247,,8,0.013840456,0.09247373,0.021191174,0.16637819,0.0035,0.022721259,0.007867,0.006276,0.00787,0,0
AGO,2001,0.004764488,0.006407509,0.00305553,0.047346084,0.013629707,,8,0.015271537,0.0926278,0.021345245,0.16554393,0.0035,0.022721259,0.007867,0.006276,0.00787,0,0
AGO,2002,0.004024242,0.005391785,0.002495322,0.041502765,0.011908998,0,8,0.120335616,0.09283638,0.02155383,0.17138055,0.004,0.022721259,0.007867,0.006276,0.00787,0,0
AGO,2003,0.00441006,0.005206073,0.002798554,0.045735249,0.011869077,0,8,0.006218927,0.093108274,0.021825718,0.17185913,0.004,0.022721259,0.007867,0.006276,0.00787,0,0
AGO,2004,0.003925803,0.005726665,0.002571589,0.042374234,0.010724778,0,8,0.07934761,0.0934059,0.022123346,0.17788023,0.004,0.022721259,0.007867,0.006276,0.00787,0,0
AGO,2005,0.003060452,0.004560851,0.001906365,0.03389768,0.008967567,0,8,0.17353512,0.09367938,0.02239683,0.1877313,0.004,0.022721259,0.007867,0.006276,0.00787,0,0
AGO,2006,0.002604574,0.004132068,0.001632454,0.029764065,0.008211193,,8,0.15766905,0.093920626,0.02263807,0.1670528,0.004,0.022721259,0.007867,0.006276,0.00787,0,
AGO,2007,0.002707455,0.003485818,0.001818006,0.031737863,0.007521387,,8,0.17641811,0.094143905,0.02286135,0.1729844,0.004,0.022721259,0.007867,0.006276,0.00787,0,
AGO,2008,0.002796051,0.003486869,0.0019086,0.033056139,0.007408726,,8,0.107804865,0.0943599,0.02307734,0.1845921,0.004,0.022721259,0.007867,0.006276,0.00787,0,
ALB,1990,0.001231983,0.00318315,0.006027655,0.080620364,0.005828004,0,7,0.008933366,0.08086649,0.047761798,0.1660409,0.0055,,0.002204,0.004719,0.000399,0,0
ALB,1991,0.001505209,0.003784651,0.007838048,0.097886298,0.007519375,0,7,-0.2894964,0.08099927,0.047894567,0.16392769,0.0055,,0.002204,0.004719,0.000399,0,0
ALB,1992,0.003257847,0.009857743,0.014692625,0.14602523,0.014578212,0,7,-0.08100274,0.08109675,0.047992054,0.17563812,0.0075,,0.002204,0.004719,0.000399,0,0
ALB,1993,0.003038508,0.012568236,0.014444301,0.130935691,0.010705324,0,7,0.08777332,0.0811721,0.0480674,0.1741945,0.0075,,0.002204,0.004719,0.000399,0,0
ALB,1994,0.002657463,0.012398706,0.014105224,0.118617235,0.008536245,0,7,0.07441915,0.08125164,0.048146944,0.1747447,0.0075,,0.002204,0.004719,0.000399,0,0
ALB,1995,0.002979746,0.013411649,0.015268604,0.121882651,0.008364335,0,7,0.12563932,0.08131682,0.048212126,0.17028117,0.0075,,0.002204,0.004719,0.000399,0,0
ALB,1996,0.002606566,0.009988635,0.013450842,0.109504475,0.007319684,0,7,0.08645776,0.081358545,0.048253845,0.1719349,0.005,,0.002204,0.004719,0.000399,0,0
ALB,1997,0.003606402,0.014804264,0.015957783,0.125375708,0.009347819,0,7,-0.10548546,0.08139744,0.048292734,0.1655391,0.0075,,0.002204,0.004719,0.000399,0,0
ALB,1998,0.00411155,0.013729194,0.013012893,0.107757417,0.007923712,0,7,0.12267845,0.08143585,0.048331153,0.17579204,0.0075,,0.002204,0.004719,0.000399,0,0
ALB,1999,0.004816352,0.013171103,0.011655187,0.098522,0.007073544,0,7,0.09582251,0.08148299,0.04837829,0.17643961,0.0075,,0.002204,0.004719,0.000399,0,0
ALB,2000,0.008818153,0.019386431,0.011527216,0.102508721,0.00825997,0,8,0.06795225,0.08153015,0.048425443,0.15190119,0.0075,,0.002204,0.004719,0.000399,0,0
ALB,2001,0.00569865,0.011808509,0.012151666,0.106905877,0.007622149,0,8,0.066941716,0.08157744,0.04847274,0.16508693,0.0075,,0.002204,0.004719,0.000399,0,0
ALB,2002,0.005057463,0.011495633,0.01210356,0.110510499,0.007665545,0,8,0.028633859,0.08162947,0.048524775,0.16241564,0.0085,,0.002204,0.004719,0.000399,0,0
ALB,2003,0.004748417,0.007902301,0.012781719,0.116311556,0.007686088,0,8,0.054514896,0.08168101,0.048576314,0.1723756,0.0085,,0.002204,0.004719,0.000399,0,0
ALB,2004,0.004535509,0.006969216,0.012985918,0.119726043,0.007757087,0,8,0.053559545,0.08173239,0.048627693,0.17783786,0.0085,,0.002204,0.004719,0.000399,0,0
ALB,2005,0.004547536,0.007403726,0.012442512,0.119945762,0.007747189,0,8,0.052544683,0.0817839,0.048679195,0.18749,0.0095,,0.002204,0.004719,0.000399,0,0
ALB,2006,0.004712615,0.00754519,0.014435407,0.134725093,0.008425779,,8,0.04957933,0.08183581,0.048731104,0.1669669,0.0095,,0.002204,0.004719,0.000399,0,
ALB,2007,0.004965642,0.007937886,0.015637417,0.145363268,0.009393701,,8,0.057411596,0.08188834,0.048783645,0.16869716,0.0095,,0.002204,0.004719,0.000399,0,
ALB,2008,0.004889772,0.008275812,0.015786533,0.14697283,0.009791393,,8,0.0625464,0.08193953,0.04883483,0.18431893,0.0095,,0.002204,0.004719,0.000399,0,
AND,1990,0.006728876,0.031482528,0.008793202,0.046298175,0.006187693,0,7,,,,0.1660409,,,0.007139,0.002326,0.006848001,,0
AND,1991,0.006447093,0.028443519,0.015510268,0.047851303,0.006140486,0,7,,,,0.16392769,,,0.007139,0.002326,0.006848001,,0
AND,1992,0.006642541,0.027803062,0.018777042,0.051228442,0.00637901,0,7,,,,0.17563812,,,0.007139,0.002326,0.006848001,,0
AND,1993,0.006640561,0.027416025,0.017632145,0.0513868,0.006247724,0,7,,,,0.1741945,,,0.007139,0.002326,0.006848001,,0
AND,1994,0.007014361,0.027576923,0.019259514,0.056302007,0.006516992,0,7,,,,0.1747447,,,0.007139,0.002326,0.006848001,,0
AND,1995,0.007401253,0.027749694,0.01963008,0.059213641,0.007018451,0,7,,,,0.17028117,,,0.007139,0.002326,0.006848001,,0
AND,1996,0.007441629,0.026161134,0.020120098,0.059518737,0.007017706,0,7,,,,0.1719349,,,0.007139,0.002326,0.006848001,,0
AND,1997,0.008395829,0.025448549,0.021226762,0.061155324,0.007829376,0,7,,,,0.1655391,,,0.007139,0.002326,0.006848001,,0
AND,1998,0.008390165,0.019827936,0.02042972,0.056942882,0.007672155,0,7,,,,0.17579204,,,0.007139,0.002326,0.006848001,,0
AND,1999,0.008736556,0.020070841,0.021453418,0.058259645,0.007955464,0,7,,,,0.17643961,,,0.007139,0.002326,0.006848001,,0
AND,2000,0.009001025,0.025300192,0.02229094,0.059644777,0.009099858,0,8,,,,0.15190119,,,0.007139,0.002326,0.006848001,,0
AND,2001,0.009023873,0.023995504,0.023669397,0.061168102,0.008500425,0,8,,,,0.16508693,,,0.007139,0.002326,0.006848001,,0
AND,2002,0.008339291,0.022074051,0.021681443,0.058895595,0.007941863,0,8,,,,0.16241564,,,0.007139,0.002326,0.006848001,,0
AND,2003,0.007728058,0.017922149,0.024222146,0.060647308,0.007857442,0,8,,,,0.1723756,,,0.007139,0.002326,0.006848001,,0
AND,2004,0.007915025,0.016378955,0.02605127,0.064707899,0.008394475,0,8,,,,0.17783786,,,0.007139,0.002326,0.006848001,,0
AND,2005,0.008085518,0.016469576,0.02602207,0.065856826,0.008639386,0,8,,,,0.18749,,,0.007139,0.002326,0.006848001,,0
AND,2006,0.008544319,0.014650011,0.028111749,0.073661621,0.009633267,,8,,,,0.1669669,,,0.007139,0.002326,0.006848001,,
AND,2007,0.009184391,0.014685231,0.026887162,0.078609757,0.010578289,,8,,,,0.16869716,,,0.007139,0.002326,0.006848001,,
AND,2008,0.009736832,0.015710186,0.024854952,0.081985862,0.011523663,,8,,,,0.18431893,,,0.007139,0.002326,0.006848001,,
ANT,1990,0.073012309,0.073013977,-0.114363392,0.010335459,0.035452982,0,7,,,,0.17250988,,,,0.003866,0.002508,,0
ANT,1991,0.063647216,0.063646364,1.558644981,0.00866301,0.029024917,0,7,,,,0.1669678,,,,0.003866,0.002508,,0
ANT,1992,0.056650332,0.056650518,0.894599096,0.008288212,0.026057504,0,7,,,,0.17566155,,,,0.003866,0.002508,,0
ANT,1993,0.040413447,0.040413344,0.788648423,0.006825821,0.018808898,0,7,,,,0.17415762,,,,0.003866,0.002508,,0
ANT,1994,0.037906833,0.037906796,0.847916765,0.006038897,0.017499425,0,7,,,,0.17707783,,,,0.003866,0.002508,,0
ANT,1995,0.039111388,0.039111286,0.946532919,0.006632935,0.017633975,0,7,,,,0.17063856,,,,0.003866,0.002508,,0
ANT,1996,0.037010161,0.03700953,0.724592493,0.005953753,0.016899122,0,7,,,,0.17212138,,,,0.003866,0.002508,,0
ANT,1997,0.033428331,0.033428037,0.892601127,0.006287043,0.014218057,0,7,,,,0.16776446,,,,0.003866,0.002508,,0
ANT,1998,0.029794287,0.029794123,0.517484691,0.004047645,0.012266353,0,7,,,,0.17605251,,,,0.003866,0.002508,,0
ANT,1999,0.03159703,0.031597187,0.550872747,0.004335379,0.012870737,0,7,,,,0.17840567,,,,0.003866,0.002508,,0
ANT,2000,0.031539762,0.031539627,0.234681873,0.002451692,0.01164218,0,8,,,,0.16618782,,,,0.003866,0.002508,,0
ANT,2001,0.032592286,0.03259206,0.380677114,0.003847283,0.013472265,0,8,,,,0.16482581,,,,0.003866,0.002508,,0
ANT,2002,0.031207866,0.031207729,0.469125201,0.004303601,0.013035834,0,8,,,,0.1710447,,,,0.003866,0.002508,,0
ANT,2003,0.034574259,0.034574674,0.859533809,0.008743028,0.014693069,0,8,,,,0.17277542,,,,0.003866,0.002508,,0
ANT,2004,0.035594828,0.035594692,0.545356181,0.005812162,0.018905935,0,8,,,,0.17783023,,,,0.003866,0.002508,,0
ANT,2005,0.037431916,0.037431202,0.59930643,0.006813335,0.019745191,0,8,,,,0.18731844,,,,0.003866,0.002508,,0
ANT,2006,0.042077215,0.042077112,1.181508713,0.010727115,0.023099839,,8,,,,0.16697896,,,,0.003866,0.002508,,
ANT,2007,0.045384438,0.045383904,1.734707188,0.014512612,0.025916424,,8,,,,0.17194954,,,,0.003866,0.002508,,
ANT,2008,0.049038474,0.049038614,1.662508178,0.014738907,0.028925556,,8,,,,0.18447804,,,,0.003866,0.002508,,
ARE,1990,0.008718937,0.009690421,0.004813999,0.062937157,0.024628696,0,7,0.056010734,0.0751002,0.030839765,0.16638204,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,1991,0.005643352,0.007678486,0.00249612,0.041073439,0.018738434,0,7,-0.055138156,0.07568735,0.03142691,0.15959682,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,1992,0.007533092,0.010615897,0.003568396,0.056196221,0.022918866,0,7,-0.032733947,0.076286584,0.032026146,0.17415069,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,1993,0.01078086,0.014730833,0.004940689,0.074765746,0.028145629,0,7,-0.067034476,0.076890044,0.03262961,0.16921195,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,1994,0.009148933,0.011446761,0.004147585,0.067979844,0.024177845,0,7,0.022477165,0.0774897,0.03322926,0.17487785,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,1995,0.010576375,0.013217175,0.004921091,0.076755033,0.027444529,0,7,0.018103685,0.07807095,0.033810515,0.16840482,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,1996,0.011559698,0.014955111,0.005462313,0.085127825,0.027821666,0,7,0.004417979,0.07863105,0.034370612,0.15807389,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,1997,0.014274517,0.023592271,0.008178123,0.102409143,0.032469997,0,7,0.009783412,0.07918022,0.03491978,0.16461685,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,1998,0.017167705,0.037772321,0.010615529,0.108382744,0.034399413,0,7,-0.014097312,0.0797195,0.035459064,0.16525303,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,1999,0.012353866,0.024439569,0.006958291,0.085467994,0.025724014,0,7,-0.022170357,0.080248885,0.035988446,0.17285785,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,2000,0.009466928,0.016513972,0.005718296,0.070802139,0.019784425,0,8,0.06702402,0.08076918,0.036508746,0.16520521,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,2001,0.009598521,0.013387471,0.005197599,0.068971836,0.019295534,0,8,-0.033438616,0.08127797,0.037017528,0.16047455,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,2002,0.010066608,0.012841781,0.005145828,0.069413343,0.019080499,0,8,-0.02325535,0.08176982,0.037509378,0.16952968,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,2003,0.012085187,0.012860616,0.006135806,0.077287449,0.021568626,0,8,0.06694198,0.08224619,0.037985757,0.16795917,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,2004,0.014548337,0.012556573,0.00717497,0.088746783,0.025184573,0,8,0.047526952,0.08270768,0.038447246,0.17561467,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,2005,0.014385473,0.011792696,0.0072761,0.087503744,0.024440576,0,8,0.03470736,0.08315469,0.038894255,0.18637902,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,2006,0.015755461,0.011124683,0.007712608,0.096429697,0.025850058,,8,0.048011843,0.083584115,0.039323684,0.15531127,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,2007,0.016927254,0.011595699,0.008199759,0.102340741,0.027230894,,8,0.020390125,0.08399313,0.03973269,0.16843173,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARE,2008,0.017835346,0.011944712,0.008875242,0.107274778,0.028578517,,8,0.032776706,0.08438453,0.040124092,0.17586218,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1
ARG,1990,0.001084604,0.004837216,0.008168816,0.007473339,0.012298257,0,7,-0.013372091,0.104053535,0.024908487,0.17250988,0.0085,0.03346389,0.00255,0.002236,0.000618,0,0
ARG,1991,0.001243058,0.005807579,0.003963036,0.02083932,0.007991599,0,7,0.084635586,0.1041942,0.025049157,0.1669678,0.0085,0.03346389,0.00255,0.002236,0.000618,0,0
ARG,1992,0.001510277,0.005385973,0.00857871,0.008171026,0.01141515,0,7,0.07415373,0.10433145,0.025186403,0.17566155,0.0085,0.03346389,0.00255,0.002236,0.000618,0,0
ARG,1993,0.001549375,0.005600118,0.004434778,0.020742951,0.007969877,0,7,0.044472717,0.10446015,0.025315108,0.17415762,0.0085,0.03346389,0.00255,0.002236,0.000618,0,0
ARG,1994,0.001773742,0.006550001,0.00868962,0.008804469,0.011188894,0,7,0.06932425,0.10458722,0.02544218,0.17707783,0.0085,0.03346389,0.00255,0.002236,0.000618,0,0
ARG,1995,0.002103169,0.00613731,0.004802934,0.021005934,0.008572693,0,7,-0.042731386,0.104709014,0.02556397,0.17063856,0.0085,0.03346389,0.00255,0.002236,0.000618,0,0
ARG,1996,0.004383233,0.006425277,0.008240652,0.009483121,0.011442934,0,7,0.03203458,0.1048243,0.025679253,0.17212138,0.0085,0.03346389,0.00255,0.002236,0.000618,0,0
ARG,1997,0.002245851,0.00666443,0.004562731,0.020149248,0.00846235,0,7,0.0674681,0.10494103,0.02579599,0.16776446,0.0085,0.03346389,0.00255,0.002236,0.000618,0,0
ARG,1998,0.004939495,0.006610251,0.008186525,0.009482467,0.010765665,0,7,0.03704964,0.10505561,0.025910562,0.17605251,0.0085,0.03346389,0.00255,0.002236,0.000618,0,0
ARG,1999,0.002254029,0.008283433,0.004356994,0.004055907,0.01573866,0,7,-0.044596888,0.1051659,0.026020855,0.17840567,0.009,0.03346389,0.00255,0.002236,0.000618,0,0
ARG,2000,0.00652796,0.006688388,0.009561965,0.005091709,0.016278992,0,8,-0.01897143,0.105277136,0.026132088,0.16618782,0.009,0.03346389,0.00255,0.002236,0.000618,0,0
ARG,2001,0.002146846,0.007639729,0.004946594,0.006239423,0.015680265,0,8,-0.053175386,0.10537256,0.026227517,0.16482581,0.009,0.03346389,0.00255,0.002236,0.000618,0,0
ARG,2002,0.005249386,0.006489108,0.008588764,0.00615858,0.01526124,0,8,-0.11609067,0.10545315,0.026308106,0.1710447,0.009,0.03346389,0.00255,0.002236,0.000618,0,0
ARG,2003,0.002145513,0.008068137,0.004471742,0.007002871,0.018630903,0,8,0.07843541,0.105541445,0.026396403,0.17277542,0.009,0.03346389,0.00255,0.002236,0.000618,0,0
ARG,2004,0.005261947,0.0045096,0.017570286,0.008006212,0.018146436,0,8,0.07857727,0.1056468,0.026501752,0.17783023,0.009,0.03346389,0.00255,0.002236,0.000618,0,0
ARG,2005,0.002466528,0.005049413,0.007088692,0.009068856,0.01834708,0,8,0.0797647,0.10575947,0.026614428,0.18731844,0.009,0.03346389,0.00255,0.002236,0.000618,0,0
ARG,2006,0.005829812,0.006033616,0.018048998,0.008256651,0.019860919,,8,0.07313927,0.105869375,0.026724335,0.16697896,0.009,0.03346389,0.00255,0.002236,0.000618,0,
ARG,2007,0.002284606,0.006077263,0.007129586,0.010379561,0.019622266,,8,0.07519496,0.10597859,0.026833545,0.17194954,0.009,0.03346389,0.00255,0.002236,0.000618,0,
ARG,2008,0.005664949,0.0069057,0.021324211,0.00832985,0.023011742,,8,0.056577116,0.10608613,0.026941083,0.18447804,0.009,0.03346389,0.00255,0.002236,0.000618,0,
ARM,1990,0.02040943,0.099202454,0.003384978,0.027266318,0.000625366,,7,,0.081246786,0.047782898,0.16638204,,,0.001272,0.004576,0.001291,0,
ARM,1991,0.02269301,0.010216081,0.004200143,0.010885492,0.001031081,0,7,-0.13259126,0.08142494,0.047961045,0.15959682,0.0085,,0.001272,0.004576,0.001291,0,0
ARM,1992,0.020942503,0.098345308,0.004384125,0.027753794,0.000954413,0,7,-0.4078103,0.08125137,0.04778748,0.17415069,0.0085,,0.001272,0.004576,0.001291,0,0
ARM,1993,0.023180317,0.01067092,0.004939604,0.013303931,0.001171882,0,7,-0.046581782,0.08080723,0.047343343,0.16921195,0.0085,,0.001272,0.004576,0.001291,0,0
ARM,1994,0.033446342,0.192856039,0.005517238,0.037468054,0.002078078,0,7,0.08956253,0.0804754,0.047011506,0.17487785,0.0085,,0.001272,0.004576,0.001291,0,0
ARM,1995,0.042001897,0.01263345,0.02280195,0.013158121,0.001355291,0,7,0.08897542,0.08029026,0.046826366,0.16840482,0.0065,,0.001272,0.004576,0.001291,0,0
ARM,1996,0.05251378,0.189374265,0.005765561,0.037719205,0.001419333,0,7,0.06085151,0.080272794,0.0468089,0.15807389,0.002,,0.001272,0.004576,0.001291,0,0
ARM,1997,0.05487663,0.013607664,0.025846383,0.013917075,0.001613174,0,7,0.034484234,0.08025844,0.04679454,0.16461685,0.002,,0.001272,0.004576,0.001291,0,0
ARM,1998,0.06315103,0.214663581,0.005572748,0.038286458,0.001526133,0,7,0.076467335,0.08022617,0.04676228,0.16525303,0.0075,,0.001272,0.004576,0.001291,0,0
ARM,1999,0.073015701,0.014867166,0.028161997,0.014456266,0.001620867,0,7,0.033517476,0.08022116,0.046757273,0.17285785,0.0075,,0.001272,0.004576,0.001291,0,0
ARM,2000,0.007126598,0.211801862,0.005226417,0.043199875,0.000789836,0,8,0.060762674,0.08020453,0.04674064,0.16520521,0.0075,,0.001272,0.004576,0.001291,0,0
ARM,2001,0.075847424,0.015149526,0.025941902,0.01441808,0.000937678,0,8,0.10141764,0.08015522,0.046691332,0.16047455,0.0075,,0.001272,0.004576,0.001291,0,0
ARM,2002,0.00818238,0.225081772,0.005221766,0.043210205,0.00099285,0,8,0.15625969,0.08010963,0.04664574,0.16952968,0.0075,,0.001272,0.004576,0.001291,0,0
