country,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,trans_outp,gross output,trans_outp_p,avgs1,avgs2,avgs6,avgs10,avgs19
ISR,1996,0.000254109,-0.002340032,-0.000183978,-0.011790532,-0.002488989,0.0,7,0.016313527,0.0861514,0.056030422,0.15807389,0.0095,0.005306283,0.003436,0.003469,0.005525,0.01,0.0,0.000297457,0.000297461,-0.01033093,-0.0168796,0.0,9549.534337,17926.70656,0.532698759,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
ITA,1996,-0.0010717,-0.000189375,-0.000318853,-0.00021487,-0.000504234,0.0,7,0.009300925,0.109572254,0.052735772,0.1719349,0.01,0.031000923,0.001145,0.003027,0.001147,0.0,0.0,1.61e-05,1.61e-05,0.001653731,-0.016328119,0.0,142396.6601,325416.5213,0.437582762,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
JAM,1996,-0.002344063,-0.00249579,-0.000681478,-0.000153395,-0.002173945,0.0,7,-0.02767312,0.07824637,0.054422244,0.17212138,0.0095,0.010296194,0.004129,0.00616,0.001098,0.01,0.0,0.000129111,0.000129107,0.001482815,-0.04737331,0.0,710.4412445,1834.215277,0.387327078,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
JOR,1996,0.000383676,-0.000448157,0.000532933,-7.81e-05,-0.00040851,0.0,7,-0.016986988,0.083810374,0.038595643,0.15807389,0.004,0.026532419,0.005926,0.000659,0.000396,0.0,0.0,0.00037837,0.000378374,-0.01033093,-0.04111296,0.0,613.8898779,2168.618531,0.283078775,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
JPN,1996,0.000195011,0.000424506,0.000642981,0.000746846,0.0013683,0.0,7,0.031846844,0.11741218,0.05814975,0.15807389,0.01,0.026878474,0.000119,0.005406,0.000178,0.0,0.0,2.42e-05,2.42e-05,-0.01033093,-0.002603956,0.0,364897.5641,1004852.366,0.363135498,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
KAZ,1996,0.001098802,0.001048708,0.004775488,0.011034881,0.003312807,0.0,7,0.01667861,0.09661167,0.017714081,0.15807389,0.003,,0.006171,0.005898,0.006621,0.0,0.0,-0.000115536,-0.000115536,-0.01033093,-0.009538537,0.0,3871.816456,12561.38233,0.308231718,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
KEN,1996,0.00295575,0.000670594,0.000630685,0.000835292,0.000120071,0.0,7,0.017025512,0.10232442,0.03888122,0.17212342,0.0025,0.03269569,0.008588,0.007765,0.00886,0.01,0.0,0.00024271,0.00024271,0.000689119,0.007089394,0.0,2016.28379,5884.003238,0.342672108,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
KGZ,1996,-0.000966113,-0.026393124,-0.005114739,-0.000484104,-0.003028909,0.0,7,0.055634715,0.08433419,0.031795755,0.15807389,0.0035,,0.006752,0.00447,0.005949,0.0,0.0,0.000144511,0.000144504,-0.01033093,0.06508989,0.0,165.1718119,1510.726421,0.109332709,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
KHM,1996,-0.018517486,-0.004002545,-0.00123323,-3.13e-05,-0.002300827,,7,0.03189519,0.09348437,0.041750032,0.15807389,0.0055,0.0,0.002105,0.000965,0.002104,0.0,0.0,0.000222564,0.000222564,-0.01033093,-6.85e-05,0.0,317.0083268,835.9809346,0.379205211,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
KOR,1996,0.000429286,-0.000988121,-0.000482446,0.000809045,-0.005093025,0.0,7,0.061446566,0.107247636,0.06137859,0.15807389,0.008,0.021860512,2e-05,0.006604,2.1e-05,0.0,0.0,8.01e-05,8.01e-05,-0.01033093,0.02090349,0.0,47003.52225,164156.5781,0.286333468,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
KWT,1996,0.000341576,-0.000577411,0.000256216,0.000906062,0.001089131,0.0,7,-0.07426412,0.07434194,0.045538727,0.15807389,0.0015,-0.095670156,0.006604,0.006745,0.003444,0.0,1.0,0.000435136,0.00043514,-0.01033093,-0.06707423,0.0,2379.139235,3085.771529,0.771003042,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
LAO,1996,-0.017131853,-0.001846137,-0.009584399,-0.000166607,-0.001781825,0.0,7,-0.001830804,0.085113846,0.030698333,0.15807389,0.0015,0.03577948,0.005139,0.005453,0.006382,0.0,0.0,0.000254519,0.000254519,-0.01033093,-0.019369554,0.0,136.5845015,469.5918569,0.2908579,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
LBN,1996,0.000181255,-0.001372059,0.000775587,2.03e-05,0.000261572,0.0,7,0.025372362,0.0812697,0.058016453,0.15807389,,0.04044804,0.001314,0.007886,0.001312,0.0,0.0,0.000141077,0.00014108,-0.01033093,0.011511596,0.0,822.64027,2290.921055,0.359087131,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
LBR,1996,-0.014993048,-0.003726268,-0.004985459,0.017903311,-0.008361277,,7,-0.00570424,0.07613644,0.03045968,0.17212342,0.005,-0.005108256,0.009084,0.004883,0.009038,0.01,0.0,0.000251926,0.000251928,0.000689119,-0.003449823,0.0,52.20373703,130.0097161,0.401537197,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
LBY,1996,-0.000645706,-0.000801286,-0.000871146,-0.00033716,-0.001885548,0.0,7,0.025880301,0.08452405,0.009795971,0.17212342,0.0015,,0.00792,0.00057,0.000758,0.0,1.0,6.87e-05,6.87e-05,0.000689119,-0.002541607,0.0,2843.824433,6950.53729,0.409151741,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
LIE,1996,-3.16e-05,-2.57e-05,2.07e-05,2.11e-05,-4.83e-06,0.0,7,,,,0.1719349,,,0.005726,0.003343,0.002246,,0.0,,,0.001653731,,0.0,233.2581021,603.0891817,0.386772154,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
LKA,1996,-0.000266871,0.004168784,0.001052669,0.000563773,-0.000850554,,7,0.026676985,0.09835191,0.056648117,0.15807389,0.0075,0.019878743,0.00415,0.004853,0.004645,0.01,0.0,0.000109695,0.000109695,-0.01033093,0.008892462,0.0,1118.180406,2888.931688,0.387056714,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
LSO,1996,0.001184501,0.004613942,0.001157438,0.000503579,0.001198054,0.0,7,0.07480345,0.075783536,0.041653924,0.17212342,0.009,0.044091552,0.00255,0.007211,0.002543,0.01,0.0,0.000186458,0.000186462,0.000689119,0.04310339,0.0,63.78472852,221.74215,0.287652702,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
LTU,1996,-0.000499209,-0.00076639,-0.001344921,0.002258711,-0.00134493,0.0,7,0.04850164,0.08207488,0.040436205,0.1719349,0.01,,0.003223,0.004141,0.003219,0.0,0.0,-1.43e-05,-1.43e-05,0.001653731,0.02915813,0.0,1030.405155,2331.170127,0.442011994,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
LUX,1996,0.001900361,0.014604844,-0.001512115,-0.002262916,-0.003702369,0.0,7,,,,0.1719349,,-0.095670156,0.005302,0.000911,0.00644,0.0,0.0,,,0.001653731,,0.0,1398.22701,4357.946028,0.320845417,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
LVA,1996,-0.000784826,0.000794088,-0.001379048,0.000885687,-0.004488671,0.0,7,0.049699828,0.07808029,0.036555886,0.1719349,0.009,,0.005867,0.005556,0.005795,0.0,0.0,-0.000112087,-0.000112087,0.001653731,0.020471388,0.0,1044.001021,2277.640435,0.45836955,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
MAC,1996,0.000516679,-0.000743681,-9.03e-05,3.48e-05,-0.002325564,0.0,7,,,,0.15807389,,,,0.005511,0.002519,0.0,0.0,,,-0.01033093,,0.0,486.1437249,1093.213999,0.444692188,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
MAR,1996,-0.001141339,-0.000786846,3.38e-05,0.000382617,0.000458104,0.0,7,0.100238696,0.10241613,0.041406218,0.17212342,0.0015,0.0383298,0.004841,3.5e-05,0.004683,0.0,0.0,0.000195824,0.000195827,0.000689119,0.084479965,0.0,2753.091648,9659.223215,0.285022055,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
MCO,1996,0.000186912,0.00077343,0.000247166,0.00011493,0.00013408,0.0,7,,,,0.1719349,,,0.006838,0.003047,0.007305,,0.0,,,0.001653731,,0.0,227.5892579,571.9249611,0.397935522,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
MDA,1996,0.007613234,-0.004160892,-0.003859385,-0.007987876,0.005978251,0.0,7,-0.056659155,0.08394347,0.0488666,0.1719349,0.0085,-0.095670156,0.005535,0.005603,0.005533001,0.0,0.0,-2.48e-05,-2.48e-05,0.001653731,-0.03437306,0.0,1.986241613,9.21732506,0.215490026,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
MDG,1996,-0.008632262,-0.053408452,-0.002239132,-0.000402737,-0.00543424,0.0,7,-0.009534534,0.09543126,0.031774465,0.17212342,0.0095,0.034904286,0.008791001,0.005191,0.000204,0.0,0.0,0.000302866,0.00030287,0.000689119,-0.005758208,0.0,408.7151644,1219.493083,0.335151687,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
MDV,1996,-0.00328083,-0.005176643,0.002725964,0.000522958,-0.002280897,0.0,7,,,,0.15807389,,,,,,0.01,0.0,,,-0.01033093,,0.0,58.79280448,121.2478469,0.48489772,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
MEX,1996,-0.000126905,-0.000361335,-0.000158542,-0.00077312,9.23e-05,0.0,7,0.03462024,0.11455281,0.038936187,0.17212138,0.007,0.03440418,0.005418,0.001796,0.001511,0.0,0.0,0.00016214,0.00016214,0.001482815,0.015455628,0.0,39849.53931,102573.2551,0.38849834,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
MKD,1996,0.002137882,0.014758887,0.002801146,0.001808586,0.002970872,0.0,7,0.00324411,0.07586348,0.04373249,0.1719349,0.008,,0.005023,0.005899,0.005021,,0.0,8.69e-05,8.69e-05,0.001653731,-0.003002724,0.0,485.9478827,1600.2804,0.303664209,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
MLI,1996,-0.006234285,-0.000946086,0.000351915,4.84e-05,-0.00022217,0.0,7,0.02034924,0.09123199,0.020165928,0.17212342,0.0085,-0.009162908,0.006906,0.00182,0.008388001,0.0,0.0,0.000219651,0.000219651,0.000689119,0.003223494,0.0,268.5051746,670.3289982,0.400557301,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
MLT,1996,-0.000651164,0.000508075,0.001443971,0.002204088,2.63e-05,0.0,7,,,,0.1719349,,-0.095670156,0.000414,0.001223,0.000907,0.0,0.0,,,0.001653731,,0.0,412.3408769,731.8916244,0.563390621,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
MMR,1996,-0.001585061,-0.000514228,-0.000792826,4.69e-05,0.005816946,0.0,7,0.050447598,0.106527396,0.041639302,0.15807389,0.0015,0.035723455,0.005062,0.001974,0.005072,0.0,0.0,0.000132203,0.000132207,-0.01033093,0.012837451,0.0,1096.485089,27962.58523,0.039212579,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
MNG,1996,-0.002637506,-0.000460142,0.001663622,0.000640908,0.003878835,0.0,7,0.003824554,0.07821985,0.004729273,0.15807389,0.01,0.035918176,0.003682,0.000799,0.003734,0.0,0.0,0.000193499,0.000193499,-0.01033093,-0.011214221,0.052631579,123.6745434,420.376982,0.294199132,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
MOZ,1996,-0.004948289,-0.001159925,0.000115523,0.000109639,-0.000556774,0.0,7,0.035901543,0.096988186,0.03034295,0.17212342,0.0075,0.008754687,0.006932,0.006759,0.008125,0.0,0.0,0.00033287,0.00033287,0.000689119,0.023242064,0.0,267.9039947,679.89697,0.394036165,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
MRT,1996,-0.000975493,-0.004736369,0.00051977,-4.34e-05,-0.000387064,0.0,7,0.038373232,0.07727835,0.007901331,0.17212342,0.002,-0.095670156,0.00615,0.000149,0.00326,0.0,0.0,0.000159331,0.000159329,0.000689119,0.019001095,0.0,133.1919125,421.5031519,0.315992685,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
MUS,1996,0.001151543,-0.304812777,-0.021056131,-0.109432844,-0.030633503,0.0,7,0.040716548,0.07034691,0.06326655,0.17212342,0.01,-0.095670156,0.004634,0.006385,0.004547,0.0,0.0,0.000108294,0.000108294,0.000689119,0.008560855,0.0,723.06795,1320.937623,0.547389928,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
MWI,1996,-0.0151306,-0.016033152,-0.004368274,-0.000773378,-0.009379889,0.0,7,0.048951626,0.09255172,0.04711027,0.17212342,0.008,0.021747518,0.006744,0.008192,0.006023,0.01,0.0,0.000227228,0.000227232,0.000689119,0.033355556,0.0,191.3335144,551.7727059,0.34676147,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
MYS,1996,-0.000443039,-0.009952541,0.000165538,-0.007480952,0.002351434,0.0,7,0.07621584,0.099061124,0.041114233,0.15807389,0.0065,0.026878474,0.00588,0.006657,0.00597,0.01,0.0,0.000218838,0.000218835,-0.01033093,0.040174123,0.0,11734.51063,47162.81485,0.24880853,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
NAM,1996,-0.002318291,2.62e-05,0.000814309,0.000258637,0.000961491,0.0,7,0.004425698,0.07452588,0.007366981,0.17212342,0.008,0.023887627,0.006329,0.006626,0.007005,0.01,0.0,0.000251591,0.000251596,0.000689119,-0.009215687,0.0,273.7897096,862.4290172,0.317463471,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
NCL,1996,0.000634872,0.001157664,0.001730397,0.000683103,0.003092842,0.0,7,,,,0.17184739,,,,0.005462,0.006633,0.0,0.0,,,0.000472501,,0.0,287.1383605,659.6599454,0.435282394,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
NER,1996,0.007084943,0.001114916,0.00140983,0.000360624,0.003272405,0.0,7,-0.00132643,0.09161648,0.020174779,0.17212342,0.002,0.007419373,0.006518,0.002013,0.006519,0.0,0.0,0.000347622,0.00034762,0.000689119,0.000309598,-0.777777778,98.81170312,301.614393,0.327609376,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
NGA,1996,-0.001851967,-0.001362902,-0.003247665,-0.00066982,-0.004626632,0.0,7,0.038536366,0.11627584,0.048132956,0.17212342,0.002,0.008754687,0.008505,0.007421,0.008503,0.01,1.0,0.000242233,0.00024223,0.000689119,0.02413243,0.0,2972.279052,15505.96081,0.191686222,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
NIC,1996,-0.004164062,-0.004009261,0.001004618,-6.31e-05,-0.000334535,0.0,7,0.020048039,0.08412055,0.03622449,0.17212138,0.009,0.022300145,0.004844,0.00429,0.000473,0.0,0.0,0.000261098,0.000261102,0.001482815,0.015563672,0.0,257.5881923,952.3894936,0.270465176,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
NLD,1996,0.001194517,-0.000275117,0.001613706,0.001134021,0.001075099,0.0,7,0.025831012,0.096503876,0.061274745,0.1719349,0.01,-0.095670156,0.001054,0.007222,0.005143,0.0,0.0,4.44e-05,4.44e-05,0.001653731,0.003857208,0.0,33016.26389,98166.94999,0.336327694,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
NOR,1996,0.000292508,-0.000905676,-0.001325287,-0.00106142,-0.000662424,0.0,7,0.047214303,0.08385096,0.02656809,0.1719349,0.01,0.033809945,0.000586,0.002048,0.000673,0.0,0.0,5.07e-05,5.07e-05,0.001653731,0.018582392,0.0,26720.84115,47996.36492,0.556726352,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
NPL,1996,-0.000113595,-0.000461811,0.001822841,7.69e-05,0.000667431,0.0,7,0.023989584,0.10021385,0.050572753,0.15807389,0.0075,0.043000028,0.006632,0.001417,0.007167,0.01,0.0,0.000282086,0.000282086,-0.01033093,0.009296007,0.0,415.7697378,1072.982462,0.38748978,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
NZL,1996,-0.001426487,-0.001061571,-0.001512065,-0.000332924,-0.000562652,0.0,7,0.019867409,0.08215277,0.026242116,0.17184739,0.01,0.033428617,0.003969,0.00811,0.001657,0.01,0.0,0.000149883,0.000149887,0.000472501,0.002609771,0.0,6342.987072,23514.88264,0.269743514,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
OMN,1996,0.001843592,-0.005599752,0.002403248,0.000716509,0.002188847,0.0,7,-0.006152728,0.07699185,0.02340431,0.15807389,0.0005,0.010296194,0.004373,0.004322,0.003567,0.0,0.0,0.000346631,0.000346629,-0.01033093,-0.05875954,0.0,908.4017264,2131.510735,0.426177411,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
PAK,1996,-0.000603739,0.001268084,-1.29e-05,2.73e-05,-0.000449467,0.0,7,0.021019952,0.117920265,0.05134375,0.15807389,0.009,0.037612002,0.007098,0.003848,0.00719,0.01,0.0,0.000265256,0.000265256,-0.01033093,-0.001047432,0.0,5743.131862,14412.61003,0.398479654,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
PAN,1996,0.000455467,-0.001808208,0.001318446,0.000775575,0.00068448,0.0,7,0.00422773,0.078972965,0.035666946,0.17212138,0.0095,0.024849067,0.005528,0.003338,0.003873,0.0,0.0,0.000195205,0.000195201,0.001482815,-0.015056714,0.0,902.9742358,2475.773214,0.364724132,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
PER,1996,0.001241722,0.00048129,0.001347029,0.00020363,0.000833754,0.0,7,0.003719966,0.1010242,0.02947805,0.17212138,0.0055,0.03862833,0.006566,0.001988,0.003358,0.0,0.0,0.00019031,0.00019031,0.001482815,-0.011807079,0.0,7150.379144,17092.06324,0.418344997,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
PHL,1996,-0.001039347,-0.003660686,-0.025890005,0.004978616,-0.003728499,0.0,7,0.033292893,0.112163484,0.055186845,0.15807389,0.009,0.03058707,0.002385,0.003056,0.00836,0.0,0.0,0.000236638,0.000236634,-0.01033093,0.010345228,0.0,6119.308282,27500.57105,0.222515681,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
PNG,1996,0.000952745,-0.003622415,-0.000252566,-0.000255647,-0.00184144,0.0,7,,,,0.17184739,0.007,0.035723455,0.002718,0.005523,0.003526,0.01,0.0,,,0.000472501,,0.0,446.8084579,1710.689187,0.261186229,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
POL,1996,-0.001303651,-0.001896715,-0.003660296,-0.001566285,-0.003423293,0.0,7,0.05919853,0.10561781,0.048432242,0.1719349,0.0095,-0.002231435,0.001183,0.001712,0.000468,0.0,0.0,7.56e-06,7.56e-06,0.001653731,0.036164768,0.0,14471.81477,47579.47784,0.304160857,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
PRK,1996,-0.004237112,-0.00010552,-0.003326696,2.73e-05,-0.000561589,0.0,7,-0.17575122,0.09980725,0.05189822,0.15807389,0.0005,,0.000392,0.004891,2.8e-05,0.0,0.0,3.34e-05,3.34e-05,-0.01033093,-0.18402518,0.0,555.3207005,1786.772459,0.310795422,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
PRT,1996,-0.001857461,-0.000347279,-0.002989266,-0.005322666,-0.005287064,0.0,7,0.032790374,0.09220283,0.046990268,0.1719349,0.01,0.01757858,0.000468,0.001438,0.000198,0.0,0.0,3.41e-05,3.41e-05,0.001653731,0.002960702,0.0,6193.455101,23141.89306,0.267629579,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
PRY,1996,3.36e-05,-0.000477856,0.000172952,-8.14e-05,-0.000635715,0.0,7,-0.014636243,0.085219815,0.0253729,0.17212138,0.0085,0.000953102,0.001689,0.002123,0.005975,0.0,0.0,0.000276476,0.000276478,0.001482815,-0.02368725,0.0,1078.958971,5524.512894,0.19530391,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
PYF,1996,0.00035805,0.000129697,0.00074923,0.000302153,0.000718886,0.0,7,,,,0.17184739,,,,0.005813,0.006078,,0.0,,,0.000472501,,0.0,339.7710814,844.2585889,0.402449067,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
QAT,1996,0.002569102,0.000502077,0.003044202,0.000825579,0.003066425,0.0,7,0.019153528,0.06284166,0.03847312,0.15807389,0.0,-0.095670156,0.007456,0.00095,0.0048,0.0,1.0,0.00028009,0.00028009,-0.01033093,0.024026893,,723.0233218,1518.89317,0.476019865,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
RUS,1996,-4.77e-05,-2.88e-05,0.00309506,0.013470955,0.002812432,,7,-0.03484309,0.11907073,0.021663519,0.1719349,0.0065,0.026532419,0.002452,0.004398,0.002485,0.0,0.0,-1.2e-05,-1.2e-05,0.001653731,-0.046733856,0.0,46351.98913,105460.824,0.439518557,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
RWA,1996,0.001656276,-0.000954707,0.000310174,7.17e-05,0.000502254,0.0,7,-0.054798976,0.08781242,0.05564449,0.17212342,0.002,0.04295924,0.003238,0.005066,,0.0,0.0,0.001759246,0.001759246,0.000689119,-0.07092367,0.0,135.278223,342.9736615,0.394427439,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
SAU,1996,-0.000708634,-0.000813469,-0.000417928,-0.000604448,-0.000480806,0.0,7,-0.01841007,0.09934302,0.022612225,0.15807389,0.0,0.02442347,0.0018,0.00127,0.000949,0.01,1.0,0.000324182,0.00032418,-0.01033093,-0.043568417,,15797.43575,37762.07279,0.41834133,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
SEN,1996,-0.014662807,-0.00535239,-4.65e-06,0.000254402,0.000433139,0.0,7,0.020939521,0.091666445,0.039091494,0.17212342,0.0045,-0.095670156,0.006939,0.001497,0.006961,0.0,0.0,0.000289872,0.000289872,0.000689119,0.017719995,0.0,497.2842321,1379.453831,0.360493567,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
SGP,1996,-0.011540466,0.000800439,-0.006944624,-0.001833533,-0.003789605,0.0,7,0.043344136,0.08208569,0.08590269,0.15807389,0.004,-0.095670156,0.003857,0.006561,0.003835,0.01,0.0,0.000358775,0.000358783,-0.01033093,-0.002273917,0.0,21003.90912,27711.6423,0.757945303,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
SLE,1996,-0.001861902,-0.012493106,4.64e-05,-0.000256118,-0.002713228,,7,-0.25761083,0.083995655,0.041281912,0.17212342,0.007,0.005306283,0.008191001,0.005395,0.007634,0.01,0.0,0.000128552,0.000128556,0.000689119,-0.2607276,3.666666667,105.377639,253.2824716,0.416047894,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
SLV,1996,-0.004059691,-0.000669472,0.000309003,9.19e-05,-0.000377995,0.0,7,-0.001011214,0.08643826,0.056127265,0.17212138,0.0085,0.023321439,0.001978,0.003559,,0.0,0.0,0.000188552,0.000188552,0.001482815,-0.015498163,0.0,631.1006476,1980.018041,0.318734797,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
SMR,1996,-0.000269507,0.009236451,-0.000550818,-0.000220429,5.55e-05,0.0,7,,,,0.1719349,,,0.002927,0.001975,,,0.0,,,0.001653731,,0.0,121.1785951,285.4740251,0.424482035,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
SOM,1996,9.73e-05,-0.001276936,0.00018758,3.75e-05,-0.000406005,,7,0.003639142,0.08790918,0.023494339,0.17212342,0.005,0.025336968,0.008117,2.8e-05,0.000326,0.01,0.0,0.000267513,0.000267517,0.000689119,0.001943171,0.0,158.1105636,356.3215922,0.443729954,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
STP,1996,0.019695587,-0.021091872,-0.001316655,-0.000836215,-0.000319265,0.0,7,-0.013037311,0.049502976,0.04949298,0.17212342,,,,0.001866,0.002322,0.0,0.0,0.000300247,0.000300247,0.000689119,-0.025853192,0.0,12.32463836,40.33495346,0.305557272,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
SUR,1996,-0.022692882,-0.010860479,0.006546917,-0.000462017,-0.00421397,0.0,7,,,,0.17212138,,0.014816046,0.007332,0.00791,0.00331,0.0,0.0,,,0.001482815,,0.0,112.9272148,316.4841731,0.35681789,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
