country,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,trans_outp,gross output,trans_outp_p,avgs1,avgs2,avgs6,avgs10,avgs19
AZE,2006,0.002170576,-0.003475859,0.001692727,0.000455433,0.005584953,,8,0.29692838,0.08995413,0.045399036,0.15531127,0.0015,0.032425925,0.002047,0.004899,0.002054,0.0,,6.22e-05,6.22e-05,-0.031067744,0.2538384,0.0,1457.021553,4186.424969,0.348034794,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BDI,2006,-0.023835025,-0.00972137,0.000785298,0.000407147,0.005488055,,8,0.012548574,0.089983925,0.057538487,0.1670528,0.008,0.04310799,0.002951,0.005158,0.002977,0.0,,0.000371002,0.000370998,-0.02067849,0.006041953,0.0,109.2407208,407.9278081,0.267794249,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BEL,2006,0.014874074,0.015281834,0.008520055,0.002364535,0.006323518,,8,0.028546896,0.09247547,0.05837125,0.1669669,0.01,-0.095670156,0.005554,0.002127,0.005409,0.0,,1.42e-05,1.42e-05,-0.020523101,0.008768076,0.0,52760.98262,135426.4045,0.389591548,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BEN,2006,-0.00327413,-0.004124146,4.05e-05,-9.05e-05,0.000720832,,8,0.005135117,0.08991153,0.042850517,0.1670528,0.0085,-0.095670156,0.007871999,0.005544,0.007905,0.0,,0.000321358,0.000321355,-0.02067849,0.000293133,0.0625,473.9208973,1126.870074,0.420563921,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BFA,2006,0.001935157,-0.003935308,-0.000927112,-1.82e-06,0.000379776,,8,0.022661056,0.09571054,0.039586563,0.1670528,0.005,-0.095670156,0.007377,0.005798,0.007228,0.0,,0.0003113,0.000311308,-0.02067849,0.007973633,0.0,256.3547619,1118.508895,0.229193315,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BGD,2006,0.003199608,0.00407668,0.001788563,0.000181602,0.00551082,,8,0.050621964,0.119186945,0.07021527,0.15531127,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,,0.000135869,0.000135876,-0.031067744,0.036775276,0.0,4180.578747,13408.60675,0.311783232,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BGR,2006,0.007875928,0.006913678,0.004103797,0.001523066,0.008122506,,8,0.0723373,0.08907256,0.04201788,0.1669669,0.0095,0.03010621,0.004021,0.005965,0.003031,0.0,,-8.76e-05,-8.76e-05,-0.020523101,0.04926808,0.0,4326.162001,13093.34984,0.330409105,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BHR,2006,0.000929876,-0.007108455,-0.006350917,-0.000851096,-0.000467153,,8,0.05136631,0.065490566,0.06957025,0.15531127,0.0015,-0.095670156,0.005021,0.005528,0.004344,0.01,,0.000147663,0.000147671,-0.031067744,0.028975429,0.0,1349.851964,3321.450535,0.406404355,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BHS,2006,0.007065222,0.009911978,0.000480983,-0.000837665,0.002925475,,8,,,,0.16697896,,-0.095670156,0.004228,0.006815,0.001855,0.01,,,,-0.020339489,,0.0,585.2174345,1265.794547,0.462332087,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BIH,2006,0.001313162,0.003195767,0.009764028,0.000617483,0.009672798,,8,0.052696522,0.08411605,0.04477253,0.1669669,,0.041026432,0.0063,0.006851,0.006751,,,0.000153385,0.000153385,-0.020523101,-0.010131117,0.0,1196.248762,3488.411571,0.342920764,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BLR,2006,-0.019118603,-0.024380128,-0.022625135,-0.045309899,-0.024249835,,8,0.1048346,0.09186662,0.03851049,0.1669669,0.0015,,0.003222,0.006116,0.004666,0.0,,-4.39e-05,-4.39e-05,-0.020523101,0.07006043,0.0,85.37970406,293.0229194,0.291375515,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BLZ,2006,0.008531688,0.012572071,0.005638843,0.000910128,0.007197121,,8,,,,0.16697896,,0.013083329,0.007015,0.005813,0.006303,0.01,,,,-0.020339489,,0.0,143.1668598,360.1234,0.397549451,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BMU,2006,-0.000263792,-0.002848035,-0.0002267,-0.000185642,0.003250606,,8,,,,0.1642156,,,,0.007112,,0.01,,,,-0.006983206,,0.0,348.98309,655.808707,0.532141593,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BOL,2006,0.004151831,0.00733171,0.002387867,0.002594486,0.007647236,,8,0.027815122,0.091323785,0.02143606,0.16697896,0.009,0.035807375,0.007396,0.002085,0.00224,0.0,,0.000194304,0.000194309,-0.020339489,0.018289689,0.0,2047.73004,4716.855026,0.434130375,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BRA,2006,0.001922302,0.006555684,0.002814054,-0.000415252,0.001094829,,8,0.02655139,0.12162481,0.031197893,0.16697896,0.009,0.011314021,0.005408,0.006054001,0.000468,0.0,,0.000130162,0.000130158,-0.020339489,0.004217129,0.0,83943.95262,299439.8762,0.280336586,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BRB,2006,0.003394481,0.001671621,-7.12e-05,-0.000107454,0.00071479,,8,,,,0.16697896,,-0.095670156,0.001423,0.006934,0.000926,0.01,,,,-0.020339489,,0.0,499.7115099,1061.826434,0.470615059,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BRN,2006,0.003630019,0.000675031,0.005788924,0.004724409,0.00018731,,8,,,,0.15531127,,,0.005416,0.004404,0.003438,0.01,,,,-0.031067744,,0.0,1080.347972,2394.318079,0.451213221,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BTN,2006,0.007770126,-0.003442714,0.002993577,-0.000793994,0.011996373,,8,,,,0.15531127,0.002,0.045464814,0.00605,0.003787,0.006056,0.01,,,,-0.031067744,,0.0,86.9082404,230.074752,0.377739146,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
BWA,2006,0.001979069,0.001619976,0.002462613,0.000107339,0.003135391,,8,0.030959634,0.075367786,0.011645346,0.1670528,0.009,-0.095670156,0.004102,0.005986,0.00411,0.01,,0.000191949,0.000191948,-0.02067849,-0.016576549,0.0,549.3502748,1487.046265,0.369423795,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
CAF,2006,0.015883194,-0.002807713,0.002715814,-0.000440446,0.015112336,,8,0.021875316,0.08368857,0.019343367,0.1670528,0.0045,0.014816046,0.008295001,0.007916,0.008334,0.0,,0.00015536,0.000155361,-0.02067849,0.027501924,0.0,154.9380018,386.9384537,0.400420274,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
CAN,2006,0.0019016,0.001986541,0.002395178,0.000604342,0.001431183,,8,0.020460838,0.10393815,0.012784986,0.1642156,0.01,0.027343675,0.007124,0.006958,0.005772,0.01,,8.33e-05,8.33e-05,-0.006983206,-0.000553958,0.0,123535.9761,479436.5465,0.257669085,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
CHE,2006,0.002422882,0.002422984,0.01206978,0.00632569,0.010009462,,8,0.031240642,0.08925845,0.052427314,0.1669669,0.01,0.04203199,0.005314,0.006083,0.005441,0.0,,4.6e-05,4.6e-05,-0.020523101,0.012816217,0.0,31339.33318,84182.2292,0.372279678,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
CHL,2006,0.003398957,0.000600184,0.004266579,0.007444073,0.00356076,,8,0.03589745,0.09689737,0.030712653,0.16697896,0.01,0.040535226,0.001861,0.003841,0.001871,0.0,,9.71e-05,9.71e-05,-0.020339489,0.015976507,0.052631579,20704.27088,46752.63263,0.442847166,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
CHN,2006,0.00196368,0.001583351,0.002002006,0.000287541,0.003308963,,8,0.084692,0.14086317,0.049457107,0.15531127,0.0015,0.036216706,0.001538,0.006643,0.001327,0.0,,5.58e-05,5.58e-05,-0.031067744,0.042009186,0.0,349336.8792,1450345.443,0.240864603,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
CIV,2006,0.006855098,0.010506574,0.003389124,0.001028395,0.011296647,,8,-0.01420663,0.09869248,0.041071966,0.1670528,0.005,-0.009162908,0.008204,0.007551,0.007842001,0.0,,0.000212461,0.000212468,-0.02067849,-0.01607669,0.0,1515.398784,5684.647461,0.266577443,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
CMR,2006,0.017318233,0.00130781,0.007139217,0.000332339,0.009310715,,8,0.008795026,0.09778936,0.036273956,0.1670528,0.003,0.028735647,0.008635,0.007338,0.008898,0.0,,0.000227042,0.000227042,-0.02067849,-0.002187906,0.0,1698.177914,4488.904198,0.378305671,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
COD,2006,0.003909166,0.000751202,0.001035793,0.000249138,0.0049891,,8,0.023768652,0.11040934,0.03314457,0.1670528,0.0075,0.014350845,0.008747,0.007021,0.008705,0.0,,0.000309736,0.000309736,-0.02067849,0.036174178,0.071428571,1599.494854,4123.080845,0.387936816,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
COG,2006,0.006051825,-0.002124653,-0.000195603,0.00038741,-0.002108737,,8,0.03322665,0.082171835,0.02383836,0.1670528,0.003,-0.095670156,0.008747,0.006642,0.006871,0.0,,0.000273831,0.000273835,-0.02067849,0.021898415,0.0,764.8876808,1714.549344,0.446115875,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
COL,2006,0.001001811,0.000132853,-0.000529205,-0.001294059,0.003922703,,8,0.053312168,0.10686064,0.037403386,0.16697896,0.0085,0.03613617,0.006014,0.001478,0.000193,0.0,,0.000147857,0.000147857,-0.020339489,0.03477135,0.0,9894.502284,19287.81657,0.512992347,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
CPV,2006,0.000216108,-0.000296156,0.000595228,5.37e-05,0.002395501,,8,0.100893356,0.060442254,0.046497148,0.1670528,,0.028154088,0.004174,0.000766,,0.0,,6.74e-05,6.74e-05,-0.02067849,0.06784728,0.0,127.5944848,328.2771893,0.388679107,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
CRI,2006,0.001608849,-0.000266825,0.001403127,0.000427195,0.003193234,,8,0.07226934,0.08313362,0.043882255,0.16697896,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,,0.000145741,0.000145737,-0.020339489,0.05095095,0.0,2080.692182,6575.345545,0.316438455,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
CUB,2006,0.003949214,-0.008656915,-3.95e-05,-4.04e-05,-9.8e-05,,8,0.11745115,0.093380295,0.046297617,0.16697896,0.0015,,0.005908,0.005059,,0.0,,3.17e-05,3.17e-05,-0.020339489,0.10258525,0.0,2796.828627,8188.120225,0.341571515,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
CYM,2006,0.003868995,0.012388054,0.003580469,0.010870803,0.007588606,,8,,,,0.16697896,,,,,,,,,,-0.020339489,,0.0,249.1256192,525.0651485,0.474466111,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
CYP,2006,0.005885702,0.001508692,0.000511841,0.001529164,0.002856172,,8,,,,0.15531127,0.01,0.021972246,0.000939,0.003962,0.003962,0.01,,,,-0.031067744,,0.0,1295.228231,3527.535662,0.367176509,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
CZE,2006,0.007808659,0.003774983,0.012174822,0.008441526,0.010386136,,8,0.06859225,0.09233613,0.048862293,0.1669669,0.009,,0.003222,0.006591,0.003233,,,-5.54e-06,-5.55e-06,-0.020523101,0.046993926,-0.1,22684.94811,71682.26359,0.316465287,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
DEU,2006,0.005089447,0.016292386,0.009593816,-0.000195656,0.006878562,,8,0.032114264,0.11319611,0.054639004,0.1669669,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,,-1.1e-06,-1.11e-06,-0.020523101,0.007335231,0.0,245297.6256,884793.725,0.277237076,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
DJI,2006,0.002009891,-0.006398068,0.000727431,0.00060772,0.002951826,,8,0.026544727,0.061872985,0.030526742,0.1670528,0.006,0.013609766,0.007962,0.000435,0.006558,0.0,,0.000204049,0.000204049,-0.02067849,0.028672395,0.0,113.332029,229.5780564,0.493653578,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
DNK,2006,0.006853292,0.004744983,0.005263293,1.84e-05,0.005440654,,8,0.029530747,0.086034924,0.04856485,0.1669669,0.01,-0.095670156,0.000819,0.002333,0.001049,0.0,,3.37e-05,3.37e-05,-0.020523101,0.008085461,0.0,32831.43578,62419.55677,0.525979957,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
DOM,2006,0.007210753,-0.000669869,0.000187205,-0.000286974,0.000356593,,8,0.000940462,0.091297805,0.052506942,0.16697896,0.009,0.027972814,0.004294,0.003118,0.000395,0.0,,0.000150703,0.000150707,-0.020339489,-0.025861796,0.0,2576.361706,6865.597135,0.375256756,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
DZA,2006,0.008071937,0.004012456,0.012543823,0.003126832,0.009158168,,8,0.007665243,0.104030274,0.026274407,0.1670528,0.006,0.027536606,0.003394,9.1e-05,0.004427,0.0,1.0,0.000121653,0.000121649,-0.02067849,-0.010966338,0.0,9090.714305,19904.05902,0.456726655,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
ECU,2006,0.004468324,0.000525478,-0.000535492,0.000286285,0.00123215,,8,0.019963648,0.09540866,0.039174266,0.16697896,0.0085,0.03637586,0.00655,0.001417,0.001308,0.0,0.0,0.000184931,0.000184927,-0.020339489,0.002680795,0.0625,6101.801339,15794.31705,0.386328913,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
EGY,2006,0.007203044,0.001248921,0.001142053,5.07e-05,0.001989373,,8,0.049217783,0.112765744,0.04373379,0.1670528,0.0035,0.0,0.001836,0.001979,0.000237,0.0,,0.000177428,0.000177424,-0.02067849,0.024175948,0.0,8360.158811,25163.80625,0.332229502,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
ERI,2006,0.000128004,-0.003552141,-0.000140346,0.000273693,0.00404029,,8,,,,0.1670528,0.0015,,0.006524,0.004253,0.00653,,,,,-0.02067849,,0.0,134.6980214,320.4071684,0.420396404,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
ESP,2006,0.00356622,0.004285022,0.000835667,-0.001063562,0.002553559,,8,0.038548697,0.10606532,0.0439284,0.1669669,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,,1.4e-05,1.4e-05,-0.020523101,0.011672597,0.0,135381.2529,403790.3007,0.335276139,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
EST,2006,0.002304255,-0.006462155,0.001866661,-0.00045775,0.001976936,,8,0.1071099,0.071886644,0.03422569,0.1669669,0.0095,,0.005062,0.004985,0.004944,0.0,,-6.44e-05,-6.44e-05,-0.020523101,0.07008129,0.0,4431.031553,8521.78249,0.519965343,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
ETH,2006,0.01422002,-0.219400643,-0.218052725,-0.242342951,0.014829522,,8,,,,0.1670528,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,,,,-0.02067849,,0.0,68.24994048,413.9895023,0.164859109,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
FIN,2006,0.012198851,0.000682308,0.010697383,0.006938943,0.010863081,,8,0.0474111,0.085624285,0.028438464,0.1669669,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,,1.52e-05,1.52e-05,-0.020523101,0.018955866,0.0,23078.37265,81402.07615,0.28351086,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
FJI,2006,0.00542789,0.007622427,0.002795853,-8.24e-05,0.001577858,,8,,,,0.16658282,0.0035,-0.009162908,0.005479,0.005682,0.005479,0.01,,,,-0.02114378,,-0.5625,385.1789703,1021.612821,0.377030282,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
GAB,2006,0.011752555,0.000470511,0.006427466,0.000516576,0.005736368,,8,-0.009812787,0.072629035,0.017112354,0.1670528,0.003,-0.026592601,0.00769,0.006674,0.007821,0.0,0.0,0.000217594,0.000217592,-0.02067849,-0.017421683,0.0,1139.796739,2692.593331,0.423308164,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
GBR,2006,0.001520431,0.005759701,0.002072107,0.000669546,0.003825957,,8,0.02615255,0.11012201,0.05524959,0.1669669,0.01,-0.002231435,0.001211,0.006944,0.000532,0.01,,2.77e-05,2.77e-05,-0.020523101,0.007038331,0.0,254782.7975,499616.8309,0.509956394,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
GEO,2006,0.002323092,0.015755973,0.000166474,0.001725668,0.006847064,,8,0.097754136,0.08447087,0.042028863,0.15531127,0.0085,0.041075896,0.004923,0.006543,0.004749,0.0,,-3.41e-05,-3.41e-05,-0.031067744,0.09649586,0.0,1250.324659,3653.084547,0.342265459,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
GHA,2006,0.025423665,0.005469537,0.016845366,-0.000149721,0.004792775,,8,0.042538747,0.100203216,0.045781635,0.1670528,0.009,-0.095670156,0.006733,0.007987,0.006731,0.01,,0.000203572,0.000203572,-0.02067849,0.034749947,0.0,1383.647867,3849.147845,0.359468621,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
GIN,2006,0.024076039,0.009849832,0.012615035,0.005115357,0.027942906,,8,0.003842238,0.091426745,0.036379248,0.1670528,0.0045,0.011631508,0.007389,0.002649,0.007725,0.0,,0.000207581,0.000207581,-0.02067849,-0.009070454,0.0,324.974326,674.5211286,0.481785243,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
GMB,2006,0.005004246,-0.005640381,0.000584266,-0.000957247,0.003707263,,8,0.034875464,0.07403405,0.051008195,0.1670528,0.0025,-0.095670156,0.007864,0.00097,0.008076,0.01,,0.00028722,0.000287216,-0.02067849,0.023572616,0.0,57.54801944,195.5263617,0.294323584,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
GRC,2006,0.003394679,0.002821966,0.001362094,0.002443391,0.00143694,,8,0.043075133,0.092768826,0.04403213,0.1669669,0.01,0.0308191,0.001576,0.00153,0.0003,0.0,,1.85e-05,1.85e-05,-0.020523101,0.014568029,0.0,20035.58311,52158.09679,0.384131791,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
GRL,2006,0.001989128,-0.00058384,0.010952686,0.064387866,-0.002476031,,8,,,,0.1642156,,,,0.004592,0.002188,0.0,,,,-0.006983206,,0.0,368.175623,595.2335422,0.618539778,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
GTM,2006,0.007819048,0.001727991,0.002123394,4.21e-05,0.002171826,,8,0.030986069,0.09429877,0.047437727,0.16697896,0.009,0.037400477,0.005122,0.003753,0.004586,0.0,,0.000220805,0.000220809,-0.020339489,0.01516144,0.0,2433.263576,7182.966145,0.338754705,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
GUY,2006,0.000351625,-0.000150094,-8.52e-05,-4e-07,9.63e-05,,8,,,,0.16697896,0.008,0.008329091,0.006195,0.007875999,0.000688,0.01,,,,-0.020339489,,0.0,16305.70427,38583.40858,0.422609222,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
HKG,2006,-0.000277213,-0.003120578,-0.003411131,0.000540408,0.002154236,,8,0.06356488,0.08845119,0.08803977,0.15531127,,-0.095670156,0.00062,0.004191,0.002128,0.01,,6.03e-05,6.03e-05,-0.031067744,0.01594131,0.0,19989.67782,29594.26768,0.675457762,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
HND,2006,0.004759325,0.001153913,0.001071878,5.45e-05,0.001487654,,8,0.042931527,0.08899253,0.041817363,0.16697896,0.0085,0.03966511,0.001867,0.002357,0.000553,0.0,,0.000218846,0.000218842,-0.020339489,0.036848642,0.0,1066.552929,3885.152703,0.274520208,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
HRV,2006,0.003173672,0.005212879,0.005310343,0.000197205,0.005792395,,8,0.047276508,0.084106654,0.043779477,0.1669669,0.0095,,0.00369,0.004447,0.000763,,,-2.56e-06,-2.57e-06,-0.020523101,0.020125784,0.0,4150.950638,11922.59984,0.348158178,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
HTI,2006,0.001942984,-0.006154446,-0.00069911,-0.000113366,0.000951848,,8,0.009868661,0.09054037,0.05737672,0.16697896,0.0075,0.027343675,0.00095,0.004704,,0.0,,0.000186458,0.000186458,-0.020339489,0.015543813,0.153846154,431.3837134,1053.408512,0.409512272,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
HUN,2006,0.011214641,0.009939273,0.006878242,-0.000919813,0.015721557,,8,0.041661073,0.09208472,0.046829946,0.1669669,0.01,-0.095670156,0.001522,0.005244,0.000297,0.0,,-2.55e-05,-2.55e-05,-0.020523101,0.016219838,0.0,11282.23975,42936.59573,0.26276512,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
IDN,2006,0.000971516,8.65e-05,0.002115729,0.000313797,0.001048783,,8,0.04135125,0.123092495,0.047991257,0.15531127,0.009,0.023513753,0.007351,0.00234,0.00768,0.0,1.0,0.000130221,0.000130221,-0.031067744,0.015015496,0.0,34527.6835,172264.5193,0.200434098,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
IND,2006,0.001931327,0.00051083,0.003024591,-0.003507382,-0.000401189,,8,0.08007277,0.13921413,0.05924023,0.15531127,0.0095,0.025572272,0.004182,0.00326,0.008069,0.01,,0.000164613,0.000164621,-0.031067744,0.061386406,0.0,196297.9578,496265.8309,0.395550017,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
IRL,2006,0.005230934,0.006506314,-0.004284523,0.007862122,0.004782384,,8,0.041924182,0.08309489,0.040769774,0.1669669,0.01,-0.095670156,0.001206,0.00155,0.000312,0.01,,0.000115275,0.000115275,-0.020523101,0.012057444,0.0,18282.22316,52642.42029,0.347290703,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
IRN,2006,-3.05e-05,-0.000378204,-0.001946122,0.000202918,0.001263185,,8,0.053311948,0.11082533,0.036825232,0.15531127,0.002,0.0364545,0.006684,0.001152,0.007462001,0.0,1.0,4.44e-05,4.44e-05,-0.031067744,0.024822012,0.0,48657.6448,107807.7811,0.45133704,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
IRQ,2006,8.35e-05,-0.000727046,-0.000244174,2.65e-05,-0.007209465,,8,0.033911806,0.10195537,0.041267365,0.15531127,,0.017917594,0.003689,0.004844,0.003694,0.0,1.0,0.000268079,0.000268083,-0.031067744,0.026821597,0.0,4184.389398,11201.14261,0.373568085,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
ISL,2006,0.011219372,0.027351707,0.001283815,-0.000250907,0.00457981,,8,,,,0.1669669,,0.026173959,0.000798,0.001913,0.00082,0.0,,,,-0.020523101,,0.0,1813.979038,4226.037813,0.429238714,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
ISR,2006,0.007078636,0.004555248,0.004559204,-0.002686558,0.005387396,,8,0.033992585,0.08834465,0.05822367,0.15531127,0.01,0.005306283,0.003436,0.003469,0.005525,0.01,,0.000182174,0.000182167,-0.031067744,0.000799459,0.0,15607.71795,29214.95024,0.534237362,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
ITA,2006,0.007809922,0.004435662,0.005460518,0.004464416,0.004685876,,8,0.019464388,0.10970497,0.052868497,0.1669669,0.01,0.031000923,0.001145,0.003027,0.001147,0.0,,5.24e-06,5.24e-06,-0.020523101,-0.006164655,0.0,217707.5181,510519.9288,0.426442742,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
JAM,2006,0.000319716,0.003305249,0.001004921,0.000102026,0.002874435,,8,0.018249147,0.07922623,0.05540211,0.16697896,0.0095,0.010296194,0.004129,0.00616,0.001098,0.01,,8.01e-05,8.01e-05,-0.020339489,-0.001451043,0.0,1285.461528,2953.520942,0.435230206,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
JOR,2006,0.001531549,-0.001151263,0.000623147,7.54e-05,0.000646941,,8,0.05311169,0.08683853,0.041623794,0.15531127,0.004,0.026532419,0.005926,0.000659,0.000396,0.0,,0.000252068,0.000252064,-0.031067744,0.02898572,0.0,1614.758254,5018.747248,0.321745283,0.003803664414364641,-0.003117007933701658,-0.0011434224088397791,-0.00040659454143646416,0.003278995005524862
