country,sect,t,source,outp,outpd,outptt,gvco,gvcobp,gvcofp,gvcomix
ABW,2,1990,eora,,,,,,,
ABW,2,1991,eora,0.025500333979979972,-0.0097562422468458,-0.02178784937186,0.05704442559868994,0.009209519590057003,-0.008632840476129403,0.05646774648476294
ABW,2,1992,eora,-0.006729075522909911,-0.0012755566110985994,-0.047105054724469006,0.04165153581265013,0.004561624741365011,-0.0331941102836585,0.07028402135494294
ABW,2,1993,eora,0.03246983855983987,0.0023285752810079004,0.0703476260306273,-0.040206362751790126,-0.006822310514847024,0.017218975830292,-0.050603028067234934
ABW,2,1994,eora,0.06779094612006009,0.0013658689924252003,0.035388852259060494,0.03103622486857005,0.0022541386038650024,-0.0073923002640959995,0.03617438652880112
ABW,2,1995,eora,0.16240281641201992,0.0034942497617188005,-0.0423403082149538,0.20124887486525989,0.026177956872273006,0.014863952193768695,0.160206965799218
ABW,2,1996,eora,0.25407077355334007,0.0125182222299566,0.08007997850044221,0.16147257282293004,0.013559686653492997,0.036627678839485305,0.11128520732995195
ABW,2,1997,eora,-0.06014670263535993,-0.002975634427061901,-0.1075151579265772,0.050344089718290075,0.0015726020938200136,-0.029888119960176297,0.07865960758464596
ABW,2,1998,eora,0.697759027647,0.026921254955771502,0.674716454483496,-0.0038786817922800143,0.008157088077016983,0.1412562688113615,-0.153292038680658
ABW,2,1999,eora,0.2116929410038999,0.004543506844806099,0.11729077928390907,0.08985865487520006,0.014666520782845,0.013658246291594095,0.06153388780076097
ABW,2,2000,eora,2.9107907084016595,0.10633558311585899,2.88774722842719,-0.08329210314140001,-0.00285057972667499,0.3089804660879937,-0.3894219895027189
ABW,2,2001,eora,-2.2471540260905494,-0.10656727652555949,-2.28217791132763,0.14159116176263997,0.018735314422563987,-0.23342563263401897,0.356281479974095
ABW,2,2002,eora,-0.11417844804382016,-0.0025409599849651986,-0.14752936231734015,0.03589187425848994,-0.001906356734960979,-0.01850234881295501,0.056300579806406015
ABW,2,2003,eora,-1.5350116202291801,-0.038303491274495505,-1.428231362334381,-0.06847676662029989,-0.032869130203212,-0.276929577759985,0.24132194134289686
ABW,2,2004,eora,-0.23461408125507988,-0.0361949234906995,-0.29253637365344404,0.09411721588904998,0.030082655869101,-0.13964019984138198,0.20367475986133088
ABW,2,2005,eora,0.032584156582939894,-0.0226759046688294,-0.21884737767247897,0.27410743892426015,0.03358989323054501,-0.092478944135294,0.332996489829009
ABW,2,2006,eora,-0.11798374913484988,-0.0634751061525739,-0.233464914578136,0.1789562715958497,0.05507789561065696,-0.16267965681978008,0.2865580328049733
ABW,2,2007,eora,-0.017268823241989972,-0.077397841845941,-0.22426228648339008,0.2843913050873401,0.05836839608934802,-0.13268961964355797,0.3587125286415498
ABW,2,2008,eora,-0.01172414288004009,-0.06975154221902202,-0.3108933258090598,0.36892072514804974,0.06871937276857804,-0.159936677567718,0.4601380299471902
ABW,2,2009,eora,0.01546531833823006,0.06174757047282303,0.1859649381244799,-0.2322471902590797,-0.04308164367549,0.1702165894217731,-0.35938213600536306
ABW,2,2010,eora,0.1356379958871099,-0.01863561775318401,-0.29492684449125006,0.44920045813154985,0.08047462070453598,-0.151891471974273,0.5206173094012869
ABW,2,2011,eora,0.42806231756834,-0.027222565077301975,-0.58398862255774,1.0392735052033903,0.18378230222891695,-0.274200189601265,1.1296913925757384
ABW,2,2012,eora,0.1174093101679401,0.017437090228288987,0.27728879953252017,-0.17731657959287173,-0.012861155990797957,0.14262586927925403,-0.30708129288132646
ABW,2,2013,eora,0.18786172399795986,0.013316120220878996,0.11127793549571985,0.06326766828135177,0.016241144440359956,0.063284780957229,-0.016258257116238184
ABW,2,2014,eora,0.07613488743968011,0.008533659848474984,-0.024844631970959874,0.09244585956216955,0.01615798140728597,0.0006970930887238991,0.07559078506615968
ABW,2,2015,eora,-0.4447999008666701,0.004271341695087999,0.13326865268356003,-0.58233989524531,-0.008189379354099913,0.09820270507756201,-0.6723532209687724
AFG,2,1990,eora,,,,,,,
AFG,2,1991,eora,-1.0925361264499998,-1.0831412274031313,0.0023721608323601373,-0.011767059879304043,0.001306609088523293,-0.015584195356459996,0.00251052638863275
AFG,2,1992,eora,-0.03580385797019936,-0.1376396949302494,0.047314683020450055,0.05452115393969792,0.004775570603465201,0.018802773354239993,0.03094280998199267
AFG,2,1993,eora,-2.18567985172007,-2.074474940998269,-0.09555723973837016,-0.015647670983469975,0.0007296640603254023,-0.017942921605211992,0.0015655865614165876
AFG,2,1994,eora,-1.5315704455899306,-1.4726382614031612,-0.09871499713558984,0.03978281294882302,0.005637968080602802,-0.007199064011941009,0.041343908880161206
AFG,2,1995,eora,2.20350125464007,1.97417357231756,0.17995157738994982,0.04937610493254996,0.006996928860282699,0.018031095945958003,0.02434808012630929
AFG,2,1996,eora,-0.6792266686800401,-0.6963982096645207,0.007388784320960129,0.009782756663523018,0.003154422737857099,-0.012787914008841994,0.019416247934507913
AFG,2,1997,eora,-0.8006767234699899,-0.8450363302300294,-0.0009887270232200596,0.04534833378324998,0.006599036204973395,-0.007279601219153997,0.046028898797430606
AFG,2,1998,eora,-0.05504561165049093,-0.016336176782589362,-0.016227929881809988,-0.02248150498607293,-0.006027847737284597,0.01193649159603799,-0.02839014884482638
AFG,2,1999,eora,-0.4086342236595284,-0.41785797489458076,-0.009023044753150078,0.018246795988190012,0.0027908578037458,-0.005643221826177991,0.021099160010622287
AFG,2,2000,eora,0.563213686021939,0.29252792345142975,0.17821948405337018,0.09246627851714195,0.013048433108167903,-0.00499724722587,0.08441509263484404
AFG,2,2001,eora,0.9023731823480006,0.9560602543628303,-0.010794304591190018,-0.04289276742364201,-1.3452593248600153e-05,0.006995798413150983,-0.04987511324354443
AFG,2,2002,eora,1.085731036238668,0.9855407700410899,0.09001500669988993,0.010175259497704037,-0.003236843075497195,0.015410365004960014,-0.001998262431758824
AFG,2,2003,eora,4.381964576541272,3.645419322753119,0.57385717705289,0.16268807673526786,0.015241513513667093,0.043182120894149995,0.1042644423274508
AFG,2,2004,eora,3.9533237379782005,3.515928603160491,0.3310288185734902,0.10636631624417014,0.002114143456662901,0.037342029235653995,0.06691014355185332
AFG,2,2005,eora,2.9209665964846003,2.4883414890735,0.3337926703355998,0.09883243707551004,0.0090328306456742,0.016542597571062023,0.07325700885877373
AFG,2,2006,eora,8.0365916257187,7.320445410753901,0.54796962738711,0.1681765875777499,-0.00046353069075799613,0.062107410516625994,0.10653270775188184
AFG,2,2007,eora,0.6683046694000012,-0.005700626942200415,0.49064465871657026,0.18336063762559007,0.04869988430168701,-0.048446849184268004,0.18310760250817104
AFG,2,2008,eora,2.7694358591098975,2.6542326713802,0.05544708118183994,0.05975610654785002,0.002766532047932979,0.024720579188520997,0.032268995311396154
AFG,2,2009,eora,1.6891914690659142,1.8479155824189988,-0.01587227862368934,-0.14285183472932017,-0.010882446376376004,-0.035614408122421004,-0.09635498023052302
AFG,2,2010,eora,9.317145494978888,7.515120837452301,1.3183647887440086,0.48365986878249,0.058401867824193016,0.03743655056898498,0.38782145038931204
AFG,2,2011,eora,8.168478955588398,5.323922280780799,1.83785554115991,1.0067011336477603,0.12023005254784097,0.07267558823019798,0.8137954928697211
AFG,2,2012,eora,-0.1300964493663983,-0.08726324402629615,0.014083466261860522,-0.056916671602070146,-0.0033843215275479732,-0.00842094238666996,-0.04511140768785227
AFG,2,2013,eora,-0.5147503588061042,-0.8089122777767059,0.21399349750120944,0.08016842146941983,0.00180455098697202,0.03582317033098398,0.04254070015146416
AFG,2,2014,eora,2.538693761737015,2.3481764894150032,0.20178110366328017,-0.011263831341299824,-0.001803565963537035,0.014007206354639035,-0.023467471732402156
AFG,2,2015,eora,0.778283253928187,2.4342354297140005,-1.0605052511504898,-0.5954469246352199,-0.07486214666676,-0.06991974345162,-0.4506650345168399
AGO,2,1990,eora,,,,,,,
AGO,2,1991,eora,3.768018341620099,3.3649363747178,0.34383732676604994,0.05924464013625097,0.007847089193572805,0.0019674996280260038,0.04943005131465228
AGO,2,1992,eora,2.9671417041497,1.9677983100567005,0.6944566721869001,0.30488672190601007,0.018890668746442595,0.08081258076241304,0.2051834723971545
AGO,2,1993,eora,-6.303049766079901,-5.5939480291216,-0.5250614696237501,-0.18404026733455003,-0.007024146642231999,-0.064676191868487,-0.11233992882383104
AGO,2,1994,eora,-0.0013988082799976098,-0.8217750583295995,0.5336461980179301,0.28673005203168,0.014257722238267698,0.06714407433944397,0.20532825545396816
AGO,2,1995,eora,-9.793074882541402,-8.615389403442322,-1.04015311210261,-0.13753236699649007,-0.009191213815694599,-0.06925310970492898,-0.05908804347586638
AGO,2,1996,eora,0.44551812803980084,0.12607589932864993,0.2101174632716698,0.10932476543958014,0.006025466454726805,-0.002849626752591039,0.10614892573744394
AGO,2,1997,eora,1.7785706847701004,1.701233852233619,0.11149442928331021,-0.03415759674686014,0.012648067351742995,-0.026426020327640964,-0.020379643770961797
AGO,2,1998,eora,-1.4273867657179995,-0.8221114074988387,-0.41482371481554026,-0.19045164340366982,-0.003377624725874398,-0.025291848141334006,-0.1617821705364617
AGO,2,1999,eora,-1.316458676889111,-1.6419960139642402,0.1389375684014702,0.18659976867369,0.008241577370960207,0.0023661472224800195,0.17599204408025015
AGO,2,2000,eora,3.4251760809990106,3.4364895658900503,0.08564430822367974,-0.09695779311475006,0.004702171110474093,0.012785432109910955,-0.11444539633513529
AGO,2,2001,eora,3.9095543924960996,3.3186261327515805,0.4836585101359301,0.10726974960853997,0.006345740852696999,0.05220916043597701,0.048714848319866166
AGO,2,2002,eora,2.6254275300833996,2.1704421514413,0.3248050858921001,0.13018029275011012,-0.003305388592232991,0.0764681280036209,0.05701755333872194
AGO,2,2003,eora,5.898908778116901,4.995714859929599,0.6353561155081797,0.26783780267906,0.027030039914898996,0.06915690170942501,0.17165086105473604
AGO,2,2004,eora,6.595602163862996,5.0514550681788,1.0664830360780702,0.4776640596061501,0.051157900564785,0.07446536583420005,0.35204079320716497
AGO,2,2005,eora,16.9069870424713,13.545792944882098,2.35892742146536,1.0022666761238797,0.03944192879498801,0.3819891257663971,0.580835621562495
AGO,2,2006,eora,7.409946774816007,5.942590610869999,0.9344300673223609,0.5329260966236,0.00951466151494898,0.22434788900996994,0.2990635460986808
AGO,2,2007,eora,38.38631686682639,34.072109846456904,3.1220940125237586,1.1921130078457405,0.09721208272343598,0.4681598922066901,0.6267410329156151
AGO,2,2008,eora,41.20687755165059,35.341073676606996,4.094987536505201,1.7708163385378892,0.143782875574667,0.5256733099948299,1.1013601529683918
AGO,2,2009,eora,12.391089593893014,16.728257394466993,-2.4525904782701,-1.8845773223030395,-0.013484477142901963,-0.9133742882492,-0.9577185569109377
AGO,2,2010,eora,-7.563682344146997,-10.756494948027992,2.0132849738823992,1.1795276299987298,-0.0016462624512490476,0.64155251957396,0.5396213728760189
AGO,2,2011,eora,30.916073898056993,23.568115635805995,4.935374741544601,2.4125835207055593,0.13736974988429512,0.8915827689042901,1.383631001916974
AGO,2,2012,eora,7.873947130980014,7.824075551913012,0.20000532909229918,-0.15013375002532747,-0.022582553601730115,0.042613353297209944,-0.1701645497208082
AGO,2,2013,eora,20.447420471729004,19.713187093141983,0.6758300970680011,0.05840328151905716,0.05737089166839804,-0.12437499302664001,0.12540738287730058
AGO,2,2014,eora,-4.631860906677019,-4.002829837576002,-0.3503642113600023,-0.27866685774134936,0.04564772756067603,-0.20946802345289983,-0.11484656184912634
