country,t,gross_output
CAN,1993,2023215.379
CAN,1994,2041127.501
CAN,1995,4183327.836
CAN,1996,4498742.474
CAN,1997,4698876.815
CAN,1998,4572632.171
CAN,1999,4913582.681
CAN,2000,8171803.719
CAN,2001,5476863.759
CAN,2002,5606170.112
CAN,2003,6589160.917
CAN,2004,7593249.309
CAN,2005,8648279.035
CAN,2006,9753323.287
CAN,2007,13452472.98
CAN,2008,14296478.56
CAN,2009,12629260.32
CAN,2010,14962599.85
CAN,2011,16561204.71
CAN,2012,13705553.56
CAN,2013,13785472.6
CAN,2014,13553030.41
CAN,2015,9460289.48
CAN,2016,5570521.393
CAN,2017,5991442.031
CAN,2018,6064083.117
CAN,2019,6077986.804
CAN,2020,5693611.367
CAN,2021,3113402.176
CHE,1990,340092.552
CHE,1991,354828.3389
CHE,1992,378111.4311
CHE,1993,377958.1152
CHE,1994,425328.2932
CHE,1995,1206778.11
CHE,1996,1176956.307
CHE,1997,1050342.031
CHE,1998,1069587.733
CHE,1999,1066068.247
CHE,2000,1553563.909
CHE,2001,1531332.091
CHE,2002,1663496.491
CHE,2003,1944384.006
CHE,2004,2221387.913
CHE,2005,2329036.689
CHE,2006,2505016.838
CHE,2007,2828255.502
CHE,2008,3295911.21
CHE,2009,3133636.843
CHE,2010,3416854.203
CHE,2011,4082911.645
CHE,2012,3989318.638
CHE,2013,4113602.222
CHE,2014,4195496.887
CHE,2015,2667930.363
CHE,2016,1394535.618
CHE,2017,1437693.4
CHE,2018,1520417.537
CHE,2019,1515960.888
CHE,2020,1558308.728
CHL,1990,56721.0725
CHL,1991,64732.68878
CHL,1992,79127.90036
CHL,1993,84918.01289
CHL,1994,97273.82693
CHL,1995,260470.9727
CHL,1996,275161.6075
CHL,1997,300142.5855
CHL,1998,288512.9303
CHL,1999,268464.4638
CHL,2000,280258.293
CHL,2001,259522.5188
CHL,2002,253393.1587
CHL,2003,288341.3467
CHL,2004,373340.7217
CHL,2005,458829.7113
CHL,2006,562699.3269
CHL,2007,639903.0592
CHL,2008,701560.7419
CHL,2009,635886.3018
CHL,2010,792514.9993
CHL,2011,927525.0079
CHL,2012,959677.9067
CHL,2013,1003304.238
CHL,2014,999661.8959
CHL,2015,912742.3103
CHL,2016,442293.2943
CHL,2017,487646.4447
CHL,2018,555460.4227
CHL,2019,522830.3007
CHL,2020,474777.3598
CHN,1965,141764.0793
CHN,1966,158980.6703
CHN,1967,147788.253
CHN,1968,140559.2958
CHN,1969,163010.2849
CHN,1970,194295.0717
CHN,1971,210862.66
CHN,1972,242436.0066
CHN,1973,295254.2321
CHN,1974,306328.4255
CHN,1975,350875.3322
CHN,1976,329480.9163
CHN,1977,381048.7757
CHN,1978,478910.6029
CHN,1979,569453.4875
CHN,1980,666525.5787
CHN,1981,637745.7795
CHN,1982,616226.7029
CHN,1983,663929.707
CHN,1984,682601.9389
CHN,1985,683018.8526
CHN,1986,667005.3649
CHN,1987,731161.6834
CHN,1988,933109.5837
CHN,1989,1059694.396
CHN,1990,1819304.212
CHN,1991,2050117.112
CHN,1992,2495008.284
CHN,1993,3069766.175
CHN,1994,2805150.771
CHN,1995,7373514.336
CHN,1996,8766457.211
CHN,1997,9704060.968
CHN,1998,10568331
CHN,1999,11274866.25
CHN,2000,15881009.98
CHN,2001,13763122.55
CHN,2002,14788816.66
CHN,2003,17210757.52
CHN,2004,20857578.03
CHN,2005,25782300.76
CHN,2006,31631527.76
CHN,2007,41936922.77
CHN,2008,53810498.17
CHN,2009,58734937.9
CHN,2010,69446295.28
CHN,2011,86396975.5
CHN,2012,70825264.67
CHN,2013,80330595.78
CHN,2014,86067488.84
CHN,2015,56239193.43
CHN,2016,29543293.81
CHN,2017,31022989.68
CHN,2018,34610331.45
CHN,2019,35726304.86
CHN,2020,36672493.78
CIV,1990,21323.31521
CIV,1991,20581.33934
CIV,1992,21860.17204
CIV,1993,20103.58931
CIV,1994,14678.41113
CIV,1995,38134.66411
CIV,1996,42036.40785
CIV,1997,40616.36972
CIV,1998,44358.80284
CIV,1999,43767.88587
CIV,2000,37954.71465
CIV,2001,38644.06606
CIV,2002,42094.80926
CIV,2003,52223.4457
CIV,2004,56842.00018
CIV,2005,60325.93854
CIV,2006,63608.16841
CIV,2007,73176.32795
CIV,2008,86853.72552
CIV,2009,85120.50469
CIV,2010,87469.61644
CIV,2011,90340.81882
CIV,2012,91388.98513
CIV,2013,105276.7875
CIV,2014,112574.7908
CIV,2015,129526.1177
CIV,2016,81984.83629
CIV,2017,87617.53905
CIV,2018,99333.85426
CIV,2019,100408.7185
CIV,2020,104325.0151
CMR,1990,22538.16303
CMR,1991,21123.55251
CMR,1992,22227.46673
CMR,1993,23568.16038
CMR,1994,13738.91321
CMR,1995,33270.06236
CMR,1996,35338.55347
CMR,1997,33513.98631
CMR,1998,35927.68991
CMR,1999,36754.15281
CMR,2000,33394.96308
CMR,2001,35338.43876
CMR,2002,39239.93215
CMR,2003,49881.06302
CMR,2004,58404.62052
CMR,2005,61331.15631
CMR,2006,66765.03199
CMR,2007,77106.64789
CMR,2008,90206.12221
CMR,2009,88693.32906
CMR,2010,89756.16368
CMR,2011,99944.64914
CMR,2012,100417.3255
CMR,2013,111341.6726
CMR,2014,116304.6592
CMR,2015,108156.3733
CMR,2016,49024.98192
CMR,2017,51700.29024
CMR,2018,57612.27881
CMR,2019,57298.43772
CMR,2020,57561.39835
COD,1990,36806.11921
COD,1991,37711.61034
COD,1992,34703.68128
COD,1993,45555.26928
COD,1994,24447.43967
COD,1995,23649.42302
COD,1996,22885.78589
COD,1997,26211.84564
COD,1998,29111.43764
COD,1999,25764.26071
COD,2000,25363.25308
COD,2001,23336.33491
COD,2002,24203.19229
COD,2003,23922.35204
COD,2004,27706.31049
COD,2005,31426.41088
COD,2006,37548.95289
COD,2007,42349.34656
COD,2008,51326.41843
COD,2009,48382.09062
COD,2010,54607.50009
COD,2011,65302.75166
COD,2012,69423.51314
COD,2013,77970.97061
COD,2014,79782.22759
COD,2015,78483.20906
COG,1990,6340.037368
COG,1991,6404.578868
COG,1992,6988.984021
COG,1993,6533.164495
COG,1994,4407.770216
COG,1995,5100.378466
COG,1996,5814.102868
COG,1997,5510.792469
COG,1998,4774.570679
COG,1999,5419.266718
COG,2000,6727.233101
COG,2001,6169.224279
COG,2002,6745.420836
COG,2003,7849.48166
COG,2004,9984.251996
COG,2005,12259.79325
COG,2006,15066.49931
COG,2007,15794.04133
COG,2008,21390.0874
COG,2009,18101.18905
COG,2010,22688.55457
COG,2011,27280.65736
COG,2012,27478.72863
COG,2013,28886.51057
COG,2014,30081.03888
COG,2015,28854.02146
COL,1990,89216.0704
COL,1991,92409.43453
COL,1992,101158.9534
COL,1993,118546.9463
COL,1994,155995.787
COL,1995,333533.7179
COL,1996,351298.9078
COL,1997,384936.6473
COL,1998,357658.8769
COL,1999,309400.0998
COL,2000,335708.8703
COL,2001,297885.9587
COL,2002,293273.6493
COL,2003,285518.8646
COL,2004,350700.9809
COL,2005,428358.1691
COL,2006,480118.561
COL,2007,609614.5141
COL,2008,725072.3014
COL,2009,692573.0199
COL,2010,852780.2958
COL,2011,994983.5333
COL,2012,1073052.475
COL,2013,1108675.022
COL,2014,1118217.942
COL,2015,963458.2786
COL,2016,508775.8594
COL,2017,551600.1184
COL,2018,589780.6155
COL,2019,570470.0085
COL,2020,480603.3127
CPV,1990,725.4542536
CPV,1991,766.7782317
CPV,1992,848.6020313
CPV,1993,851.5703936
CPV,1994,953.189776
CPV,1995,1147.053349
CPV,1996,1158.952382
CPV,1997,1120.931567
CPV,1998,1180.294415
CPV,1999,1303.038363
CPV,2000,1176.498141
CPV,2001,1224.108435
CPV,2002,1353.288511
CPV,2003,1772.429763
CPV,2004,2064.993539
CPV,2005,2192.248488
CPV,2006,2544.959151
CPV,2007,3052.103186
CPV,2008,3558.697668
CPV,2009,3711.212392
CPV,2010,3672.874406
CPV,2011,4293.999701
CPV,2012,4309.091983
CPV,2013,4424.314076
CPV,2014,4520.696265
CPV,2015,4420.161446
CRI,1990,14267.43123
CRI,1991,14282.70589
CRI,1992,16956.85084
CRI,1993,19310.11742
CRI,1994,21024.46873
CRI,1995,43530.57759
CRI,1996,44022.43421
CRI,1997,47407.15126
CRI,1998,51930.92327
CRI,1999,55355.70594
CRI,2000,57811.34437
CRI,2001,60002.23342
CRI,2002,61926.39848
CRI,2003,64941.88082
CRI,2004,70161.44365
CRI,2005,76696.24857
CRI,2006,87181.40281
CRI,2007,102677.5938
CRI,2008,118747.3248
CRI,2009,114416.2244
CRI,2010,138057.6212
CRI,2011,157343.8506
CRI,2012,166522.5762
CRI,2013,178857.7482
CRI,2014,182325.7486
CRI,2015,184949.5771
CRI,2016,92622.22355
CRI,2017,95830.69187
CRI,2018,99302.09217
CRI,2019,103462.8142
CRI,2020,99865.13841
CUB,1990,47405.71071
CUB,1991,41521.4239
CUB,1992,37754.36529
CUB,1993,37758.38616
CUB,1994,45569.58714
CUB,1995,48256.34911
CUB,1996,38848.53247
CUB,1997,39602.76765
CUB,1998,41002.00259
CUB,1999,45136.88075
CUB,2000,48487.43596
CUB,2001,51051.15141
CUB,2002,53625.86206
CUB,2003,57649.10149
CUB,2004,61726.5588
CUB,2005,67271.97295
CUB,2006,81389.29216
CUB,2007,89819.50555
CUB,2008,96901.84339
CUB,2009,97532.5354
CUB,2010,99758.38149
CUB,2011,107935.5161
CUB,2012,110305.325
CUB,2013,118580.6816
CUB,2014,121233.0548
CUB,2015,118247.7653
CYM,1990,1609.003177
CYM,1991,1690.011311
CYM,1992,2190.36407
CYM,1993,2341.534937
CYM,1994,2549.584928
CYM,1995,2750.792237
CYM,1996,2972.615398
CYM,1997,3188.497686
CYM,1998,4208.880079
CYM,1999,4546.755441
CYM,2000,4753.918444
CYM,2001,4868.243159
CYM,2002,5046.69137
CYM,2003,5291.713627
CYM,2004,5582.6389
CYM,2005,6383.428225
CYM,2006,5765.394136
CYM,2007,6413.670581
CYM,2008,6603.156934
CYM,2009,6027.053223
CYM,2010,5921.363367
CYM,2011,6163.69235
CYM,2012,6296.390102
CYM,2013,6441.512725
CYM,2014,6657.809284
CYM,2015,6531.077609
CYP,1990,9344.545302
CYP,1991,9965.602617
CYP,1992,11800.81834
CYP,1993,10969.78082
CYP,1994,12189.48987
CYP,1995,48055.94306
CYP,1996,49404.91798
CYP,1997,47281.43667
CYP,1998,51032.3571
CYP,1999,52227.41837
CYP,2000,85216.0037
CYP,2001,69709.04315
CYP,2002,76228.45286
CYP,2003,95124.94059
CYP,2004,111003.074
CYP,2005,119333.3862
CYP,2006,131174.9199
CYP,2007,196419.6399
CYP,2008,231141.2463
CYP,2009,217097.2832
CYP,2010,211286.8213
CYP,2011,227607.8091
CYP,2012,177809.38
CYP,2013,173018.164
CYP,2014,168460.9324
CYP,2015,115837.7889
CYP,2016,73601.73256
CYP,2017,79112.42223
CYP,2018,97090.80394
CYP,2019,99038.25973
CYP,2020,95900.74357
CYP,2021,54683.95279
CZE,1990,99942.80243
CZE,1991,75006.29747
CZE,1992,87694.51239
CZE,1993,100219.8774
CZE,1994,116133.858
CZE,1995,410850.3699
CZE,1996,455180.0813
CZE,1997,429664.5826
CZE,1998,459080.7715
CZE,1999,443892.3145
CZE,2000,709328.7081
CZE,2001,628373.2356
CZE,2002,753334.8121
CZE,2003,930582.191
CZE,2004,1124508.571
CZE,2005,1277270.952
CZE,2006,1504627.857
CZE,2007,2305644.098
CZE,2008,2861577.243
CZE,2009,2374568.825
CZE,2010,2472064.007
CZE,2011,2768550.975
CZE,2012,2071938.472
CZE,2013,2079499.076
CZE,2014,2079543.359
CZE,2015,1466645.957
CZE,2016,899358.6507
CZE,2017,1001654.517
CZE,2018,1132317.275
CZE,2019,1120073.535
CZE,2020,1058367.563
CZE,2021,568761.5611
DEN,2000,273742.6494
DEN,2007,568886.8063
DEN,2008,642214.0761
DEN,2009,559835.5949
DEN,2010,553719.4613
DEN,2011,606152.6342
DEN,2012,580801.5838
DEN,2013,601457.0235
DEN,2014,614680.3551
DEN,2015,521484.784
DEN,2016,525092.0247
DEN,2017,558098.4928
DEN,2018,625333.5527
DEN,2019,611865.3069
DEN,2020,614959.7066
DEN,2021,706682.1551
DEU,1965,222774.2521
DEU,1966,237161.8526
DEU,1967,240317.2795
DEU,1968,259475.6218
DEU,1969,294695.3901
DEU,1970,359204.1803
DEU,1971,413561.209
DEU,1972,494947.8852
DEU,1973,662201.6373
DEU,1974,760663.853
DEU,1975,826324.1748
DEU,1976,886991.8635
DEU,1977,1016359.79
DEU,1978,1232146.542
DEU,1979,1486527.096
DEU,1980,1632738.03
DEU,1981,1373290.512
DEU,1982,1320199.532
DEU,1983,1297903.39
DEU,1984,1234578.882
DEU,1985,1248620.656
DEU,1986,1733006.091
DEU,1987,2146946.642
DEU,1988,2335132.375
DEU,1989,2346568.14
DEU,1990,5948254.203
DEU,1991,6268859.389
DEU,1992,7093064.448
DEU,1993,6825604.448
DEU,1994,7289011.528
DEU,1995,17273935.01
DEU,1996,16741117.76
DEU,1997,14950171.89
DEU,1998,15249649.64
DEU,1999,15120718.73
DEU,2000,17295165.44
DEU,2001,13898476.64
DEU,2002,14605477.76
DEU,2003,17694995.52
DEU,2004,20121905.6
DEU,2005,20814471.3
DEU,2006,22359606.34
DEU,2007,26206052.67
DEU,2008,29279020.12
DEU,2009,25755705.71
DEU,2010,26443798.65
DEU,2011,29540837.4
DEU,2012,21825357.47
DEU,2013,22864029.3
DEU,2014,23283670.3
DEU,2015,14711680.94
DEU,2016,6361912.844
DEU,2017,6798825.443
DEU,2018,7369298.235
DEU,2019,7173641.539
DEU,2020,7013748.472
DJI,1990,1025.329298
DJI,1991,1049.624537
DJI,1992,1120.409445
DJI,1993,1089.498788
DJI,1994,1131.443162
DJI,1995,1116.548357
DJI,1996,1081.311263
DJI,1997,1021.765769
DJI,1998,1028.908125
DJI,1999,1091.068581
DJI,2000,1145.337525
DJI,2001,1211.102718
DJI,2002,1249.335457
DJI,2003,1341.010961
DJI,2004,1470.631125
DJI,2005,1578.130666
DJI,2006,1772.646655
DJI,2007,1966.37054
DJI,2008,2281.065797
DJI,2009,2413.927421
DJI,2010,2642.316364
DJI,2011,3029.152279
DJI,2012,3118.580907
DJI,2013,3394.439425
DJI,2014,3491.499078
DJI,2015,3420.936307
DNK,1965,17892.7185
DNK,1966,20428.12314
DNK,1967,21943.93393
DNK,1968,21931.34693
DNK,1969,24710.37329
DNK,1970,27791.87066
DNK,1971,30607.60269
DNK,1972,36819.2178
DNK,1973,50100.29317
DNK,1974,57844.25134
DNK,1975,66750.04245
DNK,1976,73711.61541
DNK,1977,81834.98429
DNK,1978,97888.62456
DNK,1979,114877.2849
DNK,1980,118687.3489
DNK,1981,103471.972
DNK,1982,99976.10421
DNK,1983,98935.66088
DNK,1984,97023.99527
DNK,1985,103453.0023
DNK,1986,142238.5406
DNK,1987,174799.7679
DNK,1988,184436.6726
DNK,1989,181144.9777
DNK,1990,443473.8572
DNK,1991,443111.1095
DNK,1992,485022.1461
DNK,1993,458070.3221
DNK,1994,500442.6109
DNK,1995,1200042.346
DNK,1996,1211516.778
DNK,1997,1119758.426
DNK,1998,1144702.727
DNK,1999,1153326.861
DNK,2000,1364795.16
DNK,2001,1111176.44
DNK,2002,1197527.711
DNK,2003,1448964.827
DNK,2004,1663314.665
DNK,2005,1792470.101
DNK,2006,1969194.66
DNK,2007,2311089.694
DNK,2008,2628946.705
DNK,2009,2316743.001
DNK,2010,2323199.095
DNK,2011,2532580.513
DNK,2012,1886841.339
DNK,2013,1957863.984
DNK,2014,1997476.468
DNK,2015,1270371.374
DNK,2016,541715.0739
DNK,2017,578817.7841
DNK,2018,626753.0087
DNK,2019,611945.6131
DNK,2020,615040.095
DOM,1990,16732.40459
DOM,1991,18320.51663
DOM,1992,21011.07968
DOM,1993,22994.49357
DOM,1994,24583.78268
DOM,1995,27153.10629
DOM,1996,29339.8157
DOM,1997,33175.86316
DOM,1998,35898.14077
DOM,1999,38143.95704
DOM,2000,42857.89094
DOM,2001,43694.75959
DOM,2002,44060.02917
DOM,2003,36533.2359
DOM,2004,40031.52889
DOM,2005,60385.26046
DOM,2006,65767.06381
DOM,2007,75070.04197
DOM,2008,84893.83725
DOM,2009,84922.10714
DOM,2010,93798.97809
DOM,2011,103003.0264
DOM,2012,104651.6105
DOM,2013,106767.1535
DOM,2014,109720.3196
DOM,2015,107601.952
DZA,1990,101519.2639
DZA,1991,75232.14767
DZA,1992,82521.97514
DZA,1993,86604.22672
DZA,1994,74724.9369
DZA,1995,75852.80515
DZA,1996,82896.655
DZA,1997,84020.59763
DZA,1998,86987.36017
DZA,1999,87812.99307
DZA,2000,95555.10204
DZA,2001,96075.38948
DZA,2002,98249.55825
DZA,2003,116240.3059
DZA,2004,148422.4941
DZA,2005,173981.7572
DZA,2006,200264.792
DZA,2007,235256.7322
DZA,2008,300233.5223
DZA,2009,250793.6421
DZA,2010,292990.7974
DZA,2011,358290.0361
DZA,2012,367218.5088
DZA,2013,371161.2607
DZA,2014,380385.2638
DZA,2015,366236.462
ECU,1990,18316.79881
ECU,1991,20451.10542
ECU,1992,22296.51313
ECU,1993,25519.48221
ECU,1994,31342.57467
ECU,1995,34246.67399
ECU,1996,35824.66598
ECU,1997,39961.43749
ECU,1998,40418.73518
ECU,1999,29731.77035
ECU,2000,28888.41086
ECU,2001,37249.82847
ECU,2002,42890.37937
ECU,2003,49605.94582
ECU,2004,56995.80217
ECU,2005,64717.04241
ECU,2006,73967.68993
ECU,2007,82259.32288
ECU,2008,97644.52011
ECU,2009,93973.4498
ECU,2010,105857.668
ECU,2011,120273.0096
ECU,2012,123005.9682
ECU,2013,139857.5951
ECU,2014,143388.7323
ECU,2015,141264.7781
EGY,1990,71656.20126
EGY,1991,66718.18732
EGY,1992,78277.14493
EGY,1993,91315.83565
EGY,1994,103918.5414
EGY,1995,255256.1297
EGY,1996,275176.1318
EGY,1997,297148.3614
EGY,1998,313043.6655
EGY,1999,323493.3127
EGY,2000,337660.6376
EGY,2001,332586.8704
EGY,2002,317894.551
EGY,2003,277201.2746
EGY,2004,304783.3653
EGY,2005,367039.6804
EGY,2006,422278.4738
EGY,2007,508360.9604
EGY,2008,642670.6104
EGY,2009,686202.168
EGY,2010,768975.8722
EGY,2011,863889.2392
EGY,2012,926971.4401
EGY,2013,900623.9288
EGY,2014,960083.7395
EGY,2015,965743.1703
EGY,2016,459474.6677
EGY,2017,356625.1587
EGY,2018,433743.416
EGY,2019,493772.9948
EGY,2020,571483.4661
ERI,1990,973.7359808
ERI,1991,1092.347277
ERI,1992,1120.099297
ERI,1993,1142.99924
ERI,1994,1440.630553
ERI,1995,1501.181751
ERI,1996,1699.548039
ERI,1997,1705.745133
ERI,1998,1867.950794
ERI,1999,1753.618281
ERI,2000,1585.556929
ERI,2001,1647.590226
ERI,2002,1626.007043
ERI,2003,2021.118619
ERI,2004,2553.388642
ERI,2005,2499.494015
ERI,2006,2682.403487
ERI,2007,2839.873448
ERI,2008,2979.090197
ERI,2009,3978.806168
ERI,2010,4535.533938
ERI,2011,5485.990172
ERI,2012,5672.2656
ERI,2013,6363.640157
ERI,2014,6547.556467
ERI,2015,6531.359893
ESP,1965,49665.18326
ESP,1966,59254.24851
ESP,1967,65239.45682
ESP,1968,65337.10613
ESP,1969,74175.66002
ESP,1970,82482.24868
ESP,1971,93881.91839
ESP,1972,120480.3904
ESP,1973,159588.1944
ESP,1974,202809.558
ESP,1975,238961.8682
ESP,1976,246498.4593
ESP,1977,274855.3954
ESP,1978,334725.3966
ESP,1979,446369.8774
ESP,1980,483344.3185
ESP,1981,434962.894
ESP,1982,418502.0877
ESP,1983,367414.9004
ESP,1984,375889.2072
ESP,1985,388500.2585
ESP,1986,503799.8424
ESP,1987,634797.2898
ESP,1988,746805.4672
ESP,1989,830448.9633
ESP,1990,1825573.137
ESP,1991,1948158.544
ESP,1992,2093688.435
ESP,1993,1745722.301
ESP,1994,1802430.324
ESP,1995,4415660.22
ESP,1996,4586288.61
ESP,1997,4280441.502
ESP,1998,4495751.891
ESP,1999,4620516.375
ESP,2000,5607187.909
ESP,2001,4724672.701
ESP,2002,5335935.209
ESP,2003,6987751.495
ESP,2004,8338500.815
ESP,2005,9157249.323
ESP,2006,10159562.77
ESP,2007,11717015.91
ESP,2008,12776726.94
ESP,2009,11301538.43
ESP,2010,10849220.3
ESP,2011,11635264.68
ESP,2012,8092021.56
ESP,2013,8147798.14
ESP,2014,8196722.687
ESP,2015,5193314.34
ESP,2016,2163084.392
ESP,2017,2328700.339
ESP,2018,2546760.827
ESP,2019,2510379.839
ESP,2020,2320650.281
EST,1990,13240.90775
EST,1991,10319.47883
EST,1992,7606.501784
EST,1993,8021.555026
EST,1994,8580.292742
EST,1995,25972.17715
EST,1996,29643.03037
EST,1997,32380.21417
EST,1998,37093.0018
EST,1999,36935.73294
EST,2000,61395.61153
EST,2001,54493.26853
EST,2002,63410.63963
EST,2003,83464.39907
EST,2004,102876.3246
EST,2005,118900.8961
EST,2006,141620.6685
EST,2007,224847.2317
EST,2008,248059.7454
EST,2009,190375.7769
EST,2010,197509.3154
EST,2011,238843.313
EST,2012,194353.154
EST,2013,213240.0873
EST,2014,220223.7667
EST,2015,147730.4775
EST,2016,94267.6746
EST,2017,108146.8438
EST,2018,122058.5047
EST,2019,123361.3851
EST,2020,120242.1452
EST,2021,71049.96733
ETH,1990,17631.48555
ETH,1991,20126.46474
ETH,1992,16487.92225
ETH,1993,11906.13533
ETH,1994,257.2293581
ETH,1995,310.1196259
ETH,1996,321.2669162
ETH,1997,349.9451573
ETH,1998,318.7093017
ETH,1999,300.6915289
ETH,2000,337.3804991
ETH,2001,324.9769173
ETH,2002,328.4872
ETH,2003,408.69969
ETH,2004,554.5639549
ETH,2005,663.6939589
ETH,2006,814.4268892
ETH,2007,990.5749815
ETH,2008,1244.366617
ETH,2009,1145.432007
ETH,2010,1392.973084
ETH,2011,1842.421769
ETH,2012,1941.72653
ETH,2013,2048.06791
ETH,2014,2528.048369
ETH,2015,2960.977859
FIJ,2000,3401.445938
FIJ,2007,6074.03494
FIJ,2008,6123.339391
FIJ,2009,4805.071964
FIJ,2010,5313.67597
FIJ,2011,6419.64609
FIJ,2012,6649.173321
FIJ,2013,7131.183499
FIJ,2014,7438.261824
FIJ,2015,6894.950659
FIJ,2016,7146.08563
FIJ,2017,7624.415089
FIJ,2018,8555.158449
FIJ,2019,8542.898942
FIJ,2020,7246.747161
FIJ,2021,7181.734904
FIN,1965,15369.81449
FIN,1966,16351.01816
FIN,1967,16143.3059
FIN,1968,14859.67847
FIN,1969,17291.76839
FIN,1970,19528.31966
FIN,1971,21546.53268
FIN,1972,25692.77016
FIN,1973,34217.09547
FIN,1974,45377.69176
FIN,1975,54559.87093
FIN,1976,58680.61424
FIN,1977,61291.73388
FIN,1978,66092.09174
FIN,1979,81973.05812
FIN,1980,102617.1505
FIN,1981,100113.4408
FIN,1982,98898.23599
FIN,1983,94874.87638
FIN,1984,96624.15276
FIN,1985,101848.1476
FIN,1986,128171.8558
FIN,1987,159093.6238
FIN,1988,185136.1724
FIN,1989,202775.7862
FIN,1990,490926.6363
FIN,1991,444288.1793
FIN,1992,394407.6978
FIN,1993,316714.6728
FIN,1994,368094.5797
FIN,1995,960995.3443
FIN,1996,952459.9188
FIN,1997,917594.8959
FIN,1998,963600.2875
FIN,1999,969353.7318
FIN,2000,1413564.427
FIN,2001,945987.6577
FIN,2002,1019828.355
FIN,2003,1241675.86
FIN,2004,1443769.95
FIN,2005,1522500.925
FIN,2006,1661293.293
FIN,2007,2455123.876
FIN,2008,2773734.488
FIN,2009,2365497.001
FIN,2010,2369441.846
FIN,2011,2664239.015
FIN,2012,2039657.181
FIN,2013,2109553.473
FIN,2014,2120346.829
FIN,2015,1423652.85
FIN,2016,876565.4148
FIN,2017,938745.204
FIN,2018,1031515.553
FIN,2019,1010295.653
FIN,2020,998445.2056
FIN,2021,562500.534
FJI,1990,2851.204816
FJI,1991,2924.813208
FJI,1992,3257.036008
FJI,1993,3487.458262
FJI,1994,3901.444602
FJI,1995,4276.60712
FJI,1996,4542.746515
FJI,1997,4492.445558
FJI,1998,3580.069839
FJI,1999,4228.632519
FJI,2000,3784.003246
FJI,2001,3746.466531
FJI,2002,4050.437667
FJI,2003,5054.274929
FJI,2004,6102.210017
FJI,2005,6567.20389
FJI,2006,7025.892168
FJI,2007,7628.548515
FJI,2008,8171.744606
FJI,2009,6360.91494
FJI,2010,7067.891954
FJI,2011,8520.839924
FJI,2012,8608.37889
FJI,2013,9634.79035
FJI,2014,9832.132197
FJI,2015,9583.088903
FRA,1965,198630.784
FRA,1966,214917.1362
FRA,1967,231280.9308
FRA,1968,252193.5479
FRA,1969,272420.259
FRA,1970,285053.8421
FRA,1971,318658.2793
FRA,1972,388406.8704
FRA,1973,508666.23
FRA,1974,544974.2814
FRA,1975,685154.4433
FRA,1976,701367.1974
FRA,1977,777885.8486
FRA,1978,956030.1716
FRA,1979,1150790.688
FRA,1980,1340068.839
FRA,1981,1181667.273
FRA,1982,1103524.406
FRA,1983,1040158.437
FRA,1984,987334.8535
FRA,1985,1023602.312
FRA,1986,1377614.176
FRA,1987,1654089.433
FRA,1988,1794244.129
FRA,1989,1824622.552
FRA,1990,4489969.387
FRA,1991,4490229.387
FRA,1992,4947246.708
FRA,1993,4651183.361
FRA,1994,4877427.481
FRA,1995,11095626.15
FRA,1996,11039894.07
FRA,1997,10071532.17
FRA,1998,10381931.59
FRA,1999,10454611.12
FRA,2000,14633346.22
FRA,2001,9834431.67
FRA,2002,10616418.7
FRA,2003,12974498.71
FRA,2004,14937203.6
FRA,2005,15623279.87
FRA,2006,16648147.75
FRA,2007,23879521.19
FRA,2008,26424090.78
FRA,2009,23920323.69
FRA,2010,23753135.02
FRA,2011,25847094.34
FRA,2012,19826227.51
FRA,2013,20638834.48
FRA,2014,20603215.55
FRA,2015,13790623.42
FRA,2016,8594783.878
FRA,2017,9119521.559
FRA,2018,9890774.087
FRA,2019,9629888.558
FRA,2020,9199485.744
FRA,2021,5202453.568
GAB,1990,12613.40682
GAB,1991,11748.98741
GAB,1992,12622.90697
GAB,1993,12120.96245
GAB,1994,9233.961582
GAB,1995,10875.52546
GAB,1996,12268.34614
GAB,1997,11650.61224
GAB,1998,10756.67297
GAB,1999,10775.86531
GAB,2000,11121.39858
GAB,2001,10457.42692
GAB,2002,10971.17198
GAB,2003,13676.18166
GAB,2004,16296.5343
GAB,2005,19222.62103
GAB,2006,21463.50331
GAB,2007,25771.64509
GAB,2008,33503.54083
GAB,2009,30714.08684
GAB,2010,36063.08561
GAB,2011,47487.59159
GAB,2012,46815.69157
GAB,2013,49883.6444
GAB,2014,50509.04062
GAB,2015,48762.47508
GBR,1965,207501.9364
GBR,1966,220152.0675
GBR,1967,227464.9616
GBR,1968,213951.6902
GBR,1969,232387.4295
GBR,1970,256073.6014
GBR,1971,287609.8131
GBR,1972,325152.7975
GBR,1973,399290.6455
GBR,1974,471267.9092
GBR,1975,549557.1539
GBR,1976,527511.8279
GBR,1977,589494.4382
GBR,1978,741713.7302
GBR,1979,899555.6274
GBR,1980,1132967.818
GBR,1981,1040638.257
GBR,1982,966816.717
GBR,1983,901906.0699
GBR,1984,848625.291
GBR,1985,888326.2402
GBR,1986,1080340.463
GBR,1987,1320995.097
GBR,1988,1597572.876
GBR,1989,1620321.822
GBR,1990,3580421.03
GBR,1991,3672062.936
GBR,1992,3841754.177
GBR,1993,3544276.539
GBR,1994,3881925.232
GBR,1995,8689639.974
GBR,1996,9206063.208
GBR,1997,10175549.07
GBR,1998,10833688.51
GBR,1999,11115729.51
GBR,2000,13857318.58
GBR,2001,10968550.73
