country,sect,t,source,outp,outpd,outptt,gvco,gvcobp,gvcofp,gvcomix,outpd%,outptt%,gvco%,gvcobp%,gvcofp%,gvcomix%,outpd_diff,outptt_diff,gvco_diff,gvcobp_diff,gvcofp_diff,gvcomix_diff
ARG,1,2015,tiva,59313.36779,41064.50945,15210.23786,3038.620483,273.3016327,1057.893978,1707.424873,0.692331442,0.256438614,0.051229944,0.004607758,0.017835675,0.02878651,0.047258243,-0.039691439,-0.007566804,-0.000785961,-0.003623734,-0.003157111
ARG,1,2016,tiva,58204.36928,38888.20125,16164.15874,3152.009288,268.8604839,1216.844488,1666.304316,0.668131993,0.277713837,0.05415417,0.004619249,0.020906411,0.028628509,-0.024199449,0.021275223,0.002924226,1.1491E-05,0.003070736,-0.000158001
ARG,1,2017,tiva,59041.43047,40143.86048,15682.71614,3214.853842,335.8984335,1097.557272,1781.398137,0.679926963,0.265622225,0.054450812,0.005689199,0.018589612,0.030172002,0.01179497,-0.012091612,0.000296642,0.00106995,-0.002316799,0.001543493
ARG,1,2018,tiva,49166.18762,31958.19051,13483.14664,3724.850472,692.4542593,913.9682587,2118.427954,0.650003428,0.274236163,0.075760409,0.014083953,0.018589366,0.04308709,-0.029923535,0.008613938,0.021309597,0.008394754,-2.46E-07,0.012915088
ARG,1,2019,tiva,49079.24969,27801.07276,17116.73197,4161.444971,426.8140906,1103.626563,2631.004318,0.566452685,0.348757002,0.084790314,0.008696427,0.022486623,0.053607264,-0.083550743,0.074520839,0.009029905,-0.005387526,0.003897257,0.010520174
ARG,1,2020,tiva,48566.98542,29290.9684,15741.15176,3534.865259,319.5392337,1002.315922,2213.010103,0.603104519,0.324112185,0.072783296,0.006579351,0.020637804,0.045566141,0.036651834,-0.024644817,-0.012007018,-0.002117076,-0.001848819,-0.008041123
ARG,2,1995,tiva,881.182592,735.4975387,130.6018965,15.08315684,3.492158122,4.616200461,6.974798255,0.834670981,0.148212071,0.017116948,0.003963036,0.005238642,0.00791527,,,,,,
ARG,2,1996,tiva,953.763808,785.970062,149.4792551,18.31449089,4.229731228,5.746620401,8.338139266,0.824072014,0.156725652,0.019202334,0.004434778,0.006025203,0.008742352,-0.010598967,0.008513581,0.002085386,0.000471742,0.000786561,0.000827082
ARG,2,1997,tiva,1052.466397,862.4943941,168.3943252,21.57767777,5.054926149,6.286218871,10.23653275,0.819498272,0.159999717,0.020502011,0.004802934,0.005972845,0.009726232,-0.004573742,0.003274065,0.001299677,0.000368156,-5.2358E-05,0.00098388
ARG,2,1998,tiva,1024.502485,845.6544468,158.5130828,20.33495543,4.674528897,5.884217306,9.776209223,0.825429376,0.154722009,0.019848615,0.004562731,0.005743488,0.009542397,0.005931104,-0.005277708,-0.000653396,-0.000240203,-0.000229357,-0.000183835
