country,t,gross output
COD,2015,8881.8730242
COG,1990,719.56976652
COG,1991,714.4053221900001
COG,1992,772.37698792
COG,1993,713.51900558
COG,1994,491.16662657899997
COG,1995,567.621171573
COG,1996,641.619427211
COG,1997,595.543598638
COG,1998,513.169317322
COG,1999,585.994971491
COG,2000,730.037306485
COG,2001,671.45993706
COG,2002,732.5776886440001
COG,2003,856.154560958
COG,2004,1103.9673301799999
COG,2005,1373.92814795
COG,2006,1714.54934423
COG,2007,1789.06720208
COG,2008,2421.0197356
COG,2009,2004.84328129
COG,2010,2540.45434686
COG,2011,3072.01613648
COG,2012,3105.41637403
COG,2013,3252.0631992500003
COG,2014,3354.2829609799996
COG,2015,3259.2814004
COL,1990,14728.6722471
COL,1991,15209.738191699998
COL,1992,16515.4028277
COL,1993,19162.4060217
COL,1994,25152.6597025
COL,1995,29113.9642244
COL,1996,30495.4434385
COL,1997,33433.2092556
COL,1998,31198.533401200002
COL,1999,27378.0234566
COL,2000,26704.0147468
COL,2001,19707.7057131
COL,2002,18779.617015
COL,2003,15357.357919549999
COL,2004,15875.171562700001
COL,2005,18604.9634987
COL,2006,19287.816565200003
COL,2007,23257.061772
COL,2008,27731.9193439
COL,2009,26436.955692800002
COL,2010,32344.6954824
COL,2011,37564.7897313
COL,2012,39010.573113
COL,2013,40147.8236377
COL,2014,40834.1314556
COL,2015,39860.8589638
CPV,1990,109.218305854
CPV,1991,113.348837914
CPV,1992,123.571378379
CPV,1993,121.628262381
CPV,1994,132.820673214
CPV,1995,154.275842704
CPV,1996,150.609624321
CPV,1997,138.978873539
CPV,1998,139.98755175899998
CPV,1999,152.910498666
CPV,2000,129.236271717
CPV,2001,144.25823413400002
CPV,2002,161.840272533
CPV,2003,218.07968148
CPV,2004,260.97767760600004
CPV,2005,278.58642707
CPV,2006,328.277189277
CPV,2007,396.527812201
CPV,2008,461.303396746
CPV,2009,484.01888155800003
CPV,2010,483.583329936
CPV,2011,568.99756979
CPV,2012,576.7601792600001
CPV,2013,597.1755170399999
CPV,2014,608.54607149
CPV,2015,594.98689086
CRI,1990,2142.57011921
CRI,1991,2143.53533475
CRI,1992,2500.77004973
CRI,1993,2773.06954219
CRI,1994,2986.83981335
CRI,1995,3310.2599171
CRI,1996,3362.87533519
CRI,1997,3522.74984464
CRI,1998,3893.13072538
CRI,1999,4235.83696788
CRI,2000,4376.52360525
CRI,2001,4373.27953026
CRI,2002,4501.47942335
CRI,2003,4814.40570493
CRI,2004,5213.88905466
CRI,2005,5729.6163002
CRI,2006,6575.3455447999995
CRI,2007,7702.5717052
CRI,2008,8931.146427399999
CRI,2009,8360.9869122
CRI,2010,9991.108530900001
CRI,2011,11366.0538715
CRI,2012,11536.8127091
CRI,2013,12425.9699782
CRI,2014,12647.6904507
CRI,2015,12264.8079793
CUB,1990,5736.88960181
CUB,1991,4917.95316473
CUB,1992,4467.56701386
CUB,1993,4478.72745489
CUB,1994,5625.42969445
CUB,1995,6039.230030430001
CUB,1996,4902.46313911
CUB,1997,4934.42309596
CUB,1998,4979.24035145
CUB,1999,5387.42447225
CUB,2000,5474.00497123
CUB,2001,6067.1139787
CUB,2002,6473.6955102
CUB,2003,6746.7452023999995
CUB,2004,7073.9065179
CUB,2005,7275.3067824
CUB,2006,8188.1202245
CUB,2007,8806.7911375
CUB,2008,9191.8273188
CUB,2009,9039.808460299999
CUB,2010,9440.4279487
CUB,2011,10226.9710016
CUB,2012,10488.3088264
CUB,2013,11290.917574
CUB,2014,11454.2957212
CUB,2015,11145.376472799999
CYM,1990,143.417837673
CYM,1991,153.744418016
CYM,1992,232.092270264
CYM,1993,246.10043489699999
CYM,1994,275.528238846
CYM,1995,302.903255217
CYM,1996,327.100775134
CYM,1997,349.14665743800003
CYM,1998,479.675899709
CYM,1999,512.483812188
CYM,2000,545.5527695
CYM,2001,547.153385154
CYM,2002,569.3764157549999
CYM,2003,603.6884436830001
CYM,2004,602.542103602
CYM,2005,692.408243101
CYM,2006,525.0651484709999
CYM,2007,559.2584547
CYM,2008,562.343160842
CYM,2009,501.05215429400005
CYM,2010,487.64829898100004
CYM,2011,509.22322663700004
CYM,2012,517.8699076129999
CYM,2013,530.757937917
CYM,2014,540.396878234
CYM,2015,520.781871538
CYP,1990,1120.378611828
CYP,1991,1157.1457258159999
CYP,1992,1358.93094131
CYP,1993,1259.19465884
CYP,1994,1399.15431939
CYP,1995,1719.93695691
CYP,1996,1796.74557849
CYP,1997,1722.43289585
CYP,1998,1853.86477332
CYP,1999,1901.06723794
CYP,2000,1837.100206
CYP,2001,1909.3653729
CYP,2002,2056.5787275
CYP,2003,2508.82221124
CYP,2004,2969.32833262
CYP,2005,3194.29241758
CYP,2006,3527.53566177
CYP,2007,4218.61857954
CYP,2008,4844.12908871
CYP,2009,4407.94434379
CYP,2010,4418.28637161
CYP,2011,4826.05091279
CYP,2012,5156.27059336
CYP,2013,5022.79673771
CYP,2014,5102.6082638
CYP,2015,4969.84198494
CZE,1990,17535.89843042
CZE,1991,13384.61129798
CZE,1992,15599.679675570002
CZE,1993,17629.19872173
CZE,1994,20432.52896204
CZE,1995,25949.11316049
CZE,1996,28957.72504324
CZE,1997,26959.683630649997
CZE,1998,29185.16065199
CZE,1999,28655.458797209998
CZE,2000,27980.03110218
CZE,2001,30505.704582159997
CZE,2002,36014.41540363
CZE,2003,44252.55429949
CZE,2004,53833.793922159995
CZE,2005,61249.376647
CZE,2006,71682.263585
CZE,2007,87838.08711570001
CZE,2008,108628.6136872
CZE,2009,92400.39795
CZE,2010,96501.454814
CZE,2011,107489.2295055
CZE,2012,108346.7182951
CZE,2013,109415.0697129
CZE,2014,109713.3244155
CZE,2015,106071.60364799999
DEU,1990,385110.6808638
DEU,1991,407118.735129
DEU,1992,452507.1178607
DEU,1993,422632.19207710004
DEU,1994,460564.8492536
DEU,1995,555879.8179468
DEU,1996,552464.042123
DEU,1997,507419.7191027
DEU,1998,534909.2539239
DEU,1999,541528.164044
DEU,2000,511491.32701829995
DEU,2001,512731.6276918
DEU,2002,542482.2448273
DEU,2003,648496.3641505
DEU,2004,749438.9758318
DEU,2005,789388.5613341001
DEU,2006,884793.7250194
DEU,2007,1132862.1207613
DEU,2008,1314110.5447125
DEU,2009,1127779.230693
DEU,2010,1197436.1144146
DEU,2011,1329937.5289512002
DEU,2012,1340448.7705569
DEU,2013,1406623.6071600001
DEU,2014,1409614.4443739
DEU,2015,1337305.8638106
DJI,1990,132.988576821
DJI,1991,137.316170073
DJI,1992,144.628516843
DJI,1993,141.001051425
DJI,1994,146.432335069
DJI,1995,143.952215475
DJI,1996,137.239447261
DJI,1997,125.980182233
DJI,1998,122.989524255
DJI,1999,129.796025639
DJI,2000,130.781843126
DJI,2001,145.197078532
DJI,2002,151.284122998
DJI,2003,167.415003543
DJI,2004,186.638132965
DJI,2005,200.839801564
DJI,2006,229.57805636400002
DJI,2007,256.417490349
DJI,2008,297.465917985
DJI,2009,316.241755134
DJI,2010,348.478140913
DJI,2011,401.858668346
DJI,2012,414.823438417
DJI,2013,451.897429621
DJI,2014,463.770490365
DJI,2015,452.90897531
DNK,1990,31374.462206199998
DNK,1991,30944.2030632
DNK,1992,33682.1979682
DNK,1993,31446.0042739
DNK,1994,34575.3782525
DNK,1995,41861.725353
DNK,1996,41614.6239831
DNK,1997,37572.9579464
DNK,1998,37274.523950500006
DNK,1999,37302.182732500005
DNK,2000,34977.5505623
DNK,2001,34918.3923471
DNK,2002,37109.8562808
DNK,2003,44605.639723
DNK,2004,50991.3807492
DNK,2005,54426.830285
DNK,2006,62419.556771
DNK,2007,77840.214511
DNK,2008,92357.72438500001
DNK,2009,82173.920245
DNK,2010,85290.142644
DNK,2011,92781.934923
DNK,2012,93382.79407500001
DNK,2013,97365.27866499999
DNK,2014,98475.24910399999
DNK,2015,95239.79350100001
DOM,1990,2005.6619246700002
DOM,1991,2112.9558650999998
DOM,1992,2347.10507849
DOM,1993,2470.67583788
DOM,1994,2589.81401977
DOM,1995,2850.06300956
DOM,1996,3116.8555808300002
DOM,1997,3523.28103307
DOM,1998,3880.8635524
DOM,1999,4164.03282377
DOM,2000,4816.38479874
DOM,2001,4748.35937382
DOM,2002,4724.6364190799995
DOM,2003,3912.01953359
DOM,2004,4303.99974794
DOM,2005,6257.899231830001
DOM,2006,6865.59713455
DOM,2007,7857.3997819
DOM,2008,8803.9213812
DOM,2009,8741.9217993
DOM,2010,9709.142912
DOM,2011,10742.611178
DOM,2012,10892.525711
DOM,2013,11135.8179758
DOM,2014,11377.4529062
DOM,2015,11117.4482457
DZA,1990,9867.9521049
DZA,1991,7438.50314477
DZA,1992,7935.28934502
DZA,1993,8345.708136739999
DZA,1994,7289.456057990001
DZA,1995,7473.8375863
DZA,1996,8168.79254112
DZA,1997,8045.76965924
DZA,1998,8529.06791975
DZA,1999,8475.58060235
DZA,2000,9264.66823706
DZA,2001,9176.84307684
DZA,2002,9436.11295812
DZA,2003,11348.86537
DZA,2004,14723.8540817
DZA,2005,17327.3225815
DZA,2006,19904.0590156
DZA,2007,23462.0377635
DZA,2008,29878.0377389
DZA,2009,24671.5966784
DZA,2010,28401.549868000002
DZA,2011,34946.624658500004
DZA,2012,35677.732327
DZA,2013,36303.3038851
DZA,2014,37250.8355256
DZA,2015,36028.396452400004
ECU,1990,4550.1437645999995
ECU,1991,5134.1176685
ECU,1992,5590.1344217999995
ECU,1993,6343.7539213
ECU,1994,7792.1482816
ECU,1995,8526.8386128
ECU,1996,8934.3793801
ECU,1997,10008.9630954
ECU,1998,10109.5092957
ECU,1999,7512.4926381000005
ECU,2000,7326.149229
ECU,2001,9480.9610339
ECU,2002,10847.5506729
ECU,2003,11786.5760288
ECU,2004,12726.865939700001
ECU,2005,14517.4688834
ECU,2006,15794.317052
ECU,2007,16910.868402
ECU,2008,20227.159925
ECU,2009,19229.774371
ECU,2010,21748.910882
ECU,2011,24860.952977
ECU,2012,25219.210467
ECU,2013,28104.893466
ECU,2014,28635.682298
ECU,2015,28181.521602
EGY,1990,8872.02939191
EGY,1991,8465.96651576
EGY,1992,9877.44306143
EGY,1993,11600.2830523
EGY,1994,13303.6200222
EGY,1995,16691.067095
EGY,1996,17174.044184899998
EGY,1997,18696.1520757
EGY,1998,19595.979715
EGY,1999,19063.9893018
EGY,2000,17606.410497099998
EGY,2001,19617.2154432
EGY,2002,19096.9208167
EGY,2003,16423.9650302
EGY,2004,18637.9353239
EGY,2005,22134.9172773
EGY,2006,25163.8062516
EGY,2007,29996.742463
EGY,2008,38408.4700908
EGY,2009,38809.0611648
EGY,2010,43485.2492243
EGY,2011,50191.008441
EGY,2012,51108.2872836
EGY,2013,48602.5081805
EGY,2014,49590.2485
EGY,2015,48827.5563801
ERI,1990,143.95639756999998
ERI,1991,154.97730258
ERI,1992,154.551636253
ERI,1993,153.211801811
ERI,1994,187.183124615
ERI,1995,186.96854181700002
ERI,1996,204.087148812
ERI,1997,197.74136115800002
ERI,1998,204.06163569900002
ERI,1999,188.696506322
ERI,2000,163.078194093
ERI,2001,178.154049836
ERI,2002,178.334348172
ERI,2003,224.195670727
ERI,2004,292.435654405
ERI,2005,288.451630194
ERI,2006,320.407168421
ERI,2007,348.068331444
ERI,2008,368.90488665500004
ERI,2009,499.056629525
ERI,2010,575.354505741
ERI,2011,709.62403075
ERI,2012,728.00777691
ERI,2013,823.56162546
ERI,2014,843.32573982
ERI,2015,834.25702383
ESP,1990,111652.290314
ESP,1991,116455.54237899999
ESP,1992,124289.548284
ESP,1993,102750.789508
ESP,1994,110831.701844
ESP,1995,154657.076802
ESP,1996,158237.04609299998
ESP,1997,156955.251258
ESP,1998,166968.69899
ESP,1999,169823.838196
ESP,2000,175126.272443
ESP,2001,192912.724045
ESP,2002,207472.537353
ESP,2003,288783.90637700004
ESP,2004,345039.603349
ESP,2005,376628.417418
ESP,2006,403790.300728
ESP,2007,445474.543076
ESP,2008,468845.57756600005
ESP,2009,415813.38263899996
ESP,2010,430885.03228100005
ESP,2011,489234.25327
ESP,2012,489144.724088
ESP,2013,491589.334806
ESP,2014,487395.025672
ESP,2015,473887.487746
EST,1990,2619.16848801
EST,1991,2230.23234146
EST,1992,1808.08921614
EST,1993,1857.53176983
EST,1994,1962.6623515
EST,1995,2136.33142907
EST,1996,2275.62742808
EST,1997,2457.86191537
EST,1998,2869.95110737
EST,1999,2913.05347778
EST,2000,2959.45828331
EST,2001,3217.19150668
EST,2002,3680.94527388
EST,2003,4909.29739169
EST,2004,6069.505683150001
EST,2005,7019.477951319999
EST,2006,8521.78248968
EST,2007,11012.1005938
EST,2008,12133.322553400001
EST,2009,9521.80987778
EST,2010,9863.90436959
EST,2011,11802.1285969
EST,2012,11842.741881
EST,2013,12854.7183465
EST,2014,12844.3473939
EST,2015,12616.89763
ETH,1990,1831.94196437
ETH,1991,2086.56836863
ETH,1992,1700.0782977200001
ETH,1993,1243.382675263
ETH,1994,129.781529651
ETH,1995,159.843054838
ETH,1996,159.691474387
ETH,1997,170.245520658
ETH,1998,154.88028012200002
ETH,1999,150.334303029
ETH,2000,169.018862355
ETH,2001,166.878804239
ETH,2002,168.415927808
ETH,2003,209.639765175
ETH,2004,283.625054548
ETH,2005,338.198927529
ETH,2006,413.989502254
ETH,2007,492.580770806
ETH,2008,608.8738382060001
ETH,2009,546.75321345
ETH,2010,659.426946577
ETH,2011,854.898278492
ETH,2012,897.7647961
ETH,2013,928.4845588989999
ETH,2014,1065.342130995
ETH,2015,1141.099833601
FIN,1990,46074.3984952
FIN,1991,41663.3192635
FIN,1992,37834.649217900005
FIN,1993,30954.562821
FIN,1994,35899.3147325
FIN,1995,46666.5141741
FIN,1996,45715.3134019
FIN,1997,44364.980731
FIN,1998,46609.5918971
FIN,1999,46987.97241060001
FIN,2000,45353.1418477
FIN,2001,45887.2355555
FIN,2002,49318.5013228
FIN,2003,59895.0252467
FIN,2004,69978.05364900001
FIN,2005,73757.4947225
FIN,2006,81402.07615169999
FIN,2007,96842.3846763
FIN,2008,108094.2862229
FIN,2009,90538.9189824
FIN,2010,93250.67169260001
FIN,2011,105506.0028056
FIN,2012,105545.5449955
FIN,2013,109597.73071830001
FIN,2014,109593.4441092
FIN,2015,106136.54907010001
FJI,1990,434.27542332
FJI,1991,435.1274925
FJI,1992,477.78586469000004
FJI,1993,505.10472259
FJI,1994,579.24785481
FJI,1995,646.88689788
FJI,1996,698.5568605000001
FJI,1997,694.7925365
FJI,1998,564.45199685
FJI,1999,664.14117255
FJI,2000,622.7904784699999
FJI,2001,599.4073129599999
FJI,2002,645.1597914
FJI,2003,762.6664615999999
FJI,2004,898.1855191
FJI,2005,965.9195471
FJI,2006,1021.6128209
FJI,2007,1110.8447429
FJI,2008,1202.3481717
FJI,2009,929.62794109
FJI,2010,1073.3251353
FJI,2011,1307.8090584
FJI,2012,1339.8528102
FJI,2013,1451.6473479
FJI,2014,1477.3361815
FJI,2015,1424.9246119
FRA,1990,301589.81288
FRA,1991,302970.35456999997
FRA,1992,335788.856041
FRA,1993,315039.931138
FRA,1994,333527.008679
FRA,1995,384373.93528
FRA,1996,387134.922863
FRA,1997,352820.519943
FRA,1998,369204.066683
FRA,1999,366950.882579
FRA,2000,339423.40750800003
FRA,2001,343473.027303
FRA,2002,369880.51383199997
FRA,2003,456299.312563
FRA,2004,528615.877904
FRA,2005,553777.150443
FRA,2006,596713.0401
FRA,2007,687015.492269
FRA,2008,759435.47508
FRA,2009,682634.1853400001
FRA,2010,684856.872124
FRA,2011,747817.310018
FRA,2012,749985.731405
FRA,2013,781502.502375
FRA,2014,763422.985794
FRA,2015,728867.416032
GAB,1990,1399.83383538
GAB,1991,1343.61668975
GAB,1992,1434.08927512
GAB,1993,1382.36024833
GAB,1994,1099.127872189
GAB,1995,1298.90074341
GAB,1996,1461.56412133
GAB,1997,1398.6245493400002
GAB,1998,1223.36216578
GAB,1999,1258.02944965
GAB,2000,1323.96478506
GAB,2001,1245.0878955399999
GAB,2002,1297.4825218199999
GAB,2003,1648.8140142700001
GAB,2004,1991.2906129799999
GAB,2005,2388.62310962
GAB,2006,2692.59333073
GAB,2007,3258.88845144
GAB,2008,4284.472179259999
GAB,2009,3869.61271847
GAB,2010,4741.34186773
GAB,2011,5768.78320782
GAB,2012,5811.82544648
GAB,2013,6161.96905687
GAB,2014,6255.306924529999
GAB,2015,6049.04766261
GBR,1990,186266.99190149998
GBR,1991,192552.90085550002
GBR,1992,203733.0585953
GBR,1993,192394.13639220002
GBR,1994,210801.073622
GBR,1995,235940.190343
GBR,1996,250566.23163499997
GBR,1997,275655.359832
GBR,1998,289436.41049599997
GBR,1999,299326.300353
GBR,2000,308048.255639
GBR,2001,301965.350824
GBR,2002,316626.627841
GBR,2003,355001.26031
GBR,2004,417826.391025
GBR,2005,451377.718841
GBR,2006,499616.830924
GBR,2007,563719.366616
GBR,2008,570244.810003
GBR,2009,466789.600821
GBR,2010,511763.492466
GBR,2011,565050.12268
GBR,2012,569680.049484
GBR,2013,582493.3074469999
GBR,2014,583731.824881
GBR,2015,570036.038041
GEO,1990,6919.08857767
GEO,1991,5462.331879089999
GEO,1992,3711.4386624599997
GEO,1993,2668.087583941
GEO,1994,3007.656136835
GEO,1995,1364.854379827
GEO,1996,1653.946693998
GEO,1997,1886.327311346
GEO,1998,1870.712981223
GEO,1999,1449.689070202
GEO,2000,1639.093343256
GEO,2001,1663.407744155
GEO,2002,1745.6966952970001
GEO,2003,2021.268054495
GEO,2004,2626.230916034
GEO,2005,3248.81792158
GEO,2006,3653.084547349
GEO,2007,4342.462562295999
GEO,2008,5165.646210229999
GEO,2009,4364.242525554
GEO,2010,4671.03210285
GEO,2011,5736.1859739599995
GEO,2012,5841.04740643
GEO,2013,5986.70277029
GEO,2014,6068.9889375
GEO,2015,5932.87857464
GHA,1990,1601.76564938
GHA,1991,1770.40487211
GHA,1992,1776.73680947
GHA,1993,1540.8207611799999
GHA,1994,1436.81179712
GHA,1995,1695.06041465
GHA,1996,1816.95491382
GHA,1997,1799.81308577
GHA,1998,2081.9754571000003
GHA,1999,2192.76797012
GHA,2000,1647.25580246
GHA,2001,1678.41334699
GHA,2002,1885.4342798399998
GHA,2003,2269.28501935
GHA,2004,2700.43873762
GHA,2005,3203.8005081499996
GHA,2006,3849.14784463
GHA,2007,4659.68137312
GHA,2008,5460.1194228
GHA,2009,4888.78447751
GHA,2010,5720.82839559
GHA,2011,7617.27875031
GHA,2012,7639.55127453
GHA,2013,8636.488124669999
GHA,2014,8816.60727207
GHA,2015,8447.82293754
GIN,1990,702.5616489690001
GIN,1991,728.08684389
GIN,1992,799.0351042899999
GIN,1993,780.0930325500001
GIN,1994,815.41242542
GIN,1995,910.9577583
GIN,1996,923.46223874
GIN,1997,885.5209406399999
GIN,1998,812.40277815
GIN,1999,790.8158389600001
GIN,2000,679.12335953
GIN,2001,684.398489442
GIN,2002,689.998773163
GIN,2003,706.77397877
GIN,2004,747.14328304
GIN,2005,622.29600216
GIN,2006,674.52112858
GIN,2007,951.19976357
GIN,2008,1107.85139045
GIN,2009,1023.12103484
GIN,2010,1054.26189082
GIN,2011,1135.56010789
GIN,2012,1199.2805540099998
GIN,2013,1376.89278792
GIN,2014,1416.91617536
GIN,2015,1393.63285791
GMB,1990,215.638681383
GMB,1991,203.06924037599998
GMB,1992,204.987049615
GMB,1993,211.206744376
GMB,1994,205.119779508
GMB,1995,210.634500973
GMB,1996,216.249846254
GMB,1997,192.248228691
GMB,1998,192.199149645
GMB,1999,183.263509642
GMB,2000,174.11309296
GMB,2001,154.448364287
GMB,2002,122.41915277300001
GMB,2003,126.45049684
GMB,2004,158.159674733
GMB,2005,175.567609786
GMB,2006,195.526361663
GMB,2007,246.31986223
GMB,2008,301.44953215199996
GMB,2009,290.23736476700003
GMB,2010,315.56774774400003
GMB,2011,421.72130937
GMB,2012,417.45506947
GMB,2013,412.88287083
GMB,2014,420.91886075
GMB,2015,410.00351131
GRC,1990,18234.199338899998
GRC,1991,19493.118506400002
GRC,1992,21740.5924675
GRC,1993,20489.389089199998
GRC,1994,21849.1640471
GRC,1995,25747.3514951
GRC,1996,27177.2146298
GRC,1997,26482.8583884
GRC,1998,26778.4729876
GRC,1999,27598.6823654
GRC,2000,24874.972268
GRC,2001,25891.9470832
GRC,2002,28944.1005049
GRC,2003,37943.311465
GRC,2004,45133.574199
GRC,2005,47643.260003999996
GRC,2006,52158.096785
GRC,2007,60956.05968599999
GRC,2008,68953.926832
GRC,2009,64074.019031
GRC,2010,60594.490593
GRC,2011,60894.954106000005
GRC,2012,59753.722901
GRC,2013,58286.937819
GRC,2014,58235.351448
GRC,2015,57696.874685999996
GRL,1990,380.012222532
GRL,1991,367.545488504
GRL,1992,381.630517687
GRL,1993,362.485140426
GRL,1994,389.783048865
GRL,1995,466.906483863
GRL,1996,464.63539910099996
GRL,1997,410.150708214
GRL,1998,427.85476911
GRL,1999,426.550944929
GRL,2000,408.149269354
GRL,2001,408.439088201
GRL,2002,449.63797724000005
GRL,2003,546.570787436
GRL,2004,385.604478373
GRL,2005,498.74073066200003
GRL,2006,595.2335422379999
GRL,2007,705.645702851
GRL,2008,854.3710509770001
GRL,2009,808.467778192
GRL,2010,783.5288457
GRL,2011,883.920544061
GRL,2012,886.6496360829999
GRL,2013,909.7872561510001
GRL,2014,919.102434062
GRL,2015,877.7779415319999
GTM,1990,1729.37435899
GTM,1991,2069.6741139
GTM,1992,2338.9599569399998
GTM,1993,2512.40844172
GTM,1994,2850.93768945
GTM,1995,3231.4296062900003
GTM,1996,3403.77898403
GTM,1997,3785.5480364
GTM,1998,4164.49498155
GTM,1999,4013.76618568
GTM,2000,4267.34214565
GTM,2001,4311.08071815
GTM,2002,4728.92085308
GTM,2003,5060.46303767
GTM,2004,5720.73751507
GTM,2005,6421.5279110599995
GTM,2006,7182.966144999999
GTM,2007,8106.23938459
GTM,2008,9216.20282214
GTM,2009,8456.05161615
GTM,2010,9413.73074053
GTM,2011,10803.4262877
GTM,2012,11001.5179733
GTM,2013,11653.5449855
GTM,2014,11903.6040416
GTM,2015,11632.3953915
GUY,1990,15422.394325099998
GUY,1991,13246.0592564
GUY,1992,14247.5055719
GUY,1993,17685.9340338
GUY,1994,20521.1735194
GUY,1995,23205.3641503
GUY,1996,26061.3920174
GUY,1997,27609.627396900003
GUY,1998,26894.2393744
GUY,1999,25700.5423515
GUY,2000,27656.3709229
GUY,2001,27738.1691946
GUY,2002,27611.4171616
GUY,2003,28512.622269800002
GUY,2004,31078.1904809
GUY,2005,35424.961205800006
GUY,2006,38583.4085784
GUY,2007,47042.8123195
GUY,2008,52670.559485
GUY,2009,53436.2178488
GUY,2010,60643.7486765
GUY,2011,70924.8639434
GUY,2012,60564.1708165
GUY,2013,63959.5661703
GUY,2014,64413.335369600005
GUY,2015,63796.8458751
HKG,1990,10290.774378350001
HKG,1991,11946.21159825
HKG,1992,14051.311897209998
HKG,1993,16151.806537659999
HKG,1994,18494.9682345
HKG,1995,20105.4966371
HKG,1996,21873.2982031
HKG,1997,24083.7898556
HKG,1998,22796.316770700003
HKG,1999,22362.6509867
HKG,2000,23096.5147327
HKG,2001,23084.4734287
HKG,2002,22774.483220500002
HKG,2003,22935.1525729
HKG,2004,24990.865889300003
HKG,2005,26983.363033600002
HKG,2006,29594.2676772
HKG,2007,32855.1491461
HKG,2008,34608.477307
HKG,2009,32841.248357000004
HKG,2010,36894.73598
HKG,2011,41619.2345416
HKG,2012,41952.778928600004
HKG,2013,44008.3756065
HKG,2014,43455.5330035
HKG,2015,41644.3027649
HND,1990,1118.07027969
HND,1991,1125.1975767600002
HND,1992,1241.89043953
HND,1993,1273.31452778
HND,1994,1269.96820702
HND,1995,1460.0050785600001
HND,1996,1508.53438003
HND,1997,1714.98177354
HND,1998,1920.0589664
HND,1999,1985.04961193
HND,2000,2208.3026874399998
HND,2001,2407.86798007
HND,2002,2556.2107924800002
HND,2003,2750.30004585
HND,2004,3145.64653875
HND,2005,3483.47671972
HND,2006,3885.1527031
HND,2007,4476.17777308
HND,2008,5162.10440293
HND,2009,4986.72540681
HND,2010,5534.3562215599995
HND,2011,6321.18175357
HND,2012,6402.95022387
HND,2013,6430.72581913
HND,2014,6521.17867996
HND,2015,6341.46551172
HRV,1990,4830.85296773
HRV,1991,4075.62383962
HRV,1992,3393.10931893
HRV,1993,3579.9515023000004
HRV,1994,4647.65544213
HRV,1995,6071.08050833
HRV,1996,6352.92352837
HRV,1997,6332.77067761
HRV,1998,6461.79269375
HRV,1999,5860.63854785
HRV,2000,5189.15233796
HRV,2001,5838.20676246
HRV,2002,6660.31862305
HRV,2003,8233.33043609
HRV,2004,9957.239942
HRV,2005,10805.7755933
HRV,2006,11922.5998397
HRV,2007,14280.9203643
HRV,2008,16618.0969964
HRV,2009,14577.800115
HRV,2010,14160.7899518
HRV,2011,15078.7927736
HRV,2012,15199.618508700001
HRV,2013,15610.3012194
HRV,2014,15784.7943705
HRV,2015,15488.0873623
HTI,1990,567.873148257
HTI,1991,525.015034645
HTI,1992,342.927422376
HTI,1993,351.72312456500003
HTI,1994,443.227178609
HTI,1995,520.9099145079999
HTI,1996,587.4740724779999
HTI,1997,626.288613095
HTI,1998,719.722805979
HTI,1999,783.68639175
HTI,2000,703.9608023400001
HTI,2001,698.7632390599999
HTI,2002,644.938588343
HTI,2003,597.252971472
HTI,2004,779.28297758
HTI,2005,886.10809569
HTI,2006,1053.40851217
HTI,2007,1269.0524637600001
HTI,2008,1389.9815434
HTI,2009,1395.6802486000001
HTI,2010,1552.88401085
HTI,2011,1685.98125105
HTI,2012,1716.18668578
HTI,2013,1837.60821724
HTI,2014,1932.29052733
HTI,2015,1913.6096125200002
HUN,1990,10644.78254552
HUN,1991,10576.87957909
HUN,1992,11974.90687087
HUN,1993,12328.62148014
HUN,1994,13443.542374830002
HUN,1995,15071.7196649
HUN,1996,15432.74153327
HUN,1997,15902.42566299
HUN,1998,16789.66434221
HUN,1999,17185.58985872
HUN,2000,17256.96233947
HUN,2001,19376.09636073
HUN,2002,23265.81970958
HUN,2003,29544.4599724
HUN,2004,36422.090172419994
HUN,2005,39764.55686859
HUN,2006,42936.59573485
HUN,2007,52127.66657722
HUN,2008,59558.99810084
HUN,2009,47641.78546259
HUN,2010,50128.53478814
HUN,2011,55599.25297333
HUN,2012,55756.772150900004
HUN,2013,58404.75783105
HUN,2014,58613.11163687
HUN,2015,56541.23735537
IDN,1990,45965.832967
IDN,1991,54994.222358
IDN,1992,60534.53973
IDN,1993,69243.911505
IDN,1994,78910.47880099999
IDN,1995,91748.294174
IDN,1996,107783.55007299999
IDN,1997,102220.783456
IDN,1998,50215.370498000004
IDN,1999,72602.305626
IDN,2000,76890.002834
IDN,2001,75321.924189
IDN,2002,91448.309356
IDN,2003,110711.062316
IDN,2004,123052.81832600001
IDN,2005,136333.855698
IDN,2006,172264.51929999999
IDN,2007,204181.66769
IDN,2008,239770.95964000002
IDN,2009,245585.85867
IDN,2010,319149.4477
IDN,2011,381098.56045999995
IDN,2012,386140.82768
IDN,2013,385938.15427
IDN,2014,392240.61575
IDN,2015,381087.4279
IND,1990,164604.522286
IND,1991,146066.96990999999
IND,1992,147097.194346
IND,1993,148086.018259
IND,1994,159359.254805
IND,1995,180518.696479
IND,1996,189964.81522699998
IND,1997,205840.402325
IND,1998,213254.18621
IND,1999,224019.01785499998
IND,2000,228223.813439
IND,2001,237644.283876
IND,2002,245469.476175
IND,2003,305046.185581
IND,2004,363679.500413
IND,2005,424546.11661699996
IND,2006,496265.830917
IND,2007,636179.66085
IND,2008,691706.9748
IND,2009,709117.6410999999
IND,2010,887785.9970200001
IND,2011,1001839.07244
IND,2012,1009155.94522
IND,2013,1029590.34439
IND,2014,1017407.82755
IND,2015,975347.88188
