country,t,gross output
IRL,1990,10652.8414379
IRL,1991,10922.1587654
IRL,1992,12616.2565433
IRL,1993,12095.4984313
IRL,1994,13399.4919983
IRL,1995,16472.726566600002
IRL,1996,18112.28918
IRL,1997,20005.3835082
IRL,1998,21908.7298895
IRL,1999,23968.505305
IRL,2000,24562.670420100003
IRL,2001,26545.341904499997
IRL,2002,30137.2433312
IRL,2003,37134.2886302
IRL,2004,43440.782278800005
IRL,2005,47335.831223
IRL,2006,52642.4202868
IRL,2007,61158.995112200006
IRL,2008,63510.068988
IRL,2009,53948.813686199996
IRL,2010,52647.3370649
IRL,2011,56794.609471699994
IRL,2012,56837.2008795
IRL,2013,59155.825072499996
IRL,2014,58782.335296699996
IRL,2015,56369.4535438
IRN,1990,38101.3861868
IRN,1991,38844.2312005
IRN,1992,41097.6568359
IRN,1993,44334.6350128
IRN,1994,44792.2100754
IRN,1995,45719.047235
IRN,1996,47103.9993179
IRN,1997,43979.4222745
IRN,1998,43778.6628887
IRN,1999,44793.4160575
IRN,2000,41256.5603993
IRN,2001,48523.599891
IRN,2002,58720.263266
IRN,2003,61110.5808617
IRN,2004,75426.8931076
IRN,2005,91024.2484386
IRN,2006,107807.78106539999
IRN,2007,135036.7478837
IRN,2008,158976.948401
IRN,2009,162081.816476
IRN,2010,187702.108374
IRN,2011,230898.94218100002
IRN,2012,232554.64336599997
IRN,2013,202143.769414
IRN,2014,204637.659358
IRN,2015,199089.074571
IRQ,1990,4028.0858865299997
IRQ,1991,1490.00677651
IRQ,1992,1707.25166568
IRQ,1993,1226.96728059
IRQ,1994,1028.92618662
IRQ,1995,910.20806413
IRQ,1996,1610.72711712
IRQ,1997,1653.46887079
IRQ,1998,2406.01727426
IRQ,1999,3330.93971047
IRQ,2000,4058.54805545
IRQ,2001,4319.88963274
IRQ,2002,4586.72370684
IRQ,2003,4036.02552027
IRQ,2004,6507.33256444
IRQ,2005,8918.35371729
IRQ,2006,11201.1426142
IRQ,2007,15445.3546893
IRQ,2008,19034.426536799998
IRQ,2009,22387.0833107
IRQ,2010,24499.3405266
IRQ,2011,26349.0623164
IRQ,2012,27127.648094199998
IRQ,2013,29505.1769121
IRQ,2014,29960.9640044
IRQ,2015,28629.5070289
ISL,1990,1558.22696297
ISL,1991,1603.99541202
ISL,1992,1608.58015904
ISL,1993,1415.03033854
ISL,1994,1462.1332037500001
ISL,1995,1659.11711315
ISL,1996,1786.3608045
ISL,1997,1815.4239396
ISL,1998,1998.9268649
ISL,1999,2181.5741867
ISL,2000,2302.0403718
ISL,2001,1966.5695517
ISL,2002,2156.8278441
ISL,2003,2643.8513806
ISL,2004,3243.9859589000002
ISL,2005,4011.1271161
ISL,2006,4226.0378129
ISL,2007,5167.656976599999
ISL,2008,4504.8653883
ISL,2009,3332.9796039
ISL,2010,3563.7783215
ISL,2011,4050.8028857
ISL,2012,4115.6355392000005
ISL,2013,4393.827085
ISL,2014,4467.3210463
ISL,2015,4289.4370114
ISR,1990,9712.79537039
ISR,1991,10829.6662808
ISR,1992,12150.10956471
ISR,1993,12307.083993659999
ISR,1994,14000.263210199999
ISR,1995,16367.2895584
ISR,1996,17926.7065635
ISR,1997,18473.6263921
ISR,1998,18841.806333
ISR,1999,19169.428165999998
ISR,2000,21128.0864649
ISR,2001,21237.3197268
ISR,2002,19817.452649500003
ISR,2003,21040.4746065
ISR,2004,25063.446233299997
ISR,2005,26859.7875103
ISR,2006,29214.9502401
ISR,2007,33623.6494165
ISR,2008,40436.8307315
ISR,2009,37563.0280306
ISR,2010,42566.226345300005
ISR,2011,47924.710923
ISR,2012,49088.3314686
ISR,2013,54551.1868556
ISR,2014,54576.1019416
ISR,2015,53751.3923923
ITA,1990,284877.389231
ITA,1991,299808.876773
ITA,1992,319692.371913
ITA,1993,260582.01616300002
ITA,1994,271105.196611
ITA,1995,292885.922122
ITA,1996,325416.521337
ITA,1997,310010.14802
ITA,1998,318743.064524
ITA,1999,315073.405855
ITA,2000,291638.677743
ITA,2001,297173.09100799996
ITA,2002,321077.406507
ITA,2003,397302.072085
ITA,2004,459947.258877
ITA,2005,477220.50835
ITA,2006,510519.928797
ITA,2007,584797.396552
ITA,2008,639424.0461200001
ITA,2009,570539.385783
ITA,2010,568178.083008
ITA,2011,615112.234728
ITA,2012,616917.701895
ITA,2013,632225.325441
ITA,2014,623374.399703
ITA,2015,603449.9583739999
JAM,1990,1183.90712242
JAM,1991,1065.2393227
JAM,1992,1087.1383756
JAM,1993,1356.82992707
JAM,1994,1395.0671143700001
JAM,1995,1663.62821585
JAM,1996,1834.21527698
JAM,1997,2043.82035193
JAM,1998,2144.98907887
JAM,1999,2148.7287090299997
JAM,2000,2167.18164234
JAM,2001,2212.87522467
JAM,2002,2330.76383573
JAM,2003,2287.06189597
JAM,2004,2461.11187516
JAM,2005,2721.59821314
JAM,2006,2953.52094182
JAM,2007,3176.55362682
JAM,2008,3536.725648
JAM,2009,2957.4996875200004
JAM,2010,3199.50767283
JAM,2011,3569.7899800100004
JAM,2012,3601.3783158300002
JAM,2013,3483.65596806
JAM,2014,3535.89380367
JAM,2015,3442.5980737600003
JOR,1990,1343.9532196
JOR,1991,1385.91862698
JOR,1992,1718.93338371
JOR,1993,1651.26490171
JOR,1994,1873.5835796699998
JOR,1995,2089.16506422
JOR,1996,2168.61853111
JOR,1997,2197.56657654
JOR,1998,2197.09040386
JOR,1999,2191.0289219300003
JOR,2000,2133.62739285
JOR,2001,2431.56053233
JOR,2002,2660.50003397
JOR,2003,2911.1368330200003
JOR,2004,3537.93057859
JOR,2005,4238.98992459
JOR,2006,5018.7472481800005
JOR,2007,5961.28905513
JOR,2008,7478.12414249
JOR,2009,7156.31459137
JOR,2010,8002.31628779
JOR,2011,8918.14566244
JOR,2012,9110.96373748
JOR,2013,9752.154556810001
JOR,2014,9872.28431103
JOR,2015,9626.4053762
JPN,1990,731780.45602
JPN,1991,814549.68775
JPN,1992,874283.9120100001
JPN,1993,963649.0417
JPN,1994,1036508.88222
JPN,1995,1153169.91621
JPN,1996,1004852.36592
JPN,1997,901000.87491
JPN,1998,802794.86226
JPN,1999,907406.58069
JPN,2000,1049675.20765
JPN,2001,937094.53868
JPN,2002,903420.2085200001
JPN,2003,975586.40321
JPN,2004,994987.85618
JPN,2005,1007174.73496
JPN,2006,991927.71624
JPN,2007,1003286.26547
JPN,2008,1174876.17966
JPN,2009,1163727.00911
JPN,2010,1296877.76124
JPN,2011,1411260.39291
JPN,2012,1434851.0329399998
JPN,2013,1218220.71425
JPN,2014,1236028.65204
JPN,2015,1215845.52708
KAZ,1990,15355.7113835
KAZ,1991,22732425.01609
KAZ,1992,2637175.232288
KAZ,1993,11874.0279626
KAZ,1994,11677.33237121
KAZ,1995,12204.39565586
KAZ,1996,12561.38233393
KAZ,1997,13926.3159075
KAZ,1998,14015.5657472
KAZ,1999,11432.36377637
KAZ,2000,11216.785147999999
KAZ,2001,14629.211824
KAZ,2002,15625.9125103
KAZ,2003,18982.0192867
KAZ,2004,26259.2475288
KAZ,2005,33709.3856144
KAZ,2006,45936.298444500004
KAZ,2007,58045.6715789
KAZ,2008,70281.8763372
KAZ,2009,60077.7256054
KAZ,2010,71738.21349729999
KAZ,2011,89243.9132611
KAZ,2012,91081.1386293
KAZ,2013,100781.14475010001
KAZ,2014,104589.90815080001
KAZ,2015,101944.996746
KEN,1990,5164.753600399999
KEN,1991,4893.35757025
KEN,1992,4891.84686029
KEN,1993,3422.38784804
KEN,1994,4346.39285353
KEN,1995,5767.94865328
KEN,1996,5884.0032375499995
KEN,1997,6456.379226380001
KEN,1998,7094.2867290799995
KEN,1999,6527.60534151
KEN,2000,6516.3107449
KEN,2001,6667.428137180001
KEN,2002,6711.40954515
KEN,2003,7845.928668140001
KEN,2004,8470.70873849
KEN,2005,9859.65932678
KEN,2006,11830.77840289
KEN,2007,14266.4538481
KEN,2008,15972.7969301
KEN,2009,15964.6270698
KEN,2010,17039.9205724
KEN,2011,18242.941606
KEN,2012,19884.9525433
KEN,2013,22389.7181813
KEN,2014,22975.8567695
KEN,2015,22933.2086826
KGZ,1990,2475.171872562
KGZ,1991,2086.275522773
KGZ,1992,1577.480382247
KGZ,1993,1429.2096524679998
KGZ,1994,1207.255717912
KGZ,1995,1195.362908259
KGZ,1996,1510.7264207449998
KGZ,1997,1407.3563511730001
KGZ,1998,1385.0552752639999
KGZ,1999,1048.836530122
KGZ,2000,1122.891975341
KGZ,2001,1163.039202007
KGZ,2002,1230.357831405
KGZ,2003,1529.8635685929999
KGZ,2004,1764.190939317
KGZ,2005,1997.6860648900001
KGZ,2006,2440.2370392010002
KGZ,2007,3170.196930946
KGZ,2008,4329.819055084
KGZ,2009,3749.664616675
KGZ,2010,3939.21182997
KGZ,2011,4887.964491426
KGZ,2012,5084.127118589
KGZ,2013,5512.616076435
KGZ,2014,5603.38799699
KGZ,2015,5485.941303418
KHM,1990,404.16697736
KHM,1991,510.482668446
KHM,1992,536.505399012
KHM,1993,590.874424489
KHM,1994,651.936998712
KHM,1995,800.26902986
KHM,1996,835.98093456
KHM,1997,816.57179562
KHM,1998,741.049220983
KHM,1999,838.3366705799999
KHM,2000,887.4560156
KHM,2001,964.88339508
KHM,2002,1042.74933849
KHM,2003,1145.63254375
KHM,2004,1348.67702906
KHM,2005,1589.64526537
KHM,2006,1870.44833129
KHM,2007,2190.11709799
KHM,2008,2596.55058499
KHM,2009,2480.13781382
KHM,2010,2797.14355696
KHM,2011,3245.56349183
KHM,2012,3308.61057417
KHM,2013,3595.18494547
KHM,2014,3712.9448968300003
KHM,2015,3674.66666942
KOR,1990,82066.354443
KOR,1991,99185.628555
KOR,1992,102656.032278
KOR,1993,105792.414042
KOR,1994,132399.224894
KOR,1995,154268.430264
KOR,1996,164156.578111
KOR,1997,149870.478327
KOR,1998,100913.990292
KOR,1999,142844.988165
KOR,2000,155079.69226
KOR,2001,157947.750744
KOR,2002,182202.41637
KOR,2003,211926.20456399999
KOR,2004,252849.554368
KOR,2005,227927.27586
KOR,2006,291335.867777
KOR,2007,340363.76356500003
KOR,2008,342926.610133
KOR,2009,305509.654868
KOR,2010,383863.631168
KOR,2011,432674.835531
KOR,2012,444479.934504
KOR,2013,468250.116656
KOR,2014,480357.76911999995
KOR,2015,471227.83236
KWT,1990,2098.3130851799997
KWT,1991,2563.30474212
KWT,1992,2261.04768667
KWT,1993,2441.32976267
KWT,1994,2500.96729273
KWT,1995,2757.67281806
KWT,1996,3085.77152932
KWT,1997,2999.43735726
KWT,1998,2697.7464649000003
KWT,1999,2964.7617142999998
KWT,2000,3224.81395467
KWT,2001,3507.00587017
KWT,2002,4161.94712841
KWT,2003,5314.838953209999
KWT,2004,6730.40209864
KWT,2005,9265.30497162
KWT,2006,11631.38390938
KWT,2007,15431.7183596
KWT,2008,20183.1423031
KWT,2009,17256.2440054
KWT,2010,21143.4531902
KWT,2011,26820.7306384
KWT,2012,27121.2200322
KWT,2013,27802.5926675
KWT,2014,28207.0995986
KWT,2015,27693.6056702
LAO,1990,247.648320635
LAO,1991,282.080065345
LAO,1992,311.56466247599997
LAO,1993,346.35575369000003
LAO,1994,406.29262778
LAO,1995,464.546515206
LAO,1996,469.591856852
LAO,1997,434.249352691
LAO,1998,336.347155726
LAO,1999,374.021655327
LAO,2000,443.521710546
LAO,2001,447.76435760000004
LAO,2002,411.260708308
LAO,2003,457.853698119
LAO,2004,557.89965395
LAO,2005,691.262806557
LAO,2006,887.16230176
LAO,2007,1061.97197576
LAO,2008,1371.8224348200001
LAO,2009,1278.98853969
LAO,2010,1646.83582557
LAO,2011,2043.4841100499998
LAO,2012,2083.28848078
LAO,2013,2366.8572061
LAO,2014,2422.41917393
LAO,2015,2346.80855384
LBN,1990,627.965095194
LBN,1991,878.232176008
LBN,1992,1028.3522042
LBN,1993,1370.91504463
LBN,1994,1620.1028382
LBN,1995,1966.72184444
LBN,1996,2290.92105519
LBN,1997,2587.29865254
LBN,1998,2656.2627917
LBN,1999,2695.07384933
LBN,2000,2769.2329105999997
LBN,2001,2766.55126038
LBN,2002,2947.51811893
LBN,2003,3200.8598947299997
LBN,2004,3617.02246384
LBN,2005,3803.61752421
LBN,2006,4045.3670968899996
LBN,2007,4578.5789338899995
LBN,2008,5687.32443159
LBN,2009,6034.11584759
LBN,2010,6570.19624316
LBN,2011,7191.062117830001
LBN,2012,7468.265281669999
LBN,2013,7833.716409160001
LBN,2014,8033.14224124
LBN,2015,7772.98713465
LBR,1990,162.77715946
LBR,1991,126.132527804
LBR,1992,110.571510084
LBR,1993,87.668805945
LBR,1994,77.683143309
LBR,1995,92.657200127
LBR,1996,130.009716139
LBR,1997,217.32512467200002
LBR,1998,264.089465631
LBR,1999,303.62225146000003
LBR,2000,343.872999407
LBR,2001,329.553386076
LBR,2002,322.31297614799996
LBR,2003,353.953217204
LBR,2004,430.137215574
LBR,2005,492.440589223
LBR,2006,559.312389361
LBR,2007,617.921830868
LBR,2008,604.449974564
LBR,2009,587.714483879
LBR,2010,650.7360562050001
LBR,2011,717.5506922100001
LBR,2012,762.770444
LBR,2013,788.8818714
LBR,2014,819.2279882800001
LBR,2015,796.37471019
LBY,1990,6825.2739174200005
LBY,1991,7608.6805668
LBY,1992,8042.16438879
LBY,1993,7348.278877770001
LBY,1994,6817.22182154
LBY,1995,6308.36310027
LBY,1996,6950.537290030001
LBY,1997,7268.5804610000005
LBY,1998,6720.09029295
LBY,1999,7405.3820189
LBY,2000,8104.29002303
LBY,2001,7263.47570928
LBY,2002,4980.88323668
LBY,2003,5967.68004136
LBY,2004,7533.57092831
LBY,2005,9981.666940890002
LBY,2006,12376.33634601
LBY,2007,14172.07605982
LBY,2008,18304.7706775
LBY,2009,13341.26368997
LBY,2010,16049.7669173
LBY,2011,8253.69613633
LBY,2012,8875.07632263
LBY,2013,7338.616135339999
LBY,2014,7298.64989969
LBY,2015,6962.5709509200005
LIE,1990,351.85358483100003
LIE,1991,366.390854057
LIE,1992,401.863629937
LIE,1993,410.49026570800004
LIE,1994,475.395188124
LIE,1995,588.678766977
LIE,1996,603.089181714
LIE,1997,547.880099684
LIE,1998,592.919917091
LIE,1999,645.5187379
LIE,2000,604.66083235
LIE,2001,650.377748096
LIE,2002,687.302485901
LIE,2003,801.929696329
LIE,2004,951.721809205
LIE,2005,1032.08297474
LIE,2006,1132.86185571
LIE,2007,1334.6220326
LIE,2008,1475.51628457
LIE,2009,1296.75740126
LIE,2010,1482.20835994
LIE,2011,1782.6318365299999
LIE,2012,1784.53616527
LIE,2013,1840.8785466
LIE,2014,1855.7618899
LIE,2015,1827.1606925
LKA,1990,1740.74232028
LKA,1991,1884.5524633700002
LKA,1992,2106.9183187500003
LKA,1993,2148.40111167
LKA,1994,2374.44077499
LKA,1995,2706.7947398300003
LKA,1996,2888.93168831
LKA,1997,3182.54826711
LKA,1998,3417.29838258
LKA,1999,3441.9847580200003
LKA,2000,3858.37716306
LKA,2001,3546.76946142
LKA,2002,3703.66814785
LKA,2003,4128.904724460001
LKA,2004,4724.32955333
LKA,2005,5475.6341782399995
LKA,2006,6495.14349029
LKA,2007,6972.05583168
LKA,2008,9452.5851086
LKA,2009,9282.8731834
LKA,2010,10879.1316737
LKA,2011,13311.7313768
LKA,2012,13429.2102972
LKA,2013,14769.3119607
LKA,2014,15126.140097399999
LKA,2015,14733.4117976
LSO,1990,185.837523753
LSO,1991,198.969202394
LSO,1992,224.944084269
LSO,1993,216.89581376799998
LSO,1994,222.75213277400002
LSO,1995,242.240107615
LSO,1996,221.742150042
LSO,1997,224.079724634
LSO,1998,209.842464199
LSO,1999,201.52733332100001
LSO,2000,190.882656817
LSO,2001,184.129141054
LSO,2002,190.048710079
LSO,2003,277.492002557
LSO,2004,346.592132934
LSO,2005,372.50400208400004
LSO,2006,396.16277411199997
LSO,2007,444.97239176
LSO,2008,471.34531130000005
LSO,2009,493.39123407
LSO,2010,623.05871547
LSO,2011,696.19123715
LSO,2012,703.78252538
LSO,2013,682.21203881
LSO,2014,693.14499063
LSO,2015,677.21837986
LTU,1990,3092.73955294
LTU,1991,2681.3173751599998
LTU,1992,1978.09196622
LTU,1993,1902.7206614
LTU,1994,1754.9627665100002
LTU,1995,1889.52116816
LTU,1996,2331.1701265
LTU,1997,2767.41910074
LTU,1998,3054.2849388100003
LTU,1999,2951.64526044
LTU,2000,3134.26459981
LTU,2001,3313.58321287
LTU,2002,3833.6865591899996
LTU,2003,5025.33299891
LTU,2004,6121.57493221
LTU,2005,7101.90418579
LTU,2006,8278.63524643
LTU,2007,10691.267625190001
LTU,2008,13042.9610104
LTU,2009,9982.766811779999
LTU,2010,10240.87275391
LTU,2011,12206.91064139
LTU,2012,12214.58619511
LTU,2013,13203.397456499999
LTU,2014,13198.4273111
LTU,2015,12934.14403457
LUX,1990,2992.179600273
LUX,1991,3152.550264605
LUX,1992,3488.3765816239998
LUX,1993,3391.168284734
LUX,1994,3800.79884636
LUX,1995,4446.332912308
LUX,1996,4357.946028123
LUX,1997,4087.640606867
LUX,1998,4274.244446416
LUX,1999,4598.6333553449995
LUX,2000,4567.978838807
LUX,2001,4792.829122534
LUX,2002,5154.859656776
LUX,2003,6494.863614703
LUX,2004,8193.633885301999
LUX,2005,8925.380007537999
LUX,2006,10366.63157281
LUX,2007,12562.296195882001
LUX,2008,14677.189614558
LUX,2009,12706.820501499998
LUX,2010,13553.773340065
LUX,2011,15500.683408978
LUX,2012,15425.955738295
LUX,2013,16621.145116451
LUX,2014,16835.036479343
LUX,2015,16160.153946760998
LVA,1990,3273.54071774
LVA,1991,2746.91109788
LVA,1992,1886.78481984
LVA,1993,1842.16616205
LVA,1994,1899.76321559
LVA,1995,2009.24222336
LVA,1996,2277.6404352600002
LVA,1997,2610.47766191
LVA,1998,2837.0461827199997
LVA,1999,2989.19150516
LVA,2000,3122.9504303000003
LVA,2001,3369.32048371
LVA,2002,3750.08255556
LVA,2003,4569.6220254
LVA,2004,5693.4279496300005
LVA,2005,6629.17283819
LVA,2006,8324.2815931
LVA,2007,11774.424690799999
LVA,2008,13808.7483383
LVA,2009,10604.493623800001
LVA,2010,10264.2273207
LVA,2011,12225.2681606
LVA,2012,12292.882747700001
LVA,2013,13237.2970399
LVA,2014,13264.151248
LVA,2015,13021.003149099999
MAC,1990,475.550802061
MAC,1991,546.114416524
MAC,1992,669.420450963
MAC,1993,758.971191353
MAC,1994,869.1088730260001
MAC,1995,999.178803317
MAC,1996,1093.2139989940001
MAC,1997,1148.692943274
MAC,1998,1156.015798082
MAC,1999,1199.749627926
MAC,2000,1297.73768658
MAC,2001,1242.6183439870001
MAC,2002,1273.054935176
MAC,2003,1377.2122852319999
MAC,2004,1665.36862546
MAC,2005,1825.24064518
MAC,2006,2116.56178131
MAC,2007,2521.05389264
MAC,2008,2752.77225768
MAC,2009,2599.79675931
MAC,2010,3133.31053087
MAC,2011,3955.5819508699997
MAC,2012,4156.26900712
MAC,2013,4885.92569745
MAC,2014,4940.6298500600005
MAC,2015,4766.85482262
MAR,1990,6840.572729580001
MAR,1991,7328.64679334
MAR,1992,7572.33056392
MAR,1993,7096.61718289
MAR,1994,8045.91183138
MAR,1995,8835.1230435
MAR,1996,9659.2232145
MAR,1997,8820.28943
MAR,1998,9430.401452999999
MAR,1999,9122.4210195
MAR,2000,8106.9590098
MAR,2001,8600.6207764
MAR,2002,9446.100749500001
MAR,2003,11362.4900466
MAR,2004,13094.8224035
MAR,2005,14022.750332299998
MAR,2006,15632.916016700001
MAR,2007,17395.9761325
MAR,2008,20777.7309543
MAR,2009,19149.4719807
MAR,2010,19460.0672181
MAR,2011,21794.5747404
MAR,2012,21889.9523739
MAR,2013,23407.1041534
MAR,2014,23852.2033408
MAR,2015,23457.1212185
MCO,1990,452.260571485
MCO,1991,452.41857207199996
MCO,1992,498.646231617
MCO,1993,475.186373988
MCO,1994,499.815605053
MCO,1995,573.208818822
MCO,1996,571.924961126
MCO,1997,512.530063977
MCO,1998,534.8168209190001
MCO,1999,528.560901268
MCO,2000,485.862770705
MCO,2001,488.19642283
MCO,2002,529.5047873799999
MCO,2003,651.628144655
MCO,2004,753.036463505
MCO,2005,787.1101698479999
MCO,2006,863.70037369
MCO,2007,1104.32405568
MCO,2008,1222.70143127
MCO,2009,1036.6765767
MCO,2010,1030.52190513
MCO,2011,1123.5197033
MCO,2012,1131.70341996
MCO,2013,1283.34519275
MCO,2014,1301.74971902
MCO,2015,1283.44944786
MDA,1990,14.801126834
MDA,1991,10.121430128
MDA,1992,7.589838787
MDA,1993,7.646104855
MDA,1994,7.6839017300000005
MDA,1995,8.286062777
MDA,1996,9.21732506
MDA,1997,9.830603935
MDA,1998,10.714693763
MDA,1999,9.860749533
MDA,2000,17.168739695
MDA,2001,9.436419728
MDA,2002,10.054415029
MDA,2003,9.012468196
MDA,2004,8.720840127
MDA,2005,9.933960845
MDA,2006,9.16436517
MDA,2007,11.178476514
MDA,2008,14.459658396
MDA,2009,12.259378512000001
MDA,2010,13.888049074
MDA,2011,15.438677658
MDA,2012,27.662735449
MDA,2013,51.176848815
MDA,2014,76.092298421
MDA,2015,86.34485550599999
MDG,1990,901.759544565
MDG,1991,810.276084996
MDG,1992,895.441837984
MDG,1993,976.623828137
MDG,1994,946.918064976
MDG,1995,1040.938494223
MDG,1996,1219.49308254
MDG,1997,1121.877563645
MDG,1998,1193.53113517
MDG,1999,1243.20078148
MDG,2000,1388.21067956
MDG,2001,1535.63717837
MDG,2002,1347.70694183
MDG,2003,1754.99176828
MDG,2004,1693.40033763
MDG,2005,1838.8097629899999
MDG,2006,2033.66038132
MDG,2007,2533.52737167
MDG,2008,3038.1862580300003
MDG,2009,2659.91691078
MDG,2010,2812.03589362
MDG,2011,3258.26304702
MDG,2012,3309.7910785699996
MDG,2013,3490.20011118
MDG,2014,3590.69571672
MDG,2015,3455.49829387
MDV,1990,62.140980119
MDV,1991,68.488089261
MDV,1992,77.60489995
MDV,1993,85.860067011
MDV,1994,94.957349483
MDV,1995,112.805640614
MDV,1996,121.24784688700001
MDV,1997,138.20044714
MDV,1998,163.746806297
MDV,1999,179.138528133
MDV,2000,192.020618178
MDV,2001,189.81402276
MDV,2002,195.43365869299998
MDV,2003,225.385203346
MDV,2004,273.70805133
MDV,2005,268.30903796999996
MDV,2006,343.78550917
MDV,2007,411.54898455
MDV,2008,513.45184179
MDV,2009,515.78681294
MDV,2010,562.44307407
MDV,2011,569.46155088
MDV,2012,577.99635004
MDV,2013,662.37616323
MDV,2014,673.18572968
MDV,2015,638.41956684
MEX,1990,70563.3744567
MEX,1991,88847.043743
MEX,1992,103603.7336548
MEX,1993,115385.5695363
MEX,1994,122183.52908909999
MEX,1995,89538.407762
MEX,1996,102573.2550738
MEX,1997,122342.4604882
MEX,1998,132753.4958555
MEX,1999,151239.339271
MEX,2000,182088.68500300002
MEX,2001,191844.476242
MEX,2002,197576.77577100002
MEX,2003,195351.908573
MEX,2004,214945.73811
MEX,2005,240670.07401799998
MEX,2006,272635.127792
MEX,2007,294617.806577
MEX,2008,312418.144586
MEX,2009,248026.723192
MEX,2010,293683.009277
MEX,2011,330735.296165
MEX,2012,335564.476698
MEX,2013,355302.46617699997
MEX,2014,358333.688872
MEX,2015,344987.17913999996
MKD,1990,959.681682604
MKD,1991,816.9389542460001
MKD,1992,917.17924333
MKD,1993,1043.277024979
MKD,1994,1286.217717589
MKD,1995,1645.779099971
MKD,1996,1600.280400314
MKD,1997,1495.254911536
MKD,1998,1467.309962508
MKD,1999,1487.141683322
MKD,2000,1610.446244276
MKD,2001,1590.221115123
MKD,2002,1741.180130484
MKD,2003,2102.5215996399997
MKD,2004,2515.083200598
MKD,2005,2742.860469657
MKD,2006,3089.314483567
MKD,2007,3944.485972556
MKD,2008,4909.158723795
MKD,2009,4289.8337644349995
MKD,2010,4653.4779085909995
MKD,2011,5464.612948349
MKD,2012,5465.672534161
MKD,2013,5732.727854286
MKD,2014,5718.697763679
MKD,2015,5672.951904179
MLI,1990,658.86097941
MLI,1991,644.662620533
MLI,1992,710.538885966
MLI,1993,709.617152168
MLI,1994,478.869093708
MLI,1995,643.201611758
MLI,1996,670.328998163
MLI,1997,607.9743458180001
MLI,1998,648.653773992
MLI,1999,653.900367051
MLI,2000,581.585640659
MLI,2001,666.3963142580001
MLI,2002,707.698041979
MLI,2003,944.22983478
MLI,2004,1142.27320988
MLI,2005,1264.9993092099999
MLI,2006,1438.71092545
MLI,2007,1686.31616411
MLI,2008,2032.06761508
MLI,2009,2057.35673424
MLI,2010,2182.7809195
MLI,2011,2499.79506197
MLI,2012,2563.57403695
MLI,2013,2753.51858568
MLI,2014,2835.59556773
MLI,2015,2817.38346524
MLT,1990,469.41458510999996
MLT,1991,513.93634174
MLT,1992,584.9626249
MLT,1993,535.6293838900001
MLT,1994,582.6430768600001
MLT,1995,693.90246601
MLT,1996,731.8916244
MLT,1997,736.44170878
MLT,1998,792.09099399
MLT,1999,815.99185798
MLT,2000,840.99687122
MLT,2001,819.58041815
MLT,2002,885.33338284
MLT,2003,1030.61937795
MLT,2004,1156.80683321
MLT,2005,1219.5582156199998
MLT,2006,1352.44268247
MLT,2007,1592.52734596
MLT,2008,1867.9483099600002
MLT,2009,1707.94381275
MLT,2010,1776.54054176
MLT,2011,1965.3238598399998
MLT,2012,2037.75331028
MLT,2013,2170.45224522
MLT,2014,2203.9001664400002
MLT,2015,2130.8793398400003
MMR,1990,5746.7208436
MMR,1991,6766.2886177
MMR,1992,9041.6391814
MMR,1993,18165.080673200002
MMR,1994,16796.063345900002
MMR,1995,21816.9517457
MMR,1996,27962.585226400002
MMR,1997,2509.6176873599998
MMR,1998,1615.52395628
MMR,1999,1746.32775047
MMR,2000,2008.8988251800001
MMR,2001,2335.5109864300002
MMR,2002,3338.10430047
MMR,2003,3036.70291595
MMR,2004,3460.8923919
MMR,2005,3991.83158976
MMR,2006,4778.5944702
MMR,2007,6523.67971834
MMR,2008,9572.2913481
MMR,2009,12685.5396698
MMR,2010,16833.1181182
MMR,2011,22165.0735774
MMR,2012,22278.5660193
MMR,2013,22940.9592017
MMR,2014,23330.381701799997
MMR,2015,23308.6394893
MNE,1990,692.95837855
MNE,1991,563.14511423
MNE,1992,473.618458866
MNE,1993,265.215300281
MNE,1994,270.86133056200003
MNE,1995,379.421798852
MNE,1996,268.642760643
MNE,1997,245.35556495100002
MNE,1998,243.47144741900001
MNE,1999,236.66610087499998
MNE,2000,255.610430493
MNE,2001,353.544376021
MNE,2002,404.878175591
MNE,2003,529.689545718
MNE,2004,669.10781848
MNE,2005,753.67365481
MNE,2006,961.3840544699999
MNE,2007,1195.9611715
MNE,2008,1484.61201644
MNE,2009,1167.67887523
MNE,2010,1184.76899509
MNE,2011,1345.17950471
MNE,2012,1357.54949699
MNE,2013,1459.1341457899998
MNE,2014,1483.13348807
MNE,2015,1452.53994603
MNG,1990,556.706349481
MNG,1991,519.8202419849999
MNG,1992,415.967388632
MNG,1993,399.44443144499996
MNG,1994,409.463991717
MNG,1995,432.523656109
MNG,1996,420.376981971
MNG,1997,345.53371661
MNG,1998,343.142554292
MNG,1999,319.006411654
MNG,2000,374.876858503
MNG,2001,431.00776072499997
MNG,2002,475.189242528
MNG,2003,549.444094833
MNG,2004,703.069616493
MNG,2005,843.969688877
MNG,2006,1097.000102662
MNG,2007,1372.77641139
MNG,2008,1879.836334732
MNG,2009,1565.941480441
MNG,2010,2067.967638869
MNG,2011,2915.15021109
MNG,2012,3018.5171607499997
MNG,2013,3319.03291514
MNG,2014,3410.32365248
MNG,2015,3361.3556999899997
MOZ,1990,703.48986546
MOZ,1991,657.37991175
MOZ,1992,489.15064838
MOZ,1993,487.498589714
MOZ,1994,513.06645309
MOZ,1995,527.1336093259999
