country,t,outp,gross output,trans_outp_p,trans_diff
ABW,1990,74.6995543415464,1398.2909371043352,0.0534220399770585,
ABW,1991,83.8082959396325,1742.9687385688158,0.0480836483667797,-0.0053383916102788045
ABW,1992,91.3858231342918,1772.6820822365546,0.0515522913273835,0.0034686429606038058
ABW,1993,98.8360962648235,1972.7548540687983,0.0501005464824858,-0.0014517448448977052
ABW,1994,114.100481433424,2335.418333890981,0.048856549500202,-0.0012439969822838001
ABW,1995,117.917777307832,2318.595585290317,0.0508574147453434,0.0020008652451414047
ABW,1996,130.451808342819,2438.3051819210277,0.05350101755517,0.0026436028098265965
ABW,1997,142.683906636503,2731.1052527415227,0.0522440160419576,-0.0012570015132123968
ABW,1998,157.386125869854,2975.022409549435,0.0529025009575272,0.0006584849155696001
ABW,1999,168.346551594387,3118.257380616911,0.05398738174752,0.0010848807899927967
ABW,2000,163.018717934277,3346.267047654565,0.0487165894451067,-0.005270792302413299
ABW,2001,162.561152942011,3424.534973992505,0.047469555480255,-0.0012470339648517
ABW,2002,163.126295703192,3461.0180622755943,0.0471324600935302,-0.00033709538672480055
ABW,2003,171.274854724463,3626.841929730219,0.0472242402737422,9.178018021200468e-05
ABW,2004,196.303471490344,4006.1850019129593,0.049000101442297,0.0017758611685547987
ABW,2005,214.241769219311,4259.675311625038,0.0502953285276523,0.0012952270853552952
ABW,2006,230.774291582527,4501.657719675367,0.051264291057466,0.0009689625298137036
ABW,2007,251.17099228864,4852.602164001634,0.0517600627044841,0.0004957716470180978
ABW,2008,270.023384470775,5136.257998479333,0.0525720056412118,0.0008119429367276984
ABW,2009,235.242498278076,4671.253819314328,0.0503596052317718,-0.002212400409439999
ABW,2010,240.763116497824,4697.602626362423,0.0512523377662231,0.0008927325344513029
ABW,2011,279.100728849818,5309.794761724901,0.0525633741744005,0.0013110364081773962
ABW,2012,283.7551904915,5369.029337229343,0.0528503706478032,0.0002869964734027036
ABW,2013,293.948541084115,5507.823078083933,0.0533692780099926,0.0005189073621894025
ABW,2014,303.40701674583,5649.315159202004,0.0537068667963441,0.0003375887863514976
ABW,2015,287.174319700167,5413.2429818266455,0.053050328733491,-0.0006565380628531028
AFG,1990,247.73552726449,5881.309988356534,0.0421225080390154,
AFG,1991,232.069066751253,5502.2933212752205,0.0421767894223182,5.4281383302802466e-05
AFG,1992,245.15601436918,5820.078892515376,0.0421224555365479,-5.4333885770301016e-05
AFG,1993,192.974543232194,4586.582040154089,0.0420737144877737,-4.874104877419794e-05
AFG,1994,159.09288292583,3732.7513929359616,0.042620808668615,0.0005470941808412982
AFG,1995,251.427444802002,5829.842072653805,0.0431276596636089,0.0005068509949939029
AFG,1996,243.75332256999,5720.002934783102,0.0426141953682813,-0.0005134642953276009
AFG,1997,235.457614512342,5604.30315439946,0.042013718392001,-0.0006004769762803022
AFG,1998,230.785752905416,5615.505139980767,0.0410979506121877,-0.0009157677798133021
AFG,1999,218.402004513638,5355.349421449553,0.0407820269652026,-0.0003159236469851001
AFG,2000,279.496541963779,7112.007327285174,0.0392992483136922,-0.0014827786515103983
AFG,2001,290.529728320363,7204.546255886154,0.040325888404561,0.0010266400908688009
AFG,2002,332.408419367683,8140.894216699677,0.0408319295791613,0.0005060411746002982
AFG,2003,410.091335186032,9900.719690024856,0.0414203560978709,0.0005884265187095991
AFG,2004,464.796751186909,11094.92806302451,0.0418927232828045,0.00047236718493360447
AFG,2005,544.312902389494,12973.07633945502,0.0419571185852098,6.439530240529706e-05
AFG,2006,653.8461456686371,15488.76531976849,0.0422142199310183,0.0002571013458085025
AFG,2007,826.545843326942,19638.7204029083,0.0420875610207546,-0.00012665891026369946
AFG,2008,893.543236174893,21033.639144302088,0.0424816281217294,0.0003940671009747959
AFG,2009,999.061277131612,23513.78862630257,0.0424883158137289,6.687691999504586e-06
AFG,2010,1274.09582681658,29862.32973306036,0.0426656539595448,0.00017733814581590013
AFG,2011,1510.9703930165,35126.83806806933,0.0430146997600102,0.0003490458004653946
AFG,2012,1534.65662432563,35511.646497922244,0.0432155863123784,0.00020088655236820407
AFG,2013,1541.06203599964,35575.296608452605,0.0433183186906581,0.00010273237827970044
AFG,2014,1615.11576541862,36591.70008116489,0.0441388555829899,0.0008205368923317954
AFG,2015,1629.30892933828,36059.384133046486,0.0451840476067672,0.0010451920237773
AGO,1990,769.6960447508741,19469.08844694916,0.0395342620610204,
AGO,1991,909.842869086116,23191.80158860769,0.039231228570576,-0.0003030334904443946
AGO,1992,1099.06423153397,28091.690065687555,0.0391241761874774,-0.00010705238309860476
AGO,1993,853.018274102698,21378.246263030767,0.03990122779986,0.0007770516123826038
AGO,1994,922.62955526373,22305.871894111093,0.0413626313126684,0.0014614035128084
AGO,1995,520.182326079476,11549.036205113507,0.0450411893114645,0.0036785579987961003
AGO,1996,652.13192729862,13745.776637009276,0.0474423486223989,0.0024011593109343962
AGO,1997,759.60949075572,17419.291548852012,0.0436073699452938,-0.003834978677105097
AGO,1998,664.483161773503,15614.712083772729,0.0425549416606953,-0.0010524282845984986
AGO,1999,688.834177262751,14836.842275938878,0.0464272764009794,0.003872334740284096
AGO,2000,902.518644308754,20043.424037706176,0.0450281669744108,-0.0013991094265685955
AGO,2001,1003.78382409856,22892.81468997332,0.0438471126286712,-0.0011810543457396044
AGO,2002,1160.14332386559,26142.30915101304,0.0443779972596886,0.0005308846310174004
AGO,2003,1430.41038788469,32962.288216702145,0.0433953607371194,-0.0009826365225691983
AGO,2004,1994.64613022288,45500.27847157892,0.0438381081880368,0.0004427474509174009
AGO,2005,3093.06982789629,69340.61297974763,0.0446069005591237,0.0007687923710868946
AGO,2006,3826.83118137732,83669.55102612189,0.0457374413325412,0.001130540773417503
AGO,2007,5476.36933467469,124287.18875357312,0.044062219039589,-0.0016752222929522012
AGO,2008,7569.53904635445,175021.8657486501,0.0432491049845458,-0.0008131140550431959
AGO,2009,6840.11571609414,171268.12160828058,0.0399380553243799,-0.0033110496601659045
AGO,2010,7451.28832156022,175721.13718089793,0.0424040524725799,0.0024659971482000054
AGO,2011,9490.305541237702,219223.6059036346,0.0432905275055525,0.0008864750329725946
AGO,2012,9553.171776767,223361.73071143575,0.0427699577109244,-0.0005205697946280979
AGO,2013,10079.343336393,240487.85944690756,0.0419120672435367,-0.000857890467387698
AGO,2014,10491.6743105256,252835.54089108968,0.0414960423425793,-0.0004160249009573999
AGO,2015,10187.3563896796,246999.191851769,0.0412444927989615,-0.0002515495436178003
ALB,1990,214.218745017523,3606.4641272687295,0.0593985514503804,
ALB,1991,170.918822407169,2893.9696767745613,0.059060336318957,-0.00033821513142340276
ALB,1992,192.627282284949,3439.2470957160795,0.0560085614449991,-0.0030517748739578993
ALB,1993,207.891939063951,3755.673301726391,0.0553541062712744,-0.0006544551737246995
ALB,1994,220.793521978428,3969.1130075437422,0.0556279253220518,0.0002738190507773977
ALB,1995,273.610245265627,4943.699171564997,0.0553452456895777,-0.0002826796324740949
ALB,1996,362.686846600222,6557.399597971265,0.0553095539140897,-3.569177548800456e-05
ALB,1997,254.497616502708,4683.37054298078,0.0543406963354922,-0.0009688575785974998
ALB,1998,301.050679208319,5458.9405086796805,0.0551481883214609,0.000807491985968703
ALB,1999,370.982563426502,6554.2618340715,0.0566017307239689,0.0014535424025080013
ALB,2000,376.294186696495,6752.575536866615,0.0557260240395779,-0.0008757066843909991
ALB,2001,423.110838607048,7486.5989271664,0.0565157613922282,0.0007897373526502965
ALB,2002,469.728455534081,8357.632983695004,0.0562035275359039,-0.00031223385632429823
ALB,2003,610.161168039273,10749.302959476783,0.0567628589815996,0.0005593314456956988
